especie,voucher,sample_id,localidad,region,lat,lon,alt,anio,fuente
sp,,AF-FG,Canela,Región De Coquimbo,-31.45053,-71.21054,,2023,"CNX (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,,AF-FG,Illapel,Región De Coquimbo,-31.49437,-71.2356,,2023,"CNX (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,,AF-FG,Illapel,Región De Coquimbo,-31.58265,-71.2158,,2023,"CNX (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,,AF-FG,Illapel,Región De Coquimbo,-31.58265,-71.2158,,2023,"CNX (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,,AF-FG,Illapel,Región De Coquimbo,-31.60855,-71.2131,,2023,"CNX (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,196291035,jachatata,,Coquimbo,-29.571791,-71.294571,,2023,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,192275414,jose_silval,,Región Metropolitana de Santiago,-33.587669,-70.726834,,2023,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,193837126,Juan Mauricio Contreras,,Antofagasta,-25.230899,-70.404728,,2023,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,,Mauro Rios y Cristobal Tello,Las Verbenas,Región de Atacama,-28.66891,-70.64698,,2023,"CNX (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,,Mauro Rios y Cristobal Tello,Las Verbenas,Región de Atacama,-28.67192,-70.64848,,2023,"CNX (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,,Mauro Rios y Cristobal Tello,Las Verbenas,Región de Atacama,-28.67192,-70.64848,,2023,"CNX (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,,Mauro Rios y Cristobal Tello,Las Verbenas,Región de Atacama,-28.67745,-70.6512,,2023,"CNX (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,,Mauro Rios y Cristobal Tello,Las Verbenas,Región de Atacama,-28.68271,-70.64946,,2023,"CNX (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,,Mauro Rios y Cristobal Tello,Las Verbenas,Región de Atacama,-28.68571,-70.65071,,2023,"CNX (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,,Mauro Rios y Cristobal Tello,Las Verbenas,Región de Atacama,-28.68761,-70.66673,,2023,"CNX (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,,Mauro Rios y Cristobal Tello,Las Verbenas,Región de Atacama,-28.68894,-70.678,,2023,"CNX (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,,Mauro Rios y Cristobal Tello,Las Verbenas,Región de Atacama,-28.68812,-70.67082,,2023,"CNX (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
resplendens,GyrTULA1,,,,-30.96,-70.77,,2023," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
resplendens,GyrResTULA1,,,,-30.96,-70.77,,2023," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,351004624,GreeganOwO,,Valparaíso,-32.818864,-71.452304,,2022,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,106036146,John G. Phillips,,Coquimbo,-29.275537,-71.282653,,2022,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,108841690,Ariel Cabrera Foix,,Coquimbo,-31.076961,-71.658508,,2022,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,116021926,Bastian Riveros Flores,,Coquimbo,-29.946339,-71.22063,,2022,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
confusus,135136469,Rodrigo_Barahona,,Atacama,-28.968815,-71.341293,,2022,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,137293431,Pablo Silva,,Atacama,-28.188801,-71.126425,,2022,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,133558263,jachatata,,Coquimbo,-29.59381,-71.274915,,2022,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,136346578,Diego Almendras,,Coquimbo,-30.395917,-70.872008,,2022,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,141368169,Rodrigo_Barahona,,Coquimbo,-29.196506,-71.464594,,2022,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,136972789,Orlando Fuenzalida,,Atacama,-28.116943,-71.138429,,2022,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,139096610,Darío De la Fuente,,Atacama,-28.431179,-71.186074,,2022,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,138346136,Ana Sandoval,,Coquimbo,-30.011531,-70.686828,,2022,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,138583727,carlossilvaponce,,Atacama,-27.67003,-70.496713,,2022,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,138547955,Matías,,Atacama,-28.431176,-71.186061,,2022,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,138464491,macarena96,,Atacama,-28.45763,-71.174903,,2022,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,139084884,By.Ulises,,Coquimbo,-30.036727,-70.741432,,2022,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
maculatus,138454338,pau_miranda,,Atacama,-28.112619,-71.1157,,2022,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,137927228,Macarena Andrea Villalobos Farías,,Atacama,-28.093838,-71.146222,,2022,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,138903939,Jorge Herreros de Lartundo,,Atacama,-28.031439,-71.129547,,2022,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,140733449,Ana Sandoval,,Coquimbo,-29.728153,-71.315444,,2022,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,140836123,nacho1998,,Coquimbo,-29.320312,-71.239373,,2022,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,138903944,Jorge Herreros de Lartundo,,Atacama,-28.031588,-71.129875,,2022,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,141124454,DiegoH,,Coquimbo,-29.408368,-71.186049,,2022,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,141121369,DiegoH,,Coquimbo,-29.296435,-71.358832,,2022,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,141121368,DiegoH,,Coquimbo,-29.296295,-71.358846,,2022,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,138598704,Andrés Aguilar Velasco,,Coquimbo,-30.44165,-71.146767,,2022,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,163110672,alberto_correa,,Coquimbo,-30.23132,-71.470606,,2022,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,140047300,Nico,,Coquimbo,-29.873592,-71.222446,,2022,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,139703926,Javier Sellanes Lopez,,Coquimbo,-30.005132,-71.410532,,2022,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,161542301,Defiendelatierra,,Atacama,-28.500549,-71.125659,,2022,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,141028686,Javier Sellanes Lopez,,Coquimbo,-29.339914,-71.21769,,2022,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,141843642,Ariel Cabrera Foix,,Coquimbo,-31.069453,-71.622183,,2022,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,141843637,Ariel Cabrera Foix,,Coquimbo,-31.067812,-71.621433,,2022,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,141843636,Ariel Cabrera Foix,,Coquimbo,-31.065617,-71.618153,,2022,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,141843643,Ariel Cabrera Foix,,Coquimbo,-31.069308,-71.622175,,2022,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,141843650,Ariel Cabrera Foix,,Coquimbo,-31.068088,-71.626438,,2022,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,141843648,Ariel Cabrera Foix,,Coquimbo,-31.067608,-71.626578,,2022,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,141843647,Ariel Cabrera Foix,,Coquimbo,-31.070155,-71.622147,,2022,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,141843646,Ariel Cabrera Foix,,Coquimbo,-31.069492,-71.622587,,2022,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,142283356,Ariel Cabrera Foix,,Coquimbo,-31.075477,-71.658147,,2022,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
maculatus,142616935,Nicolás Villaseca Merino,,Atacama,-28.125032,-71.032738,,2022,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,142524590,Mauricio Montenegro,,Valparaíso,-33.241392,-71.498645,,2022,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
maculatus,143187825,Nicolás Villaseca Merino,,Atacama,-28.540262,-71.185251,,2022,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,141028682,Javier Sellanes Lopez,,Coquimbo,-29.254571,-71.457478,,2022,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,147972551,Josefa Araya Campano,,Coquimbo,-29.959574,-71.360972,,2022,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,147972550,Josefa Araya Campano,,Coquimbo,-29.959574,-71.360972,,2022,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,141028675,Javier Sellanes Lopez,,Coquimbo,-29.319588,-71.265523,,2022,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,161289469,Ricardo Catalán Garrido,,Coquimbo,-29.614903,-71.239887,,2022,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,142492055,Diego G. Pádua,,Atacama,-29.103359,-71.460887,,2022,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,142283343,Ariel Cabrera Foix,,Coquimbo,-31.073183,-71.616197,,2022,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,141773305,Ariel Cabrera Foix,,Coquimbo,-31.072877,-71.616505,,2022,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,142903237,Ariel Cabrera Foix,,Coquimbo,-31.072967,-71.616195,,2022,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,141773306,Ariel Cabrera Foix,,Coquimbo,-31.073112,-71.616518,,2022,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,141843622,Ariel Cabrera Foix,,Coquimbo,-31.065837,-71.618753,,2022,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,141843627,Ariel Cabrera Foix,,Coquimbo,-31.065947,-71.618853,,2022,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,188779312,jocelinerose,,Atacama,-27.422632,-70.703116,,2022,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
maculatus,144274950,alyciaj,,Atacama,-29.021,-70.690087,,2022,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,144985766,catha_miranda-veliz,,Coquimbo,-30.220811,-71.088117,,2022,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,143470224,Álvaro Parra Valdivia,,Atacama,-27.13861,-70.921167,,2022,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrDURA1,,,,-30.85,-71.16,,2022," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrG06_02,,,,-29.35,-71.03,,2022," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrTABA06,,,,-30.49,-71.08,,2022," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrG20A_02,,,,-28.42,-70.98,,2022," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrTABA05,,,,-30.49,-71.08,,2022," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrG29_02,,,,-28.86,-71.39,,2022," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
confusus,GyrG28_02,,,,-28.96,-71.18,,2022," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrG25_02,,,,-28.65,-71.24,,2022," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrG29_01,,,,-28.86,-71.39,,2022," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrG19B_01,,,,-28.34,-71.15,,2022," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrG19B_02,,,,-28.34,-71.15,,2022," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
confusus,GyrG28_01,,,,-28.96,-71.18,,2022," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrG10_01,,,,-27.2,-70.94,,2022," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrG42_01,,,,-30.35,-71.58,,2022," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrG30_02,,,,-29.06,-71.4,,2022," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrG30_01,,,,-29.06,-71.4,,2022," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrG42_02,,,,-30.35,-71.58,,2022," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
crispaticollis,GyrG43B_01,,,,-30.35,-71.57,,2022," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrTABA03,,,,-30.49,-71.08,,2022," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
crispaticollis,GyrG46_01,,,,-30.74,-71.66,,2022," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrG20A_01,,,,-28.42,-70.98,,2022," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrG06_01,,,,-29.35,-71.03,,2022," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrG25_01,,,,-28.65,-71.24,,2022," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrG10_02,,,,-27.2,-70.94,,2022," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,68350557,Nico,,Coquimbo,-29.857417,-71.196313,,2021,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,69596662,Diego Almendras,,Coquimbo,-30.018039,-71.311172,,2021,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,69899992,Diego Almendras,,Coquimbo,-30.010753,-71.356712,,2021,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,70896178,Juan Mauricio Contreras,,Antofagasta,-25.033696,-70.455506,,2021,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,83166028,Ninosca Angel,,Coquimbo,-29.609698,-71.283927,,2021,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,88857821,Juan Mauricio Contreras,,Antofagasta,-25.031614,-70.434059,,2021,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,89472530,Francisco Riquelme Tapia,,Coquimbo,-30.316518,-71.26756,,2021,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,89584830,Ninosca Angel,,Coquimbo,-30.317069,-71.264939,,2021,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,89587484,Ninosca Angel,,Coquimbo,-30.317197,-71.262725,,2021,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,89504697,Bastian Riveros Flores,,Coquimbo,-30.317444,-71.265745,,2021,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,89504797,Bastian Riveros Flores,,Coquimbo,-30.316586,-71.267926,,2021,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,96043138,Bastian Riveros Flores,,Coquimbo,-29.953377,-71.245575,,2021,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,99908611,Mircea Petrache,,Atacama,-27.119254,-70.548602,,2021,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,99917028,sramirezc,,Atacama,-27.020793,-70.721928,,2021,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,119731605,Nicolás Villaseca Merino,,Atacama,-27.015767,-70.67361,,2021,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,119731729,Nicolás Villaseca Merino,,Atacama,-27.007202,-70.603085,,2021,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,103397630,Bastian Riveros Flores,,Coquimbo,-29.699837,-71.308092,,2021,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrS17_01,,,,-28.61,-71.27,,2021," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrS37_09,,,,-27.57,-70.45,,2021," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrS20_01,,,,-28.33,-71.17,,2021," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,39679519,Diego Almendras,,Coquimbo,-30.009542,-71.356812,,2020,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,61880178,Nicolás Arcos,,Coquimbo,-29.348441,-71.04673,,2020,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,63207046,Nico,,Coquimbo,-29.883389,-71.224937,,2020,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,63544087,Isidora Éxoda Errante,,Coquimbo,-30.579074,-71.28354,,2020,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,63207035,Nico,,Coquimbo,-29.883444,-71.224904,,2020,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,62785064,Francisco Riquelme Tapia,,Coquimbo,-29.949276,-71.211854,,2020,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,64369539,José Tomás Urrea,,Coquimbo,-30.187138,-71.438918,,2020,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,63207018,Nico,,Coquimbo,-29.883461,-71.225002,,2020,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,63207091,Nico,,Coquimbo,-29.883488,-71.224957,,2020,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,63207054,Nico,,Coquimbo,-29.883446,-71.224994,,2020,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
