point_id,dim,K,brazo,seed,frame_burgers,long_media,L3,L4,L5,L6,L8
142,d3,3,muon,2,1.08155,9.17,,0.91014,,1.07841,1.09095
143,d3,3,muon,3,1.07788,9.23,,0.84016,,1.08518,1.25561
145,d3,3,muon,5,1.0957,9.23,,0.9977,,1.12721,1.09488
144,d3,3,muon,4,1.07244,9.29,,0.97751,,1.11956,1.01654
146,d3,3,muon,6,1.083,9.16,,1.00416,,1.07139,0.9746
147,d3,3,muon,7,1.05044,9.12,,0.77337,,1.02043,1.23934
148,d3,3,muon,8,1.10361,9.28,,0.91278,,1.15861,1.17276
149,d3,3,muon,9,1.09251,9.18,,1.02295,,1.10133,1.00688
150,d3,3,tauon,0,1.05905,9.12,,0.88402,,0.91598,1.10983
151,d3,3,tauon,1,1.0942,9.23,,0.9785,,1.15219,1.1957
152,d3,3,tauon,2,1.12234,9.17,,1.01633,,1.1982,1.02815
153,d3,3,tauon,3,1.10387,9.23,,1.10485,,0.95832,1.0667
154,d3,3,tauon,4,1.12247,9.29,,1.00134,,1.06477,1.06872
155,d3,3,tauon,5,1.10682,9.23,,0.89461,,1.09901,1.17516
156,d3,3,tauon,6,1.0989,9.16,,0.88047,,1.17976,1.10165
157,d3,3,tauon,7,1.13318,9.12,,0.95026,,1.15308,1.13992
160,d3,3,alineado,0,0.42014,9.12,,0.14244,,0.3051,0.39978
159,d3,3,tauon,9,1.07039,9.18,,0.88624,,0.98486,1.22199
158,d3,3,tauon,8,1.15525,9.28,,1.05756,,1.00895,1.21633
161,d3,3,alineado,1,0.32768,9.23,,0.07408,,0.16978,0.27974
162,d3,3,alineado,2,0.39913,9.17,,0.14418,,0.25407,0.35753
163,d3,3,alineado,3,0.20495,9.23,,0.07703,,0.10542,0.17532
171,d3,3,nulo,1,1.0959,9.23,,0.92355,,1.13805,1.14168
170,d3,3,nulo,0,1.06131,9.12,,1.03769,,1.08434,1.05033
164,d3,3,alineado,4,0.22467,9.29,,0.07365,,0.08775,0.12204
165,d3,3,alineado,5,0.0809,9.23,,0.02155,,0.05432,0.08876
166,d3,3,alineado,6,0.12876,9.16,,0.04878,,0.09435,0.13902
167,d3,3,alineado,7,0.35763,9.12,,0.07033,,0.17514,0.3119
168,d3,3,alineado,8,0.08269,9.28,,0.04957,,0.07641,0.07768
172,d3,3,nulo,2,1.06284,9.17,,0.95321,,0.99249,0.99612
169,d3,3,alineado,9,0.49853,9.18,,0.13898,,0.32338,0.51034
173,d3,3,nulo,3,1.12849,9.23,,0.84737,,1.05254,1.1697
174,d3,3,nulo,4,1.15246,9.29,,1.04015,,1.24191,1.10696
175,d3,3,nulo,5,1.07652,9.23,,0.94377,,1.18903,1.16128
177,d3,3,nulo,7,1.10951,9.12,,1.03224,,1.06402,1.08769
176,d3,3,nulo,6,1.13439,9.16,,1.10877,,1.08353,1.13512
179,d3,3,nulo,9,1.10693,9.18,,1.0277,,1.24843,1.13609
178,d3,3,nulo,8,1.03658,9.28,,0.78958,,0.97323,1.05781
180,d3,4,marco,0,1.19424,9.11,,1.05394,,1.10146,1.30235
181,d3,4,marco,1,1.21029,9.22,,1.01379,,1.21237,1.32472
182,d3,4,marco,2,1.15733,9.15,,0.98038,,1.17292,1.30615
183,d3,4,marco,3,1.17585,9.28,,0.93167,,1.21701,1.28566
184,d3,4,marco,4,1.12748,9.22,,0.7426,,1.12051,1.26583
186,d3,4,marco,6,1.24733,9.16,,1.10421,,1.27615,1.36132
185,d3,4,marco,5,1.21228,9.19,,0.99538,,1.07264,1.31117
188,d3,4,marco,8,1.2227,9.12,,1.01958,,1.23099,1.27718
187,d3,4,marco,7,1.1852,9.2,,1.09435,,1.13446,1.08441
189,d3,4,marco,9,1.20842,9.26,,0.86811,,1.22995,1.33674
190,d3,4,electron,0,0.23595,9.11,,0.07953,,0.1752,0.25899
191,d3,4,electron,1,0.26206,9.22,,0.08635,,0.18973,0.27327
192,d3,4,electron,2,0.22643,9.15,,0.09589,,0.18116,0.23185
195,d3,4,electron,5,0.34673,9.19,,0.13407,,0.22287,0.28401
193,d3,4,electron,3,0.31746,9.28,,0.09343,,0.34059,0.38275
194,d3,4,electron,4,0.34397,9.22,,0.11124,,0.21375,0.35056
196,d3,4,electron,6,0.16122,9.16,,0.05169,,0.11554,0.17579
197,d3,4,electron,7,0.23239,9.2,,0.05606,,0.10995,0.1902
198,d3,4,electron,8,0.34491,9.12,,0.10738,,0.24069,0.34975
199,d3,4,electron,9,0.4314,9.26,,0.15234,,0.31173,0.42408
200,d3,4,muon,0,1.19985,9.11,,0.93365,,1.08663,1.24021
201,d3,4,muon,1,1.17176,9.22,,1.04989,,1.05042,1.18433
202,d3,4,muon,2,1.21481,9.15,,0.99534,,1.17805,1.29661
203,d3,4,muon,3,1.19201,9.28,,0.89942,,1.14606,1.25658
205,d3,4,muon,5,1.18444,9.19,,0.97637,,1.28923,1.17189
204,d3,4,muon,4,1.17538,9.22,,0.87496,,1.21697,1.25036
206,d3,4,muon,6,1.2375,9.16,,0.99908,,1.23633,1.25333
207,d3,4,muon,7,1.19512,9.2,,0.94648,,1.22184,1.26639
208,d3,4,muon,8,1.14925,9.12,,0.99384,,1.17332,1.07281
209,d3,4,muon,9,1.13874,9.26,,0.99938,,1.13285,1.06308
210,d3,4,tauon,0,1.19577,9.11,,0.87725,,1.07298,1.38769
211,d3,4,tauon,1,1.22804,9.22,,1.0105,,1.20924,1.30359
212,d3,4,tauon,2,1.1569,9.15,,0.90032,,1.02836,1.26769
213,d3,4,tauon,3,1.25413,9.28,,1.04528,,1.18644,1.27312
214,d3,4,tauon,4,1.16313,9.22,,0.96435,,1.17716,1.09572
215,d3,4,tauon,5,1.07486,9.19,,0.91797,,0.97454,1.0971
216,d3,4,tauon,6,1.23471,9.16,,1.01914,,1.08443,1.32964
217,d3,4,tauon,7,1.17345,9.2,,0.91241,,1.05795,1.20225
220,d3,4,alineado,0,0.2118,9.11,,0.07291,,0.15965,0.2429
221,d3,4,alineado,1,0.24516,9.22,,0.07632,,0.16975,0.25537
218,d3,4,tauon,8,1.20118,9.12,,1.01423,,1.22983,1.28933
219,d3,4,tauon,9,1.17399,9.26,,0.94783,,1.1831,1.17575
222,d3,4,alineado,2,0.19212,9.15,,0.0633,,0.15815,0.21261
223,d3,4,alineado,3,0.28867,9.28,,0.08744,,0.30792,0.34981
230,d3,4,nulo,0,1.18389,9.11,,1.00928,,1.22551,1.18944
224,d3,4,alineado,4,0.28217,9.22,,0.09466,,0.19166,0.31116
225,d3,4,alineado,5,0.3269,9.19,,0.11632,,0.20087,0.26565
231,d3,4,nulo,1,1.21408,9.22,,0.88869,,1.38338,1.24688
226,d3,4,alineado,6,0.13424,9.16,,0.04598,,0.09618,0.14432
227,d3,4,alineado,7,0.21848,9.2,,0.0497,,0.10394,0.18115
228,d3,4,alineado,8,0.32515,9.12,,0.09873,,0.22301,0.33117
229,d3,4,alineado,9,0.39389,9.26,,0.14196,,0.29149,0.39163
232,d3,4,nulo,2,1.21984,9.15,,0.95283,,1.18037,1.12897
234,d3,4,nulo,4,1.21535,9.22,,0.95915,,1.16368,1.2927
235,d3,4,nulo,5,1.14224,9.19,,1.04624,,1.11181,1.14126
233,d3,4,nulo,3,1.20069,9.28,,0.98515,,1.17405,1.31411
236,d3,4,nulo,6,1.16035,9.16,,0.89023,,1.13881,1.34959
237,d3,4,nulo,7,1.21239,9.2,,1.09538,,1.26528,1.15943
238,d3,4,nulo,8,1.17937,9.12,,0.9643,,1.188,1.21442
240,d4,3,marco,0,1.02588,6.53,,0.8888,,1.07316,1.03958
239,d3,4,nulo,9,1.21343,9.26,,0.99864,,1.2682,1.29101
242,d4,3,marco,2,1.04725,6.52,,0.93368,,1.05755,1.1557
241,d4,3,marco,1,1.10489,6.54,,1.11893,,1.0954,1.15351
244,d4,3,marco,4,1.06776,6.54,,0.94733,,1.19183,1.03043
243,d4,3,marco,3,1.04804,6.56,,0.97291,,1.00328,1.1118
245,d4,3,marco,5,1.11125,6.5,,1.05567,,1.13576,1.09063
246,d4,3,marco,6,1.03321,6.54,,0.96591,,1.08175,0.98936
247,d4,3,marco,7,1.11664,6.56,,1.05561,,1.11082,1.17745
248,d4,3,marco,8,1.0364,6.53,,0.93282,,1.0129,1.1304
249,d4,3,marco,9,1.05041,6.56,,0.94011,,1.10056,1.04612
250,d4,3,electron,0,0.1605,6.53,,0.0657,,0.14618,0.18875
251,d4,3,electron,1,0.14129,6.54,,0.06806,,0.13467,0.17067
252,d4,3,electron,2,0.23046,6.52,,0.13778,,0.20609,0.29394
254,d4,3,electron,4,0.13408,6.54,,0.10399,,0.15813,0.13673
253,d4,3,electron,3,0.17648,6.56,,0.09547,,0.18576,0.19913
255,d4,3,electron,5,0.04451,6.5,,0.02777,,0.04302,0.04906
256,d4,3,electron,6,0.1408,6.54,,0.11541,,0.14557,0.15659
257,d4,3,electron,7,0.03138,6.56,,0.01736,,0.02917,0.03666
258,d4,3,electron,8,0.12815,6.53,,0.09124,,0.14475,0.1322
259,d4,3,electron,9,0.25937,6.56,,0.13821,,0.25742,0.32316
260,d4,3,muon,0,1.04227,6.53,,0.96249,,1.07211,1.06679
261,d4,3,muon,1,1.0765,6.54,,0.90768,,1.08637,1.22681
263,d4,3,muon,3,1.06359,6.56,,0.90373,,1.03742,1.18174
262,d4,3,muon,2,1.09416,6.52,,0.97226,,1.08675,1.20682
264,d4,3,muon,4,1.07215,6.54,,1.00175,,1.11158,1.09067
265,d4,3,muon,5,1.09675,6.5,,1.00181,,1.0602,1.19573
266,d4,3,muon,6,1.03271,6.54,,0.94668,,1.08054,1.04967
268,d4,3,muon,8,1.05617,6.53,,0.95668,,1.0585,1.17005
267,d4,3,muon,7,1.06029,6.56,,0.95268,,1.11649,1.12861
269,d4,3,muon,9,1.13516,6.56,,1.04984,,1.11789,1.21023
270,d4,3,tauon,0,1.1067,6.53,,1.06492,,1.0541,1.13282
271,d4,3,tauon,1,1.01986,6.54,,0.94453,,1.00385,1.12741
272,d4,3,tauon,2,1.07607,6.52,,1.00378,,1.02808,1.16923
273,d4,3,tauon,3,1.07077,6.56,,0.92365,,1.09945,1.19454
274,d4,3,tauon,4,1.10945,6.54,,0.99609,,1.1956,1.18263
275,d4,3,tauon,5,1.05165,6.5,,0.95055,,1.05901,1.05934
276,d4,3,tauon,6,1.04846,6.54,,0.92481,,1.02793,1.1695
277,d4,3,tauon,7,0.98608,6.56,,0.92991,,1.05162,0.97172
278,d4,3,tauon,8,1.04404,6.53,,1.02587,,1.03511,1.06405
280,d4,3,alineado,0,0.13604,6.53,,0.04683,,0.12033,0.16315
282,d4,3,alineado,2,0.19056,6.52,,0.1154,,0.17336,0.24167
283,d4,3,alineado,3,0.15548,6.56,,0.08309,,0.15311,0.18351
281,d4,3,alineado,1,0.11556,6.54,,0.05359,,0.10396,0.14647
279,d4,3,tauon,9,0.9912,6.56,,0.82304,,1.00806,1.07554
290,d4,3,nulo,0,1.02686,6.53,,0.95926,,1.01866,1.08053
291,d4,3,nulo,1,1.06133,6.54,,0.91583,,1.10042,1.17591
284,d4,3,alineado,4,0.09751,6.54,,0.07602,,0.12012,0.09774
285,d4,3,alineado,5,0.03208,6.5,,0.021,,0.02936,0.03683
286,d4,3,alineado,6,0.09067,6.54,,0.06394,,0.09848,0.11218
287,d4,3,alineado,7,0.02565,6.56,,0.01457,,0.02483,0.03087
288,d4,3,alineado,8,0.10353,6.53,,0.07109,,0.11595,0.10978
289,d4,3,alineado,9,0.20948,6.56,,0.10904,,0.19603,0.28998
292,d4,3,nulo,2,1.13584,6.52,,0.99227,,1.16419,1.21069
293,d4,3,nulo,3,1.04633,6.56,,0.94387,,1.06986,1.05305
296,d4,3,nulo,6,1.02257,6.54,,0.92912,,0.94361,1.12414
294,d4,3,nulo,4,1.07559,6.54,,0.90782,,1.07394,1.22902
297,d4,3,nulo,7,1.09895,6.56,,1.04258,,1.11073,1.09517
295,d4,3,nulo,5,1.00784,6.5,,0.89985,,1.02625,1.12974
298,d4,3,nulo,8,1.00925,6.53,,0.96778,,1.04198,1.00657
299,d4,3,nulo,9,1.02323,6.56,,0.95832,,1.13479,1.0013
301,d4,4,marco,1,1.1768,6.53,,1.01225,,1.19094,1.29896
300,d4,4,marco,0,1.12619,6.49,,0.9138,,1.26447,1.16214
302,d4,4,marco,2,1.15124,6.49,,0.989,,1.19038,1.2236
303,d4,4,marco,3,1.11847,6.53,,0.96911,,1.15693,1.1365
304,d4,4,marco,4,1.13237,6.52,,1.01292,,1.12514,1.23121
305,d4,4,marco,5,1.12644,6.55,,0.93281,,1.17243,1.18685
306,d4,4,marco,6,1.11899,6.53,,1.00148,,1.13984,1.21297
307,d4,4,marco,7,1.12615,6.54,,0.98861,,1.14918,1.19874
309,d4,4,marco,9,1.16404,6.5,,1.00417,,1.11929,1.33906
308,d4,4,marco,8,1.14832,6.52,,0.97852,,1.09229,1.28108
311,d4,4,electron,1,0.25266,6.53,,0.15864,,0.23624,0.30165
310,d4,4,electron,0,0.15776,6.49,,0.09264,,0.1662,0.20864
312,d4,4,electron,2,0.41189,6.49,,0.16375,,0.34202,0.53284
313,d4,4,electron,3,0.06638,6.53,,0.04638,,0.07116,0.07172
314,d4,4,electron,4,0.30889,6.52,,0.17131,,0.30459,0.38676
316,d4,4,electron,6,0.12031,6.53,,0.06329,,0.11878,0.12983
315,d4,4,electron,5,0.20954,6.55,,0.09333,,0.18503,0.27176
317,d4,4,electron,7,0.15107,6.54,,0.10933,,0.14819,0.18109
318,d4,4,electron,8,0.27502,6.52,,0.15069,,0.2645,0.33832
319,d4,4,electron,9,0.3397,6.5,,0.16138,,0.34679,0.44036
320,d4,4,muon,0,1.10625,6.49,,1.01194,,1.09149,1.15743
322,d4,4,muon,2,1.09006,6.49,,0.90266,,1.13223,1.22115
323,d4,4,muon,3,1.09337,6.53,,0.92017,,1.09982,1.15915
321,d4,4,muon,1,1.16218,6.53,,0.97337,,1.19798,1.2424
325,d4,4,muon,5,1.09491,6.55,,0.97973,,1.13868,1.13763
324,d4,4,muon,4,1.15325,6.52,,1.00578,,1.16305,1.21466
326,d4,4,muon,6,1.10192,6.53,,0.87087,,1.16069,1.25595
327,d4,4,muon,7,1.1328,6.54,,0.93822,,1.1642,1.27964
328,d4,4,muon,8,1.07358,6.52,,0.98759,,1.0673,1.07896
329,d4,4,muon,9,1.08891,6.5,,0.97363,,1.11988,1.14032
331,d4,4,tauon,1,1.13112,6.53,,0.87344,,1.20095,1.22997
330,d4,4,tauon,0,1.18105,6.49,,1.0108,,1.24197,1.24682
332,d4,4,tauon,2,1.12365,6.49,,0.98874,,1.14727,1.12788
333,d4,4,tauon,3,1.1958,6.53,,1.03814,,1.19692,1.28246
334,d4,4,tauon,4,1.15008,6.52,,1.1072,,1.14419,1.22666
337,d4,4,tauon,7,1.03088,6.54,,0.91535,,1.00631,1.12312
335,d4,4,tauon,5,1.14817,6.55,,0.97402,,1.21562,1.23534
336,d4,4,tauon,6,1.18271,6.53,,0.95923,,1.18697,1.41735
340,d4,4,alineado,0,0.14409,6.49,,0.08462,,0.15626,0.1864
339,d4,4,tauon,9,1.19597,6.5,,1.07143,,1.25531,1.30921
338,d4,4,tauon,8,1.14127,6.52,,1.01894,,1.1408,1.22308
341,d4,4,alineado,1,0.19824,6.53,,0.12259,,0.19097,0.24024
342,d4,4,alineado,2,0.3794,6.49,,0.15023,,0.31437,0.48808
343,d4,4,alineado,3,0.04934,6.53,,0.03245,,0.05292,0.05576
350,d4,4,nulo,0,1.15456,6.49,,0.95687,,1.22431,1.24613
344,d4,4,alineado,4,0.29193,6.52,,0.1587,,0.28316,0.36852
351,d4,4,nulo,1,1.12342,6.53,,0.98505,,1.11895,1.18177
345,d4,4,alineado,5,0.17961,6.55,,0.07764,,0.15612,0.23461
346,d4,4,alineado,6,0.08118,6.53,,0.04483,,0.07678,0.09707
347,d4,4,alineado,7,0.129,6.54,,0.08839,,0.1205,0.1587
348,d4,4,alineado,8,0.27589,6.52,,0.15264,,0.26731,0.34247
349,d4,4,alineado,9,0.3491,6.5,,0.17077,,0.34375,0.44693
352,d4,4,nulo,2,1.16967,6.49,,1.01577,,1.27466,1.21063
353,d4,4,nulo,3,1.11528,6.53,,0.98025,,1.11785,1.19434
355,d4,4,nulo,5,1.0916,6.55,,0.91666,,1.1312,1.12132
354,d4,4,nulo,4,1.12372,6.52,,0.99851,,1.09845,1.27729
357,d4,4,nulo,7,1.12634,6.54,,0.99503,,1.18475,1.15865
356,d4,4,nulo,6,1.1282,6.53,,0.95035,,1.14555,1.259
360,curv,3,marco,0,0.91824,4.31,0.82692,0.91038,1.04838,0.92161,1.2374
361,curv,3,marco,1,0.91109,4.31,0.80765,0.8079,1.05933,1.1593,1.40786
362,curv,3,marco,2,0.9255,4.31,0.7999,0.91968,1.02178,1.00758,1.43796
