brazo,N,semilla,alpha,theta_cp,tau_final,n_vivos_fin,n_aristas,t_hat_mod,asimetria,rho,rho_menos_medio,tracking_score,degenerada,tracking_limpio,flujo_neto_suma,flujo_neto_medio,criterio_B,ds_max
REAL,8,14,1.0,0.5,500,4,6,3.259914390112787e+17,0.6156852797414005,1.0,0.5,0.2705980500730985,0,1,0.0,0.0,evaluable,1.3793815876117768
REAL,8,15,1.0,0.5,500,3,3,323077323735.66534,0.4257292994026862,0.9999999999893671,0.49999999998936706,1.4207070602419097e-11,0,0,7.99223724454734e-05,9.990296555684175e-06,evaluable,1.275095093058362
REAL,8,16,1.0,0.5,500,2,1,262135288.165117,0.9588540624146946,0.9986459029150813,0.49864590291508126,0.08224955726894188,0,0,-2.9802322387695312e-08,-3.725290298461914e-09,evaluable,1.1111943458102373
REAL,8,17,1.0,0.5,500,2,1,26522.370778712186,0.9588511821494978,0.999412033235067,0.499412033235067,-0.19131898115490364,0,0,-3.637978807091713e-12,-4.547473508864641e-13,evaluable,1.1427804519131886
REAL,8,18,1.0,0.5,500,2,1,42509.2400734586,0.9588511560845729,0.9996071818033336,0.49960718180333363,-0.10339345694144038,0,0,3.637978807091713e-12,4.547473508864641e-13,evaluable,1.1427995746256727
REAL,8,19,1.0,0.5,223,1,0,1222.5133484047724,1.5497351009128535,0.6821986328767309,0.18219863287673088,0.4330336791734851,0,1,5.684341886080802e-14,7.105427357601002e-15,evaluable,0.9999999999999998
REAL,8,20,1.0,0.5,500,3,3,482920030798.69135,0.4257292989176911,0.9999999999930098,0.4999999999930098,0.06210350960917406,0,0,0.000274658203125,3.4332275390625e-05,evaluable,1.314513841660765
REAL,8,21,1.0,0.5,347,1,0,11246208.885752147,1.5437025458397569,0.6874844811358617,0.1874844811358617,-0.05178478259474149,0,0,-1.862645149230957e-09,-2.3283064365386963e-10,evaluable,1.0
REAL,8,22,1.0,0.5,500,3,3,235950949840.26498,0.4257292991099597,0.9999999999859519,0.4999999999859519,1.2632106745714607e-11,0,0,0.0001068115234375,1.33514404296875e-05,evaluable,1.2750950931832499
REAL,8,23,1.0,0.5,500,3,3,235950949840.26498,0.4257292991099597,0.9999999999859519,0.4999999999859519,1.2632286485423553e-11,0,0,0.0001678466796875,2.09808349609375e-05,evaluable,1.2750950931832499
REAL,8,24,1.0,0.5,500,2,1,947492.3735987305,0.9588511786397843,0.9997828655626645,0.4997828655626645,0.00024850631619798236,0,0,0.0,0.0,evaluable,1.2499655310203686
REAL,8,25,1.0,0.5,500,5,10,8.757254687238672e+20,0.7008984304421019,0.9943145526110061,0.4943145526110061,0.3428761630401615,0,1,524288.0,65536.0,evaluable,1.3072904501485818
REAL,8,26,1.0,0.5,500,2,1,106400.95849090925,0.9588511539250875,0.9997407139691631,0.4997407139691631,-0.10341985544796928,0,0,0.0,0.0,evaluable,1.142797617279275
REAL,8,27,1.0,0.5,500,3,3,1688877392595.396,0.8250619392432139,0.9999999999934164,0.4999999999934164,0.1717262668950964,0,1,-0.0006103515625,-7.62939453125e-05,evaluable,1.1703402844950075
REAL,8,28,1.0,0.5,500,6,15,7.494771467578243e+29,0.614996494861687,0.9943421059510388,0.4943421059510388,0.36154207449977904,0,1,351843720888320.0,43980465111040.0,evaluable,1.255252451479968
REAL,8,29,1.0,0.5,500,2,1,84445.79075828422,0.9588522071812825,0.9980107053095811,0.49801070530958114,-0.05194927442356788,0,0,6.252776074688882e-13,7.815970093361102e-14,evaluable,1.249530907771805
REAL,8,30,1.0,0.5,500,3,3,46358918700.30688,0.4257293047135428,0.9999999999089952,0.49999999990899524,-0.11957315581942568,0,0,1.9073486328125e-05,2.384185791015625e-06,evaluable,1.2750950907795071
BARAJADO,8,1,1.0,0.5,500,2,1,0.9220114233058943,0.7388692793717871,0.2615432276815179,-0.2384567723184821,0.05759105952288073,0,0,0.0,0.0,evaluable,1.0011538658576844
BARAJADO,8,2,1.0,0.5,380,0,0,0.3006596874156532,0.7241805898221878,0.11205946819635419,-0.3879405318036458,0.4296383348667238,0,1,3.3306690738754696e-16,4.163336342344337e-17,evaluable,0.0
BARAJADO,8,3,1.0,0.5,500,2,1,0.761848185379105,0.6879215116850563,0.23045470600686502,-0.269545293993135,0.10797791817540155,0,1,-3.3306690738754696e-16,-4.163336342344337e-17,evaluable,1.0283446096364663
BARAJADO,8,4,1.0,0.5,500,8,28,6.757914128738423e+17,0.33403744937273944,1.0,0.5,-0.1894891794354883,0,0,-512.0,-64.0,evaluable,1.2239680572219425
BARAJADO,8,5,1.0,0.5,500,4,6,1.124343377559305,0.9814060495229096,0.33394505691897775,-0.16605494308102225,0.18719688445026783,0,1,2.220446049250313e-16,2.7755575615628914e-17,evaluable,1.090729870586799
BARAJADO,8,6,1.0,0.5,500,6,15,76.7008909274002,0.5466644601910704,0.9921290708447648,0.49212907084476476,0.6150687813460879,0,1,-2.842170943040401e-14,-3.552713678800501e-15,evaluable,1.099855998423786
BARAJADO,8,7,1.0,0.5,500,7,21,7887515.739729302,0.43401070641205447,0.9985954648389532,0.49859546483895323,-0.2951114267086616,0,0,-6.984919309616089e-09,-8.731149137020111e-10,evaluable,1.1098065677654776
BARAJADO,8,8,1.0,0.5,233,0,0,0.16103720513251266,0.5671947889276187,0.08970018196429458,-0.4102998180357054,-0.06057565418318861,0,0,1.1102230246251565e-16,1.3877787807814457e-17,evaluable,0.0
BARAJADO,8,9,1.0,0.5,500,2,1,0.8144059714797582,0.9298462359834168,0.1088124807590927,-0.39118751924090733,-0.1643411939010365,0,0,1.1102230246251565e-16,1.3877787807814457e-17,evaluable,1.0015575501621925
BARAJADO,8,10,1.0,0.5,474,0,0,0.4412204425463643,0.752379907214804,0.04440374163322067,-0.4555962583667793,-0.28535032509291064,0,0,-2.220446049250313e-16,-2.7755575615628914e-17,evaluable,0.0
BARAJADO,8,11,1.0,0.5,328,0,0,0.24835211109778493,0.7149410302073247,0.06909654353942575,-0.43090345646057426,0.22878252596000218,0,1,-3.3306690738754696e-16,-4.163336342344337e-17,evaluable,0.0
BARAJADO,8,12,1.0,0.5,500,6,15,26202.382193628804,0.3399695041118628,0.9987714125852324,0.4987714125852324,-0.2437741115375,0,0,3.092281986027956e-11,3.865352482534945e-12,evaluable,1.2193979324431246
BARAJADO,8,13,1.0,0.5,500,6,15,11771171817771.623,0.26852285790721087,0.9997824282636547,0.4997824282636547,0.0646211618199996,0,0,-0.0029296875,-0.0003662109375,evaluable,1.2442943095908805
BARAJADO,8,14,1.0,0.5,462,0,0,0.25118010175899724,0.6937997137083539,0.0776420870479835,-0.4223579129520165,0.13510617651571258,0,1,-2.220446049250313e-16,-2.7755575615628914e-17,evaluable,0.0
BARAJADO,8,15,1.0,0.5,500,2,1,0.4086262682284799,0.921775504664677,0.16335705942945933,-0.33664294057054067,0.6371439154112312,0,1,5.551115123125783e-17,6.938893903907228e-18,evaluable,1.0477458225299394
BARAJADO,8,16,1.0,0.5,500,5,10,1.2231902853768124,1.423941642907492,0.37694389920317817,-0.12305610079682183,-0.2752804314512557,0,0,-1.1102230246251565e-16,-1.3877787807814457e-17,evaluable,1.2299577122842975
BARAJADO,8,17,1.0,0.5,430,0,0,0.30352111175067265,0.9137675839992507,0.07623978629897286,-0.4237602137010271,0.2649547277895582,0,1,-3.3306690738754696e-16,-4.163336342344337e-17,evaluable,0.0
BARAJADO,8,18,1.0,0.5,393,0,0,0.15416584467435468,0.8283393444194488,0.07503203039375034,-0.42496796960624966,-0.4138568758680708,0,0,2.220446049250313e-16,2.7755575615628914e-17,evaluable,0.0
BARAJADO,8,19,1.0,0.5,315,0,0,0.6521334866623604,0.8052611573034819,0.19052632531566782,-0.3094736746843322,0.18941675486197176,0,1,-1.1102230246251565e-16,-1.3877787807814457e-17,evaluable,0.0
BARAJADO,8,20,1.0,0.5,500,2,1,1.525353995186551,0.9243744597512388,0.25557359379632105,-0.24442640620367895,0.7116852980612822,0,1,2.220446049250313e-16,2.7755575615628914e-17,evaluable,1.124590816495306
BARAJADO,8,21,1.0,0.5,500,3,3,1.3548758006848576,1.160432199833133,0.4277365743769547,-0.07226342562304527,0.2614362165242948,0,1,0.0,0.0,evaluable,1.191152518890154
BARAJADO,8,22,1.0,0.5,279,0,0,0.2263306629770946,0.6666200262290293,0.12282265424716764,-0.37717734575283235,-0.3426299293071967,0,0,0.0,0.0,evaluable,0.0
BARAJADO,8,23,1.0,0.5,287,0,0,0.3117738899636881,0.7427651502341799,0.099041455148686,-0.400958544851314,-0.27907345126142463,0,0,0.0,0.0,evaluable,0.0
BARAJADO,8,24,1.0,0.5,500,2,1,1.5799955895562021,1.2645253098492493,0.6243082527422612,0.1243082527422612,-0.49424151661563137,0,0,2.220446049250313e-16,2.7755575615628914e-17,evaluable,1.05516875581439
BARAJADO,8,25,1.0,0.5,500,2,1,1.2144196874220317,0.9463919938339708,0.29027404366793635,-0.20972595633206365,-0.1644005275230607,0,0,-1.1102230246251565e-16,-1.3877787807814457e-17,evaluable,1.04402994170613
BARAJADO,8,26,1.0,0.5,499,0,0,0.5241834087261554,0.9349286649234017,0.17226113737141324,-0.32773886262858676,0.05611291692351924,0,0,1.1102230246251565e-16,1.3877787807814457e-17,evaluable,0.0
BARAJADO,8,27,1.0,0.5,500,2,1,0.958301956536312,1.0268609269319655,0.19700413697256458,-0.3029958630274354,-0.03805647273973807,0,0,0.0,0.0,evaluable,1.035963844299846
BARAJADO,8,28,1.0,0.5,500,6,15,2298586445648.981,0.31684258169816326,0.999999999937889,0.499999999937889,0.019744548711763003,0,0,0.001220703125,0.000152587890625,evaluable,1.2622735518583164
BARAJADO,8,29,1.0,0.5,394,0,0,0.2465610353207223,0.6786780350865163,0.05676812053322036,-0.44323187946677967,0.22842925403610498,0,1,2.220446049250313e-16,2.7755575615628914e-17,evaluable,0.0
BARAJADO,8,30,1.0,0.5,356,0,0,0.11183532404425588,0.8411226357311751,0.06635755032510761,-0.4336424496748924,-0.27772849224952867,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,1,0.0,0.5,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,2,0.0,0.5,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,3,0.0,0.5,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,4,0.0,0.5,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,5,0.0,0.5,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,6,0.0,0.5,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,7,0.0,0.5,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,8,0.0,0.5,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,9,0.0,0.5,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,10,0.0,0.5,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,11,0.0,0.5,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,12,0.0,0.5,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,13,0.0,0.5,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,14,0.0,0.5,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,15,0.0,0.5,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,16,0.0,0.5,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,17,0.0,0.5,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,18,0.0,0.5,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,19,0.0,0.5,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,20,0.0,0.5,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,21,0.0,0.5,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,22,0.0,0.5,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,23,0.0,0.5,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,24,0.0,0.5,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,25,0.0,0.5,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,26,0.0,0.5,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,27,0.0,0.5,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,28,0.0,0.5,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,29,0.0,0.5,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,30,0.0,0.5,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
