brazo,N,semilla,alpha,theta_cp,tau_final,n_vivos_fin,n_aristas,t_hat_mod,asimetria,rho,rho_menos_medio,tracking_score,degenerada,tracking_limpio,flujo_neto_suma,flujo_neto_medio,criterio_B,ds_max
BARAJADO,4,30,1.0,0.3,246,0,0,0.21758193321707234,0.3543232576033822,0.0,-0.5,0.20254282180959088,0,1,1.1102230246251565e-16,2.7755575615628914e-17,evaluable,0.0
ALFA_0,4,1,0.0,0.3,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,4,2,0.0,0.3,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,4,3,0.0,0.3,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,4,4,0.0,0.3,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,4,5,0.0,0.3,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,4,6,0.0,0.3,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,4,7,0.0,0.3,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,4,8,0.0,0.3,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,4,9,0.0,0.3,0,0,0,0.0,0.0,0.0,-0.5,,1,0,0.0,0.0,evaluable,0.0
ALFA_0,4,10,0.0,0.3,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,4,11,0.0,0.3,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,4,12,0.0,0.3,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,4,13,0.0,0.3,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,4,14,0.0,0.3,0,0,0,0.0,0.0,0.0,-0.5,,1,0,0.0,0.0,evaluable,0.0
ALFA_0,4,15,0.0,0.3,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,4,16,0.0,0.3,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,4,17,0.0,0.3,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,4,18,0.0,0.3,0,0,0,0.0,0.0,0.0,-0.5,,1,0,0.0,0.0,evaluable,0.0
ALFA_0,4,19,0.0,0.3,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,4,20,0.0,0.3,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,4,21,0.0,0.3,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,4,22,0.0,0.3,0,0,0,0.0,0.0,0.0,-0.5,,1,0,0.0,0.0,evaluable,0.0
ALFA_0,4,23,0.0,0.3,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,4,24,0.0,0.3,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,4,25,0.0,0.3,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,4,26,0.0,0.3,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,4,27,0.0,0.3,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,4,28,0.0,0.3,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,4,29,0.0,0.3,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,4,30,0.0,0.3,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
REAL,4,1,1.0,0.5,500,2,1,7398.42121393901,0.9588510850656778,0.9996557626498459,0.4996557626498459,0.11982688948982544,0,1,2.986499936241671e-13,7.466249840604178e-14,evaluable,1.3333529618779663
REAL,4,2,1.0,0.5,205,1,0,5.082426576746871,1.6480253311357027,0.4875399275507489,-0.012460072449251125,0.9883280440158372,0,1,-8.881784197001252e-16,-2.220446049250313e-16,evaluable,0.9999999999999916
REAL,4,3,1.0,0.5,500,4,4,967149648.3582407,0.8502468327062235,0.912432999456416,0.412432999456416,0.6559622495452212,0,1,-2.384185791015625e-07,-5.960464477539063e-08,evaluable,1.3065393749501741
REAL,4,4,1.0,0.5,500,2,1,11031.90368889228,0.9588510874777345,0.9997604570162185,0.4997604570162185,0.1694013013818724,0,1,0.0,0.0,evaluable,1.5000095994531097
REAL,4,5,1.0,0.5,500,3,3,590458970150.3783,0.8250619413547343,0.9999999999991706,0.49999999999917055,0.4309644062733878,0,1,3.0517578125e-05,7.62939453125e-06,evaluable,1.3027632571524776
REAL,4,6,1.0,0.5,500,2,1,126217.29202880082,0.9588511186956925,0.9998679528806498,0.4998679528806498,0.3831935379629099,0,1,1.4551915228366852e-11,3.637978807091713e-12,evaluable,1.000016501335602
REAL,4,7,1.0,0.5,500,2,1,6.317038469997517,8.750456975755915e-08,0.99999995624772,0.49999995624772,1.0,0,1,1.293923279632736e-08,3.23480819908184e-09,evaluable,1.0
REAL,4,8,1.0,0.5,184,0,0,1.9824201790463016,1.4856997713637232,0.35279330502586814,-0.14720669497413186,0.8238406458880833,0,1,1.1102230246251565e-16,2.7755575615628914e-17,evaluable,0.0
REAL,4,9,1.0,0.5,208,0,0,4.722808363210143e-14,0.7206858320328893,0.29289321881345065,-0.20710678118654935,,1,0,-1.1102230246251565e-16,-2.7755575615628914e-17,evaluable,0.0
REAL,4,10,1.0,0.5,500,2,1,7398.42121393901,0.9588510850656778,0.9996557626498456,0.49965576264984557,0.11982688948982537,0,1,2.9953817204386723e-13,7.488454301096681e-14,evaluable,1.3333529618779663
REAL,4,11,1.0,0.5,500,2,1,1.4549238261950004,1.0259252106863825e-07,0.9999998746234136,0.49999987462341355,0.9972220222603996,0,1,9.851217619427644e-10,2.462804404856911e-10,evaluable,1.0
REAL,4,12,1.0,0.5,500,2,1,1.1275596407451276,2.934007726648485e-07,0.9999994944665935,0.49999949446659353,0.8177595742368954,0,1,6.507193672788958e-10,1.6267984181972395e-10,evaluable,1.0
REAL,4,13,1.0,0.5,500,4,6,5.0225386912587055e+19,0.29122862350876694,1.0,0.5,1.0,0,1,-24576.0,-6144.0,evaluable,1.1875971227671296
REAL,4,14,1.0,0.5,208,0,0,5.655886249193019e-14,0.720685832032889,0.29289321881345065,-0.20710678118654935,,1,0,0.0,0.0,evaluable,0.0
REAL,4,15,1.0,0.5,500,3,3,455410566050.69904,0.42572929589167596,0.9999999999993437,0.49999999999934375,0.5334020968006951,0,1,0.0,0.0,evaluable,1.2144007213613466
REAL,4,16,1.0,0.5,500,3,3,590458970150.3783,0.8250619413547343,0.9999999999991706,0.49999999999917055,0.43096440627338767,0,1,-6.103515625e-05,-1.52587890625e-05,evaluable,1.3027632571524776
REAL,4,17,1.0,0.5,500,2,1,7398.42121393901,0.9588510850656778,0.9996557626498459,0.4996557626498459,0.11982688948982537,0,1,2.9953817204386723e-13,7.488454301096681e-14,evaluable,1.3333529618779663
REAL,4,18,1.0,0.5,206,0,0,4.1540741810552243e-16,1.2227573700041328,0.26106336128730223,-0.23893663871269777,,1,0,0.0,0.0,evaluable,0.0
REAL,4,19,1.0,0.5,500,2,1,15607.81541650454,0.9588510970828533,0.999840427009953,0.499840427009953,0.50026492389758,0,1,8.816281038548368e-13,2.204070259637092e-13,evaluable,1.0000134984203368
REAL,4,20,1.0,0.5,500,3,3,188942722130.57733,0.42572929510548185,0.9999999999962195,0.49999999999621947,0.5773502691944735,0,1,0.0,0.0,evaluable,1.214400721767857
REAL,4,21,1.0,0.5,500,2,1,20877.89536416172,0.9588510985731198,0.9998813940391515,0.49988139403915155,0.27082353943281523,0,1,-5.364597654988756e-13,-1.341149413747189e-13,evaluable,1.0000066120817033
REAL,4,22,1.0,0.5,208,0,0,4.722808363210143e-14,0.7206858320328893,0.29289321881345065,-0.20710678118654935,,1,0,-1.1102230246251565e-16,-2.7755575615628914e-17,evaluable,0.0
REAL,4,23,1.0,0.5,126,1,0,19.726087420402067,1.6183023075220033,0.6287843822500385,0.12878438225003852,0.8547788778073433,0,1,8.881784197001252e-16,2.220446049250313e-16,evaluable,0.9999999999999941
REAL,4,24,1.0,0.5,500,3,3,470448087591.0842,0.8250619414188296,0.999999999998596,0.499999999998596,0.5773502691905515,0,1,-6.103515625e-05,-1.52587890625e-05,evaluable,1.0155046291040954
REAL,4,25,1.0,0.5,184,0,0,1.9824201790463019,1.4856997713637232,0.35279330502586814,-0.14720669497413186,0.8238406458880836,0,1,0.0,0.0,evaluable,0.0
REAL,4,26,1.0,0.5,123,0,0,5.393250636463376,1.5862690319570678,0.4568380816170027,-0.04316191838299732,0.6069823996821829,0,1,0.0,0.0,evaluable,0.0
REAL,4,27,1.0,0.5,500,2,1,15607.81541650454,0.9588510970828532,0.999840427009953,0.499840427009953,0.50026492389758,0,1,-2.1049828546892968e-13,-5.262457136723242e-14,evaluable,1.0000134984203368
REAL,4,28,1.0,0.5,500,2,1,20877.89536416172,0.9588510985731199,0.9998813940391515,0.49988139403915155,0.2708235394328154,0,1,-6.803446694902959e-13,-1.7008616737257398e-13,evaluable,1.0000066120817033
REAL,4,29,1.0,0.5,500,2,1,0.9785120975847069,9.145464448360953e-08,0.9999997647382287,0.4999997647382287,0.9742947787111136,0,1,9.015233004561196e-11,2.253808251140299e-11,evaluable,1.0
REAL,4,30,1.0,0.5,123,0,0,5.393250636463374,1.5862690319570676,0.4568380816170025,-0.04316191838299749,0.606982399682183,0,1,-2.220446049250313e-16,-5.551115123125783e-17,evaluable,0.0
BARAJADO,4,1,1.0,0.5,231,0,0,0.43133281008892244,0.3625463549579484,0.0,-0.5,0.6383601699131471,0,1,1.1102230246251565e-16,2.7755575615628914e-17,evaluable,0.0
BARAJADO,4,2,1.0,0.5,385,0,0,0.17750505772805447,0.3514782327930653,0.0,-0.5,0.23448473206120576,0,1,-2.220446049250313e-16,-5.551115123125783e-17,evaluable,0.0
BARAJADO,4,3,1.0,0.5,500,4,6,266.26385830866013,0.29577382183413226,1.0,0.5,0.5583467125106647,0,1,0.0,0.0,evaluable,1.028403418903511
BARAJADO,4,4,1.0,0.5,500,4,6,0.29263777469989866,0.23748647810083717,0.9889459299123688,0.48894592991236885,0.9699161124750647,0,1,2.220446049250313e-16,5.551115123125783e-17,evaluable,1.0405880357359039
BARAJADO,4,5,1.0,0.5,500,4,6,83264.46937626562,0.19715162696131638,1.0,0.5,-0.8298996343902576,0,0,-5.820766091346741e-11,-1.4551915228366852e-11,evaluable,1.052624166035026
BARAJADO,4,6,1.0,0.5,500,4,6,726882711582.3665,0.25860963696323264,1.0,0.5,0.2534259741635876,0,1,-0.000244140625,-6.103515625e-05,evaluable,1.0257739933821188
BARAJADO,4,7,1.0,0.5,500,4,6,5212077.298851462,0.24169649581857305,1.0,0.5,-0.7712315326003506,0,0,-1.862645149230957e-09,-4.656612873077393e-10,evaluable,1.0337590687241844
BARAJADO,4,8,1.0,0.5,312,0,0,0.3260236570373639,0.5389484050800696,0.0,-0.5,-0.5761313823457971,0,0,0.0,0.0,evaluable,0.0
BARAJADO,4,9,1.0,0.5,208,0,0,1.1267533089989422e-15,0.3946310355367874,0.0,-0.5,,1,0,1.1102230246251565e-16,2.7755575615628914e-17,evaluable,0.0
BARAJADO,4,10,1.0,0.5,362,0,0,0.23930529016446447,0.4082084833841097,0.0,-0.5,0.4386230550728887,0,1,1.1102230246251565e-16,2.7755575615628914e-17,evaluable,0.0
BARAJADO,4,11,1.0,0.5,435,0,0,0.3274967540949752,0.35234439117212946,0.0,-0.5,0.8175651286294889,0,1,0.0,0.0,evaluable,0.0
BARAJADO,4,12,1.0,0.5,172,0,0,0.06871933119989679,0.1668612874879975,0.0,-0.5,-0.8871470691059619,0,0,1.1102230246251565e-16,2.7755575615628914e-17,evaluable,0.0
BARAJADO,4,13,1.0,0.5,500,4,6,7.53788084403654e+19,0.05801934008586373,1.0,0.5,-0.6615005551248605,0,0,-131072.0,-32768.0,evaluable,1.0433178552199631
BARAJADO,4,14,1.0,0.5,208,0,0,3.8459253727671276e-16,0.08616492832537068,0.0,-0.5,,1,0,-2.220446049250313e-16,-5.551115123125783e-17,evaluable,0.0
BARAJADO,4,15,1.0,0.5,500,4,6,368349293880.2586,0.18730065232097773,1.0,0.5,0.05962219409382161,0,0,0.0,0.0,evaluable,1.022875054008581
BARAJADO,4,16,1.0,0.5,500,4,6,95390.42149682538,0.16018985954245027,1.0,0.5,0.43887072700960156,0,1,-5.820766091346741e-11,-1.4551915228366852e-11,evaluable,1.07540100582032
BARAJADO,4,17,1.0,0.5,500,2,1,0.6780840458499151,0.6051477185182724,0.012139373280950858,-0.4878606267190491,0.17294506753973776,0,1,-2.220446049250313e-16,-5.551115123125783e-17,evaluable,1.0289157381543086
BARAJADO,4,18,1.0,0.5,206,0,0,9.992007221626409e-16,0.19966114973465154,0.0,-0.5,,1,0,-1.1102230246251565e-16,-2.7755575615628914e-17,evaluable,0.0
BARAJADO,4,19,1.0,0.5,271,0,0,0.16352380720834464,0.6722969475456949,4.783404840012561e-05,-0.49995216595159986,0.8372665154217185,0,1,1.1102230246251565e-16,2.7755575615628914e-17,evaluable,0.0
BARAJADO,4,20,1.0,0.5,500,3,3,0.4459444356945695,0.6559036884447336,0.5480749574977819,0.0480749574977819,0.886913133022172,0,1,-5.551115123125783e-17,-1.3877787807814457e-17,evaluable,1.0655916016297458
BARAJADO,4,21,1.0,0.5,348,0,0,1.1319766850020017,1.0084704835312743,0.3113154266295044,-0.1886845733704956,0.7863493768624434,0,1,-5.551115123125783e-17,-1.3877787807814457e-17,evaluable,0.0
BARAJADO,4,22,1.0,0.5,208,0,0,8.95090418262362e-16,0.1382961906642557,0.0,-0.5,,1,0,1.1102230246251565e-16,2.7755575615628914e-17,evaluable,0.0
BARAJADO,4,23,1.0,0.5,255,0,0,0.33937876117110966,0.6927080991834299,0.0,-0.5,0.6139932799519349,0,1,-1.1102230246251565e-16,-2.7755575615628914e-17,evaluable,0.0
BARAJADO,4,24,1.0,0.5,500,2,1,0.4442655600419268,0.6934220217845221,0.46839099515844135,-0.03160900484155865,-0.3572022045481996,0,0,-5.551115123125783e-17,-1.3877787807814457e-17,evaluable,1.0409056232416576
BARAJADO,4,25,1.0,0.5,338,0,0,0.2270203652412897,0.3075315607400523,0.0,-0.5,-0.3026801624955902,0,0,0.0,0.0,evaluable,0.0
BARAJADO,4,26,1.0,0.5,201,0,0,0.310045230405706,0.308636822081006,0.0,-0.5,-0.24948392075756387,0,0,-1.1102230246251565e-16,-2.7755575615628914e-17,evaluable,0.0
BARAJADO,4,27,1.0,0.5,444,0,0,0.21728172508522042,0.2904867337958336,0.0,-0.5,0.03398435186862553,0,0,-5.551115123125783e-17,-1.3877787807814457e-17,evaluable,0.0
BARAJADO,4,28,1.0,0.5,500,2,1,0.4951216893262103,0.7040375697644633,0.04891021572811097,-0.45108978427188906,-0.34819540863566645,0,0,1.1102230246251565e-16,2.7755575615628914e-17,evaluable,1.0118459774020565
BARAJADO,4,29,1.0,0.5,208,0,0,0.16317843564321696,0.2613448246540586,0.0,-0.5,0.888636908998144,0,1,-1.1102230246251565e-16,-2.7755575615628914e-17,evaluable,0.0
BARAJADO,4,30,1.0,0.5,227,0,0,0.3679934226631667,0.5881133274869728,0.0,-0.5,0.1800351762768353,0,1,2.220446049250313e-16,5.551115123125783e-17,evaluable,0.0
ALFA_0,4,1,0.0,0.5,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,4,2,0.0,0.5,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,4,3,0.0,0.5,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,4,4,0.0,0.5,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,4,5,0.0,0.5,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,4,6,0.0,0.5,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,4,7,0.0,0.5,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,4,8,0.0,0.5,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,4,9,0.0,0.5,0,0,0,0.0,0.0,0.0,-0.5,,1,0,0.0,0.0,evaluable,0.0
ALFA_0,4,10,0.0,0.5,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,4,11,0.0,0.5,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,4,12,0.0,0.5,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,4,13,0.0,0.5,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,4,14,0.0,0.5,0,0,0,0.0,0.0,0.0,-0.5,,1,0,0.0,0.0,evaluable,0.0
ALFA_0,4,15,0.0,0.5,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,4,16,0.0,0.5,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,4,17,0.0,0.5,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,4,18,0.0,0.5,0,0,0,0.0,0.0,0.0,-0.5,,1,0,0.0,0.0,evaluable,0.0
ALFA_0,4,19,0.0,0.5,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,4,20,0.0,0.5,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,4,21,0.0,0.5,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,4,22,0.0,0.5,0,0,0,0.0,0.0,0.0,-0.5,,1,0,0.0,0.0,evaluable,0.0
ALFA_0,4,23,0.0,0.5,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,4,24,0.0,0.5,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,4,25,0.0,0.5,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,4,26,0.0,0.5,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,4,27,0.0,0.5,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,4,28,0.0,0.5,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,4,29,0.0,0.5,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,4,30,0.0,0.5,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
REAL,8,1,1.0,0.1,500,5,10,3.5775568248225084e+23,0.15524107973922205,0.9924613296648204,0.49246132966482037,0.6224950879784904,0,1,33554432.0,4194304.0,evaluable,1.230516143335068
REAL,8,2,1.0,0.1,500,4,6,1.394720073373983e+21,0.14082819043206998,1.0,0.5,0.27059805007309845,0,1,0.0,0.0,evaluable,1.210510488973631
REAL,8,3,1.0,0.1,500,4,6,3.2398758789471923e+21,0.10808936084272396,1.0,0.5,0.2014269602930433,0,1,4194304.0,524288.0,evaluable,1.1890927080843752
REAL,8,4,1.0,0.1,500,7,20,1.2397883245806836e+41,0.06612150852509131,0.9992443091994947,0.4992443091994947,0.38498209196076155,0,1,-3.481706360490132e+26,-4.352132950612665e+25,evaluable,1.235998498819052
REAL,8,5,1.0,0.1,500,5,10,3.004688344880702e+23,0.1689029880988928,0.9894693171050266,0.4894693171050266,0.6050063828403331,0,1,-402653184.0,-50331648.0,evaluable,1.361234058292936
REAL,8,6,1.0,0.1,500,6,15,1.2947172086770704e+24,0.10329273726958797,0.9923701714534787,0.4923701714534787,0.5573142398218698,0,1,0.0,0.0,evaluable,1.6358437956981702
REAL,8,7,1.0,0.1,500,7,19,2.636414871567328e+26,0.1752231566455867,0.9494470301622908,0.4494470301622908,0.8375848138755776,0,1,-137438953472.0,-17179869184.0,evaluable,1.3923007443635997
REAL,8,8,1.0,0.1,500,4,6,1.0976630027353362e+21,0.1408281904320705,1.0,0.5,0.2705980500730982,0,1,1048576.143073236,131072.0178841545,evaluable,1.1017800180136499
REAL,8,9,1.0,0.1,500,5,9,1.1612836254244285e+17,0.17036208314052026,0.9522360202141025,0.4522360202141025,0.6531165426372408,0,1,96.0,12.0,evaluable,1.4371075649721063
REAL,8,10,1.0,0.1,500,4,6,8.066583250835398e+22,0.09301004670191314,1.0,0.5,0.3038473689247726,0,1,67108864.0,8388608.0,evaluable,1.1434756756378224
REAL,8,11,1.0,0.1,500,4,6,2.0543833004866982e+17,0.1579757575405971,0.9919623982257836,0.4919623982257836,0.4652104637483177,0,1,-192.0,-24.0,evaluable,1.3656787151596617
REAL,8,12,1.0,0.1,500,7,19,1.6461239136892536e+26,0.16628645660730085,0.9452526242969514,0.44525262429695145,0.899160119556077,0,1,188978561024.0,23622320128.0,evaluable,1.3978030809263546
REAL,8,13,1.0,0.1,500,7,21,1.2307115193608728e+39,0.10995804699676964,0.9974205270166099,0.4974205270166099,0.7379652800292024,0,1,-1.5111572745182865e+23,-1.888946593147858e+22,evaluable,1.2711391799323775
REAL,8,14,1.0,0.1,500,4,6,1.5637906457949194e+21,0.14082819043207095,1.0,0.5,0.27059805007309856,0,1,0.0,0.0,evaluable,1.1834479561449385
REAL,8,15,1.0,0.1,500,4,6,118628520362090.17,0.19522415865897563,0.9801183181654196,0.4801183181654196,0.43219577257151853,0,1,0.09375,0.01171875,evaluable,1.260154233304323
REAL,8,16,1.0,0.1,500,5,10,3.1887561731984413e+23,0.13574900681419833,0.9887021809183648,0.4887021809183648,0.44242817421804953,0,1,301989888.0,37748736.0,evaluable,1.465225890833453
REAL,8,17,1.0,0.1,500,4,6,79290184482670.67,0.19522414704999702,0.9801183199292307,0.4801183199292307,0.5028265486583984,0,1,-0.05859375,-0.00732421875,evaluable,1.3508439305383657
REAL,8,18,1.0,0.1,500,5,9,5.631664748327056e+16,0.17036415590039156,0.9522342138970514,0.45223421389705143,0.5917071944093656,0,1,-64.0,-8.0,evaluable,1.5706529130662614
REAL,8,19,1.0,0.1,500,5,10,2.3090558749016748e+23,0.15524107973852697,0.9924613296649829,0.4924613296649829,0.4480450501274087,0,1,67108864.0,8388608.0,evaluable,1.3513840921163764
REAL,8,20,1.0,0.1,500,5,9,5.585450716327978e+16,0.17036593843388895,0.952232660857553,0.452232660857553,0.5669521310174063,0,1,104.0,13.0,evaluable,1.4926608268202606
REAL,8,21,1.0,0.1,500,5,10,3.788121617227987e+23,0.1552410797394982,0.9924613296647556,0.49246132966475564,0.548412813147609,0,1,-637534208.0,-79691776.0,evaluable,1.2430696901248943
REAL,8,22,1.0,0.1,500,4,6,59777813888595.11,0.13747255678148587,0.9914171113342137,0.49141711133421373,0.07398415482311342,0,0,0.015625,0.001953125,evaluable,1.4968024024307354
REAL,8,23,1.0,0.1,500,4,6,59777813888595.43,0.1374725567814858,0.9914171113342136,0.4914171113342136,0.07398415482311334,0,0,-0.03125,-0.00390625,evaluable,1.4968024024307358
REAL,8,24,1.0,0.1,500,5,10,3.8214214185098184e+23,0.16890298809820262,0.9894693171051814,0.4894693171051814,0.5626604261672667,0,1,67108864.0,8388608.0,evaluable,1.4210577872682288
REAL,8,25,1.0,0.1,500,5,10,1.2515374256370688e+27,0.12516353014565737,0.9959283155146154,0.49592831551461536,0.536229188767938,0,1,0.0,0.0,evaluable,1.3275362229281438
REAL,8,26,1.0,0.1,500,5,9,1.5510941114593514e+17,0.1703609505136561,0.9522370074368282,0.45223700743682815,0.6151063930391882,0,1,-232.0,-29.0,evaluable,1.4601370321130531
REAL,8,27,1.0,0.1,500,4,6,5.798593259674422e+17,0.1579757575444016,0.9919623982213691,0.4919623982213691,0.4152589503724329,0,1,-384.0,-48.0,evaluable,1.2503527633294549
REAL,8,28,1.0,0.1,500,6,15,2.7491456361223867e+36,0.10661963565961373,0.9975434681158097,0.49754346811580974,0.5161281251764659,0,1,-1.2986507827891524e+22,-1.6233134784864405e+21,evaluable,1.1821421538317551
REAL,8,29,1.0,0.1,500,4,6,6.295175232475668e+22,0.09301004670191318,1.0,0.5,0.3199081062494521,0,1,0.0,0.0,evaluable,1.1041691201048052
REAL,8,30,1.0,0.1,500,4,6,118746671730862.92,0.13747244763004898,0.9914171415973947,0.4914171415973947,0.39005542740102794,0,1,-0.125,-0.015625,evaluable,1.3715130116007959
BARAJADO,8,1,1.0,0.1,500,3,3,0.18967739077812668,0.15207891865940287,0.24986721912254806,-0.25013278087745194,0.045538506796204865,0,0,-2.7755575615628914e-17,-3.469446951953614e-18,evaluable,1.0885783086118133
BARAJADO,8,2,1.0,0.1,398,0,0,0.06089487884737136,0.14387885872708683,0.09045332815870781,-0.4095466718412922,0.37912277443524545,0,1,3.3306690738754696e-16,4.163336342344337e-17,evaluable,0.0
BARAJADO,8,3,1.0,0.1,500,2,1,0.15099189727553464,0.1374954016789827,0.2226216405212631,-0.2773783594787369,0.026799524632614122,0,0,1.1102230246251565e-16,1.3877787807814457e-17,evaluable,1.0155940404052104
BARAJADO,8,4,1.0,0.1,500,8,28,1.7317263530635002e+19,0.05998550829861029,1.0,0.5,-0.19321091688670528,0,0,-49152.0,-6144.0,evaluable,1.343675899341912
BARAJADO,8,5,1.0,0.1,500,3,3,0.23721325043493177,0.21285420642404054,0.31606336106235333,-0.18393663893764667,0.16383674489090255,0,1,-2.7755575615628914e-17,-3.469446951953614e-18,evaluable,1.0521795705362527
BARAJADO,8,6,1.0,0.1,500,6,15,142.32686294692235,0.11285549464487016,0.9970841177664456,0.49708411776644557,0.5453239640608263,0,1,1.9895196601282805e-13,2.4868995751603507e-14,evaluable,1.1087711409213723
BARAJADO,8,7,1.0,0.1,500,7,21,40419500.980271116,0.087244754305024,0.999999948945493,0.49999994894549304,-0.3062726464352911,0,0,7.450580596923828e-08,9.313225746154785e-09,evaluable,1.097620396722121
BARAJADO,8,8,1.0,0.1,297,0,0,0.030763050413251992,0.1115660625988613,0.08918793718763941,-0.4108120628123606,-0.08203527076744134,0,0,-5.551115123125783e-16,-6.938893903907228e-17,evaluable,0.0
