rule_id,seed,kcap,K,J,noise,meandeg,M,grado_medio,t_s
A2-B0-C2-f701-r325,70732526,5,5,0.338,0.346,7.83,2909,2.909,1.36
A2-B0-C2-f701-r326,70732623,7,7,0.716,0.24,7.62,4961,4.961,1.65
A2-B0-C2-f701-r327,70732720,5,7,0.541,0.282,5.61,3362,3.362,1.22
A2-B0-C2-f701-r328,70732817,4,5,0.554,0.15,6.77,2396,2.396,1.37
A2-B0-C2-f701-r329,70732914,5,8,0.309,0.315,7.53,2913,2.913,1.46
A2-B0-C2-f701-r330,70733011,4,5,0.462,0.225,6.14,2398,2.398,1.32
A2-B0-C2-f701-r331,70733108,6,7,0.374,0.307,6.92,4048,4.048,1.39
A2-B0-C2-f701-r332,70733205,7,4,0.409,0.184,5.74,4761,4.761,1.44
A2-B0-C2-f701-r333,70733302,4,6,0.625,0.122,7.23,2250,2.25,1.24
A2-B0-C2-f701-r334,70733399,6,5,0.794,0.235,4.05,3566,3.566,1.47
A2-B0-C2-f701-r335,70733496,4,7,0.589,0.33,7.57,2164,2.164,1.19
A2-B0-C2-f701-r336,70733593,7,5,0.401,0.147,4.6,4168,4.168,1.48
A2-B0-C2-f701-r337,70733690,5,7,0.67,0.107,7.86,3064,3.064,1.48
A2-B0-C2-f701-r338,70733787,7,7,0.775,0.103,6.81,4946,4.946,1.5
A2-B0-C2-f701-r339,70733884,7,5,0.651,0.134,5.28,4604,4.604,1.3
A2-B0-C2-f701-r340,70733981,5,5,0.699,0.291,5.34,3400,3.4,1.34
A2-B0-C2-f701-r341,70734078,4,5,0.316,0.272,4.61,2566,2.566,1.27
A2-B0-C2-f701-r342,70734175,4,5,0.743,0.188,7.01,2310,2.31,1.39
A2-B0-C2-f701-r343,70734272,7,7,0.765,0.136,4.09,3851,3.851,1.31
A2-B0-C2-f701-r344,70734369,5,6,0.716,0.11,4.17,3248,3.248,1.38
A2-B0-C2-f701-r345,70734466,7,6,0.391,0.172,4.96,4261,4.261,1.55
A2-B0-C2-f701-r346,70734563,7,8,0.514,0.207,4.71,4155,4.155,1.4
A2-B0-C2-f701-r347,70734660,5,4,0.671,0.236,6.75,3257,3.257,1.27
A2-B0-C2-f701-r348,70734757,5,6,0.311,0.174,6.75,3157,3.157,1.41
A2-B0-C2-f701-r349,70734854,6,7,0.454,0.302,7.51,3950,3.95,1.49
A2-B0-C2-f701-r350,70734951,5,7,0.401,0.207,4.48,3233,3.233,1.56
A2-B0-C2-f701-r351,70735048,4,4,0.364,0.16,4.27,2665,2.665,1.17
A2-B0-C2-f701-r352,70735145,7,5,0.628,0.269,4.29,3985,3.985,1.38
A2-B0-C2-f701-r353,70735242,5,6,0.323,0.233,6.51,3188,3.188,1.5
A2-B0-C2-f701-r354,70735339,4,5,0.791,0.116,7.65,2157,2.157,1.26
A2-B0-C2-f701-r355,70735436,4,7,0.529,0.221,4.36,2592,2.592,1.2
A2-B0-C2-f701-r356,70735533,6,7,0.45,0.181,6.66,4080,4.08,1.45
A2-B0-C2-f701-r357,70735630,5,8,0.676,0.115,6.39,3274,3.274,1.38
A2-B0-C2-f701-r358,70735727,6,8,0.405,0.305,7.2,4070,4.07,1.69
A2-B0-C2-f701-r359,70735824,7,7,0.457,0.266,6.5,4764,4.764,1.31
A2-B0-C2-f701-r360,70735921,5,5,0.391,0.161,5.94,3340,3.34,1.39
A2-B0-C2-f701-r361,70736018,4,4,0.77,0.126,7.83,2171,2.171,1.36
A2-B0-C2-f701-r362,70736115,6,7,0.377,0.341,5.53,4005,4.005,1.43
A2-B0-C2-f701-r363,70736212,5,7,0.316,0.107,4.71,3288,3.288,1.24
A2-B0-C2-f701-r364,70736309,5,5,0.329,0.256,6.53,3151,3.151,1.38
A2-B0-C2-f701-r365,70736406,5,4,0.762,0.174,5.63,3359,3.359,1.33
A2-B0-C2-f701-r366,70736503,6,6,0.607,0.101,5.31,4071,4.071,1.59
A2-B0-C2-f701-r367,70736600,5,6,0.347,0.242,5.95,3221,3.221,1.25
A2-B0-C2-f701-r368,70736697,7,7,0.399,0.158,4.49,4051,4.051,1.4
A2-B0-C2-f701-r369,70736794,6,7,0.494,0.165,6.1,4133,4.133,1.55
A2-B0-C2-f701-r370,70736891,4,7,0.631,0.184,4.57,2571,2.571,1.28
A2-B0-C2-f701-r371,70736988,5,6,0.449,0.253,5.78,3347,3.347,1.28
A2-B0-C2-f701-r372,70737085,4,7,0.422,0.107,5.76,2470,2.47,1.33
A2-B0-C2-f701-r373,70737182,5,7,0.391,0.165,6.67,3180,3.18,1.37
A2-B0-C2-f701-r374,70737279,6,7,0.602,0.145,6.13,4117,4.117,1.63
A2-B0-C2-f701-r375,70737376,6,6,0.467,0.231,5.7,4069,4.069,1.23
A2-B0-C2-f701-r376,70737473,5,7,0.591,0.163,6.41,3270,3.27,1.45
A2-B0-C2-f701-r377,70737570,4,6,0.61,0.166,5.97,2433,2.433,1.34
A2-B0-C2-f701-r378,70737667,6,5,0.37,0.3,6.54,4077,4.077,1.37
A2-B0-C2-f701-r379,70737764,6,5,0.381,0.231,7.2,4053,4.053,1.48
A2-B0-C2-f701-r380,70737861,5,5,0.397,0.182,4.99,3318,3.318,1.38
A2-B0-C2-f701-r381,70737958,6,8,0.411,0.313,7.11,3947,3.947,1.63
A2-B0-C2-f701-r382,70738055,5,6,0.684,0.13,4.52,3321,3.321,1.3
A2-B0-C2-f701-r383,70738152,4,6,0.451,0.227,5.07,2546,2.546,1.16
A2-B0-C2-f701-r384,70738249,5,6,0.646,0.239,6.95,3225,3.225,1.18
A2-B0-C2-f701-r385,70738346,7,5,0.75,0.342,7.18,4967,4.967,1.33
A2-B0-C2-f701-r386,70738443,7,7,0.741,0.223,4.44,4095,4.095,1.34
A2-B0-C2-f701-r387,70738540,4,7,0.546,0.211,6.17,2385,2.385,1.1
A2-B0-C2-f701-r388,70738637,5,6,0.758,0.195,4.09,3253,3.253,1.13
A2-B0-C2-f701-r389,70738734,7,7,0.746,0.332,6.32,4847,4.847,1.24
A2-B0-C2-f701-r390,70738831,6,4,0.611,0.321,7.34,4104,4.104,1.47
A2-B0-C2-f701-r391,70738928,5,7,0.305,0.131,7.91,2938,2.938,1.38
A2-B0-C2-f701-r392,70739025,4,4,0.404,0.115,7.48,2190,2.19,1.1
A2-B0-C2-f701-r393,70739122,5,5,0.595,0.232,6.77,3207,3.207,1.2
A2-B0-C2-f701-r394,70739219,5,8,0.632,0.275,6.47,3254,3.254,1.37
A2-B0-C2-f701-r395,70739316,5,4,0.313,0.22,7.9,3007,3.007,1.14
A2-B0-C2-f701-r396,70739413,5,7,0.49,0.302,6.99,3155,3.155,1.18
A2-B0-C2-f701-r397,70739510,7,6,0.343,0.329,7.8,4731,4.731,1.36
A2-B0-C2-f701-r398,70739607,4,8,0.538,0.181,4.3,2616,2.616,1.25
A2-B0-C2-f701-r399,70739704,5,5,0.687,0.334,7.1,3184,3.184,1.4
A2-B0-C2-f701-r400,70739801,7,7,0.332,0.309,4.62,4090,4.09,1.28
A2-B0-C2-f701-r401,70739898,6,7,0.316,0.233,7.74,3880,3.88,1.31
A2-B0-C2-f701-r402,70739995,4,4,0.425,0.215,6.69,2366,2.366,1.26
A2-B0-C2-f701-r403,70740092,7,5,0.731,0.187,5.23,4540,4.54,1.16
A2-B0-C2-f701-r404,70740189,5,6,0.654,0.16,4.99,3396,3.396,1.1
A2-B0-C2-f701-r405,70740286,7,4,0.384,0.108,7.46,5049,5.049,1.49
A2-B0-C2-f701-r406,70740383,7,6,0.446,0.189,7.64,4821,4.821,1.46
A2-B0-C2-f701-r407,70740480,5,8,0.355,0.324,6.19,3196,3.196,1.39
A2-B0-C2-f701-r408,70740577,5,7,0.744,0.176,7.27,3199,3.199,1.2
A2-B0-C2-f701-r409,70740674,4,8,0.612,0.123,6.48,2313,2.313,1.15
A2-B0-C2-f701-r410,70740771,6,6,0.313,0.161,7.48,3962,3.962,1.43
A2-B0-C2-f701-r411,70740868,6,7,0.429,0.128,6.62,4059,4.059,1.14
A2-B0-C2-f701-r412,70740965,5,6,0.722,0.202,6.3,3326,3.326,1.08
A2-B0-C2-f701-r413,70741062,7,4,0.617,0.222,7.99,5010,5.01,1.55
A2-B0-C2-f701-r414,70741159,4,7,0.702,0.155,6.97,2289,2.289,1.14
A2-B0-C2-f701-r415,70741256,7,4,0.506,0.227,7.11,5042,5.042,1.5
A2-B0-C2-f701-r416,70741353,4,8,0.628,0.18,5.07,2613,2.613,1.14
A2-B0-C2-f701-r417,70741450,7,5,0.791,0.302,5.23,4504,4.504,1.31
A2-B0-C2-f701-r418,70741547,7,5,0.672,0.268,6.94,4979,4.979,1.46
A2-B0-C2-f701-r419,70741644,6,6,0.443,0.235,7.87,3914,3.914,1.22
A2-B0-C2-f701-r420,70741741,5,7,0.68,0.246,5.57,3371,3.371,1.09
A2-B0-C2-f701-r421,70741838,6,6,0.372,0.288,5.02,3860,3.86,1.45
A2-B0-C2-f701-r422,70741935,7,5,0.439,0.335,7.04,4875,4.875,1.47
A2-B0-C2-f701-r423,70742032,6,6,0.339,0.324,5.32,3932,3.932,1.32
A2-B0-C2-f701-r424,70742129,6,6,0.57,0.227,5.13,3958,3.958,1.21
A2-B0-C2-f701-r425,70742226,6,6,0.308,0.215,4.61,3750,3.75,1.26
A2-B0-C2-f701-r426,70742323,6,5,0.764,0.13,5.15,4012,4.012,1.32
A2-B0-C2-f701-r427,70742420,6,5,0.51,0.153,7.08,4155,4.155,1.18
A2-B0-C2-f701-r428,70742517,5,6,0.508,0.246,7.21,3159,3.159,1.1
A2-B0-C2-f701-r429,70742614,5,8,0.388,0.154,4.24,3191,3.191,1.37
A2-B0-C2-f701-r430,70742711,4,5,0.387,0.325,7.9,2120,2.12,1.16
A2-B0-C2-f701-r431,70742808,4,6,0.58,0.179,5.93,2471,2.471,1.29
A2-B0-C2-f701-r432,70742905,6,6,0.596,0.291,7.45,3988,3.988,1.28
A2-B0-C2-f701-r433,70743002,4,5,0.497,0.224,5.64,2462,2.462,1.21
A2-B0-C2-f701-r434,70743099,6,6,0.732,0.349,6.09,4104,4.104,1.33
A2-B0-C2-f701-r435,70743196,6,5,0.791,0.278,7.8,4093,4.093,1.22
A2-B0-C2-f701-r436,70743293,6,7,0.31,0.185,6.5,4008,4.008,1.19
A2-B0-C2-f701-r437,70743390,6,7,0.77,0.208,4.87,3926,3.926,1.43
A2-B0-C2-f701-r438,70743487,6,4,0.66,0.336,7.64,4083,4.083,1.41
A2-B0-C2-f701-r439,70743584,5,6,0.794,0.337,4.32,3246,3.246,1.21
A2-B0-C2-f701-r440,70743681,5,7,0.705,0.208,4.78,3344,3.344,1.17
A2-B0-C2-f701-r441,70743778,5,7,0.634,0.169,5.08,3371,3.371,1.35
A2-B0-C2-f701-r442,70743875,6,8,0.453,0.327,5.12,3870,3.87,1.15
A2-B0-C2-f701-r443,70743972,7,6,0.783,0.126,5.07,4362,4.362,1.17
A2-B0-C2-f701-r444,70744069,7,5,0.603,0.129,5.63,4708,4.708,1.39
A2-B0-C2-f701-r445,70744166,7,5,0.432,0.199,7.08,4912,4.912,1.46
A2-B0-C2-f701-r446,70744263,4,5,0.593,0.213,6.18,2451,2.451,1.37
A2-B0-C2-f701-r447,70744360,6,7,0.424,0.199,6.93,4046,4.046,1.25
A2-B0-C2-f701-r448,70744457,6,5,0.456,0.292,4.01,3512,3.512,1.21
A2-B0-C2-f701-r449,70744554,7,4,0.446,0.242,7.95,4927,4.927,1.46
A2-B0-C2-f701-r450,70744651,6,7,0.562,0.27,4.04,3556,3.556,1.57
A2-B0-C2-f701-r451,70744748,6,8,0.586,0.341,4.16,3592,3.592,1.35
A2-B0-C2-f701-r452,70744845,5,6,0.737,0.179,5.36,3371,3.371,1.49
A2-B0-C2-f701-r453,70744942,7,4,0.403,0.265,7.23,4950,4.95,1.48
A2-B0-C2-f701-r454,70745039,7,4,0.657,0.292,4.51,4184,4.184,1.51
A2-B0-C2-f701-r455,70745136,5,5,0.541,0.267,6.12,3312,3.312,1.75
A2-B0-C2-f701-r456,70745233,6,6,0.544,0.171,4.7,3828,3.828,1.21
A2-B0-C2-f701-r457,70745330,6,7,0.384,0.331,4.08,3508,3.508,1.27
A2-B0-C2-f701-r458,70745427,5,6,0.51,0.171,7.46,3091,3.091,1.49
A2-B0-C2-f701-r459,70745524,6,6,0.766,0.337,6.44,4088,4.088,1.56
A2-B0-C2-f701-r460,70745621,5,7,0.365,0.241,7.77,2977,2.977,1.47
A2-B0-C2-f701-r461,70745718,5,7,0.54,0.176,5.95,3338,3.338,1.35
A2-B0-C2-f701-r462,70745815,5,6,0.396,0.125,6.52,3241,3.241,1.51
A2-B0-C2-f701-r463,70745912,7,8,0.609,0.151,4.4,4020,4.02,1.75
A2-B0-C2-f701-r464,70746009,4,6,0.723,0.185,5.29,2488,2.488,1.1
A2-B0-C2-f701-r465,70746106,5,5,0.335,0.185,7.36,3146,3.146,1.33
A2-B0-C2-f701-r466,70746203,7,4,0.611,0.28,5.46,4653,4.653,1.76
A2-B0-C2-f701-r467,70746300,5,8,0.8,0.259,6.19,3359,3.359,1.33
A2-B0-C2-f701-r468,70746397,6,7,0.431,0.211,5.14,3964,3.964,1.43
A2-B0-C2-f701-r469,70746494,7,5,0.718,0.185,4.58,4159,4.159,1.43
A2-B0-C2-f701-r470,70746591,6,5,0.566,0.337,5.23,3999,3.999,1.58
A2-B0-C2-f701-r471,70746688,4,6,0.632,0.25,5.68,2535,2.535,1.67
A2-B0-C2-f701-r472,70746785,4,4,0.363,0.338,6.94,2236,2.236,1.12
A2-B0-C2-f701-r473,70746882,5,6,0.769,0.108,7.75,3097,3.097,1.33
A2-B0-C2-f701-r474,70746979,7,8,0.611,0.142,4.79,4290,4.29,1.76
A2-B0-C2-f701-r475,70747076,5,7,0.405,0.266,4.93,3295,3.295,1.33
A2-B0-C2-f701-r476,70747173,5,4,0.752,0.285,6.99,3317,3.317,1.43
A2-B0-C2-f701-r477,70747270,6,6,0.469,0.342,6.71,4009,4.009,1.55
A2-B0-C2-f701-r478,70747367,7,5,0.362,0.166,5.95,4721,4.721,1.77
A2-B0-C2-f701-r479,70747464,4,6,0.545,0.232,5.49,2509,2.509,1.61
A2-B0-C2-f701-r480,70747561,5,6,0.517,0.303,7.54,3092,3.092,1.21
A2-B0-C2-f701-r481,70747658,6,7,0.428,0.297,4.84,3833,3.833,1.32
A2-B0-C2-f701-r482,70747755,7,8,0.79,0.243,7.91,4937,4.937,1.82
A2-B0-C2-f701-r483,70747852,5,5,0.459,0.338,6.48,3181,3.181,1.44
A2-B0-C2-f701-r484,70747949,5,6,0.719,0.246,5.06,3310,3.31,1.45
A2-B0-C2-f701-r485,70748046,6,6,0.467,0.125,6.9,4105,4.105,1.59
A2-B0-C2-f701-r486,70748143,7,5,0.712,0.33,5.62,4752,4.752,1.65
A2-B0-C2-f701-r487,70748240,6,8,0.591,0.212,6.8,4125,4.125,1.7
A2-B0-C2-f701-r488,70748337,5,7,0.742,0.13,4.47,3296,3.296,1.27
A2-B0-C2-f701-r489,70748434,4,7,0.477,0.215,5.66,2503,2.503,1.27
A2-B0-C2-f701-r490,70748531,6,7,0.703,0.346,5.62,4074,4.074,1.72
A2-B0-C2-f701-r491,70748628,6,6,0.704,0.305,6.18,4094,4.094,1.58
A2-B0-C2-f701-r492,70748725,4,8,0.311,0.229,6.39,2339,2.339,1.24
A2-B0-C2-f701-r493,70748822,5,4,0.304,0.163,4.31,3272,3.272,1.51
A2-B0-C2-f701-r494,70748919,5,4,0.524,0.286,4.23,3233,3.233,1.69
A2-B0-C2-f701-r495,70749016,4,6,0.468,0.214,7.13,2231,2.231,1.62
A2-B0-C2-f701-r496,70749113,5,6,0.47,0.181,5.56,3323,3.323,1.3
A2-B0-C2-f701-r497,70749210,7,6,0.607,0.337,5.32,4502,4.502,1.38
A2-B0-C2-f701-r498,70749307,5,6,0.522,0.203,4.67,3281,3.281,1.7
A2-B0-C2-f701-r499,70749404,6,6,0.593,0.241,4.58,3825,3.825,1.48
A2-B0-C2-f701-r500,70749501,6,6,0.314,0.253,7.49,3851,3.851,1.45
A2-B0-C2-f701-r501,70749598,4,5,0.737,0.262,6.24,2416,2.416,1.46
A2-B0-C2-f701-r502,70749695,6,8,0.731,0.297,4.04,3560,3.56,1.69
A2-B0-C2-f701-r503,70749792,5,5,0.422,0.282,7.34,3016,3.016,1.57
A2-B0-C2-f701-r504,70749889,6,6,0.46,0.318,7.19,4007,4.007,1.44
A2-B0-C2-f701-r505,70749986,4,7,0.507,0.146,7.72,2171,2.171,1.61
A2-B0-C2-f701-r506,70750083,5,5,0.325,0.194,5.98,3326,3.326,1.36
A2-B0-C2-f701-r507,70750180,7,8,0.596,0.197,4.81,4276,4.276,1.47
A2-B0-C2-f701-r508,70750277,6,5,0.326,0.241,6.42,4124,4.124,1.54
A2-B0-C2-f701-r509,70750374,6,4,0.43,0.16,7.66,4078,4.078,1.73
A2-B0-C2-f701-r510,70750471,6,5,0.782,0.301,7.42,4168,4.168,1.8
A2-B0-C2-f701-r511,70750568,5,7,0.497,0.217,4.51,3282,3.282,1.38
A2-B0-C2-f701-r512,70750665,4,8,0.515,0.183,5.8,2414,2.414,1.39
A2-B0-C2-f701-r513,70750762,7,5,0.679,0.325,7.65,4996,4.996,1.62
A2-B0-C2-f701-r514,70750859,6,7,0.529,0.336,6.91,4025,4.025,1.71
A2-B0-C2-f701-r515,70750956,4,6,0.429,0.167,5.67,2505,2.505,1.38
A2-B0-C2-f701-r516,70751053,7,5,0.337,0.108,4.01,3722,3.722,1.22
A2-B0-C2-f701-r517,70751150,4,7,0.332,0.296,6.53,2295,2.295,1.18
A2-B0-C2-f701-r518,70751247,5,6,0.379,0.138,4.27,3138,3.138,1.37
A2-B0-C2-f701-r519,70751344,4,5,0.56,0.29,6.93,2302,2.302,1.22
A2-B0-C2-f701-r520,70751441,4,6,0.714,0.193,7.28,2272,2.272,1.42
A2-B0-C2-f701-r521,70751538,6,5,0.697,0.318,7.11,4161,4.161,1.49
A2-B0-C2-f701-r522,70751635,4,5,0.507,0.344,5.55,2493,2.493,1.52
A2-B0-C2-f701-r523,70751732,4,8,0.561,0.125,6.04,2423,2.423,1.38
A2-B0-C2-f701-r524,70751829,5,5,0.781,0.172,7.75,3097,3.097,1.3
A2-B0-C2-f701-r525,70751926,7,6,0.579,0.179,7.28,4908,4.908,1.44
A2-B0-C2-f701-r526,70752023,7,6,0.671,0.272,7.68,4857,4.857,1.6
A2-B0-C2-f701-r527,70752120,5,4,0.377,0.125,5.01,3318,3.318,1.29
A2-B0-C2-f701-r528,70752217,6,7,0.531,0.26,5.95,4123,4.123,1.53
A2-B0-C2-f701-r529,70752314,5,5,0.409,0.162,6.62,3256,3.256,1.59
A2-B0-C2-f701-r530,70752411,4,5,0.576,0.239,5.28,2555,2.555,1.38
A2-B0-C2-f701-r531,70752508,6,6,0.558,0.171,6.5,4116,4.116,1.48
A2-B0-C2-f701-r532,70752605,4,8,0.426,0.343,7.92,2053,2.053,1.19
A2-B0-C2-f701-r533,70752702,6,7,0.368,0.296,6.51,4029,4.029,1.36
A2-B0-C2-f701-r534,70752799,6,8,0.541,0.129,4.72,3922,3.922,1.44
A2-B0-C2-f701-r535,70752896,5,7,0.458,0.261,4.54,3232,3.232,1.29
A2-B0-C2-f701-r536,70752993,6,8,0.569,0.346,7.86,3963,3.963,1.54
A2-B0-C2-f701-r537,70753090,7,4,0.523,0.221,7.46,4999,4.999,1.79
A2-B0-C2-f701-r538,70753187,5,5,0.619,0.336,6.3,3293,3.293,1.4
A2-B0-C2-f701-r539,70753284,5,5,0.394,0.31,4.73,3288,3.288,1.3
A2-B0-C2-f701-r540,70753381,5,8,0.764,0.259,5.08,3365,3.365,1.24
A2-B0-C2-f701-r541,70753478,7,7,0.733,0.128,5.67,4709,4.709,1.41
A2-B0-C2-f701-r542,70753575,5,6,0.57,0.133,7.28,3154,3.154,1.4
A2-B0-C2-f701-r543,70753672,6,8,0.427,0.19,7.84,3974,3.974,1.46
A2-B0-C2-f701-r544,70753769,6,6,0.503,0.192,6.84,4148,4.148,1.52
A2-B0-C2-f701-r545,70753866,6,5,0.541,0.338,7.85,3981,3.981,1.75
A2-B0-C2-f701-r546,70753963,4,7,0.305,0.101,7.82,2104,2.104,1.45
A2-B0-C2-f701-r547,70754060,7,5,0.472,0.302,4.55,4119,4.119,1.3
A2-B0-C2-f701-r548,70754157,6,8,0.583,0.348,4.88,3934,3.934,1.29
A2-B0-C2-f701-r549,70754254,6,7,0.64,0.254,5.47,4072,4.072,1.47
A2-B0-C2-f701-r550,70754351,6,5,0.741,0.167,7.13,4252,4.252,1.4
A2-B0-C2-f701-r551,70754448,6,8,0.586,0.129,5.61,4161,4.161,1.34
A2-B0-C2-f701-r552,70754545,6,5,0.498,0.333,5.51,4007,4.007,1.47
A2-B0-C2-f701-r553,70754642,5,6,0.595,0.17,4.01,3133,3.133,1.62
A2-B0-C2-f701-r554,70754739,6,7,0.538,0.166,6.03,4103,4.103,1.55
A2-B0-C2-f701-r555,70754836,6,6,0.468,0.31,4.3,3628,3.628,1.26
A2-B0-C2-f701-r556,70754933,6,6,0.435,0.156,5.64,4064,4.064,1.32
A2-B0-C2-f701-r557,70755030,6,4,0.707,0.265,5.41,4066,4.066,1.49
A2-B0-C2-f701-r558,70755127,5,7,0.31,0.168,6.24,3245,3.245,1.34
A2-B0-C2-f701-r559,70755224,5,7,0.66,0.248,4.29,3265,3.265,1.28
A2-B0-C2-f701-r560,70755321,5,6,0.708,0.278,5.9,3358,3.358,1.47
A2-B0-C2-f701-r561,70755418,5,7,0.788,0.11,4.28,3276,3.276,1.52
A2-B0-C2-f701-r562,70755515,6,7,0.747,0.115,4.32,3717,3.717,1.47
A2-B0-C2-f701-r563,70755612,5,6,0.569,0.192,6.99,3222,3.222,1.32
A2-B0-C2-f701-r564,70755709,5,7,0.512,0.168,4.54,3241,3.241,1.23
A2-B0-C2-f701-r565,70755806,5,7,0.603,0.268,4.16,3205,3.205,1.36
A2-B0-C2-f701-r566,70755903,6,5,0.597,0.173,4.95,3953,3.953,1.32
A2-B0-C2-f701-r567,70756000,7,7,0.715,0.144,4.4,4056,4.056,1.36
A2-B0-C2-f701-r568,70756097,4,5,0.346,0.273,5.63,2488,2.488,1.58
A2-B0-C2-f701-r569,70756194,7,8,0.412,0.132,7.07,4894,4.894,1.64
A2-B0-C2-f701-r570,70756291,6,5,0.705,0.224,4.81,3949,3.949,1.32
A2-B0-C2-f701-r571,70756388,5,8,0.545,0.252,6.19,3315,3.315,1.24
A2-B0-C2-f701-r572,70756485,5,6,0.349,0.137,6.37,3266,3.266,1.31
A2-B0-C2-f701-r573,70756582,5,5,0.549,0.311,6.2,3352,3.352,1.45
A2-B0-C2-f701-r574,70756679,4,8,0.426,0.322,7.82,2049,2.049,1.24
A2-B0-C2-f701-r575,70756776,5,5,0.601,0.27,4.5,3281,3.281,1.09
A2-B0-C2-f701-r576,70756873,7,5,0.725,0.148,6.76,4954,4.954,1.44
A2-B0-C2-f701-r577,70756970,5,5,0.385,0.146,4.46,3267,3.267,1.0
A2-B0-C2-f701-r578,70757067,6,6,0.648,0.198,4.45,3762,3.762,1.27
A2-B0-C2-f701-r579,70757164,6,6,0.406,0.336,7.71,3900,3.9,1.42
A2-B0-C2-f701-r580,70757261,5,6,0.367,0.272,7.01,3168,3.168,1.47
A2-B0-C2-f701-r581,70757358,6,6,0.623,0.269,4.2,3644,3.644,1.25
A2-B0-C2-f701-r582,70757455,6,6,0.353,0.186,5.98,4082,4.082,1.5
A2-B0-C2-f701-r583,70757552,7,7,0.655,0.276,7.72,4940,4.94,1.56
A2-B0-C2-f701-r584,70757649,4,6,0.623,0.231,7.11,2240,2.24,1.2
A2-B0-C2-f701-r585,70757746,7,7,0.668,0.335,5.9,4756,4.756,1.23
A2-B0-C2-f701-r586,70757843,5,8,0.327,0.195,4.32,3128,3.128,1.26
A2-B0-C2-f701-r587,70757940,4,7,0.369,0.147,7.94,2067,2.067,1.24
A2-B0-C2-f701-r588,70758037,7,7,0.661,0.32,7.15,4911,4.911,1.63
A2-B0-C2-f701-r589,70758134,5,5,0.658,0.268,4.84,3345,3.345,1.28
A2-B0-C2-f701-r590,70758231,5,7,0.419,0.232,6.41,3297,3.297,1.48
A2-B0-C2-f701-r591,70758328,4,4,0.338,0.34,4.6,2567,2.567,1.34
A2-B0-C2-f701-r592,70758425,6,6,0.355,0.287,5.81,3969,3.969,1.24
A2-B0-C2-f701-r593,70758522,4,6,0.763,0.211,7.31,2261,2.261,1.08
A2-B0-C2-f701-r594,70758619,5,4,0.6,0.151,7.03,3250,3.25,1.32
A2-B0-C2-f701-r595,70758716,5,8,0.569,0.216,4.35,3226,3.226,1.31
A2-B0-C2-f701-r596,70758813,4,7,0.635,0.291,6.91,2284,2.284,1.35
A2-B0-C2-f701-r597,70758910,6,7,0.569,0.196,7.42,4047,4.047,1.42
A2-B0-C2-f701-r598,70759007,6,7,0.386,0.232,4.67,3801,3.801,1.4
A2-B0-C2-f701-r599,70759104,7,7,0.414,0.282,7.15,4816,4.816,1.6
A2-B0-C2-f701-r600,70759201,5,5,0.349,0.309,7.24,3031,3.031,1.11
A2-B0-C2-f701-r601,70759298,5,7,0.671,0.284,5.4,3413,3.413,1.28
A2-B0-C2-f701-r602,70759395,7,7,0.336,0.186,7.87,4889,4.889,1.55
A2-B0-C2-f701-r603,70759492,5,7,0.657,0.278,5.41,3363,3.363,1.51
A2-B0-C2-f701-r604,70759589,7,7,0.741,0.194,5.27,4577,4.577,1.37
A2-B0-C2-f701-r605,70759686,7,5,0.61,0.229,5.79,4672,4.672,1.55
A2-B0-C2-f701-r606,70759783,5,7,0.594,0.229,4.82,3357,3.357,1.4
A2-B0-C2-f701-r607,70759880,6,4,0.532,0.327,5.31,4105,4.105,1.44
A2-B0-C2-f701-r608,70759977,6,4,0.778,0.313,6.3,4287,4.287,1.16
A2-B0-C2-f701-r609,70760074,4,5,0.633,0.341,5.76,2461,2.461,1.21
A2-B0-C2-f701-r610,70760171,6,8,0.542,0.268,7.87,3961,3.961,1.43
A2-B0-C2-f701-r611,70760268,5,7,0.574,0.104,7.6,3116,3.116,1.52
A2-B0-C2-f701-r612,70760365,4,7,0.701,0.282,4.8,2571,2.571,1.21
A2-B0-C2-f701-r613,70760462,4,5,0.504,0.101,5.58,2496,2.496,1.28
A2-B0-C2-f701-r614,70760559,6,7,0.691,0.206,7.25,4126,4.126,1.49
A2-B0-C2-f701-r615,70760656,4,4,0.408,0.235,7.46,2172,2.172,1.31
A2-B0-C2-f701-r616,70760753,6,7,0.728,0.125,4.88,3965,3.965,1.21
A2-B0-C2-f701-r617,70760850,6,8,0.306,0.255,7.67,3899,3.899,1.4
A2-B0-C2-f701-r618,70760947,5,6,0.547,0.126,4.37,3251,3.251,1.31
A2-B0-C2-f701-r619,70761044,5,7,0.448,0.249,4.94,3307,3.307,1.47
A2-B0-C2-f701-r620,70761141,4,4,0.708,0.292,6.16,2463,2.463,1.21
A2-B0-C2-f701-r621,70761238,5,7,0.714,0.342,5.4,3366,3.366,1.46
A2-B0-C2-f701-r622,70761335,5,5,0.603,0.184,7.23,3184,3.184,1.41
A2-B0-C2-f701-r623,70761432,6,4,0.417,0.139,6.84,4185,4.185,1.51
A2-B0-C2-f701-r624,70761529,6,7,0.636,0.313,7.4,4063,4.063,1.21
A2-B0-C2-f701-r625,70761626,6,7,0.391,0.244,4.69,3783,3.783,1.28
A2-B0-C2-f701-r626,70761723,5,8,0.539,0.204,4.49,3248,3.248,1.31
A2-B0-C2-f701-r627,70761820,5,7,0.674,0.348,5.83,3327,3.327,1.48
