MU,N,S0,S_final_max,alpha,alpha_c_teorico,barrido,brazo,delta_struct,k_micro,lambda_max_G,lambda_puro,n_aristas,n_vivos_fin,persiste_puro,precision,semilla,sobrevive_finito,sobrevive_ge2,tau_final
0.01,8,1.0,0.006835662745306911,0.05136296511395076,0.05449538250299351,A_alpha,BARAJADO,168.8484652285645,500,3.7071067811865483,-0.010228652732167758,28,8,0,float80,5,1,1,500
0.01,8,1.0,0.30091109282800366,0.06123724356957945,0.050505050505050504,A_alpha,REAL,265.13800698821916,500,4.0,-0.0020744775451032953,8,5,0,float80,1,1,1,500
0.01,8,1.0,0.09913801662358716,0.06123724356957945,0.04576584235575484,A_alpha,REAL,189.77837124055418,500,4.414213562373094,-0.0027531749104901227,6,4,0,float80,2,1,1,500
0.01,8,1.0,0.0726154032247937,0.06123724356957945,0.04409824925923263,A_alpha,REAL,217.209790174981,500,4.581138830084192,-0.0023669313920258376,6,4,0,float80,3,1,1,500
0.01,8,1.0,6.070457519215154,0.06123724356957945,0.03858242537879851,A_alpha,REAL,2267.041202844909,500,5.236067977499788,0.003783495509877906,15,6,1,float80,4,1,1,500
0.01,8,1.0,0.3039188547709803,0.06123724356957945,0.05449538250299351,A_alpha,REAL,266.90398175349816,500,3.7071067811865483,-0.002087379520625028,8,5,0,float80,5,1,1,500
0.01,8,1.0,0.005336758255287701,0.06123724356957945,0.050505050505050504,A_alpha,BARAJADO,200.45459816546762,500,4.0,-0.010812760740172669,28,8,0,float80,1,1,1,500
0.01,8,1.0,0.0024521857579458436,0.06123724356957945,0.04576584235575484,A_alpha,BARAJADO,179.02391840409652,500,4.414213562373094,-0.012215034588529274,28,8,0,float80,2,1,1,500
0.01,8,1.0,0.004664902630334996,0.06123724356957945,0.04409824925923263,A_alpha,BARAJADO,205.99635450870733,500,4.581138830084192,-0.011089317215202971,28,8,0,float80,3,1,1,500
0.01,8,1.0,0.2378858734533468,0.06123724356957945,0.03858242537879851,A_alpha,BARAJADO,616.7619154289841,500,5.236067977499788,-0.003211294423414731,28,8,0,float80,4,1,1,500
0.01,8,1.0,0.006885857819944682,0.06123724356957945,0.05449538250299351,A_alpha,BARAJADO,200.4922929856508,500,3.7071067811865483,-0.01026026761841626,28,8,0,float80,5,1,1,500
0.01,8,1.0,1.6046247870548822,0.08704558083290234,0.050505050505050504,A_alpha,REAL,648.4545743411037,500,4.0,0.0012771066895441137,8,5,1,float80,1,1,1,500
0.01,8,1.0,0.42955753828686083,0.08704558083290234,0.04576584235575484,A_alpha,REAL,325.741053089683,500,4.414213562373094,0.00039557853419765616,6,4,1,float80,2,1,1,500
0.01,8,1.0,0.3515441937673956,0.08704558083290234,0.04409824925923263,A_alpha,REAL,353.9940698095193,500,4.581138830084192,0.0011043778424872795,6,4,1,float80,3,1,1,500
0.01,8,1.0,108.83006107823975,0.08704558083290234,0.03858242537879851,A_alpha,REAL,25993.065134152643,500,5.236067977499788,0.009556914685866674,15,6,1,float80,4,1,1,500
0.01,8,1.0,1.605756794242895,0.08704558083290234,0.05449538250299351,A_alpha,REAL,650.9032131132559,500,3.7071067811865483,0.0012732841885857971,8,5,1,float80,5,1,1,500
0.01,8,1.0,0.004924780861245676,0.08704558083290234,0.050505050505050504,A_alpha,BARAJADO,269.39933903732305,500,4.0,-0.011126212636065147,28,8,0,float80,1,1,1,500
0.01,8,1.0,0.001659726323505508,0.08704558083290234,0.04576584235575484,A_alpha,BARAJADO,230.79476483168457,500,4.414213562373094,-0.013115664267798142,28,8,0,float80,2,1,1,500
0.01,8,1.0,0.004067497662400344,0.08704558083290234,0.04409824925923263,A_alpha,BARAJADO,276.38536303544606,500,4.581138830084192,-0.011518060900509355,28,8,0,float80,3,1,1,500
0.01,8,1.0,1.038683872503008,0.08704558083290234,0.03858242537879851,A_alpha,BARAJADO,1603.7776320459923,500,5.236067977499788,-0.0003590620382928096,28,8,0,float80,4,1,1,500
0.01,8,1.0,0.007015388336787321,0.08704558083290234,0.05449538250299351,A_alpha,BARAJADO,274.864829798121,500,3.7071067811865483,-0.010337839887597589,28,8,0,float80,5,1,1,500
0.01,8,1.0,4.726811234043603,0.10377966737890204,0.050505050505050504,A_alpha,REAL,1334.0304426805694,500,4.0,0.0034419537756112182,8,5,1,float80,1,1,1,500
0.01,8,1.0,1.1383445298208765,0.10377966737890204,0.04576584235575484,A_alpha,REAL,517.1596460498447,500,4.414213562373094,0.002396545978857491,6,4,1,float80,2,1,1,500
0.01,8,1.0,1.0413389886589177,0.10377966737890204,0.04409824925923263,A_alpha,REAL,533.7469814209107,500,4.581138830084192,0.003248397428562275,6,4,1,float80,3,1,1,500
0.01,8,1.0,701.1270342982317,0.10377966737890204,0.03858242537879851,A_alpha,REAL,144100.8044824313,500,5.236067977499788,0.013282650731281981,15,6,1,float80,4,1,1,500
0.01,8,1.0,4.714606375789309,0.10377966737890204,0.05449538250299351,A_alpha,REAL,1333.2566335835527,500,3.7071067811865483,0.003440097193355035,8,5,1,float80,5,1,1,500
0.01,8,1.0,0.004686464726564406,0.10377966737890204,0.050505050505050504,A_alpha,BARAJADO,314.20117101800435,500,4.0,-0.011323739290217563,28,8,0,float80,1,1,1,500
0.01,8,1.0,0.0013036714229927196,0.10377966737890204,0.04576584235575484,A_alpha,BARAJADO,260.8466422682737,500,4.414213562373094,-0.013683973422206645,28,8,0,float80,2,1,1,500
0.01,8,1.0,0.003732196468851243,0.10377966737890204,0.04409824925923263,A_alpha,BARAJADO,319.83640190715715,500,4.581138830084192,-0.011789222552964653,28,8,0,float80,3,1,1,500
0.01,8,1.0,2.6803405873151136,0.10377966737890204,0.03858242537879851,A_alpha,BARAJADO,3098.339911232448,500,5.236067977499788,0.0014818106948658982,28,8,1,float80,4,1,1,500
0.01,8,1.0,0.00709785355822275,0.10377966737890204,0.05449538250299351,A_alpha,BARAJADO,324.5119620728482,500,3.7071067811865483,-0.01038373477431834,28,8,0,float80,5,1,1,500
0.01,8,1.0,78.77713764450682,0.1475174403527447,0.050505050505050504,A_alpha,REAL,13221.76521564062,500,4.0,0.00907569764304076,8,5,1,float80,1,1,1,500
0.01,8,1.0,14.977856458963453,0.1475174403527447,0.04576584235575484,A_alpha,REAL,3038.0721742338046,500,4.414213562373094,0.0075996754517293815,6,4,1,float80,2,1,1,500
0.01,8,1.0,17.035360182853843,0.1475174403527447,0.04409824925923263,A_alpha,REAL,3105.098772619391,500,4.581138830084192,0.008808463792128013,6,4,1,float80,3,1,1,500
0.01,8,1.0,88375.26539580825,0.1475174403527447,0.03858242537879851,A_alpha,REAL,14878884.789711973,500,5.236067977499788,0.02295552979865028,15,6,1,float80,4,1,1,500
0.01,8,1.0,78.26344137157871,0.1475174403527447,0.05449538250299351,A_alpha,REAL,13128.625155400658,500,3.7071067811865483,0.009075419250365748,8,5,1,float80,5,1,1,500
0.01,8,1.0,0.004156543412669178,0.1475174403527447,0.050505050505050504,A_alpha,BARAJADO,417.1236174124747,500,4.0,-0.01180343217784062,28,8,0,float80,1,1,1,500
0.01,8,1.0,0.0007338858511041453,0.1475174403527447,0.04576584235575484,A_alpha,BARAJADO,330.6135234756554,500,4.414213562373094,-0.014974669246412586,28,8,0,float80,2,1,1,500
0.01,8,1.0,0.003017327985846065,0.1475174403527447,0.04409824925923263,A_alpha,BARAJADO,421.0065790442075,500,4.581138830084192,-0.012448132823120201,28,8,0,float80,3,1,1,500
0.01,8,1.0,31.184795203334325,0.1475174403527447,0.03858242537879851,A_alpha,BARAJADO,20992.76334080231,500,5.236067977499788,0.006262452458977497,28,8,1,float80,4,1,1,500
0.01,8,1.0,0.007306164854325656,0.1475174403527447,0.05449538250299351,A_alpha,BARAJADO,446.3232657434783,500,3.7071067811865483,-0.010484230445820723,28,8,0,float80,5,1,1,500
0.01,8,1.0,549.0527348790283,0.1778279410038923,0.050505050505050504,A_alpha,REAL,77749.55542194327,500,4.0,0.012960798046721723,8,5,1,float80,1,1,1,500
0.01,8,1.0,89.7244737873249,0.1778279410038923,0.04576584235575484,A_alpha,REAL,14380.647583880933,500,4.414213562373094,0.011188207509049362,6,4,1,float80,2,1,1,500
0.01,8,1.0,116.04908698065168,0.1778279410038923,0.04409824925923263,A_alpha,REAL,16349.856603820712,500,4.581138830084192,0.012640144894929513,6,4,1,float80,3,1,1,500
0.01,8,1.0,2455816.4169500256,0.1778279410038923,0.03858242537879851,A_alpha,REAL,385190820.8298837,500,5.236067977499788,0.029604415429389276,15,6,1,float80,4,1,1,500
0.01,8,1.0,544.944538679436,0.1778279410038923,0.05449538250299351,A_alpha,REAL,77127.90979989346,500,3.7071067811865483,0.01296072295680038,8,5,1,float80,5,1,1,500
0.01,8,1.0,0.00385727300420696,0.1778279410038923,0.050505050505050504,A_alpha,BARAJADO,484.296442986554,500,4.0,-0.01208643774854091,28,8,0,float80,1,1,1,500
0.01,8,1.0,0.0005232394536475283,0.1778279410038923,0.04576584235575484,A_alpha,BARAJADO,369.16946892722314,500,4.414213562373094,-0.015412014776151959,28,8,0,float80,2,1,1,500
0.01,8,1.0,0.002635411375553872,0.1778279410038923,0.04409824925923263,A_alpha,BARAJADO,486.1054354081108,500,4.581138830084192,-0.012826369456809377,28,8,0,float80,3,1,1,500
0.01,8,1.0,167.841079749132,0.1778279410038923,0.03858242537879851,A_alpha,BARAJADO,89915.38633792235,500,5.236067977499788,0.009549572230547204,28,8,1,float80,4,1,1,500
0.01,8,1.0,0.007442812045208056,0.1778279410038923,0.05449538250299351,A_alpha,BARAJADO,526.2153301286954,500,3.7071067811865483,-0.010534531680242907,28,8,0,float80,5,1,1,500
0.01,8,1.0,54342.216421212936,0.25,0.050505050505050504,A_alpha,REAL,6304046.96476434,500,4.0,0.022151013255734656,8,5,1,float80,1,1,1,500
0.01,8,1.0,6260.552923117862,0.25,0.04576584235575484,A_alpha,REAL,790526.9214307874,500,4.414213562373094,0.019680945343546915,6,4,1,float80,2,1,1,500
0.01,8,1.0,10811.867641178831,0.25,0.04409824925923263,A_alpha,REAL,1215323.6625868648,500,4.581138830084192,0.021704339712203615,6,4,1,float80,3,1,1,500
0.01,8,1.0,6166116933.49711,0.25,0.03858242537879851,A_alpha,REAL,882368964454.8418,500,5.236067977499788,0.045260306536604185,15,6,1,float80,4,1,1,500
0.01,8,1.0,53904.317824206715,0.25,0.05449538250299351,A_alpha,REAL,6252578.203194059,500,3.7071067811865483,0.022151009840931074,8,5,1,float80,5,1,1,500
0.01,8,1.0,0.0033212187428414575,0.25,0.050505050505050504,A_alpha,BARAJADO,629.3780910777801,500,4.0,-0.012461418240319546,28,8,0,float80,1,1,1,500
0.01,8,1.0,0.0002980153317749694,0.25,0.04576584235575484,A_alpha,BARAJADO,448.0320966664094,500,4.414213562373094,-0.014984202733673773,21,7,0,float80,2,1,1,500
0.01,8,1.0,0.0020041205933534274,0.25,0.04409824925923263,A_alpha,BARAJADO,621.5899890262322,500,4.581138830084192,-0.013161302378144503,28,8,0,float80,3,1,1,500
0.01,8,1.0,8788.505330518321,0.25,0.03858242537879851,A_alpha,BARAJADO,3475373.1477579274,500,5.236067977499788,0.017292187212179976,28,8,1,float80,4,1,1,500
0.01,8,1.0,0.00773248845526861,0.25,0.05449538250299351,A_alpha,BARAJADO,713.6368948928873,500,3.7071067811865483,-0.010568817297605893,28,8,0,float80,5,1,1,500
0.01,8,1.0,14702742244983.38,0.5623413251903491,0.050505050505050504,A_alpha,REAL,1366918430233775.0,500,4.0,0.06097780252787187,8,5,1,float80,1,1,1,500
0.01,8,1.0,401463703979.78766,0.5623413251903491,0.04576584235575484,A_alpha,REAL,39618386515154.36,500,4.414213562373094,0.055625603208235994,6,4,1,float80,2,1,1,500
0.01,8,1.0,2260599702675.4097,0.5623413251903491,0.04409824925923263,A_alpha,REAL,202694316245254.66,500,4.581138830084192,0.060011079280416116,6,4,1,float80,3,1,1,500
0.01,8,1.0,8.299839641330648e+23,0.5623413251903491,0.03858242537879851,A_alpha,REAL,1.0604850713948752e+26,500,5.236067977499788,0.11032388846548845,15,6,1,float80,4,1,1,500
0.01,8,1.0,14585153156183.705,0.5623413251903491,0.05449538250299351,A_alpha,REAL,1355986088485495.5,500,3.7071067811865483,0.06097780252786314,8,5,1,float80,5,1,1,500
0.01,8,1.0,0.0029490697932187614,0.5623413251903491,0.050505050505050504,A_alpha,BARAJADO,1052.4144395688425,500,4.0,-0.010463506964671965,3,3,0,float80,1,1,1,500
0.01,8,1.0,9.920292173138304e-07,0.5623413251903491,0.04576584235575484,A_alpha,BARAJADO,635.4754840785696,989,4.414213562373094,-0.011804777350726959,0,0,0,float80,2,0,0,462
0.01,8,1.0,0.0017150870697221663,0.5623413251903491,0.04409824925923263,A_alpha,BARAJADO,1005.0028418147826,500,4.581138830084192,-0.01164206577202244,6,4,0,float80,3,1,1,500
0.01,8,1.0,122757320214.73116,0.5623413251903491,0.03858242537879851,A_alpha,BARAJADO,31732457098492.68,500,5.236067977499788,0.0494836045430381,28,8,1,float80,4,1,1,500
0.01,8,1.0,0.00824829150037293,0.5623413251903491,0.05449538250299351,A_alpha,BARAJADO,1355.5531696547478,500,3.7071067811865483,-0.010282449698018885,15,6,0,float80,5,1,1,500
0.01,8,1.0,1.5476041640982786e+43,1.7782794100389228,0.050505050505050504,A_alpha,REAL,1.2976881601994194e+45,500,4.0,0.1992212810158662,10,5,1,float80,1,1,1,500
0.01,8,1.0,3.7632050883015866e+39,1.7782794100389228,0.04576584235575484,A_alpha,REAL,3.3171873172775034e+41,500,4.414213562373094,0.1844116546298565,6,4,1,float80,2,1,1,500
0.01,8,1.0,1.019481024479539e+42,1.7782794100389228,0.04409824925923263,A_alpha,REAL,8.231073102269312e+43,500,4.581138830084192,0.19655667894694887,6,4,1,float80,3,1,1,500
0.01,8,1.0,3.50570151995025e+71,1.7782794100389228,0.03858242537879851,A_alpha,REAL,4.2312494482064565e+73,500,5.236067977499788,0.32964169474480387,15,6,1,float80,4,1,1,500
0.01,8,1.0,1.5374030139412232e+43,1.7782794100389228,0.05449538250299351,A_alpha,REAL,1.2891343503258589e+45,500,3.7071067811865483,0.1992212810158662,8,5,1,float80,5,1,1,500
0.01,8,1.0,9.950777477390458e-07,1.7782794100389228,0.050505050505050504,A_alpha,BARAJADO,1801.7534213860938,1194,4.0,-0.01332798952752178,0,0,0,float80,1,0,0,491
0.01,8,1.0,9.915322966244333e-07,1.7782794100389228,0.04576584235575484,A_alpha,BARAJADO,834.4600146913737,1053,4.414213562373094,-0.010050335853501452,0,0,0,float80,2,0,0,207
0.01,8,1.0,0.0011036110301719752,1.7782794100389228,0.04409824925923263,A_alpha,BARAJADO,1606.5539136170798,592,4.581138830084192,-0.013025007431841724,1,2,0,float80,3,1,1,500
0.01,8,1.0,1.9961086979546476e+24,1.7782794100389228,0.03858242537879851,A_alpha,BARAJADO,3.124810645316079e+26,500,5.236067977499788,0.09254262820383126,10,5,1,float80,4,1,1,500
0.01,8,1.0,0.001583470973922837,1.7782794100389228,0.05449538250299351,A_alpha,BARAJADO,2103.245065368979,500,3.7071067811865483,-0.011747619295660133,3,3,0,float80,5,1,1,500
0.01,8,1.0,3.4587222608794414e+117,5.623413251903491,0.050505050505050504,A_alpha,REAL,2.81293946915641e+119,500,4.0,0.5415991487875764,10,5,1,float80,1,1,1,500
0.01,8,1.0,6.959482499525552e+109,5.623413251903491,0.04576584235575484,A_alpha,REAL,5.934270535917986e+111,500,4.414213562373094,0.5080325066689972,6,4,1,float80,2,1,1,500
0.01,8,1.0,4.277001647988461e+115,5.623413251903491,0.04409824925923263,A_alpha,REAL,3.3477703969024076e+117,500,4.581138830084192,0.5356059066325417,6,4,1,float80,3,1,1,500
0.01,8,1.0,4.7644143378107163e+176,5.623413251903491,0.03858242537879851,A_alpha,REAL,5.651501902395897e+178,500,5.236067977499788,0.813769198522466,15,6,1,float80,4,1,1,500
0.01,8,1.0,3.409535206030633e+117,5.623413251903491,0.05449538250299351,A_alpha,REAL,2.772936196988325e+119,500,3.7071067811865483,0.5415991487875764,8,5,1,float80,5,1,1,500
0.01,8,1.0,9.980906786284032e-07,5.623413251903491,0.050505050505050504,A_alpha,BARAJADO,2203.0695587467862,1062,4.0,-0.010050335853501452,0,0,0,float80,1,0,0,270
0.01,8,1.0,9.95844540372743e-07,5.623413251903491,0.04576584235575484,A_alpha,BARAJADO,956.9543506200623,1110,4.414213562373094,-0.010050335853501452,0,0,0,float80,2,0,0,54
0.01,8,1.0,9.986908959326559e-07,5.623413251903491,0.04409824925923263,A_alpha,BARAJADO,2945.778929187241,1101,4.581138830084192,-0.012514346272077708,0,0,0,float80,3,0,0,350
0.01,8,1.0,1.5605606291646128e+19,5.623413251903491,0.03858242537879851,A_alpha,BARAJADO,2.6941927154190957e+21,575,5.236067977499788,0.05133022930694674,1,2,1,float80,4,1,1,500
0.01,8,1.0,9.954332000005137e-07,5.623413251903491,0.05449538250299351,A_alpha,BARAJADO,1868.865878397033,1418,3.7071067811865483,-0.010050335853501452,0,0,0,float80,5,0,0,70
0.01,8,1.0,9.963056005479347e-07,0.0,0.050505050505050504,A_alpha,ALFA_0,0.0,1375,4.0,-0.010050335853501452,0,0,0,float80,1,0,0,0
0.01,8,1.0,9.963056005479347e-07,0.0,0.04576584235575484,A_alpha,ALFA_0,0.0,1375,4.414213562373094,-0.010050335853501452,0,0,0,float80,2,0,0,0
0.01,8,1.0,9.963056005479347e-07,0.0,0.04409824925923263,A_alpha,ALFA_0,0.0,1375,4.581138830084192,-0.010050335853501452,0,0,0,float80,3,0,0,0
0.01,8,1.0,9.963056005479347e-07,0.0,0.03858242537879851,A_alpha,ALFA_0,0.0,1375,5.236067977499788,-0.010050335853501452,0,0,0,float80,4,0,0,0
0.01,8,1.0,9.963056005479347e-07,0.0,0.05449538250299351,A_alpha,ALFA_0,0.0,1375,3.7071067811865483,-0.010050335853501452,0,0,0,float80,5,0,0,0
1e-05,8,1.0,,0.05,,Ap_mu,REAL,,,4.0,0.006494507530294471,,,1,float64,1,,,
1e-05,8,1.0,,0.05,,Ap_mu,REAL,,,4.414213562373094,0.005758891596669427,,,1,float64,2,,,
1e-05,8,1.0,,0.05,,Ap_mu,REAL,,,4.581138830084192,0.005720649767927715,,,1,float64,3,,,
1e-05,8,1.0,,0.05,,Ap_mu,REAL,,,5.236067977499788,0.01129951680217233,,,1,float64,4,,,
1e-05,8,1.0,,0.05,,Ap_mu,REAL,,,3.7071067811865483,0.0064637901153966615,,,1,float64,5,,,
1e-05,8,1.0,,0.05,,Ap_mu,REAL,,,3.7071067811865483,0.006598960108759232,,,1,float64,6,,,
1e-05,8,1.0,,0.05,,Ap_mu,REAL,,,3.707106781186549,0.0074311255779850385,,,1,float64,7,,,
1e-05,8,1.0,,0.05,,Ap_mu,REAL,,,5.121320343559643,0.00590541486306188,,,1,float64,8,,,
1e-05,8,1.0,,0.05,,Ap_mu,REAL,,,3.707106781186547,0.0048623217493058545,,,1,float64,9,,,
1e-05,8,1.0,,0.05,,Ap_mu,REAL,,,4.581138830084191,0.006413629604578094,,,1,float64,10,,,
1e-05,8,1.0,,0.05,,Ap_mu,BARAJADO,,,4.0,-0.000633729440300935,,,0,float64,1,,,
1e-05,8,1.0,,0.05,,Ap_mu,BARAJADO,,,4.414213562373094,-0.0017785343212105527,,,0,float64,2,,,
1e-05,8,1.0,,0.05,,Ap_mu,BARAJADO,,,4.581138830084192,-0.0008597829698388467,,,0,float64,3,,,
1e-05,8,1.0,,0.05,,Ap_mu,BARAJADO,,,5.236067977499788,0.005581977685493273,,,1,float64,4,,,
1e-05,8,1.0,,0.05,,Ap_mu,BARAJADO,,,3.7071067811865483,-0.0001838762148000326,,,0,float64,5,,,
1e-05,8,1.0,,0.05,,Ap_mu,BARAJADO,,,3.7071067811865483,0.001406663525992063,,,1,float64,6,,,
1e-05,8,1.0,,0.05,,Ap_mu,BARAJADO,,,3.707106781186549,0.0028035807441742296,,,1,float64,7,,,
1e-05,8,1.0,,0.05,,Ap_mu,BARAJADO,,,5.121320343559643,-0.0023297687567022905,,,0,float64,8,,,
1e-05,8,1.0,,0.05,,Ap_mu,BARAJADO,,,3.707106781186547,-0.0014346476244943749,,,0,float64,9,,,
1e-05,8,1.0,,0.05,,Ap_mu,BARAJADO,,,4.581138830084191,-0.001594171557269139,,,0,float64,10,,,
1.584893192461114e-05,8,1.0,,0.05,,Ap_mu,REAL,,,4.0,0.006488658522774493,,,1,float64,1,,,
1.584893192461114e-05,8,1.0,,0.05,,Ap_mu,REAL,,,4.414213562373094,0.005753042589149434,,,1,float64,2,,,
1.584893192461114e-05,8,1.0,,0.05,,Ap_mu,REAL,,,4.581138830084192,0.005714800760407701,,,1,float64,3,,,
1.584893192461114e-05,8,1.0,,0.05,,Ap_mu,REAL,,,5.236067977499788,0.011293667794652334,,,1,float64,4,,,
1.584893192461114e-05,8,1.0,,0.05,,Ap_mu,REAL,,,3.7071067811865483,0.006457941107876659,,,1,float64,5,,,
1.584893192461114e-05,8,1.0,,0.05,,Ap_mu,REAL,,,3.7071067811865483,0.006593111101239231,,,1,float64,6,,,
1.584893192461114e-05,8,1.0,,0.05,,Ap_mu,REAL,,,3.707106781186549,0.00742527657046505,,,1,float64,7,,,
1.584893192461114e-05,8,1.0,,0.05,,Ap_mu,REAL,,,5.121320343559643,0.00589956585554189,,,1,float64,8,,,
1.584893192461114e-05,8,1.0,,0.05,,Ap_mu,REAL,,,3.707106781186547,0.004856472741785868,,,1,float64,9,,,
1.584893192461114e-05,8,1.0,,0.05,,Ap_mu,REAL,,,4.581138830084191,0.006407780597058102,,,1,float64,10,,,
1.584893192461114e-05,8,1.0,,0.05,,Ap_mu,BARAJADO,,,4.0,-0.0006395784478209427,,,0,float64,1,,,
1.584893192461114e-05,8,1.0,,0.05,,Ap_mu,BARAJADO,,,4.414213562373094,-0.0017843833287305509,,,0,float64,2,,,
1.584893192461114e-05,8,1.0,,0.05,,Ap_mu,BARAJADO,,,4.581138830084192,-0.000865631977358837,,,0,float64,3,,,
1.584893192461114e-05,8,1.0,,0.05,,Ap_mu,BARAJADO,,,5.236067977499788,0.005576128677973264,,,1,float64,4,,,
1.584893192461114e-05,8,1.0,,0.05,,Ap_mu,BARAJADO,,,3.7071067811865483,-0.00018972522232002604,,,0,float64,5,,,
1.584893192461114e-05,8,1.0,,0.05,,Ap_mu,BARAJADO,,,3.7071067811865483,0.0014008145184720667,,,1,float64,6,,,
1.584893192461114e-05,8,1.0,,0.05,,Ap_mu,BARAJADO,,,3.707106781186549,0.0027977317366542276,,,1,float64,7,,,
1.584893192461114e-05,8,1.0,,0.05,,Ap_mu,BARAJADO,,,5.121320343559643,-0.002335617764222285,,,0,float64,8,,,
1.584893192461114e-05,8,1.0,,0.05,,Ap_mu,BARAJADO,,,3.707106781186547,-0.0014404966320143715,,,0,float64,9,,,
1.584893192461114e-05,8,1.0,,0.05,,Ap_mu,BARAJADO,,,4.581138830084191,-0.0016000205647891275,,,0,float64,10,,,
2.5118864315095822e-05,8,1.0,,0.05,,Ap_mu,REAL,,,4.0,0.006479388400495696,,,1,float64,1,,,
2.5118864315095822e-05,8,1.0,,0.05,,Ap_mu,REAL,,,4.414213562373094,0.005743772466870633,,,1,float64,2,,,
2.5118864315095822e-05,8,1.0,,0.05,,Ap_mu,REAL,,,4.581138830084192,0.005705530638128906,,,1,float64,3,,,
2.5118864315095822e-05,8,1.0,,0.05,,Ap_mu,REAL,,,5.236067977499788,0.011284397672373556,,,1,float64,4,,,
2.5118864315095822e-05,8,1.0,,0.05,,Ap_mu,REAL,,,3.7071067811865483,0.006448670985597873,,,1,float64,5,,,
2.5118864315095822e-05,8,1.0,,0.05,,Ap_mu,REAL,,,3.7071067811865483,0.006583840978960458,,,1,float64,6,,,
2.5118864315095822e-05,8,1.0,,0.05,,Ap_mu,REAL,,,3.707106781186549,0.0074160064481862695,,,1,float64,7,,,
2.5118864315095822e-05,8,1.0,,0.05,,Ap_mu,REAL,,,5.121320343559643,0.005890295733263118,,,1,float64,8,,,
2.5118864315095822e-05,8,1.0,,0.05,,Ap_mu,REAL,,,3.707106781186547,0.004847202619507077,,,1,float64,9,,,
2.5118864315095822e-05,8,1.0,,0.05,,Ap_mu,REAL,,,4.581138830084191,0.006398510474779303,,,1,float64,10,,,
2.5118864315095822e-05,8,1.0,,0.05,,Ap_mu,BARAJADO,,,4.0,-0.0006488485700997254,,,0,float64,1,,,
2.5118864315095822e-05,8,1.0,,0.05,,Ap_mu,BARAJADO,,,4.414213562373094,-0.0017936534510093439,,,0,float64,2,,,
2.5118864315095822e-05,8,1.0,,0.05,,Ap_mu,BARAJADO,,,4.581138830084192,-0.0008749020996376134,,,0,float64,3,,,
2.5118864315095822e-05,8,1.0,,0.05,,Ap_mu,BARAJADO,,,5.236067977499788,0.005566858555694485,,,1,float64,4,,,
2.5118864315095822e-05,8,1.0,,0.05,,Ap_mu,BARAJADO,,,3.7071067811865483,-0.00019899534459880765,,,0,float64,5,,,
2.5118864315095822e-05,8,1.0,,0.05,,Ap_mu,BARAJADO,,,3.7071067811865483,0.0013915443961932882,,,1,float64,6,,,
2.5118864315095822e-05,8,1.0,,0.05,,Ap_mu,BARAJADO,,,3.707106781186549,0.002788461614375436,,,1,float64,7,,,
2.5118864315095822e-05,8,1.0,,0.05,,Ap_mu,BARAJADO,,,5.121320343559643,-0.0023448878865010674,,,0,float64,8,,,
2.5118864315095822e-05,8,1.0,,0.05,,Ap_mu,BARAJADO,,,3.707106781186547,-0.0014497667542931537,,,0,float64,9,,,
2.5118864315095822e-05,8,1.0,,0.05,,Ap_mu,BARAJADO,,,4.581138830084191,-0.0016092906870679177,,,0,float64,10,,,
3.9810717055349695e-05,8,1.0,,0.05,,Ap_mu,REAL,,,4.0,0.006464696070771755,,,1,float64,1,,,
3.9810717055349695e-05,8,1.0,,0.05,,Ap_mu,REAL,,,4.414213562373094,0.005729080137146687,,,1,float64,2,,,
3.9810717055349695e-05,8,1.0,,0.05,,Ap_mu,REAL,,,4.581138830084192,0.005690838308404953,,,1,float64,3,,,
3.9810717055349695e-05,8,1.0,,0.05,,Ap_mu,REAL,,,5.236067977499788,0.0112697053426496,,,1,float64,4,,,
3.9810717055349695e-05,8,1.0,,0.05,,Ap_mu,REAL,,,3.7071067811865483,0.006433978655873915,,,1,float64,5,,,
3.9810717055349695e-05,8,1.0,,0.05,,Ap_mu,REAL,,,3.7071067811865483,0.006569148649236487,,,1,float64,6,,,
3.9810717055349695e-05,8,1.0,,0.05,,Ap_mu,REAL,,,3.707106781186549,0.007401314118462321,,,1,float64,7,,,
3.9810717055349695e-05,8,1.0,,0.05,,Ap_mu,REAL,,,5.121320343559643,0.0058756034035391536,,,1,float64,8,,,
3.9810717055349695e-05,8,1.0,,0.05,,Ap_mu,REAL,,,3.707106781186547,0.004832510289783131,,,1,float64,9,,,
3.9810717055349695e-05,8,1.0,,0.05,,Ap_mu,REAL,,,4.581138830084191,0.006383818145055351,,,1,float64,10,,,
3.9810717055349695e-05,8,1.0,,0.05,,Ap_mu,BARAJADO,,,4.0,-0.0006635408998236722,,,0,float64,1,,,
3.9810717055349695e-05,8,1.0,,0.05,,Ap_mu,BARAJADO,,,4.414213562373094,-0.0018083457807332882,,,0,float64,2,,,
3.9810717055349695e-05,8,1.0,,0.05,,Ap_mu,BARAJADO,,,4.581138830084192,-0.0008895944293615742,,,0,float64,3,,,
3.9810717055349695e-05,8,1.0,,0.05,,Ap_mu,BARAJADO,,,5.236067977499788,0.0055521662259705425,,,1,float64,4,,,
3.9810717055349695e-05,8,1.0,,0.05,,Ap_mu,BARAJADO,,,3.7071067811865483,-0.00021368767432275893,,,0,float64,5,,,
