MU,N,S0,S_final_max,alpha,alpha_c_teorico,barrido,brazo,delta_struct,k_micro,lambda_max_G,lambda_puro,n_aristas,n_vivos_fin,persiste_puro,precision,semilla,sobrevive_finito,sobrevive_ge2,tau_final
0.01,8,1.0,0.006622530018769179,0.01,0.05449538250299351,A_alpha,BARAJADO,52.20125573832419,500,3.7071067811865483,-0.010086625327089474,28,8,0,float64,5,1,1,500
0.01,8,1.0,0.00781275834049053,0.01,0.05449538250299351,A_alpha,BARAJADO,50.323989652811626,500,3.7071067811865483,-0.009764414199933983,28,8,0,float64,6,1,1,500
0.01,8,1.0,0.009253283483171552,0.01,0.05449538250299351,A_alpha,BARAJADO,50.42906347614861,500,3.707106781186549,-0.0094837964966458,28,8,0,float64,7,1,1,500
0.01,8,1.0,0.005248046576913201,0.01,0.03944689815669394,A_alpha,BARAJADO,61.274077972289746,500,5.121320343559643,-0.010513852672127783,28,8,0,float64,8,1,1,500
0.01,8,1.0,0.00583345126980854,0.01,0.05449538250299353,A_alpha,BARAJADO,52.29949767222505,500,3.707106781186547,-0.01033683858521816,28,8,0,float64,9,1,1,500
0.01,8,1.0,0.005670255656655985,0.01,0.044098249259232634,A_alpha,BARAJADO,56.00334465789628,500,4.581138830084191,-0.01036740471384289,28,8,0,float64,10,1,1,500
0.01,8,1.0,0.013818982960526471,0.014999999999999996,0.050505050505050504,A_alpha,REAL,51.776013017845976,500,4.0,-0.008580011007169507,10,8,0,float64,1,1,1,500
0.01,8,1.0,0.009165105811923679,0.014999999999999996,0.04576584235575484,A_alpha,REAL,48.878065784628184,500,4.414213562373094,-0.00962974304987992,8,8,0,float64,2,1,1,500
0.01,8,1.0,0.010598469779296713,0.014999999999999996,0.04409824925923263,A_alpha,REAL,53.44576361855141,500,4.581138830084192,-0.009709879641495453,9,8,0,float64,3,1,1,500
0.01,8,1.0,0.03316073164580581,0.014999999999999996,0.03858242537879851,A_alpha,REAL,78.42461894093057,500,5.236067977499788,-0.006766240417810733,15,7,0,float64,4,1,1,500
0.01,8,1.0,0.014523674082715017,0.014999999999999996,0.05449538250299351,A_alpha,REAL,50.56326239486814,500,3.7071067811865483,-0.008619802254442564,10,8,0,float64,5,1,1,500
0.01,8,1.0,0.018744825948644045,0.014999999999999996,0.05449538250299351,A_alpha,REAL,51.36089095208428,500,3.7071067811865483,-0.008312591642214916,11,7,0,float64,6,1,1,500
0.01,8,1.0,0.022222911218977164,0.014999999999999996,0.05449538250299351,A_alpha,REAL,54.61683286949945,500,3.707106781186549,-0.007924853723468938,13,8,0,float64,7,1,1,500
0.01,8,1.0,0.006743708604725835,0.014999999999999996,0.03944689815669394,A_alpha,REAL,57.71230579325076,500,5.121320343559643,-0.010316975208881965,10,8,0,float64,8,1,1,500
0.01,8,1.0,0.010062310289278719,0.014999999999999996,0.05449538250299353,A_alpha,REAL,47.98884176098354,500,3.707106781186547,-0.00948022490852609,9,8,0,float64,9,1,1,500
0.01,8,1.0,0.009689612247861227,0.014999999999999996,0.044098249259232634,A_alpha,REAL,53.78053869645261,500,4.581138830084191,-0.00951094317057363,9,8,0,float64,10,1,1,500
0.01,8,1.0,0.006230915531037282,0.014999999999999996,0.050505050505050504,A_alpha,BARAJADO,70.18998178344941,500,4.0,-0.010237900389034871,28,8,0,float64,1,1,1,500
0.01,8,1.0,0.005132315640226918,0.014999999999999996,0.04576584235575484,A_alpha,BARAJADO,66.79716439730984,500,4.414213562373094,-0.010580899547288393,28,8,0,float64,2,1,1,500
0.01,8,1.0,0.006029988500024303,0.014999999999999996,0.04409824925923263,A_alpha,BARAJADO,68.06081289981381,500,4.581138830084192,-0.010305985302640925,28,8,0,float64,3,1,1,500
0.01,8,1.0,0.01630106260766829,0.014999999999999996,0.03858242537879851,A_alpha,BARAJADO,83.66570646159226,500,5.236067977499788,-0.008365010132967945,28,8,0,float64,4,1,1,500
0.01,8,1.0,0.0066484924770443855,0.014999999999999996,0.05449538250299351,A_alpha,BARAJADO,67.7182180165884,500,3.7071067811865483,-0.010104516115671093,28,8,0,float64,5,1,1,500
0.01,8,1.0,0.008508936549902939,0.014999999999999996,0.05449538250299351,A_alpha,BARAJADO,67.17466380926443,500,3.7071067811865483,-0.00962196280578069,28,8,0,float64,6,1,1,500
0.01,8,1.0,0.010929758343411112,0.014999999999999996,0.05449538250299351,A_alpha,BARAJADO,67.61241848593171,500,3.707106781186549,-0.009201090552835982,28,8,0,float64,7,1,1,500
0.01,8,1.0,0.004691521039226853,0.014999999999999996,0.03944689815669394,A_alpha,BARAJADO,73.7426071980025,500,5.121320343559643,-0.010745705407262213,28,8,0,float64,8,1,1,500
0.01,8,1.0,0.005500591233875645,0.014999999999999996,0.05449538250299353,A_alpha,BARAJADO,66.84785456379008,500,3.707106781186547,-0.010479963313993843,28,8,0,float64,9,1,1,500
0.01,8,1.0,0.0052694361610100045,0.014999999999999996,0.044098249259232634,A_alpha,BARAJADO,68.2612733858883,500,4.581138830084191,-0.010526009303766575,28,8,0,float64,10,1,1,500
0.01,8,1.0,0.01656552970005267,0.01778279410038923,0.050505050505050504,A_alpha,REAL,60.86326164128009,500,4.0,-0.00808516751183046,9,7,0,float64,1,1,1,500
0.01,8,1.0,0.010179261297454847,0.01778279410038923,0.04576584235575484,A_alpha,REAL,57.134605377565975,500,4.414213562373094,-0.009203982468298679,8,8,0,float64,2,1,1,500
0.01,8,1.0,0.011735468532592379,0.01778279410038923,0.04409824925923263,A_alpha,REAL,62.85181445934555,500,4.581138830084192,-0.009502002339158308,9,8,0,float64,3,1,1,500
0.01,8,1.0,0.04547993302163214,0.01778279410038923,0.03858242537879851,A_alpha,REAL,96.19617734534157,500,5.236067977499788,-0.006106708558912267,15,7,0,float64,4,1,1,500
0.01,8,1.0,0.01733599813111736,0.01778279410038923,0.05449538250299351,A_alpha,REAL,58.62350580049882,500,3.7071067811865483,-0.008140210182767492,10,8,0,float64,5,1,1,500
0.01,8,1.0,0.023036554482231707,0.01778279410038923,0.05449538250299351,A_alpha,REAL,61.169924246662966,500,3.7071067811865483,-0.00792672818129952,11,7,0,float64,6,1,1,500
0.01,8,1.0,0.028031436486606286,0.01778279410038923,0.05449538250299351,A_alpha,REAL,65.88264757220682,500,3.707106781186549,-0.007479331660989582,13,7,0,float64,7,1,1,500
0.01,8,1.0,0.007048297626391851,0.01778279410038923,0.03944689815669394,A_alpha,REAL,66.12246062908513,500,5.121320343559643,-0.010063184251391868,10,8,0,float64,8,1,1,500
0.01,8,1.0,0.011287283641723957,0.01778279410038923,0.05449538250299353,A_alpha,REAL,55.011689398741915,500,3.707106781186547,-0.009099257663443225,9,8,0,float64,9,1,1,500
0.01,8,1.0,0.010724232323981758,0.01778279410038923,0.044098249259232634,A_alpha,REAL,61.87529333537857,500,4.581138830084191,-0.00902496176264609,9,8,0,float64,10,1,1,500
0.01,8,1.0,0.0061707721436976715,0.01778279410038923,0.050505050505050504,A_alpha,BARAJADO,72.9432029952882,500,4.0,-0.010272693806626165,28,8,0,float64,1,1,1,500
0.01,8,1.0,0.0049039893981152344,0.01778279410038923,0.04576584235575484,A_alpha,BARAJADO,74.98330295384915,500,4.414213562373094,-0.010679368783281053,28,8,0,float64,2,1,1,500
0.01,8,1.0,0.005935466152338903,0.01778279410038923,0.04409824925923263,A_alpha,BARAJADO,79.26491550705194,500,4.581138830084192,-0.010353379099732083,28,8,0,float64,3,1,1,500
0.01,8,1.0,0.01923575921581658,0.01778279410038923,0.03858242537879851,A_alpha,BARAJADO,98.78178373634171,500,5.236067977499788,-0.008053039395146358,28,8,0,float64,4,1,1,500
0.01,8,1.0,0.006662922427275888,0.01778279410038923,0.05449538250299351,A_alpha,BARAJADO,74.32995374117306,500,3.7071067811865483,-0.010114395776904286,28,8,0,float64,5,1,1,500
0.01,8,1.0,0.008919956227829491,0.01778279410038923,0.05449538250299351,A_alpha,BARAJADO,75.76085158620822,500,3.7071067811865483,-0.009542824170264416,28,8,0,float64,6,1,1,500
0.01,8,1.0,0.011976851035508645,0.01778279410038923,0.05449538250299351,A_alpha,BARAJADO,76.19819318263826,500,3.707106781186549,-0.009043965155675649,28,8,0,float64,7,1,1,500
0.01,8,1.0,0.004408130544591569,0.01778279410038923,0.03944689815669394,A_alpha,BARAJADO,81.15108637315338,500,5.121320343559643,-0.010874771373428712,28,8,0,float64,8,1,1,500
0.01,8,1.0,0.005324803829500458,0.01778279410038923,0.05449538250299353,A_alpha,BARAJADO,72.77879889223532,500,3.707106781186547,-0.010559566049363032,28,8,0,float64,9,1,1,500
0.01,8,1.0,0.005059337269796279,0.01778279410038923,0.044098249259232634,A_alpha,BARAJADO,75.10538084197638,500,4.581138830084191,-0.010614291585651052,28,8,0,float64,10,1,1,500
0.01,8,1.0,0.016678714997564043,0.017883676526575774,0.050505050505050504,A_alpha,REAL,61.193509565870464,500,4.0,-0.008067857752201046,9,7,0,float64,1,1,1,500
0.01,8,1.0,0.010220823201130503,0.017883676526575774,0.04576584235575484,A_alpha,REAL,57.43170450978924,500,4.414213562373094,-0.00918828526940714,8,8,0,float64,2,1,1,500
0.01,8,1.0,0.011779866801402795,0.017883676526575774,0.04409824925923263,A_alpha,REAL,63.19229307694825,500,4.581138830084192,-0.009494149286194568,9,8,0,float64,3,1,1,500
0.01,8,1.0,0.0460032589525053,0.017883676526575774,0.03858242537879851,A_alpha,REAL,96.92155689142415,500,5.236067977499788,-0.0060830964607166615,15,7,0,float64,4,1,1,500
0.01,8,1.0,0.01745022133180272,0.017883676526575774,0.05449538250299351,A_alpha,REAL,58.95405047701721,500,3.7071067811865483,-0.008123257458849937,10,8,0,float64,5,1,1,500
0.01,8,1.0,0.02320747015067146,0.017883676526575774,0.05449538250299351,A_alpha,REAL,61.53124975844416,500,3.7071067811865483,-0.007913115444457297,11,7,0,float64,6,1,1,500
0.01,8,1.0,0.028266571784087098,0.017883676526575774,0.05449538250299351,A_alpha,REAL,66.3032640457843,500,3.707106781186549,-0.007463576038177013,13,7,0,float64,7,1,1,500
0.01,8,1.0,0.0070616461902639595,0.017883676526575774,0.03944689815669394,A_alpha,REAL,66.4596435396416,500,5.121320343559643,-0.010050090960513316,10,8,0,float64,8,1,1,500
0.01,8,1.0,0.0113367178683249,0.017883676526575774,0.05449538250299353,A_alpha,REAL,55.30092417278646,500,3.707106781186547,-0.0090848186320554,9,8,0,float64,9,1,1,500
0.01,8,1.0,0.010765728930701674,0.017883676526575774,0.044098249259232634,A_alpha,REAL,62.203467183506454,500,4.581138830084191,-0.00900574580596058,9,8,0,float64,10,1,1,500
0.01,8,1.0,0.006168608112618957,0.017883676526575774,0.050505050505050504,A_alpha,BARAJADO,72.25944572114092,500,4.0,-0.010273955012832878,28,8,0,float64,1,1,1,500
0.01,8,1.0,0.004895915735616735,0.017883676526575774,0.04576584235575484,A_alpha,BARAJADO,74.27731317931908,500,4.414213562373094,-0.01068293865426932,28,8,0,float64,2,1,1,500
0.01,8,1.0,0.005932072044256979,0.017883676526575774,0.04409824925923263,A_alpha,BARAJADO,79.59704596670989,500,4.581138830084192,-0.010355096939091675,28,8,0,float64,3,1,1,500
0.01,8,1.0,0.019351246718605927,0.017883676526575774,0.03858242537879851,A_alpha,BARAJADO,99.38738751586493,500,5.236067977499788,-0.008041734349991928,28,8,0,float64,4,1,1,500
0.01,8,1.0,0.006663445268030467,0.017883676526575774,0.05449538250299351,A_alpha,BARAJADO,73.64181965490955,500,3.7071067811865483,-0.010114752867998051,28,8,0,float64,5,1,1,500
0.01,8,1.0,0.008935184926728837,0.017883676526575774,0.05449538250299351,A_alpha,BARAJADO,76.11121850855264,500,3.7071067811865483,-0.009539957132867576,28,8,0,float64,6,1,1,500
0.01,8,1.0,0.01201645824162074,0.017883676526575774,0.05449538250299351,A_alpha,BARAJADO,76.58847515580074,500,3.707106781186549,-0.00903827209184646,28,8,0,float64,7,1,1,500
0.01,8,1.0,0.00439819009656012,0.017883676526575774,0.03944689815669394,A_alpha,BARAJADO,81.48808127417894,500,5.121320343559643,-0.010879450644886358,28,8,0,float64,8,1,1,500
0.01,8,1.0,0.005318553714469404,0.017883676526575774,0.05449538250299353,A_alpha,BARAJADO,73.06412579248315,500,3.707106781186547,-0.010562450965800383,28,8,0,float64,9,1,1,500
0.01,8,1.0,0.005051888113616825,0.017883676526575774,0.044098249259232634,A_alpha,BARAJADO,74.42331296373115,500,4.581138830084191,-0.010617492061841084,28,8,0,float64,10,1,1,500
0.01,8,1.0,0.02107470497255291,0.021321725740479826,0.050505050505050504,A_alpha,REAL,72.52018117658584,500,4.0,-0.00750613175454647,9,7,0,float64,1,1,1,500
0.01,8,1.0,0.011877465826438106,0.021321725740479826,0.04576584235575484,A_alpha,REAL,67.46880329483554,500,4.414213562373094,-0.008648770546901594,8,8,0,float64,2,1,1,500
0.01,8,1.0,0.013444732579560463,0.021321725740479826,0.04409824925923263,A_alpha,REAL,74.77873575520222,500,4.581138830084192,-0.00920802504803384,9,8,0,float64,3,1,1,500
0.01,8,1.0,0.06790468385978864,0.021321725740479826,0.03858242537879851,A_alpha,REAL,123.89586598486486,500,5.236067977499788,-0.005280207824105586,15,7,0,float64,4,1,1,500
0.01,8,1.0,0.02195744955458573,0.021321725740479826,0.05449538250299351,A_alpha,REAL,70.31839077751663,500,3.7071067811865483,-0.007565094191295362,10,7,0,float64,5,1,1,500
0.01,8,1.0,0.029768403931674285,0.021321725740479826,0.05449538250299351,A_alpha,REAL,74.12598407506016,500,3.7071067811865483,-0.007448594590827553,11,7,0,float64,6,1,1,500
0.01,8,1.0,0.03747881581628083,0.021321725740479826,0.05449538250299351,A_alpha,REAL,81.22345685748996,500,3.707106781186549,-0.00693676733973632,13,7,0,float64,7,1,1,500
0.01,8,1.0,0.007630548396908686,0.021321725740479826,0.03944689815669394,A_alpha,REAL,77.79052740872031,500,5.121320343559643,-0.009426964790135696,10,8,0,float64,8,1,1,500
0.01,8,1.0,0.013268322582936433,0.021321725740479826,0.05449538250299353,A_alpha,REAL,65.09440818420444,500,3.707106781186547,-0.008576647440498197,9,8,0,float64,9,1,1,500
0.01,8,1.0,0.012376573055817996,0.021321725740479826,0.044098249259232634,A_alpha,REAL,73.32934566425669,500,4.581138830084191,-0.00829743948552752,9,8,0,float64,10,1,1,500
0.01,8,1.0,0.006095533311346535,0.021321725740479826,0.050505050505050504,A_alpha,BARAJADO,86.9919830086144,500,4.0,-0.010316929325056004,28,8,0,float64,1,1,1,500
0.01,8,1.0,0.0046289814054327845,0.021321725740479826,0.04576584235575484,A_alpha,BARAJADO,85.18407558315245,500,4.414213562373094,-0.010804603426723318,28,8,0,float64,2,1,1,500
0.01,8,1.0,0.005817744298306474,0.021321725740479826,0.04409824925923263,A_alpha,BARAJADO,88.85221265504624,500,4.581138830084192,-0.010413626869454306,28,8,0,float64,3,1,1,500
0.01,8,1.0,0.023715785033124923,0.021321725740479826,0.03858242537879851,A_alpha,BARAJADO,120.98651651406087,500,5.236067977499788,-0.007656653467833414,28,8,0,float64,4,1,1,500
0.01,8,1.0,0.006681251564260659,0.021321725740479826,0.05449538250299351,A_alpha,BARAJADO,83.25635643415315,500,3.7071067811865483,-0.010126876886064881,28,8,0,float64,5,1,1,500
0.01,8,1.0,0.009468322925626953,0.021321725740479826,0.05449538250299351,A_alpha,BARAJADO,86.17259285074016,500,3.7071067811865483,-0.009442328452097965,28,8,0,float64,6,1,1,500
0.01,8,1.0,0.013439383848056891,0.021321725740479826,0.05449538250299351,A_alpha,BARAJADO,90.17161150388644,500,3.707106781186549,-0.008844385640348246,28,8,0,float64,7,1,1,500
0.01,8,1.0,0.00407269794198491,0.021321725740479826,0.03944689815669394,A_alpha,BARAJADO,94.80624246080134,500,5.121320343559643,-0.011038933249532718,28,8,0,float64,8,1,1,500
0.01,8,1.0,0.005110528665163781,0.021321725740479826,0.05449538250299353,A_alpha,BARAJADO,84.69793401330455,500,3.707106781186547,-0.010660727713667294,28,8,0,float64,9,1,1,500
0.01,8,1.0,0.004804799898140583,0.021321725740479826,0.044098249259232634,A_alpha,BARAJADO,85.14793828254686,500,4.581138830084191,-0.010726562550802867,28,8,0,float64,10,1,1,500
0.01,8,1.0,0.0279552281472988,0.02542072307540704,0.050505050505050504,A_alpha,REAL,86.29379160629219,500,4.0,-0.006895691937198502,9,6,0,float64,1,1,1,500
0.01,8,1.0,0.014616575457358671,0.02542072307540704,0.04576584235575484,A_alpha,REAL,80.22605202413656,500,4.414213562373094,-0.008004090605887483,7,6,0,float64,2,1,1,500
0.01,8,1.0,0.015859237521604928,0.02542072307540704,0.04409824925923263,A_alpha,REAL,88.56593616141126,500,4.581138830084192,-0.008799594108805842,9,7,0,float64,3,1,1,500
0.01,8,1.0,0.10792563024784223,0.02542072307540704,0.03858242537879851,A_alpha,REAL,163.22620936755794,500,5.236067977499788,-0.004328447938332497,15,7,0,float64,4,1,1,500
0.01,8,1.0,0.029031316789982393,0.02542072307540704,0.05449538250299351,A_alpha,REAL,85.20725422561588,500,3.7071067811865483,-0.0069507773739812895,9,6,0,float64,5,1,1,500
0.01,8,1.0,0.03979678025299689,0.02542072307540704,0.05449538250299351,A_alpha,REAL,89.99933767319253,500,3.7071067811865483,-0.006883949685007907,11,7,0,float64,6,1,1,500
0.01,8,1.0,0.05217101270928369,0.02542072307540704,0.05449538250299351,A_alpha,REAL,100.76044138128758,500,3.707106781186549,-0.006312492594701697,13,7,0,float64,7,1,1,500
0.01,8,1.0,0.008670144946515515,0.02542072307540704,0.03944689815669394,A_alpha,REAL,90.90759898939129,500,5.121320343559643,-0.008499141285310851,10,8,0,float64,8,1,1,500
0.01,8,1.0,0.016305560501607304,0.02542072307540704,0.05449538250299353,A_alpha,REAL,77.6248952264254,500,3.707106781186547,-0.007989973288019177,8,7,0,float64,9,1,1,500
0.01,8,1.0,0.014911314098787187,0.02542072307540704,0.044098249259232634,A_alpha,REAL,87.46467418525492,500,4.581138830084191,-0.007417869342624925,7,7,0,float64,10,1,1,500
0.01,8,1.0,0.006010103105074988,0.02542072307540704,0.050505050505050504,A_alpha,BARAJADO,95.6744946376158,500,4.0,-0.010368141047224633,28,8,0,float64,1,1,1,500
0.01,8,1.0,0.004330695702788962,0.02542072307540704,0.04576584235575484,A_alpha,BARAJADO,95.71490561676893,500,4.414213562373094,-0.010949663353233668,28,8,0,float64,2,1,1,500
0.01,8,1.0,0.0056847922250678395,0.02542072307540704,0.04409824925923263,A_alpha,BARAJADO,103.11100780842372,500,4.581138830084192,-0.010483369460160517,28,8,0,float64,3,1,1,500
0.01,8,1.0,0.030179382106016193,0.02542072307540704,0.03858242537879851,A_alpha,BARAJADO,147.4047985325163,500,5.236067977499788,-0.0071980289186258425,28,8,0,float64,4,1,1,500
0.01,8,1.0,0.006702449295518041,0.02542072307540704,0.05449538250299351,A_alpha,BARAJADO,93.87637351816818,500,3.7071067811865483,-0.010141213285263215,28,8,0,float64,5,1,1,500
0.01,8,1.0,0.010141198391425448,0.02542072307540704,0.05449538250299351,A_alpha,BARAJADO,101.86580585365928,500,3.7071067811865483,-0.009326130153127296,28,8,0,float64,6,1,1,500
0.01,8,1.0,0.015335390646860708,0.02542072307540704,0.05449538250299351,A_alpha,BARAJADO,107.11400938772731,500,3.707106781186549,-0.008613564395005529,28,8,0,float64,7,1,1,500
0.01,8,1.0,0.00371644875952358,0.02542072307540704,0.03944689815669394,A_alpha,BARAJADO,104.88986437946417,500,5.121320343559643,-0.011229110403360507,28,8,0,float64,8,1,1,500
0.01,8,1.0,0.004874710552301939,0.02542072307540704,0.05449538250299353,A_alpha,BARAJADO,90.9593481618536,500,3.707106781186547,-0.010777779280017113,28,8,0,float64,9,1,1,500
0.01,8,1.0,0.0045267595008777655,0.02542072307540704,0.044098249259232634,A_alpha,BARAJADO,94.65967737158596,500,4.581138830084191,-0.010856588364255291,28,8,0,float64,10,1,1,500
0.01,8,1.0,0.03901149760367946,0.030307732570149355,0.050505050505050504,A_alpha,REAL,103.37717236114779,500,4.0,-0.006203693369099444,9,6,0,float64,1,1,1,500
0.01,8,1.0,0.018931533775309647,0.030307732570149355,0.04576584235575484,A_alpha,REAL,94.05007635262551,500,4.414213562373094,-0.007257231477051964,7,6,0,float64,2,1,1,500
0.01,8,1.0,0.019284009899740526,0.030307732570149355,0.04409824925923263,A_alpha,REAL,105.03424190957706,500,4.581138830084192,-0.008161042442581068,9,7,0,float64,3,1,1,500
0.01,8,1.0,0.18734334329488495,0.030307732570149355,0.03858242537879851,A_alpha,REAL,224.78299471810888,500,5.236067977499788,-0.0032033804602816596,15,7,0,float64,4,1,1,500
0.01,8,1.0,0.04030936539995166,0.030307732570149355,0.05449538250299351,A_alpha,REAL,102.52637210452224,500,3.7071067811865483,-0.00626983981247595,9,6,0,float64,5,1,1,500
0.01,8,1.0,0.05585410719974313,0.030307732570149355,0.05449538250299351,A_alpha,REAL,110.51435004964895,500,3.7071067811865483,-0.006197648562890053,11,7,0,float64,6,1,1,500
0.01,8,1.0,0.07690067744043963,0.030307732570149355,0.05449538250299351,A_alpha,REAL,127.25600100110279,500,3.707106781186549,-0.005570911653687258,13,7,0,float64,7,1,1,500
0.01,8,1.0,0.010662782895262297,0.030307732570149355,0.03944689815669394,A_alpha,REAL,106.01848301218969,500,5.121320343559643,-0.007397151131467499,10,8,0,float64,8,1,1,500
0.01,8,1.0,0.021043887930159016,0.030307732570149355,0.05449538250299353,A_alpha,REAL,91.24694238582778,500,3.707106781186547,-0.007357527776370248,8,7,0,float64,9,1,1,500
0.01,8,1.0,0.019552870623599335,0.030307732570149355,0.044098249259232634,A_alpha,REAL,103.03683612377507,500,4.581138830084191,-0.0064802035273402205,7,7,0,float64,10,1,1,500
0.01,8,1.0,0.0059106083532759765,0.030307732570149355,0.050505050505050504,A_alpha,BARAJADO,110.63595112046922,500,4.0,-0.0104291498929845,28,8,0,float64,1,1,1,500
0.01,8,1.0,0.0040014908299699555,0.030307732570149355,0.04576584235575484,A_alpha,BARAJADO,106.07847212522906,500,4.414213562373094,-0.011122603857980948,28,8,0,float64,2,1,1,500
0.01,8,1.0,0.005530925362110487,0.030307732570149355,0.04409824925923263,A_alpha,BARAJADO,116.69517973414213,500,4.581138830084192,-0.01056645170805314,28,8,0,float64,3,1,1,500
0.01,8,1.0,0.04014978869865136,0.030307732570149355,0.03858242537879851,A_alpha,BARAJADO,185.67927271059273,500,5.236067977499788,-0.006651914610848546,28,8,0,float64,4,1,1,500
0.01,8,1.0,0.006727674080682615,0.030307732570149355,0.05449538250299351,A_alpha,BARAJADO,106.87233461905092,500,3.7071067811865483,-0.010158131151828531,28,8,0,float64,5,1,1,500
0.01,8,1.0,0.010999559135023056,0.030307732570149355,0.05449538250299351,A_alpha,BARAJADO,118.8429914695122,500,3.7071067811865483,-0.009187870811581487,28,8,0,float64,6,1,1,500
0.01,8,1.0,0.01791447489597431,0.030307732570149355,0.05449538250299351,A_alpha,BARAJADO,126.45268246623148,500,3.707106781186549,-0.008338849471866036,28,8,0,float64,7,1,1,500
0.01,8,1.0,0.0033328626579453837,0.030307732570149355,0.03944689815669394,A_alpha,BARAJADO,119.93297272258195,500,5.121320343559643,-0.011455894542192209,28,8,0,float64,8,1,1,500
0.01,8,1.0,0.00460992481525821,0.030307732570149355,0.05449538250299353,A_alpha,BARAJADO,104.07621532590599,500,3.707106781186547,-0.010917125185356041,28,8,0,float64,9,1,1,500
0.01,8,1.0,0.0042173377077119635,0.030307732570149355,0.044098249259232634,A_alpha,BARAJADO,113.19922828373751,500,4.581138830084191,-0.011011564715291949,28,8,0,float64,10,1,1,500
0.01,8,1.0,0.04263723570126803,0.03162277660168379,0.050505050505050504,A_alpha,REAL,108.14565906487186,500,4.0,-0.006021708600301545,9,6,0,float64,1,1,1,500
0.01,8,1.0,0.020290413695001307,0.03162277660168379,0.04576584235575484,A_alpha,REAL,97.75473111563066,500,4.414213562373094,-0.0070626673359363255,7,6,0,float64,2,1,1,500
0.01,8,1.0,0.020319876715393453,0.03162277660168379,0.04409824925923263,A_alpha,REAL,109.48157830624193,500,4.581138830084192,-0.007949103436481732,9,7,0,float64,3,1,1,500
0.01,8,1.0,0.21728680952812243,0.03162277660168379,0.03858242537879851,A_alpha,REAL,245.00581570833648,500,5.236067977499788,-0.0029023981722236768,15,7,0,float64,4,1,1,500
0.01,8,1.0,0.043999353719047396,0.03162277660168379,0.05449538250299351,A_alpha,REAL,107.37303625758373,500,3.7071067811865483,-0.00608692361291167,9,6,0,float64,5,1,1,500
0.01,8,1.0,0.06112208975867153,0.03162277660168379,0.05449538250299351,A_alpha,REAL,116.39431273636764,500,3.7071067811865483,-0.0060118444723148735,11,7,0,float64,6,1,1,500
0.01,8,1.0,0.08527979106811445,0.03162277660168379,0.05449538250299351,A_alpha,REAL,135.11202907724692,500,3.707106781186549,-0.005371892861486986,13,7,0,float64,7,1,1,500
0.01,8,1.0,0.011393510760746373,0.03162277660168379,0.03944689815669394,A_alpha,REAL,109.99011639683081,500,5.121320343559643,-0.007110752712479207,10,8,0,float64,8,1,1,500
0.01,8,1.0,0.022566723803387187,0.03162277660168379,0.05449538250299353,A_alpha,REAL,94.90167353348264,500,3.707106781186547,-0.007196913535482637,8,7,0,float64,9,1,1,500
0.01,8,1.0,0.021245713154497223,0.03162277660168379,0.044098249259232634,A_alpha,REAL,107.23009736466632,500,4.581138830084191,-0.0062521278688115545,7,7,0,float64,10,1,1,500
0.01,8,1.0,0.005884266274835336,0.03162277660168379,0.050505050505050504,A_alpha,BARAJADO,116.63263875313177,500,4.0,-0.010445555603806538,28,8,0,float64,1,1,1,500
0.01,8,1.0,0.003917529090912079,0.03162277660168379,0.04576584235575484,A_alpha,BARAJADO,109.60532157831467,500,4.414213562373094,-0.01116913657410442,28,8,0,float64,2,1,1,500
0.01,8,1.0,0.005490365323502787,0.03162277660168379,0.04409824925923263,A_alpha,BARAJADO,119.84781107805995,500,4.581138830084192,-0.010588793669495295,28,8,0,float64,3,1,1,500
0.01,8,1.0,0.0433412882781253,0.03162277660168379,0.03858242537879851,A_alpha,BARAJADO,195.90129467753877,500,5.236067977499788,-0.006505084225414202,28,8,0,float64,4,1,1,500
0.01,8,1.0,0.006734452412691052,0.03162277660168379,0.05449538250299351,A_alpha,BARAJADO,110.89822872393832,500,3.7071067811865483,-0.01016265015641443,28,8,0,float64,5,1,1,500
0.01,8,1.0,0.011241473607003248,0.03162277660168379,0.05449538250299351,A_alpha,BARAJADO,124.76802454141495,500,3.7071067811865483,-0.009150717341957196,28,8,0,float64,6,1,1,500
0.01,8,1.0,0.018673559626005542,0.03162277660168379,0.05449538250299351,A_alpha,BARAJADO,131.41880596895274,500,3.707106781186549,-0.008265014163099103,28,8,0,float64,7,1,1,500
0.01,8,1.0,0.0032367060593270084,0.03162277660168379,0.03944689815669394,A_alpha,BARAJADO,122.8817382069648,500,5.121320343559643,-0.011516927847213223,28,8,0,float64,8,1,1,500
0.01,8,1.0,0.004541570885534265,0.03162277660168379,0.05449538250299353,A_alpha,BARAJADO,107.54977230151523,500,3.707106781186547,-0.010954576158353983,28,8,0,float64,9,1,1,500
0.01,8,1.0,0.004137962197960432,0.03162277660168379,0.044098249259232634,A_alpha,BARAJADO,115.0434761331349,500,4.581138830084191,-0.011053253664216096,28,8,0,float64,10,1,1,500
0.01,8,1.0,0.057714624520426694,0.03613424570256774,0.050505050505050504,A_alpha,REAL,125.24308444126689,500,4.0,-0.0054030976575828935,9,6,0,float64,1,1,1,500
0.01,8,1.0,0.025729321751425633,0.03613424570256774,0.04576584235575484,A_alpha,REAL,110.48110302537125,500,4.414213562373094,-0.00636403807557179,7,6,0,float64,2,1,1,500
