patch,seed,N,arm,lam,frac_ferm,d_s,delta_rel,n_ejes,PR,ejes_reales,holonomia,gigante,diam_fin,pasos
5,10336,3500,excl_barajada,0.416,0.57,5.69,0.043,1,7.273,1,0.981,0.899,4,17
5,10336,3500,excl_bosones,0.416,0.57,5.809,0.043,1,7.125,1,1.005,0.909,4,17
5,10336,3500,marco_congelado,0.416,0.57,5.92,0.041,0,7.983,0,1.037,0.905,3,17
6,12401,3500,excl,0.3,0.644,4.977,0.043,0,7.823,0,0.894,0.899,4,17
6,12401,3500,sin_excl,0.3,0.644,5.49,0.048,2,5.358,1,0.946,0.897,4,17
6,12401,3500,excl_barajada,0.3,0.644,5.838,0.046,0,7.7,0,0.806,0.907,4,17
6,12401,3500,excl_bosones,0.3,0.644,5.642,0.037,1,5.946,1,0.877,0.906,5,17
6,12401,3500,marco_congelado,0.3,0.644,4.236,0.04,0,7.982,0,1.138,0.909,4,17
8,16531,3500,excl,0.347,0.594,5.567,0.04,0,7.675,0,0.974,0.907,4,17
8,16531,3500,sin_excl,0.347,0.594,5.626,0.044,1,5.541,1,0.911,0.907,3,17
8,16531,3500,excl_barajada,0.347,0.594,5.942,0.046,0,7.574,0,0.965,0.898,4,17
8,16531,3500,excl_bosones,0.347,0.594,5.848,0.045,1,5.288,1,0.911,0.901,4,17
8,16531,3500,marco_congelado,0.347,0.594,5.665,0.044,0,7.985,0,0.897,0.909,4,17
10,20661,3500,excl,0.78,0.602,5.722,0.046,1,1.904,1,0.963,0.902,4,17
10,20661,3500,sin_excl,0.78,0.602,5.911,0.04,1,5.519,1,0.894,0.91,4,17
10,20661,3500,excl_barajada,0.78,0.602,5.323,0.035,1,2.147,1,0.606,0.898,5,17
10,20661,3500,excl_bosones,0.78,0.602,5.899,0.044,1,6.013,1,0.868,0.902,4,17
10,20661,3500,marco_congelado,0.78,0.602,5.525,0.04,0,7.979,0,0.9,0.914,4,17
7,14466,3500,excl,1.005,0.767,5.861,0.045,2,2.302,1,0.632,0.905,1,17
7,14466,3500,sin_excl,1.005,0.767,5.717,0.042,3,5.392,1,0.838,0.913,3,17
7,14466,3500,excl_barajada,1.005,0.767,5.556,0.046,1,1.388,1,0.982,0.913,4,17
7,14466,3500,excl_bosones,1.005,0.767,4.573,0.036,2,5.915,1,0.871,0.908,5,17
7,14466,3500,marco_congelado,1.005,0.767,5.742,0.042,0,7.988,0,0.91,0.905,4,17
9,18596,3500,excl,0.341,0.556,5.758,0.039,0,7.532,0,0.965,0.9,4,17
9,18596,3500,sin_excl,0.341,0.556,5.795,0.04,1,4.32,1,1.026,0.908,4,17
9,18596,3500,excl_barajada,0.341,0.556,5.54,0.044,0,7.599,0,1.104,0.906,4,17
9,18596,3500,excl_bosones,0.341,0.556,5.345,0.043,1,6.598,1,0.893,0.899,3,17
9,18596,3500,marco_congelado,0.341,0.556,5.98,0.038,0,7.991,0,0.939,0.914,3,17
11,22726,3500,excl,0.181,0.644,5.8,0.034,0,7.6,0,1.022,0.912,5,17
11,22726,3500,sin_excl,0.181,0.644,5.258,0.041,1,5.663,1,1.002,0.898,4,17
11,22726,3500,excl_barajada,0.181,0.644,6.101,0.04,2,7.267,1,0.986,0.908,4,17
11,22726,3500,excl_bosones,0.181,0.644,5.713,0.045,1,6.476,1,0.956,0.903,4,17
11,22726,3500,marco_congelado,0.181,0.644,5.642,0.042,0,7.984,0,1.006,0.903,4,17
16,33051,3500,excl,0.848,0.784,5.625,0.044,1,1.763,1,0.635,0.911,4,17
16,33051,3500,sin_excl,0.848,0.784,5.806,0.043,1,5.293,1,0.88,0.905,4,17
16,33051,3500,excl_barajada,0.848,0.784,5.279,0.041,1,1.421,1,1.078,0.903,4,17
16,33051,3500,excl_bosones,0.848,0.784,4.211,0.043,2,6.357,1,0.877,0.911,4,17
16,33051,3500,marco_congelado,0.848,0.784,5.578,0.043,0,7.985,0,0.932,0.905,1,17
12,24791,3500,excl,1.02,0.52,6.305,0.049,1,2.891,1,0.668,0.903,4,17
12,24791,3500,sin_excl,1.02,0.52,5.988,0.038,1,5.569,1,0.851,0.9,3,17
12,24791,3500,excl_barajada,1.02,0.52,5.998,0.043,1,1.859,1,0.875,0.901,4,17
12,24791,3500,excl_bosones,1.02,0.52,5.377,0.04,1,4.067,1,0.835,0.899,4,17
12,24791,3500,marco_congelado,1.02,0.52,5.603,0.047,0,7.983,0,0.996,0.898,4,17
13,26856,3500,excl,0.566,0.727,6.001,0.037,1,4.193,1,1.0,0.91,4,17
13,26856,3500,sin_excl,0.566,0.727,5.919,0.043,1,4.85,1,1.15,0.903,4,17
13,26856,3500,excl_barajada,0.566,0.727,5.659,0.044,1,1.958,1,0.864,0.907,4,17
13,26856,3500,excl_bosones,0.566,0.727,5.68,0.034,1,6.056,1,0.928,0.904,3,17
13,26856,3500,marco_congelado,0.566,0.727,5.69,0.043,0,7.989,0,1.109,0.917,4,17
15,30986,3500,excl,0.859,0.732,5.703,0.041,1,1.654,1,0.786,0.913,4,17
15,30986,3500,sin_excl,0.859,0.732,5.674,0.043,1,4.903,1,0.897,0.914,4,17
15,30986,3500,excl_barajada,0.859,0.732,5.714,0.035,1,1.878,1,0.962,0.91,4,17
15,30986,3500,excl_bosones,0.859,0.732,5.367,0.047,1,5.501,1,0.866,0.911,4,17
15,30986,3500,marco_congelado,0.859,0.732,5.692,0.042,0,7.982,0,0.859,0.915,4,17
17,35116,3500,excl,0.843,0.742,5.556,0.047,1,2.002,1,0.833,0.915,4,17
17,35116,3500,sin_excl,0.843,0.742,5.569,0.041,1,5.096,1,1.063,0.905,4,17
17,35116,3500,excl_barajada,0.843,0.742,5.508,0.048,1,1.547,1,1.088,0.907,4,17
17,35116,3500,excl_bosones,0.843,0.742,5.827,0.038,1,6.02,1,0.979,0.915,3,17
17,35116,3500,marco_congelado,0.843,0.742,5.532,0.041,0,7.99,0,1.032,0.903,4,17
14,28921,3500,excl,0.992,0.764,5.798,0.04,1,1.373,1,0.271,0.906,4,17
14,28921,3500,sin_excl,0.992,0.764,5.025,0.043,1,5.752,1,0.912,0.911,4,17
14,28921,3500,excl_barajada,0.992,0.764,5.826,0.044,1,2.088,1,0.745,0.907,4,17
14,28921,3500,excl_bosones,0.992,0.764,5.514,0.035,3,5.958,1,0.893,0.915,4,17
14,28921,3500,marco_congelado,0.992,0.764,5.485,0.043,0,7.986,0,0.864,0.911,4,17
18,37181,3500,excl,0.77,0.888,5.714,0.045,1,1.566,1,0.771,0.909,4,17
18,37181,3500,sin_excl,0.77,0.888,5.511,0.039,1,5.668,1,1.086,0.907,4,17
18,37181,3500,excl_barajada,0.77,0.888,5.639,0.031,1,1.243,1,0.917,0.905,5,17
18,37181,3500,excl_bosones,0.77,0.888,5.604,0.043,1,5.085,1,1.102,0.911,4,17
18,37181,3500,marco_congelado,0.77,0.888,5.452,0.043,0,7.978,0,0.891,0.905,4,17
21,43376,3500,excl,0.398,0.726,5.469,0.042,0,7.667,0,0.869,0.905,4,17
21,43376,3500,sin_excl,0.398,0.726,5.541,0.043,2,5.538,1,0.921,0.907,4,17
21,43376,3500,excl_barajada,0.398,0.726,5.505,0.042,1,7.427,1,0.937,0.913,4,17
21,43376,3500,excl_bosones,0.398,0.726,5.828,0.045,1,6.569,1,1.055,0.905,4,17
21,43376,3500,marco_congelado,0.398,0.726,5.768,0.037,0,7.987,0,0.922,0.915,4,17
19,39246,3500,excl,0.473,0.685,5.948,0.04,2,6.614,1,0.847,0.91,4,17
19,39246,3500,sin_excl,0.473,0.685,5.702,0.043,1,5.828,1,0.95,0.913,4,17
19,39246,3500,excl_barajada,0.473,0.685,5.772,0.039,1,5.823,1,0.773,0.899,4,17
19,39246,3500,excl_bosones,0.473,0.685,5.826,0.04,1,5.942,1,0.979,0.913,4,17
19,39246,3500,marco_congelado,0.473,0.685,5.485,0.042,0,7.984,0,0.91,0.905,4,17
23,47506,3500,excl,0.796,0.654,5.364,0.044,1,1.571,1,0.536,0.917,4,17
23,47506,3500,sin_excl,0.796,0.654,4.966,0.043,1,5.776,1,0.985,0.909,4,17
23,47506,3500,excl_barajada,0.796,0.654,5.65,0.045,1,1.665,1,0.842,0.906,4,17
23,47506,3500,excl_bosones,0.796,0.654,5.637,0.044,1,6.681,1,0.992,0.907,4,17
23,47506,3500,marco_congelado,0.796,0.654,5.598,0.05,0,7.987,0,1.15,0.904,4,17
20,41311,3500,excl,0.176,0.508,5.819,0.044,2,6.987,1,0.917,0.908,3,17
20,41311,3500,sin_excl,0.176,0.508,5.766,0.04,1,4.753,1,0.941,0.904,4,17
20,41311,3500,excl_barajada,0.176,0.508,5.784,0.049,1,6.979,1,0.976,0.905,4,17
20,41311,3500,excl_bosones,0.176,0.508,5.53,0.042,1,6.84,1,1.051,0.9,4,17
20,41311,3500,marco_congelado,0.176,0.508,5.868,0.044,0,7.982,0,0.851,0.902,4,17
22,45441,3500,excl,0.459,0.797,5.451,0.044,1,5.684,1,0.861,0.909,5,17
22,45441,3500,sin_excl,0.459,0.797,5.133,0.045,1,5.244,1,1.009,0.909,3,17
22,45441,3500,excl_barajada,0.459,0.797,5.59,0.04,1,4.878,1,0.932,0.916,4,17
22,45441,3500,excl_bosones,0.459,0.797,5.709,0.041,1,6.422,1,0.952,0.902,4,17
22,45441,3500,marco_congelado,0.459,0.797,5.575,0.042,0,7.988,0,1.002,0.905,4,17
24,49571,3500,excl,0.264,0.539,5.584,0.042,1,7.183,1,0.989,0.898,4,17
24,49571,3500,sin_excl,0.264,0.539,5.374,0.042,1,6.058,1,1.003,0.892,3,17
24,49571,3500,excl_barajada,0.264,0.539,5.792,0.045,1,7.022,1,1.032,0.898,4,17
24,49571,3500,excl_bosones,0.264,0.539,5.726,0.044,1,6.505,1,1.025,0.905,4,17
24,49571,3500,marco_congelado,0.264,0.539,4.925,0.043,0,7.977,0,1.053,0.904,4,17
25,51636,3500,excl,0.212,0.619,5.554,0.041,0,7.619,0,1.069,0.911,4,17
25,51636,3500,sin_excl,0.212,0.619,5.637,0.047,1,5.892,1,1.081,0.904,4,17
25,51636,3500,excl_barajada,0.212,0.619,5.364,0.042,0,7.581,0,1.007,0.895,4,17
25,51636,3500,excl_bosones,0.212,0.619,5.421,0.042,1,6.488,1,0.988,0.901,4,17
25,51636,3500,marco_congelado,0.212,0.619,5.706,0.043,0,7.984,0,1.085,0.903,4,17
26,53701,3500,excl,0.92,0.803,4.177,0.036,1,1.454,1,1.104,0.913,4,17
26,53701,3500,sin_excl,0.92,0.803,5.501,0.041,1,5.356,1,0.865,0.896,4,17
26,53701,3500,excl_barajada,0.92,0.803,5.406,0.04,1,1.423,1,0.664,0.909,4,17
26,53701,3500,excl_bosones,0.92,0.803,5.526,0.044,2,5.851,1,0.884,0.909,4,17
26,53701,3500,marco_congelado,0.92,0.803,5.781,0.033,0,7.985,0,0.96,0.903,4,17
28,57831,3500,excl,0.395,0.636,5.6,0.044,1,7.282,1,0.96,0.912,4,17
28,57831,3500,sin_excl,0.395,0.636,5.825,0.036,1,5.04,1,0.855,0.9,4,17
28,57831,3500,excl_barajada,0.395,0.636,4.208,0.048,0,7.707,0,1.002,0.907,4,17
28,57831,3500,excl_bosones,0.395,0.636,5.681,0.037,3,6.446,1,0.931,0.913,4,17
28,57831,3500,marco_congelado,0.395,0.636,5.618,0.042,0,7.982,0,1.017,0.904,3,17
27,55766,3500,excl,0.169,0.622,5.561,0.044,1,7.437,1,1.037,0.9,4,17
27,55766,3500,sin_excl,0.169,0.622,5.187,0.048,1,5.332,1,0.856,0.907,4,17
27,55766,3500,excl_barajada,0.169,0.622,5.857,0.04,0,7.546,0,0.886,0.905,4,17
27,55766,3500,excl_bosones,0.169,0.622,5.57,0.045,1,5.696,1,0.932,0.9,4,17
27,55766,3500,marco_congelado,0.169,0.622,5.688,0.039,0,7.984,0,0.927,0.906,4,17
29,59896,3500,excl,0.177,0.855,5.201,0.043,0,7.832,0,1.073,0.911,4,17
29,59896,3500,sin_excl,0.177,0.855,5.707,0.039,2,5.135,1,0.87,0.916,4,17
29,59896,3500,excl_barajada,0.177,0.855,6.018,0.038,0,7.924,0,0.943,0.913,4,17
29,59896,3500,excl_bosones,0.177,0.855,5.692,0.044,1,4.829,1,0.861,0.913,4,17
29,59896,3500,marco_congelado,0.177,0.855,5.552,0.044,0,7.989,0,0.955,0.913,4,17
30,61961,3500,excl,0.172,0.837,5.876,0.044,0,7.93,0,1.014,0.907,4,17
30,61961,3500,sin_excl,0.172,0.837,5.555,0.043,1,5.576,1,1.025,0.906,4,17
30,61961,3500,excl_barajada,0.172,0.837,5.631,0.043,0,7.873,0,1.014,0.909,3,17
30,61961,3500,excl_bosones,0.172,0.837,5.765,0.042,1,4.348,1,0.904,0.899,4,17
30,61961,3500,marco_congelado,0.172,0.837,5.44,0.046,0,7.98,0,0.934,0.906,3,17
31,64026,3500,excl,0.156,0.695,5.828,0.043,0,7.617,0,0.978,0.91,4,17
31,64026,3500,sin_excl,0.156,0.695,5.798,0.042,1,4.569,1,0.924,0.903,4,17
31,64026,3500,excl_barajada,0.156,0.695,5.798,0.04,0,7.492,0,1.039,0.905,3,17
31,64026,3500,excl_bosones,0.156,0.695,5.571,0.048,1,5.949,1,0.946,0.909,4,17
31,64026,3500,marco_congelado,0.156,0.695,6.229,0.042,0,7.978,0,0.898,0.904,4,17
32,66091,3500,excl,1.153,0.868,5.653,0.039,1,1.604,1,0.602,0.91,4,17
32,66091,3500,sin_excl,1.153,0.868,5.526,0.039,1,5.664,1,0.916,0.91,4,17
32,66091,3500,excl_barajada,1.153,0.868,5.55,0.042,1,1.228,1,1.029,0.906,4,17
32,66091,3500,excl_bosones,1.153,0.868,5.865,0.045,3,6.02,1,0.957,0.904,4,17
32,66091,3500,marco_congelado,1.153,0.868,5.44,0.043,0,7.981,0,1.018,0.898,4,17
33,68156,3500,excl,0.179,0.654,5.523,0.04,0,7.682,0,0.978,0.91,3,17
33,68156,3500,sin_excl,0.179,0.654,5.762,0.04,1,4.896,1,0.888,0.907,4,17
33,68156,3500,excl_barajada,0.179,0.654,5.591,0.037,0,7.489,0,0.971,0.908,4,17
33,68156,3500,excl_bosones,0.179,0.654,5.577,0.044,1,6.123,1,0.912,0.907,4,17
33,68156,3500,marco_congelado,0.179,0.654,5.58,0.046,0,7.986,0,0.901,0.897,4,17
34,70221,3500,excl,0.748,0.759,5.414,0.043,1,1.428,1,0.801,0.915,4,17
34,70221,3500,sin_excl,0.748,0.759,5.225,0.044,1,5.705,1,0.926,0.897,4,17
34,70221,3500,excl_barajada,0.748,0.759,6.044,0.041,1,2.006,1,0.549,0.914,4,17
34,70221,3500,excl_bosones,0.748,0.759,5.906,0.039,1,5.601,1,0.839,0.905,4,17
34,70221,3500,marco_congelado,0.748,0.759,5.721,0.039,0,7.983,0,0.991,0.901,4,17
35,72286,3500,excl,0.276,0.549,5.296,0.038,0,7.472,0,1.008,0.901,4,17
35,72286,3500,sin_excl,0.276,0.549,6.104,0.039,2,5.931,1,0.814,0.91,4,17
35,72286,3500,excl_barajada,0.276,0.549,5.729,0.044,0,7.518,0,0.913,0.907,4,17
35,72286,3500,excl_bosones,0.276,0.549,5.518,0.042,3,6.764,1,0.99,0.909,4,17
35,72286,3500,marco_congelado,0.276,0.549,5.153,0.039,0,7.988,0,1.09,0.907,4,17
36,74351,3500,excl,0.163,0.712,5.535,0.045,0,7.718,0,0.918,0.909,4,17
36,74351,3500,sin_excl,0.163,0.712,5.391,0.044,1,5.636,1,1.005,0.909,4,17
36,74351,3500,excl_barajada,0.163,0.712,5.675,0.039,0,7.567,0,1.078,0.91,3,17
36,74351,3500,excl_bosones,0.163,0.712,5.696,0.041,2,6.069,1,0.924,0.907,4,17
36,74351,3500,marco_congelado,0.163,0.712,5.785,0.042,0,7.986,0,0.972,0.92,4,16
37,76416,3500,excl,0.279,0.511,5.724,0.04,1,7.381,1,0.969,0.898,4,17
37,76416,3500,sin_excl,0.279,0.511,5.395,0.041,1,5.962,1,1.085,0.906,3,17
37,76416,3500,excl_barajada,0.279,0.511,5.501,0.041,0,7.227,0,0.87,0.912,4,17
37,76416,3500,excl_bosones,0.279,0.511,5.687,0.044,1,6.451,1,0.92,0.904,4,17
37,76416,3500,marco_congelado,0.279,0.511,5.674,0.047,0,7.986,0,0.935,0.908,4,17
40,82611,3500,excl,0.211,0.704,5.511,0.048,0,7.808,0,0.971,0.909,4,17
40,82611,3500,sin_excl,0.211,0.704,5.263,0.046,1,4.877,1,0.873,0.915,4,17
40,82611,3500,excl_barajada,0.211,0.704,5.555,0.034,0,7.698,0,0.958,0.909,4,16
40,82611,3500,excl_bosones,0.211,0.704,5.617,0.045,2,6.187,1,0.973,0.907,3,17
40,82611,3500,marco_congelado,0.211,0.704,5.72,0.04,0,7.983,0,1.001,0.906,4,17
38,78481,3500,excl,0.316,0.505,5.726,0.042,0,7.569,0,0.839,0.9,4,17
38,78481,3500,sin_excl,0.316,0.505,5.97,0.031,1,6.136,1,0.973,0.903,5,17
38,78481,3500,excl_barajada,0.316,0.505,5.825,0.04,2,7.18,1,1.028,0.91,4,17
38,78481,3500,excl_bosones,0.316,0.505,5.565,0.04,1,6.696,1,0.924,0.904,4,17
38,78481,3500,marco_congelado,0.316,0.505,5.982,0.035,0,7.986,0,0.941,0.906,4,17
39,80546,3500,excl,0.351,0.64,5.743,0.04,0,7.684,0,0.949,0.907,4,17
39,80546,3500,sin_excl,0.351,0.64,5.69,0.045,1,4.56,1,0.879,0.908,4,17
39,80546,3500,excl_barajada,0.351,0.64,5.939,0.039,0,7.556,0,0.869,0.917,4,17
39,80546,3500,excl_bosones,0.351,0.64,5.529,0.045,1,6.722,1,0.916,0.91,4,17
39,80546,3500,marco_congelado,0.351,0.64,5.694,0.046,0,7.985,0,1.045,0.91,4,17
41,84676,3500,excl,0.797,0.658,5.834,0.046,1,2.441,1,0.684,0.909,4,17
41,84676,3500,sin_excl,0.797,0.658,5.517,0.037,1,4.832,1,0.784,0.912,4,17
41,84676,3500,excl_barajada,0.797,0.658,5.578,0.042,1,1.568,1,0.996,0.908,4,17
41,84676,3500,excl_bosones,0.797,0.658,5.813,0.044,2,6.496,1,0.816,0.913,4,17
41,84676,3500,marco_congelado,0.797,0.658,6.261,0.043,0,7.983,0,0.966,0.909,4,17
42,86741,3500,excl,0.277,0.792,5.745,0.042,0,7.918,0,1.047,0.905,4,17
42,86741,3500,sin_excl,0.277,0.792,5.937,0.045,1,4.872,1,0.957,0.905,4,17
42,86741,3500,excl_barajada,0.277,0.792,5.522,0.043,0,7.89,0,0.959,0.905,4,17
42,86741,3500,excl_bosones,0.277,0.792,4.909,0.04,1,5.489,1,0.988,0.903,3,17
42,86741,3500,marco_congelado,0.277,0.792,5.599,0.038,0,7.986,0,1.016,0.906,4,17
43,88806,3500,excl,0.308,0.915,5.718,0.047,0,7.963,0,0.952,0.908,3,17
43,88806,3500,sin_excl,0.308,0.915,5.494,0.042,1,5.41,1,0.943,0.905,4,17
43,88806,3500,excl_barajada,0.308,0.915,5.657,0.038,0,7.95,0,0.882,0.909,4,17
43,88806,3500,excl_bosones,0.308,0.915,5.666,0.042,1,5.775,1,1.176,0.902,4,17
43,88806,3500,marco_congelado,0.308,0.915,5.866,0.039,0,7.981,0,0.882,0.912,4,17
44,90871,3500,excl,0.187,0.819,5.374,0.043,0,7.934,0,0.962,0.903,4,17
44,90871,3500,sin_excl,0.187,0.819,5.82,0.046,2,6.033,1,1.03,0.919,4,17
44,90871,3500,excl_barajada,0.187,0.819,5.599,0.045,0,7.909,0,1.13,0.911,4,17
44,90871,3500,excl_bosones,0.187,0.819,5.4,0.041,1,5.982,1,0.81,0.908,4,17
44,90871,3500,marco_congelado,0.187,0.819,5.191,0.045,0,7.985,0,0.99,0.904,3,17
45,92936,3500,excl,0.616,0.795,4.381,0.041,1,1.541,1,0.871,0.906,4,17
45,92936,3500,sin_excl,0.616,0.795,5.527,0.05,1,5.325,1,0.963,0.907,4,17
45,92936,3500,excl_barajada,0.616,0.795,5.915,0.042,2,3.558,1,0.712,0.908,4,17
45,92936,3500,excl_bosones,0.616,0.795,5.9,0.039,1,6.014,1,0.939,0.911,4,17
45,92936,3500,marco_congelado,0.616,0.795,5.33,0.044,0,7.983,0,0.915,0.907,4,17
47,97066,3500,excl,0.56,0.632,5.042,0.042,1,4.129,1,0.895,0.908,4,17
47,97066,3500,sin_excl,0.56,0.632,5.569,0.045,2,5.834,1,0.974,0.905,3,17
47,97066,3500,excl_barajada,0.56,0.632,5.674,0.046,1,4.768,1,0.831,0.899,2,17
47,97066,3500,excl_bosones,0.56,0.632,5.978,0.043,2,6.113,1,0.855,0.907,3,17
47,97066,3500,marco_congelado,0.56,0.632,5.878,0.044,0,7.977,0,0.951,0.897,3,17
46,95001,3500,excl,0.91,0.627,5.94,0.045,1,1.642,1,0.782,0.902,4,17
46,95001,3500,sin_excl,0.91,0.627,5.883,0.042,1,5.871,1,0.907,0.9,4,17
46,95001,3500,excl_barajada,0.91,0.627,5.81,0.045,1,2.009,1,1.091,0.902,4,17
46,95001,3500,excl_bosones,0.91,0.627,5.731,0.048,1,3.279,1,0.805,0.91,4,17
46,95001,3500,marco_congelado,0.91,0.627,5.662,0.034,0,7.99,0,1.014,0.914,4,17
48,99131,3500,excl,0.216,0.623,5.588,0.044,0,7.737,0,1.023,0.914,4,17
48,99131,3500,sin_excl,0.216,0.623,5.628,0.039,1,6.146,1,0.83,0.905,4,17
48,99131,3500,excl_barajada,0.216,0.623,5.685,0.043,0,7.593,0,1.009,0.91,4,17
48,99131,3500,excl_bosones,0.216,0.623,5.82,0.042,1,6.156,1,1.015,0.898,4,17
48,99131,3500,marco_congelado,0.216,0.623,6.002,0.043,0,7.989,0,0.982,0.906,4,17
49,101196,3500,excl,0.185,0.715,5.581,0.046,0,7.624,0,0.914,0.91,4,17
49,101196,3500,sin_excl,0.185,0.715,5.33,0.039,3,5.936,1,0.933,0.91,3,17
49,101196,3500,excl_barajada,0.185,0.715,5.735,0.042,0,7.672,0,1.072,0.901,4,17
49,101196,3500,excl_bosones,0.185,0.715,5.57,0.047,3,6.341,1,0.926,0.902,4,17
49,101196,3500,marco_congelado,0.185,0.715,5.55,0.041,0,7.978,0,0.965,0.904,4,17
50,103261,3500,excl,0.631,0.626,5.885,0.048,1,3.377,1,0.91,0.912,4,17
50,103261,3500,sin_excl,0.631,0.626,5.59,0.038,1,5.225,1,1.03,0.906,4,17
50,103261,3500,excl_barajada,0.631,0.626,5.794,0.045,1,3.677,1,0.973,0.902,4,17
50,103261,3500,excl_bosones,0.631,0.626,5.644,0.042,1,6.33,1,0.913,0.907,4,17
50,103261,3500,marco_congelado,0.631,0.626,5.661,0.041,0,7.984,0,1.006,0.899,4,17
51,105326,3500,excl,0.389,0.599,4.785,0.043,0,7.49,0,0.914,0.912,4,17
51,105326,3500,sin_excl,0.389,0.599,5.913,0.038,1,5.238,1,1.04,0.908,3,17
51,105326,3500,excl_barajada,0.389,0.599,5.627,0.044,0,7.52,0,1.056,0.91,3,17
51,105326,3500,excl_bosones,0.389,0.599,5.726,0.045,1,6.932,1,0.921,0.915,4,17
51,105326,3500,marco_congelado,0.389,0.599,5.745,0.038,0,7.987,0,1.006,0.898,4,17
52,107391,3500,excl,0.741,0.581,5.922,0.043,1,3.517,1,0.714,0.897,4,17
52,107391,3500,sin_excl,0.741,0.581,6.171,0.041,1,4.691,1,0.942,0.914,4,17
52,107391,3500,excl_barajada,0.741,0.581,5.846,0.046,1,2.702,1,0.863,0.904,4,17
52,107391,3500,excl_bosones,0.741,0.581,5.613,0.042,1,5.421,1,0.975,0.894,4,17
52,107391,3500,marco_congelado,0.741,0.581,5.699,0.044,0,7.985,0,1.057,0.9,4,17
53,109456,3500,excl,0.814,0.687,5.65,0.04,1,1.744,1,0.708,0.907,4,17
53,109456,3500,sin_excl,0.814,0.687,5.698,0.043,1,4.761,1,0.862,0.909,4,17
53,109456,3500,excl_barajada,0.814,0.687,5.643,0.039,2,2.7,1,0.842,0.906,4,17
53,109456,3500,excl_bosones,0.814,0.687,5.412,0.047,1,5.0,1,0.874,0.907,4,17
53,109456,3500,marco_congelado,0.814,0.687,5.841,0.045,0,7.978,0,0.976,0.907,4,17
54,111521,3500,excl,0.198,0.735,5.814,0.037,0,7.759,0,0.968,0.915,4,17
54,111521,3500,sin_excl,0.198,0.735,5.401,0.033,2,5.214,1,0.916,0.914,4,17
54,111521,3500,excl_barajada,0.198,0.735,6.044,0.044,0,7.819,0,0.89,0.902,3,17
54,111521,3500,excl_bosones,0.198,0.735,5.847,0.046,1,5.764,1,1.036,0.902,4,17
54,111521,3500,marco_congelado,0.198,0.735,5.392,0.045,0,7.977,0,1.024,0.907,4,17
56,115651,3500,excl,0.709,0.869,5.246,0.041,1,1.623,1,0.525,0.909,4,17
56,115651,3500,sin_excl,0.709,0.869,5.16,0.037,1,5.28,1,0.858,0.919,4,17
