genealogia,seed_base,rule_id,brazo,clase,es_clase_III,es_clase_III_o_IV,pendiente,z_agg,holon_ratio,diam_b1,giant_b1,grado_medio_b1,n_aristas_b1,diams_por_escala,K,J,noise,meandeg,kcap,seed,seg
H19_4507921,4507921,A2-B0-C2-r9,C2-hard,III,1,1,0.95323,0.4777,1.9903,19.0,0.889,2.467,2467,19|12|9|6|5,6,0.662,0.263,5.91,4,4508795,3.96
H19_4507921,4507921,A2-B0-C2-r9,C2-hibrido,III,1,1,1.268268,1.0607,2.1487,18.0,0.8475,2.704,2704,18|11|9|5|4,6,0.662,0.263,5.91,4,4508795,3.47
H19_4507921,4507921,A2-B0-C2-r10,C2-hard,III,1,1,0.898139,0.2828,2.5776,16.0,0.936,3.226,3226,16|10|7|5|4,4,0.428,0.226,6.84,5,4508892,3.42
H19_4507921,4507921,A2-B0-C2-r10,C2-hibrido,III,1,1,0.767903,0.2121,2.9827,12.0,0.9225,3.728,3728,12|8|6|5|4,4,0.428,0.226,6.84,5,4508892,3.96
H19_4507921,4507921,A2-B0-C2-r11,C2-hard,III,1,1,0.739113,0.9899,1.9737,14.0,0.9665,3.318,3318,14|10|8|5|4,7,0.342,0.151,5.02,5,4508989,2.95
H19_4507921,4507921,A2-B0-C2-r11,C2-hibrido,I,0,0,0.466849,0.8485,1.5181,9.0,0.989,4.56,4560,9|8|6|5|4,7,0.342,0.151,5.02,5,4508989,3.39
H19_4507921,4507921,A2-B0-C2-r12,C2-hard,I,0,0,0.699658,0.7795,1.388,15.0,0.9705,3.246,3246,15|11|7|5|5,7,0.581,0.329,4.42,5,4509086,3.06
H19_4507921,4507921,A2-B0-C2-r12,C2-hibrido,I,0,0,0.601723,0.3864,1.2423,11.0,0.9865,4.23,4230,11|9|6|5|4,7,0.581,0.329,4.42,5,4509086,3.12
H19_4507921,4507921,A2-B0-C2-r13,C2-hard,I,0,0,0.692891,0.4243,2.5,13.0,0.9815,3.801,3801,13|9|6|5|4,6,0.449,0.1,4.77,6,4509183,3.52
H19_4507921,4507921,A2-B0-C2-r13,C2-hibrido,I,0,0,0.500248,0.4243,1.7698,10.0,0.986,4.577,4577,10|7|6|5|4,6,0.449,0.1,4.77,6,4509183,3.23
H19_4507921,4507921,A2-B0-C2-r14,C2-hard,III,1,1,0.987894,1.3081,2.1073,18.0,0.8535,2.402,2402,18|12|8|6|5,5,0.481,0.222,5.96,4,4509280,2.93
H19_4507921,4507921,A2-B0-C2-r14,C2-hibrido,III,1,1,1.286028,0.6191,1.579,17.0,0.8355,2.67,2670,17|12|7|5|4,5,0.481,0.222,5.96,4,4509280,2.71
H19_4507921,4507921,A2-B0-C2-r15,C2-hard,I,0,0,0.614146,0.5657,3.333,11.0,0.978,3.681,3681,11|9|6|5|4,5,0.789,0.251,4.22,6,4509377,3.31
H19_4507921,4507921,A2-B0-C2-r15,C2-hibrido,I,0,0,0.567534,0.8485,5.0668,11.0,0.9825,4.162,4162,11|7|6|5|4,5,0.789,0.251,4.22,6,4509377,3.55
H19_4507921,4507921,A2-B0-C2-r16,C2-hard,III,1,1,1.049965,0.9933,1.5171,20.0,0.8835,2.445,2445,20|14|10|6|5,4,0.601,0.32,6.04,4,4509474,2.6
H19_4507921,4507921,A2-B0-C2-r16,C2-hibrido,III,1,1,1.05997,1.3384,2.0735,15.0,0.851,2.777,2777,15|11|7|6|4,4,0.601,0.32,6.04,4,4509474,2.61
H19_4507921,4507921,A2-B0-C2-r17,C2-hard,I,0,0,0.544635,0.2828,2.6832,11.0,0.989,4.266,4266,11|8|6|5|4,4,0.603,0.22,6.21,6,4509571,3.3
H19_4507921,4507921,A2-B0-C2-r17,C2-hibrido,II,0,0,0.386853,0.7071,3.8744,8.0,0.999,6.061,6061,8|6|5|4|4,4,0.603,0.22,6.21,6,4509571,3.67
H19_4507921,4507921,A2-B0-C2-r18,C2-hard,I,0,0,0.609005,0.0707,2.8831,11.0,0.962,3.942,3942,11|8|6|5|4,7,0.405,0.108,7.92,6,4509668,3.17
H19_4507921,4507921,A2-B0-C2-r18,C2-hibrido,I,0,0,0.573812,0.2199,2.507,10.0,0.9395,4.507,4507,10|7|6|5|4,7,0.405,0.108,7.92,6,4509668,3.72
H19_4507921,4507921,A2-B0-C2-r19,C2-hard,I,0,0,0.643321,0.4243,2.9079,12.0,0.961,3.985,3985,12|8|6|5|4,5,0.465,0.144,7.91,6,4509765,3.03
H19_4507921,4507921,A2-B0-C2-r19,C2-hibrido,I,0,0,0.632268,1.3435,2.9379,10.0,0.936,4.551,4551,10|9|6|5|4,5,0.465,0.144,7.91,6,4509765,2.65
