point_id,g_level,acople,seed,dim,viable,expande,estable,diam_fin,gig_fin,corr_masa_grado_ok
48,0.3,grado,18,d1,0,0,0,2,0.047,0
48,0.3,grado,18,d2,0,0,1,15,0.772,0
48,0.3,grado,18,d3,0,0,1,9,0.901,0
48,0.3,grado,18,d4,0,0,1,7,0.961,0
48,0.3,grado,18,curv,0,0,1,8,0.853,0
49,0.3,grado,19,d1,0,0,0,1,0.031,1
49,0.3,grado,19,d2,0,0,1,12,0.737,1
49,0.3,grado,19,d3,0,0,1,7,0.915,1
49,0.3,grado,19,d4,1,1,1,8,0.957,1
49,0.3,grado,19,curv,0,0,1,10,0.817,1
51,0.3,grado,21,d1,0,0,0,1,0.035,1
51,0.3,grado,21,d2,0,0,1,15,0.737,1
51,0.3,grado,21,d3,0,0,1,9,0.915,1
51,0.3,grado,21,d4,0,0,1,6,0.934,1
51,0.3,grado,21,curv,0,0,1,9,0.831,1
53,0.3,grado,23,d1,0,0,0,1,0.035,1
53,0.3,grado,23,d2,0,0,0,1,0.699,1
53,0.3,grado,23,d3,0,0,1,9,0.875,1
53,0.3,grado,23,d4,0,0,1,7,0.926,1
53,0.3,grado,23,curv,0,0,1,10,0.881,1
50,0.3,grado,20,d1,0,0,0,1,0.035,1
50,0.3,grado,20,d2,0,0,1,13,0.761,1
50,0.3,grado,20,d3,0,0,1,9,0.907,1
50,0.3,grado,20,d4,1,1,1,8,0.945,1
50,0.3,grado,20,curv,0,0,1,8,0.848,1
55,0.3,grado,25,d1,0,0,0,1,0.039,1
55,0.3,grado,25,d2,0,0,0,1,0.74,1
55,0.3,grado,25,d3,1,1,1,11,0.883,1
55,0.3,grado,25,d4,1,1,1,8,0.945,1
55,0.3,grado,25,curv,0,0,1,9,0.823,1
52,0.3,grado,22,d1,0,0,0,1,0.043,1
52,0.3,grado,22,d2,0,0,1,14,0.737,1
52,0.3,grado,22,d3,1,1,1,10,0.918,1
52,0.3,grado,22,d4,1,1,1,8,0.953,1
52,0.3,grado,22,curv,1,1,1,10,0.814,1
56,0.3,grado,26,d1,0,0,0,1,0.039,1
56,0.3,grado,26,d2,0,0,1,14,0.758,1
56,0.3,grado,26,d3,0,0,1,8,0.901,1
56,0.3,grado,26,d4,0,0,1,7,0.949,0
56,0.3,grado,26,curv,0,0,1,9,0.789,0
62,0.3,null,2,d1,0,0,0,2,0.031,1
62,0.3,null,2,d2,0,0,0,1,0.993,1
62,0.3,null,2,d3,0,0,1,10,0.869,1
62,0.3,null,2,d4,0,0,1,6,0.934,1
62,0.3,null,2,curv,0,0,1,10,0.789,1
58,0.3,grado,28,d1,0,0,0,2,0.039,1
58,0.3,grado,28,d2,0,0,1,13,0.768,1
58,0.3,grado,28,d3,0,0,0,1,0.933,1
58,0.3,grado,28,d4,0,0,1,7,0.953,1
58,0.3,grado,28,curv,0,0,1,10,0.898,1
57,0.3,grado,27,d1,0,0,0,1,0.031,1
57,0.3,grado,27,d2,0,0,1,12,0.751,1
57,0.3,grado,27,d3,0,0,1,8,0.898,1
57,0.3,grado,27,d4,0,0,1,7,0.957,1
57,0.3,grado,27,curv,1,1,1,10,0.828,1
59,0.3,grado,29,d1,0,0,0,2,0.035,1
59,0.3,grado,29,d2,0,0,1,11,0.727,1
59,0.3,grado,29,d3,0,0,1,8,0.872,1
59,0.3,grado,29,d4,0,0,1,7,0.949,1
59,0.3,grado,29,curv,1,1,1,10,0.837,1
60,0.3,null,0,d1,0,0,0,4,0.047,1
60,0.3,null,0,d2,0,0,1,12,0.647,1
60,0.3,null,0,d3,1,1,1,12,0.84,1
60,0.3,null,0,d4,0,0,1,7,0.922,1
60,0.3,null,0,curv,1,1,1,14,0.765,1
61,0.3,null,1,d1,0,0,0,1,0.047,1
61,0.3,null,1,d2,0,0,1,12,0.64,1
61,0.3,null,1,d3,1,1,1,10,0.875,1
61,0.3,null,1,d4,0,0,1,6,0.938,1
61,0.3,null,1,curv,0,0,1,8,0.828,1
66,0.3,null,6,d1,0,0,0,1,0.039,1
66,0.3,null,6,d2,0,0,1,11,0.671,1
66,0.3,null,6,d3,0,0,0,1,0.942,1
66,0.3,null,6,d4,0,0,1,6,0.945,1
66,0.3,null,6,curv,0,0,1,11,0.778,1
65,0.3,null,5,d1,0,0,0,1,0.051,1
65,0.3,null,5,d2,0,0,1,10,0.63,1
65,0.3,null,5,d3,0,0,1,8,0.851,1
65,0.3,null,5,d4,1,1,1,9,0.93,1
65,0.3,null,5,curv,0,0,1,9,0.798,1
63,0.3,null,3,d1,0,0,0,2,0.051,1
63,0.3,null,3,d2,0,0,1,12,0.661,1
63,0.3,null,3,d3,1,1,1,10,0.869,1
63,0.3,null,3,d4,1,1,1,8,0.898,1
63,0.3,null,3,curv,0,0,1,10,0.828,1
64,0.3,null,4,d1,0,0,0,1,0.027,1
64,0.3,null,4,d2,0,0,0,1,0.63,1
64,0.3,null,4,d3,0,0,1,9,0.84,1
64,0.3,null,4,d4,1,1,1,8,0.945,1
64,0.3,null,4,curv,0,0,1,11,0.834,1
67,0.3,null,7,d1,0,0,0,1,0.035,1
67,0.3,null,7,d2,0,0,1,11,0.716,1
67,0.3,null,7,d3,1,1,1,10,0.831,1
67,0.3,null,7,d4,1,1,1,8,0.926,1
67,0.3,null,7,curv,0,0,1,10,0.828,1
69,0.3,null,9,d1,0,0,0,3,0.047,1
69,0.3,null,9,d2,0,0,1,13,0.654,1
69,0.3,null,9,d3,1,1,1,14,0.883,1
69,0.3,null,9,d4,0,0,1,6,0.926,1
69,0.3,null,9,curv,1,1,1,13,0.82,1
68,0.3,null,8,d1,0,0,0,3,0.047,1
68,0.3,null,8,d2,0,0,1,13,0.619,1
68,0.3,null,8,d3,1,1,1,11,0.86,1
68,0.3,null,8,d4,1,1,1,8,0.957,1
68,0.3,null,8,curv,0,0,1,9,0.795,1
70,0.3,null,10,d1,0,0,0,1,0.051,1
70,0.3,null,10,d2,0,0,1,2,0.702,1
70,0.3,null,10,d3,1,1,1,9,0.851,1
70,0.3,null,10,d4,0,0,1,6,0.887,1
70,0.3,null,10,curv,0,0,1,10,0.798,1
71,0.3,null,11,d1,0,0,0,2,0.035,1
71,0.3,null,11,d2,0,0,1,14,0.678,1
71,0.3,null,11,d3,0,0,1,8,0.869,1
71,0.3,null,11,d4,0,0,1,8,0.938,1
71,0.3,null,11,curv,1,1,1,10,0.778,0
72,0.3,null,12,d1,0,0,0,2,0.031,1
72,0.3,null,12,d2,0,0,1,12,0.671,1
72,0.3,null,12,d3,1,1,1,10,0.851,1
72,0.3,null,12,d4,0,0,1,6,0.898,1
72,0.3,null,12,curv,0,0,1,8,0.809,1
76,0.3,null,16,d1,0,0,0,2,0.051,1
76,0.3,null,16,d2,0,0,1,12,0.647,1
76,0.3,null,16,d3,1,1,1,13,0.901,1
76,0.3,null,16,d4,0,0,0,1,0.969,1
76,0.3,null,16,curv,0,0,1,10,0.789,1
73,0.3,null,13,d1,0,0,0,1,0.031,1
73,0.3,null,13,d2,0,0,1,15,0.737,1
73,0.3,null,13,d3,1,1,1,10,0.845,1
73,0.3,null,13,d4,1,1,1,9,0.922,1
73,0.3,null,13,curv,0,0,1,10,0.792,1
74,0.3,null,14,d1,0,1,0,4,0.039,1
74,0.3,null,14,d2,0,0,1,8,0.706,1
74,0.3,null,14,d3,1,1,1,12,0.851,1
74,0.3,null,14,d4,0,0,1,8,0.902,1
74,0.3,null,14,curv,0,0,1,11,0.773,1
77,0.3,null,17,d1,0,0,0,1,0.035,1
77,0.3,null,17,d2,0,0,1,14,0.609,1
77,0.3,null,17,d3,1,1,1,9,0.863,1
77,0.3,null,17,d4,0,0,1,7,0.922,1
77,0.3,null,17,curv,1,1,1,11,0.795,1
75,0.3,null,15,d1,0,0,0,3,0.039,1
75,0.3,null,15,d2,0,0,1,11,0.671,1
75,0.3,null,15,d3,1,1,1,10,0.866,1
75,0.3,null,15,d4,1,1,1,8,0.891,1
75,0.3,null,15,curv,1,1,1,15,0.839,1
78,0.3,null,18,d1,0,1,0,4,0.031,0
78,0.3,null,18,d2,0,0,1,13,0.72,0
78,0.3,null,18,d3,0,0,1,9,0.878,0
78,0.3,null,18,d4,0,0,1,6,0.914,0
78,0.3,null,18,curv,0,0,1,9,0.789,0
79,0.3,null,19,d1,0,0,0,1,0.043,1
79,0.3,null,19,d2,0,0,1,14,0.664,1
79,0.3,null,19,d3,1,1,1,9,0.86,1
79,0.3,null,19,d4,0,0,1,7,0.945,1
79,0.3,null,19,curv,0,0,1,9,0.806,1
80,0.3,null,20,d1,0,0,0,2,0.031,1
80,0.3,null,20,d2,0,0,1,10,0.644,1
80,0.3,null,20,d3,1,1,1,11,0.878,1
80,0.3,null,20,d4,0,0,1,7,0.91,1
80,0.3,null,20,curv,0,0,1,11,0.756,1
82,0.3,null,22,d1,0,0,0,2,0.039,1
82,0.3,null,22,d2,0,0,1,17,0.696,1
82,0.3,null,22,d3,1,1,1,10,0.857,1
82,0.3,null,22,d4,0,0,1,7,0.914,1
82,0.3,null,22,curv,1,1,1,11,0.762,1
83,0.3,null,23,d1,0,0,0,1,0.035,1
83,0.3,null,23,d2,0,0,1,11,0.609,1
83,0.3,null,23,d3,0,0,1,7,0.889,1
83,0.3,null,23,d4,1,1,1,8,0.914,1
83,0.3,null,23,curv,0,0,1,10,0.767,1
81,0.3,null,21,d1,0,0,0,1,0.031,1
81,0.3,null,21,d2,0,0,1,5,0.675,1
81,0.3,null,21,d3,1,1,1,10,0.863,1
81,0.3,null,21,d4,0,0,1,7,0.93,1
81,0.3,null,21,curv,0,0,1,8,0.767,1
87,0.3,null,27,d1,0,0,0,2,0.047,1
87,0.3,null,27,d2,0,0,0,1,0.986,1
87,0.3,null,27,d3,0,0,1,9,0.88,1
87,0.3,null,27,d4,1,1,1,8,0.934,1
87,0.3,null,27,curv,0,0,1,9,0.792,1
89,0.3,null,29,d1,0,0,0,1,0.027,1
89,0.3,null,29,d2,0,0,0,1,0.983,1
89,0.3,null,29,d3,1,1,1,11,0.895,1
89,0.3,null,29,d4,0,0,1,7,0.91,1
89,0.3,null,29,curv,0,0,1,11,0.787,1
84,0.3,null,24,d1,0,0,0,3,0.039,1
84,0.3,null,24,d2,0,0,1,13,0.664,1
84,0.3,null,24,d3,1,1,1,10,0.857,1
84,0.3,null,24,d4,0,0,1,7,0.938,1
84,0.3,null,24,curv,0,0,1,9,0.787,1
85,0.3,null,25,d1,0,0,0,4,0.035,1
85,0.3,null,25,d2,0,0,1,11,0.675,1
85,0.3,null,25,d3,1,1,1,11,0.91,1
85,0.3,null,25,d4,1,1,1,7,0.918,1
85,0.3,null,25,curv,0,0,1,9,0.831,1
86,0.3,null,26,d1,0,0,0,2,0.039,1
86,0.3,null,26,d2,0,0,1,9,0.654,1
86,0.3,null,26,d3,1,1,1,9,0.875,1
86,0.3,null,26,d4,0,0,1,6,0.914,0
86,0.3,null,26,curv,0,0,1,10,0.787,0
88,0.3,null,28,d1,0,0,0,2,0.031,1
88,0.3,null,28,d2,0,0,1,14,0.668,1
88,0.3,null,28,d3,1,1,1,11,0.872,1
88,0.3,null,28,d4,0,0,1,8,0.91,1
88,0.3,null,28,curv,0,0,1,10,0.795,1
91,0.6,masa,1,d1,0,0,0,3,0.059,1
91,0.6,masa,1,d2,0,0,1,6,0.751,1
91,0.6,masa,1,d3,1,1,1,8,0.956,1
91,0.6,masa,1,d4,0,0,1,4,0.98,1
91,0.6,masa,1,curv,0,0,1,8,0.903,1
93,0.6,masa,3,d1,0,0,0,1,0.094,1
93,0.6,masa,3,d2,0,0,1,8,0.792,1
93,0.6,masa,3,d3,0,0,1,5,0.933,1
93,0.6,masa,3,d4,0,0,1,6,0.934,1
93,0.6,masa,3,curv,0,0,1,6,0.9,1
92,0.6,masa,2,d1,0,0,0,1,0.078,1
92,0.6,masa,2,d2,0,0,1,9,0.824,1
92,0.6,masa,2,d3,0,0,1,7,0.95,1
92,0.6,masa,2,d4,0,0,1,5,0.961,1
92,0.6,masa,2,curv,0,0,1,7,0.889,1
90,0.6,masa,0,d1,0,0,0,4,0.078,1
90,0.6,masa,0,d2,0,0,1,7,0.792,1
90,0.6,masa,0,d3,0,0,1,6,0.936,1
90,0.6,masa,0,d4,0,0,1,6,0.957,1
90,0.6,masa,0,curv,0,0,1,6,0.903,1
95,0.6,masa,5,d1,0,0,0,2,0.07,1
95,0.6,masa,5,d2,0,0,1,9,0.792,1
95,0.6,masa,5,d3,0,0,1,6,0.907,1
95,0.6,masa,5,d4,0,0,1,4,0.969,1
95,0.6,masa,5,curv,0,0,1,9,0.914,1
94,0.6,masa,4,d1,0,0,0,5,0.094,1
94,0.6,masa,4,d2,0,0,1,7,0.83,1
94,0.6,masa,4,d3,0,0,1,6,0.936,1
94,0.6,masa,4,d4,0,0,1,5,0.973,1
94,0.6,masa,4,curv,0,0,1,6,0.922,1
97,0.6,masa,7,d1,0,0,0,4,0.09,1
97,0.6,masa,7,d2,0,0,1,8,0.869,1
97,0.6,masa,7,d3,1,1,1,8,0.933,1
97,0.6,masa,7,d4,1,1,1,7,0.949,1
97,0.6,masa,7,curv,0,0,1,7,0.911,1
96,0.6,masa,6,d1,0,1,0,5,0.09,1
96,0.6,masa,6,d2,0,0,1,11,0.824,1
96,0.6,masa,6,d3,0,0,1,5,0.956,1
96,0.6,masa,6,d4,0,0,1,5,0.977,1
96,0.6,masa,6,curv,0,0,1,6,0.909,1
98,0.6,masa,8,d1,0,0,0,3,0.117,1
98,0.6,masa,8,d2,0,0,1,9,0.837,1
98,0.6,masa,8,d3,0,0,1,8,0.953,1
98,0.6,masa,8,d4,0,0,1,5,0.984,1
98,0.6,masa,8,curv,0,0,1,8,0.903,1
99,0.6,masa,9,d1,0,0,0,5,0.055,1
99,0.6,masa,9,d2,0,0,1,9,0.848,1
99,0.6,masa,9,d3,0,0,1,6,0.936,1
99,0.6,masa,9,d4,0,0,1,6,0.977,1
99,0.6,masa,9,curv,0,0,1,6,0.906,1
101,0.6,masa,11,d1,0,0,0,5,0.059,1
