point_id,g_level,acople,seed,dim,viable,expande,estable,diam_fin,gig_fin,corr_masa_grado_ok
199,1.0,masa,19,curv,0,0,1,4,0.95,1
201,1.0,masa,21,d1,0,0,0,3,0.125,1
201,1.0,masa,21,d2,0,0,1,5,0.92,1
201,1.0,masa,21,d3,0,0,1,4,0.98,1
201,1.0,masa,21,d4,0,0,1,4,0.98,1
201,1.0,masa,21,curv,0,0,1,5,0.964,1
202,1.0,masa,22,d1,0,0,0,3,0.141,1
202,1.0,masa,22,d2,0,0,1,6,0.907,1
202,1.0,masa,22,d3,0,0,1,4,0.985,1
202,1.0,masa,22,d4,0,0,1,4,0.984,1
202,1.0,masa,22,curv,0,0,1,5,0.967,1
203,1.0,masa,23,d1,0,0,0,4,0.172,1
203,1.0,masa,23,d2,0,0,1,5,0.92,1
203,1.0,masa,23,d3,0,0,1,5,0.985,1
203,1.0,masa,23,d4,0,0,1,5,0.988,1
203,1.0,masa,23,curv,0,0,1,4,0.947,1
205,1.0,masa,25,d1,0,0,0,1,0.125,1
205,1.0,masa,25,d2,0,0,1,5,0.917,1
205,1.0,masa,25,d3,0,0,1,4,0.98,1
205,1.0,masa,25,d4,0,0,1,4,0.996,1
205,1.0,masa,25,curv,0,0,1,4,0.934,1
204,1.0,masa,24,d1,0,0,0,1,0.16,1
204,1.0,masa,24,d2,0,0,1,5,0.91,1
204,1.0,masa,24,d3,0,0,1,5,0.962,1
204,1.0,masa,24,d4,0,0,1,4,1.0,1
204,1.0,masa,24,curv,0,0,1,4,0.956,1
206,1.0,masa,26,d1,0,0,0,3,0.113,1
206,1.0,masa,26,d2,0,0,1,5,0.924,1
206,1.0,masa,26,d3,0,0,1,4,0.991,1
206,1.0,masa,26,d4,0,0,1,5,0.973,0
206,1.0,masa,26,curv,0,0,1,4,0.961,0
207,1.0,masa,27,d1,0,0,0,2,0.105,1
207,1.0,masa,27,d2,0,0,1,5,0.91,1
207,1.0,masa,27,d3,0,0,1,5,0.985,1
207,1.0,masa,27,d4,0,0,1,3,0.996,1
207,1.0,masa,27,curv,0,0,1,5,0.956,1
209,1.0,masa,29,d1,0,0,0,3,0.172,1
209,1.0,masa,29,d2,0,0,1,5,0.875,1
209,1.0,masa,29,d3,0,0,1,4,0.977,1
209,1.0,masa,29,d4,0,0,1,4,0.98,1
209,1.0,masa,29,curv,0,0,1,4,0.931,1
208,1.0,masa,28,d1,0,0,0,1,0.145,1
208,1.0,masa,28,d2,0,0,1,5,0.941,1
208,1.0,masa,28,d3,0,0,1,4,0.971,1
208,1.0,masa,28,d4,0,0,1,4,0.992,1
208,1.0,masa,28,curv,0,0,1,5,0.97,1
210,1.0,grado,0,d1,0,0,0,4,0.129,1
210,1.0,grado,0,d2,0,0,1,5,0.976,1
210,1.0,grado,0,d3,0,0,1,4,0.994,1
210,1.0,grado,0,d4,0,0,1,2,1.0,1
210,1.0,grado,0,curv,0,0,1,4,0.986,1
213,1.0,grado,3,d1,0,0,0,1,0.23,1
213,1.0,grado,3,d2,0,0,1,5,0.969,1
213,1.0,grado,3,d3,0,0,1,4,0.991,1
213,1.0,grado,3,d4,0,0,1,4,1.0,1
213,1.0,grado,3,curv,0,0,1,5,0.994,1
211,1.0,grado,1,d1,0,0,0,5,0.195,1
211,1.0,grado,1,d2,0,0,1,4,0.986,1
211,1.0,grado,1,d3,0,0,1,4,0.997,1
211,1.0,grado,1,d4,0,0,1,3,1.0,1
211,1.0,grado,1,curv,0,0,1,5,0.986,1
212,1.0,grado,2,d1,0,0,0,2,0.172,1
212,1.0,grado,2,d2,0,0,1,4,0.972,1
212,1.0,grado,2,d3,0,0,1,4,0.994,1
212,1.0,grado,2,d4,0,0,1,3,0.996,1
212,1.0,grado,2,curv,0,0,1,4,0.989,1
214,1.0,grado,4,d1,0,0,0,2,0.223,1
214,1.0,grado,4,d2,0,0,1,4,0.979,1
214,1.0,grado,4,d3,0,0,1,5,0.997,1
214,1.0,grado,4,d4,0,0,1,4,0.996,1
214,1.0,grado,4,curv,0,0,1,4,0.986,1
215,1.0,grado,5,d1,0,0,1,4,0.504,1
215,1.0,grado,5,d2,0,0,1,4,0.976,1
215,1.0,grado,5,d3,0,0,1,3,0.997,1
215,1.0,grado,5,d4,0,0,1,5,1.0,1
215,1.0,grado,5,curv,0,0,1,5,0.994,1
216,1.0,grado,6,d1,0,0,0,1,0.234,1
216,1.0,grado,6,d2,0,0,1,4,0.986,1
216,1.0,grado,6,d3,0,0,1,5,0.997,1
216,1.0,grado,6,d4,0,0,1,4,1.0,1
216,1.0,grado,6,curv,0,0,1,4,0.986,1
220,1.0,grado,10,d1,0,0,0,2,0.168,1
220,1.0,grado,10,d2,0,0,1,4,0.99,1
220,1.0,grado,10,d3,0,0,1,4,0.997,1
220,1.0,grado,10,d4,0,0,1,2,1.0,1
220,1.0,grado,10,curv,0,0,1,4,0.964,1
217,1.0,grado,7,d1,0,0,0,4,0.199,1
217,1.0,grado,7,d2,0,0,1,5,0.965,1
217,1.0,grado,7,d3,0,0,1,4,0.991,1
217,1.0,grado,7,d4,0,0,1,3,1.0,1
217,1.0,grado,7,curv,0,0,1,4,0.986,1
218,1.0,grado,8,d1,0,0,0,3,0.191,1
218,1.0,grado,8,d2,0,0,1,4,0.972,1
218,1.0,grado,8,d3,0,0,1,4,0.997,1
218,1.0,grado,8,d4,0,0,1,4,1.0,1
218,1.0,grado,8,curv,0,0,1,4,0.986,1
221,1.0,grado,11,d1,0,0,0,3,0.148,1
221,1.0,grado,11,d2,0,0,1,4,0.969,1
221,1.0,grado,11,d3,0,0,1,5,0.994,1
221,1.0,grado,11,d4,0,0,1,3,1.0,1
221,1.0,grado,11,curv,0,0,1,4,0.978,0
219,1.0,grado,9,d1,0,0,0,2,0.172,1
219,1.0,grado,9,d2,0,0,1,5,0.986,1
219,1.0,grado,9,d3,0,0,1,3,0.997,1
219,1.0,grado,9,d4,0,0,1,3,1.0,1
219,1.0,grado,9,curv,0,0,1,4,0.983,1
222,1.0,grado,12,d1,0,0,0,3,0.344,1
222,1.0,grado,12,d2,0,0,1,5,0.965,1
222,1.0,grado,12,d3,0,0,1,4,0.991,1
222,1.0,grado,12,d4,0,0,1,4,1.0,1
222,1.0,grado,12,curv,0,0,1,4,0.978,1
223,1.0,grado,13,d1,0,0,0,1,0.289,1
223,1.0,grado,13,d2,0,0,1,4,0.948,1
223,1.0,grado,13,d3,0,0,1,4,0.994,1
223,1.0,grado,13,d4,0,0,1,4,0.996,1
223,1.0,grado,13,curv,0,0,1,4,0.986,1
224,1.0,grado,14,d1,0,0,0,4,0.234,1
224,1.0,grado,14,d2,0,0,1,4,0.979,1
224,1.0,grado,14,d3,0,0,1,4,0.994,1
224,1.0,grado,14,d4,0,0,1,3,1.0,1
224,1.0,grado,14,curv,0,0,1,4,0.986,1
225,1.0,grado,15,d1,0,0,0,3,0.211,1
225,1.0,grado,15,d2,0,0,1,5,0.969,1
225,1.0,grado,15,d3,0,0,1,3,0.997,1
225,1.0,grado,15,d4,0,0,1,3,1.0,1
225,1.0,grado,15,curv,0,0,1,4,0.981,1
227,1.0,grado,17,d1,0,0,0,3,0.18,1
227,1.0,grado,17,d2,0,0,1,4,0.962,1
227,1.0,grado,17,d3,0,0,1,3,0.997,1
227,1.0,grado,17,d4,0,0,1,3,0.996,1
227,1.0,grado,17,curv,0,0,1,4,0.986,1
226,1.0,grado,16,d1,0,0,0,3,0.148,1
226,1.0,grado,16,d2,0,0,1,5,0.986,1
226,1.0,grado,16,d3,0,0,1,3,0.994,1
226,1.0,grado,16,d4,0,0,1,4,1.0,1
226,1.0,grado,16,curv,0,0,1,5,0.97,1
228,1.0,grado,18,d1,0,0,0,4,0.18,0
228,1.0,grado,18,d2,0,0,1,4,0.972,0
228,1.0,grado,18,d3,0,0,1,4,0.997,0
228,1.0,grado,18,d4,0,0,1,4,0.996,0
228,1.0,grado,18,curv,0,0,1,5,0.975,0
229,1.0,grado,19,d1,0,0,0,2,0.336,1
229,1.0,grado,19,d2,0,0,1,4,0.99,1
229,1.0,grado,19,d3,0,0,1,3,1.0,1
229,1.0,grado,19,d4,0,0,1,3,1.0,1
229,1.0,grado,19,curv,0,0,1,4,0.981,1
231,1.0,grado,21,d1,0,0,0,4,0.199,1
231,1.0,grado,21,d2,0,0,1,5,0.976,1
231,1.0,grado,21,d3,0,0,1,4,0.994,1
231,1.0,grado,21,d4,0,0,1,3,1.0,1
231,1.0,grado,21,curv,0,0,1,5,0.981,1
230,1.0,grado,20,d1,0,0,0,1,0.152,1
230,1.0,grado,20,d2,0,0,1,4,0.969,1
230,1.0,grado,20,d3,0,0,1,4,1.0,1
230,1.0,grado,20,d4,0,0,1,3,1.0,1
230,1.0,grado,20,curv,0,0,1,4,0.981,1
232,1.0,grado,22,d1,0,0,0,1,0.109,1
232,1.0,grado,22,d2,0,0,1,4,0.969,1
232,1.0,grado,22,d3,0,0,1,3,0.994,1
232,1.0,grado,22,d4,0,0,1,3,1.0,1
232,1.0,grado,22,curv,0,0,1,4,0.983,1
233,1.0,grado,23,d1,0,0,0,3,0.242,1
233,1.0,grado,23,d2,0,0,1,4,0.976,1
233,1.0,grado,23,d3,0,0,1,3,0.997,1
233,1.0,grado,23,d4,0,0,1,4,1.0,1
233,1.0,grado,23,curv,0,0,1,4,0.978,1
235,1.0,grado,25,d1,0,0,0,5,0.137,1
235,1.0,grado,25,d2,0,0,1,5,0.979,1
235,1.0,grado,25,d3,0,0,1,4,0.991,1
235,1.0,grado,25,d4,0,0,1,4,1.0,1
235,1.0,grado,25,curv,0,0,1,4,0.978,1
234,1.0,grado,24,d1,0,0,0,4,0.145,1
234,1.0,grado,24,d2,0,0,1,4,0.979,1
234,1.0,grado,24,d3,0,0,1,4,0.997,1
234,1.0,grado,24,d4,0,0,1,5,0.996,1
234,1.0,grado,24,curv,0,0,1,5,0.989,1
236,1.0,grado,26,d1,0,1,0,3,0.176,1
236,1.0,grado,26,d2,0,0,1,3,0.972,1
236,1.0,grado,26,d3,0,0,1,5,0.988,1
236,1.0,grado,26,d4,0,0,1,2,1.0,0
236,1.0,grado,26,curv,0,0,1,5,0.986,0
239,1.0,grado,29,d1,0,0,0,4,0.121,1
239,1.0,grado,29,d2,0,0,1,4,0.99,1
239,1.0,grado,29,d3,0,0,1,3,0.994,1
239,1.0,grado,29,d4,0,0,1,2,1.0,1
239,1.0,grado,29,curv,0,0,1,4,0.981,1
238,1.0,grado,28,d1,0,0,0,4,0.133,1
238,1.0,grado,28,d2,0,0,1,5,0.976,1
238,1.0,grado,28,d3,0,0,1,4,1.0,1
238,1.0,grado,28,d4,0,0,1,3,1.0,1
238,1.0,grado,28,curv,0,0,1,5,0.986,1
237,1.0,grado,27,d1,0,0,0,4,0.164,1
237,1.0,grado,27,d2,0,0,1,6,0.969,1
237,1.0,grado,27,d3,0,0,1,3,0.994,1
237,1.0,grado,27,d4,0,0,1,3,1.0,1
237,1.0,grado,27,curv,0,0,1,5,0.972,1
240,1.0,null,0,d1,0,0,0,3,0.227,1
240,1.0,null,0,d2,0,0,1,6,0.903,1
240,1.0,null,0,d3,0,0,1,5,0.988,1
240,1.0,null,0,d4,0,0,1,4,0.992,1
240,1.0,null,0,curv,0,0,1,5,0.958,1
242,1.0,null,2,d1,0,0,0,2,0.145,1
242,1.0,null,2,d2,0,0,1,6,0.872,1
242,1.0,null,2,d3,0,0,1,4,0.977,1
242,1.0,null,2,d4,0,0,1,4,0.996,1
242,1.0,null,2,curv,0,0,1,4,0.956,1
241,1.0,null,1,d1,0,0,0,1,0.168,1
241,1.0,null,1,d2,0,0,1,7,0.903,1
241,1.0,null,1,d3,0,0,1,4,0.977,1
241,1.0,null,1,d4,0,0,1,4,0.984,1
241,1.0,null,1,curv,0,0,1,4,0.961,1
243,1.0,null,3,d1,0,0,0,1,0.285,1
243,1.0,null,3,d2,0,0,1,5,0.924,1
243,1.0,null,3,d3,0,0,1,5,0.974,1
243,1.0,null,3,d4,0,0,1,4,1.0,1
243,1.0,null,3,curv,0,0,1,4,0.95,1
244,1.0,null,4,d1,0,0,0,3,0.125,1
244,1.0,null,4,d2,0,0,1,5,0.917,1
244,1.0,null,4,d3,0,0,1,6,0.968,1
244,1.0,null,4,d4,0,0,1,4,0.988,1
244,1.0,null,4,curv,0,0,1,5,0.945,1
245,1.0,null,5,d1,0,0,0,2,0.129,1
245,1.0,null,5,d2,0,0,1,4,0.927,1
245,1.0,null,5,d3,0,0,1,4,0.977,1
245,1.0,null,5,d4,0,0,1,5,0.988,1
245,1.0,null,5,curv,0,0,1,5,0.958,1
247,1.0,null,7,d1,0,0,0,5,0.164,1
247,1.0,null,7,d2,0,0,1,7,0.913,1
247,1.0,null,7,d3,0,0,1,4,0.959,1
247,1.0,null,7,d4,0,0,1,4,0.992,1
247,1.0,null,7,curv,0,0,1,5,0.958,1
246,1.0,null,6,d1,0,0,0,3,0.176,1
246,1.0,null,6,d2,0,0,1,5,0.92,1
246,1.0,null,6,d3,0,0,1,4,0.985,1
246,1.0,null,6,d4,0,0,1,5,0.988,1
246,1.0,null,6,curv,0,0,1,5,0.95,1
248,1.0,null,8,d1,0,0,0,6,0.145,1
248,1.0,null,8,d2,0,0,1,8,0.924,1
248,1.0,null,8,d3,0,0,1,5,0.983,1
248,1.0,null,8,d4,0,0,1,4,0.988,1
248,1.0,null,8,curv,0,0,1,4,0.953,1
249,1.0,null,9,d1,0,1,0,3,0.102,1
249,1.0,null,9,d2,0,0,1,5,0.913,1
249,1.0,null,9,d3,0,0,1,4,0.98,1
249,1.0,null,9,d4,0,0,1,4,0.996,1
249,1.0,null,9,curv,0,0,1,5,0.945,1
250,1.0,null,10,d1,0,0,0,1,0.176,1
250,1.0,null,10,d2,0,0,1,6,0.913,1
250,1.0,null,10,d3,0,0,1,4,0.983,1
250,1.0,null,10,d4,0,0,1,5,0.992,1
250,1.0,null,10,curv,0,0,1,6,0.945,1
251,1.0,null,11,d1,0,0,0,4,0.094,1
251,1.0,null,11,d2,0,0,1,6,0.913,1
251,1.0,null,11,d3,0,0,1,4,0.977,1
251,1.0,null,11,d4,0,0,1,4,0.988,1
251,1.0,null,11,curv,0,0,1,4,0.95,0
252,1.0,null,12,d1,0,0,0,2,0.145,1
252,1.0,null,12,d2,0,0,1,5,0.9,1
252,1.0,null,12,d3,0,0,1,4,0.985,1
252,1.0,null,12,d4,0,0,1,4,0.977,1
252,1.0,null,12,curv,0,0,1,4,0.956,1
253,1.0,null,13,d1,0,0,0,2,0.105,1
253,1.0,null,13,d2,0,0,1,5,0.934,1
253,1.0,null,13,d3,0,0,1,5,0.971,1
253,1.0,null,13,d4,0,0,1,4,0.996,1
253,1.0,null,13,curv,0,0,1,6,0.961,1
255,1.0,null,15,d1,0,0,0,2,0.145,1
255,1.0,null,15,d2,0,0,1,5,0.907,1
255,1.0,null,15,d3,0,0,1,5,0.977,1
255,1.0,null,15,d4,0,0,1,4,0.996,1
255,1.0,null,15,curv,0,0,1,6,0.95,1
254,1.0,null,14,d1,0,0,0,4,0.16,1
254,1.0,null,14,d2,0,0,1,4,0.941,1
254,1.0,null,14,d3,0,0,1,4,0.968,1
254,1.0,null,14,d4,0,0,1,4,0.992,1
254,1.0,null,14,curv,0,0,1,4,0.942,1
256,1.0,null,16,d1,0,0,0,4,0.117,1
256,1.0,null,16,d2,0,0,1,6,0.869,1
256,1.0,null,16,d3,0,0,1,4,0.98,1
256,1.0,null,16,d4,0,0,1,4,0.984,1
256,1.0,null,16,curv,0,0,1,5,0.947,1
257,1.0,null,17,d1,0,0,0,6,0.148,1
257,1.0,null,17,d2,0,0,1,4,0.938,1
257,1.0,null,17,d3,0,0,1,4,0.968,1
257,1.0,null,17,d4,0,0,1,5,0.992,1
257,1.0,null,17,curv,0,0,1,4,0.947,1
261,1.0,null,21,d1,0,0,0,4,0.207,1
261,1.0,null,21,d2,0,0,0,1,0.986,1
261,1.0,null,21,d3,0,0,1,4,0.977,1
261,1.0,null,21,d4,0,0,1,4,0.977,1
261,1.0,null,21,curv,0,0,1,4,0.922,1
258,1.0,null,18,d1,0,0,0,4,0.125,0
258,1.0,null,18,d2,0,0,1,6,0.927,0
258,1.0,null,18,d3,0,0,1,5,0.971,0
258,1.0,null,18,d4,0,0,1,4,0.988,0
258,1.0,null,18,curv,0,0,1,4,0.947,0
259,1.0,null,19,d1,0,0,0,1,0.113,1
259,1.0,null,19,d2,0,0,1,5,0.907,1
259,1.0,null,19,d3,0,0,1,5,0.988,1
259,1.0,null,19,d4,0,0,1,4,0.992,1
259,1.0,null,19,curv,0,0,1,7,0.956,1
260,1.0,null,20,d1,0,1,0,3,0.164,1
260,1.0,null,20,d2,0,0,1,6,0.889,1
260,1.0,null,20,d3,0,0,1,4,0.959,1
260,1.0,null,20,d4,0,0,1,4,0.996,1
260,1.0,null,20,curv,0,0,1,5,0.967,1
263,1.0,null,23,d1,0,0,0,1,0.109,1
263,1.0,null,23,d2,0,0,1,6,0.91,1
263,1.0,null,23,d3,0,0,1,4,0.977,1
263,1.0,null,23,d4,0,0,1,4,0.992,1
263,1.0,null,23,curv,0,0,1,4,0.958,1
262,1.0,null,22,d1,0,0,0,3,0.094,1
262,1.0,null,22,d2,0,0,1,4,0.931,1
262,1.0,null,22,d3,0,0,1,4,0.985,1
262,1.0,null,22,d4,0,0,1,5,0.988,1
262,1.0,null,22,curv,0,0,1,4,0.967,1
264,1.0,null,24,d1,0,1,0,6,0.129,1
264,1.0,null,24,d2,0,0,1,7,0.92,1
264,1.0,null,24,d3,0,0,1,5,0.991,1
264,1.0,null,24,d4,0,0,1,4,0.988,1
264,1.0,null,24,curv,0,0,1,4,0.953,1
265,1.0,null,25,d1,0,0,0,3,0.121,1
265,1.0,null,25,d2,0,0,1,9,0.893,1
265,1.0,null,25,d3,0,0,1,4,0.98,1
265,1.0,null,25,d4,0,0,1,5,0.992,1
265,1.0,null,25,curv,0,0,1,5,0.953,1
266,1.0,null,26,d1,0,0,0,2,0.137,1
266,1.0,null,26,d2,0,0,1,4,0.886,1
266,1.0,null,26,d3,0,0,1,4,0.983,1
266,1.0,null,26,d4,0,0,1,4,0.988,0
266,1.0,null,26,curv,0,0,1,4,0.945,0
267,1.0,null,27,d1,0,0,0,4,0.145,1
267,1.0,null,27,d2,0,0,1,8,0.948,1
267,1.0,null,27,d3,0,0,1,5,0.971,1
267,1.0,null,27,d4,0,0,1,4,0.988,1
267,1.0,null,27,curv,0,0,1,4,0.942,1
268,1.0,null,28,d1,0,0,0,7,0.145,1
268,1.0,null,28,d2,0,0,1,4,0.917,1
268,1.0,null,28,d3,0,0,1,4,0.98,1
268,1.0,null,28,d4,0,0,1,4,0.98,1
268,1.0,null,28,curv,0,0,1,5,0.947,1
269,1.0,null,29,d1,0,0,0,3,0.148,1
269,1.0,null,29,d2,0,0,1,7,0.91,1
269,1.0,null,29,d3,0,0,1,4,0.965,1
269,1.0,null,29,d4,0,0,1,5,0.988,1
269,1.0,null,29,curv,0,0,1,4,0.972,1
