test,condicion,rule_id,seed,N_sistema,pendiente,pendiente_null,z_agg,clase,holon_ratio,n_aristas_b1,grado_medio_b1,diam_b1,giant_b1,diam_por_escala,ncajas_por_escala,K,J,noise,meandeg,dt,kcap_base,kcap_media_emp,kcap_sd,kcap_cv,kcap_min,kcap_max,grado_inicial_medio
P1-abs,kcap=5,A2-B0-C2-r4,90600,2000,0.7194943544490824,0.7128863042091684,0.24832585261656503,IV,5.534312686859829,3429,3.429,14.0,0.977,14|9|6|5|4,2000|1163|719|487|354,5,0.561,0.109,5.18,5.5,5,5.0,0.0,0.0,5,5,5.18
P1-abs,kcap=5,A2-B0-C2-r5,90697,2000,0.7181329770668154,0.6884067775320528,0.9019803839634845,III,1.5422750033587,3335,3.335,14.0,0.9705,14|9|8|5|4,2000|1184|727|486|372,5,0.769,0.338,4.97,5.75,5,5.0,0.0,0.0,5,5,4.97
P1-abs,kcap=5,A2-B0-C2-r6,90794,2000,0.8784150429557251,0.8656740592053389,1.376319821476794,III,2.6009121314250687,3067,3.067,14.0,0.927,14|11|8|5|4,2000|1224|798|589|464,5,0.407,0.249,7.4,5.51,5,5.0,0.0,0.0,5,5,7.4
P1-abs,kcap=5,A2-B0-C2-r7,90891,2000,0.7476117537081425,0.7681558341424257,1.4798474395178025,III,1.5517141062920128,3134,3.134,15.0,0.9305,15|11|7|6|5,2000|1224|791|570|445,7,0.503,0.225,7.25,5.59,5,5.0,0.0,0.0,5,5,7.25
P1-abs,kcap=5,A2-B0-C2-r8,90988,2000,0.7164843299953711,0.709234260182046,1.6970562715477144,III,2.5785818760418904,3200,3.2,15.0,0.9695,15|11|8|5|5,2000|1194|741|504|380,6,0.544,0.107,4.18,5.48,5,5.0,0.0,0.0,5,5,4.18
P1-abs,kcap=5,A2-B0-C2-r9,91085,2000,0.6552470830021455,0.6693275955613432,0.9899494917611662,I,2.418582353786891,3375,3.375,12.0,0.969,12|9|6|5|4,2000|1167|717|479|376,5,0.397,0.121,5.37,5.68,5,5.0,0.0,0.0,5,5,5.37
P1-abs,kcap=5,A2-B0-C2-r10,91182,2000,0.8965693678781581,0.8167688882262631,0.6305739927699638,III,2.9871293952787603,3250,3.25,16.0,0.954,16|12|7|5|4,2000|1195|748|504|409,5,0.441,0.133,6.34,5.46,5,5.0,0.0,0.0,5,5,6.34
P1-abs,kcap=5,A2-B0-C2-r11,91279,2000,0.7701248664402885,0.9200302325586235,0.8691404842329774,III,1.6513327759932568,3160,3.16,14.0,0.932,14|12|7|5|5,2000|1211|786|563|434,8,0.561,0.315,6.93,5.95,5,5.0,0.0,0.0,5,5,6.93
P1-abs,kcap=5,A2-B0-C2-r12,91376,2000,0.6734735499982201,0.765999910213748,0.527791685852937,I,2.1283082753338753,3210,3.21,13.0,0.958,13|8|7|5|4,2000|1190|735|511|377,7,0.369,0.176,5.34,5.66,5,5.0,0.0,0.0,5,5,5.34
P1-abs,kcap=5,A2-B0-C2-r13,91473,2000,0.7636613357035085,0.7924152762068932,0.9899494915611664,III,1.7722269661010408,3169,3.169,13.0,0.937,13|9|7|5|4,2000|1218|777|546|447,7,0.527,0.286,7.06,5.9,5,5.0,0.0,0.0,5,5,7.06
P1-abs,kcap=5,A2-B0-C2-r14,91570,2000,0.7726385438655407,0.7931994443638417,0.3863703300656272,III,1.967251425780311,3164,3.164,12.0,0.936,12|10|6|5|4,2000|1219|784|566|462,7,0.47,0.192,6.75,6.7,5,5.0,0.0,0.0,5,5,6.75
P1-abs,kcap=5,A2-B0-C2-r0,90212,4000,0.8235676444295763,0.8181052876337875,0.47771631615155635,III,2.4423214029881524,6220,3.11,16.0,0.91225,16|11|7|6|5,4000|2483|1647|1187|963,4,0.404,0.234,7.64,15.2,5,5.0,0.0,0.0,5,5,7.64
P1-abs,kcap=5,A2-B0-C2-r1,90309,4000,0.7208185175335464,0.6739815859753272,0.914162015768564,III,0.9709640627986879,6745,3.373,16.0,0.96125,16|10|7|5|5,4000|2358|1468|1009|728,7,0.688,0.281,5.78,13.66,5,5.0,0.0,0.0,5,5,5.78
P1-abs,kcap=5,A2-B0-C2-r2,90406,4000,0.8264740616832721,0.7379746654627387,2.328375575141659,III,1.2632968918955951,6358,3.179,17.0,0.93775,17|13|9|6|5,4000|2422|1568|1102|864,7,0.508,0.259,7.01,13.2,5,5.0,0.0,0.0,5,5,7.01
P1-abs,kcap=5,A2-B0-C2-r3,90503,4000,0.6452185566798423,0.6466942435759976,0.4242640678119285,I,2.0353294313625345,6877,3.438,14.0,0.96575,14|10|7|5|5,4000|2330|1462|985|712,5,0.66,0.313,5.34,12.28,5,5.0,0.0,0.0,5,5,5.34
P1-abs,kcap=5,A2-B0-C2-r4,90600,4000,0.6993400355973766,0.5939994097971023,1.947867185356003,I,6.034439785496582,6760,3.38,17.0,0.976,17|11|8|6|5,4000|2346|1439|977|691,5,0.561,0.109,5.18,12.8,5,5.0,0.0,0.0,5,5,5.18
P1-abs,kcap=5,A2-B0-C2-r5,90697,4000,0.6648867792933454,0.6571144350729367,0.5656854238992375,I,1.514333386049071,6738,3.369,14.0,0.9675,14|10|7|5|5,4000|2337|1448|953|769,5,0.769,0.338,4.97,11.94,5,5.0,0.0,0.0,5,5,4.97
P1-abs,kcap=5,A2-B0-C2-r6,90794,4000,0.7754706842524923,0.7147104210790993,0.8106343977275561,III,2.0048508962158595,6272,3.136,16.0,0.93,16|11|8|6|5,4000|2459|1614|1130|892,5,0.407,0.249,7.4,11.49,5,5.0,0.0,0.0,5,5,7.4
P1-abs,kcap=5,A2-B0-C2-r7,90891,4000,0.7571829028243953,0.7432323156372153,0.8106343977275557,III,2.5379522888306036,6287,3.143,14.0,0.93,14|11|7|5|5,4000|2444|1609|1099|894,7,0.503,0.225,7.25,11.95,5,5.0,0.0,0.0,5,5,7.25
P1-abs,kcap=5,A2-B0-C2-r8,90988,4000,0.7217853445693356,0.7081694884863515,0.28284271187461874,IV,10.22736350970712,6443,3.221,15.0,0.97125,15|11|7|5|5,4000|2357|1465|1015|753,6,0.544,0.107,4.18,11.57,5,5.0,0.0,0.0,5,5,4.18
P1-abs,kcap=5,A2-B0-C2-r9,91085,4000,0.7546323384742388,0.7065432658505556,1.34350288177944,III,2.6292358407657273,6692,3.346,17.0,0.969,17|12|8|6|5,4000|2338|1445|1011|760,5,0.397,0.121,5.37,11.7,5,5.0,0.0,0.0,5,5,5.37
P1-abs,kcap=5,A2-B0-C2-r10,91182,4000,0.7753021495159177,0.7054243257927927,0.9520557536648651,III,3.62362593898093,6646,3.323,16.0,0.95625,16|11|7|5|5,4000|2388|1536|1010|799,5,0.441,0.133,6.34,12.38,5,5.0,0.0,0.0,5,5,6.34
P1-abs,kcap=5,A2-B0-C2-r11,91279,4000,0.8407493364190707,0.7090714247712504,1.0623371289823684,III,2.0261071431005777,6447,3.224,17.0,0.93975,17|11|7|5|5,4000|2426|1540|1092|842,8,0.561,0.315,6.93,10.08,5,5.0,0.0,0.0,5,5,6.93
P1-abs,kcap=5,A2-B0-C2-r12,91376,4000,0.6969390730192858,0.6359988816876043,0.9899494921611665,I,2.1967375497449555,6620,3.31,17.0,0.967,17|10|7|6|5,4000|2347|1479|950|733,7,0.369,0.176,5.34,12.01,5,5.0,0.0,0.0,5,5,5.34
P1-abs,kcap=5,A2-B0-C2-r13,91473,4000,0.7822742992098358,0.787794499434282,0.7071067798365476,III,1.8365166308590157,6376,3.188,16.0,0.9415,16|12|8|6|5,4000|2417|1548|1112|865,7,0.527,0.286,7.06,12.8,5,5.0,0.0,0.0,5,5,7.06
P1-abs,kcap=5,A2-B0-C2-r14,91570,4000,0.8225161573181841,0.7048932585105354,0.9899494915611664,III,2.2661615914196434,6463,3.232,16.0,0.93675,16|12|8|5|5,4000|2441|1568|1097|846,7,0.47,0.192,6.75,10.49,5,5.0,0.0,0.0,5,5,6.75
P1-abs,kcap=6,A2-B0-C2-r0,90212,500,0.5568827481282014,0.5325859410696261,0.28284271202461897,I,2.5231674794614363,942,3.768,10.0,0.974,10|7|5|4|4,500|294|184|128|86,4,0.404,0.234,7.64,1.23,6,6.0,0.0,0.0,6,6,7.64
P1-abs,kcap=6,A2-B0-C2-r1,90309,500,0.558619956383994,0.5032713370610772,0.5656854237492379,I,2.6943764302802307,1014,4.056,10.0,0.976,10|7|5|4|4,500|285|166|116|88,7,0.688,0.281,5.78,1.17,6,6.0,0.0,0.0,6,6,5.78
P1-abs,kcap=6,A2-B0-C2-r2,90406,500,0.6052047376199696,0.3834327852805763,0.282842712174619,I,1.5919351228120133,1001,4.004,9.0,0.982,9|7|5|4|3,500|292|172|114|84,7,0.508,0.259,7.01,1.17,6,6.0,0.0,0.0,6,6,7.008
P1-abs,kcap=6,A2-B0-C2-r3,90503,500,0.4587113892985288,0.4525942098718821,0.42426406781192816,I,1.9546098256302298,1004,4.016,9.0,0.98,9|6|5|4|4,500|286|174|113|83,5,0.66,0.313,5.34,1.12,6,6.0,0.0,0.0,6,6,5.34
P1-abs,kcap=6,A2-B0-C2-r4,90600,500,0.46959489921435554,0.5522297694937196,0.21213203398096442,I,3.4666599773423767,991,3.964,9.0,0.986,9|6|5|4|4,500|284|170|110|88,5,0.561,0.109,5.18,1.16,6,6.0,0.0,0.0,6,6,5.18
P1-abs,kcap=6,A2-B0-C2-r5,90697,500,0.4290258113311534,0.44887774766521926,0.5311685644911839,II,1.338795916913409,1001,4.004,8.0,0.996,8|7|5|4|4,500|285|175|117|80,5,0.769,0.338,4.97,1.29,6,6.0,0.0,0.0,6,6,4.968
P1-abs,kcap=6,A2-B0-C2-r6,90794,500,0.5801675751229415,0.552051886763311,0.1948736042769372,I,1.5448028409195529,926,3.704,10.0,0.974,10|7|5|4|4,500|300|185|136|92,5,0.407,0.249,7.4,1.2,6,6.0,0.0,0.0,6,6,7.4
P1-abs,kcap=6,A2-B0-C2-r7,90891,500,0.6541440996681873,0.49196117095201736,0.7071067800865475,I,2.0149871915763926,993,3.972,12.0,0.982,12|8|6|4|4,500|292|183|119|84,7,0.503,0.225,7.25,1.34,6,6.0,0.0,0.0,6,6,7.248
P1-abs,kcap=6,A2-B0-C2-r8,90988,500,0.6541903979785884,0.6096207265711411,0.07071067804365488,I,3.977695104070075,883,3.532,11.0,0.976,11|8|5|4|4,500|297|187|129|92,6,0.544,0.107,4.18,1.08,6,6.0,0.0,0.0,6,6,4.18
P1-abs,kcap=6,A2-B0-C2-r9,91085,500,0.5003859042708557,0.5245654789381796,0.42426406781192816,I,1.9186232817977777,972,3.888,9.0,0.978,9|7|5|4|4,500|291|173|114|87,5,0.397,0.121,5.37,1.22,6,6.0,0.0,0.0,6,6,5.368
P1-abs,kcap=6,A2-B0-C2-r10,91182,500,0.6967953196706301,0.6330586499641129,0.8485281356238568,I,2.874167165746632,966,3.864,12.0,0.972,12|8|6|4|4,500|291|183|116|97,5,0.441,0.133,6.34,1.28,6,6.0,0.0,0.0,6,6,6.34
P1-abs,kcap=6,A2-B0-C2-r11,91279,500,0.5300528320188699,0.4826145932850314,0.4070056382579013,I,1.690197351761184,946,3.784,10.0,0.986,10|7|5|4|4,500|291|173|111|81,8,0.561,0.315,6.93,1.31,6,6.0,0.0,0.0,6,6,6.928
P1-abs,kcap=6,A2-B0-C2-r12,91376,500,0.4996684699654667,0.5627927983000748,0.9899494917111662,I,1.7502161937974876,1014,4.056,9.0,0.988,9|6|4|4|4,500|290|174|107|99,7,0.369,0.176,5.34,1.19,6,6.0,0.0,0.0,6,6,5.34
P1-abs,kcap=6,A2-B0-C2-r13,91473,500,0.4906811664434167,0.5806350846634902,0.7071067799865476,I,2.178052850796547,1006,4.024,9.0,0.982,9|6|5|4|4,500|289|176|114|96,7,0.527,0.286,7.06,1.26,6,6.0,0.0,0.0,6,6,7.06
P1-abs,kcap=6,A2-B0-C2-r14,91570,500,0.5486354010673774,0.4404655761545352,0.8485281357738568,I,1.224865102272444,995,3.98,10.0,0.974,10|7|5|4|4,500|293|181|116|86,7,0.47,0.192,6.75,1.22,6,6.0,0.0,0.0,6,6,6.748
P1-abs,kcap=6,A2-B0-C2-r0,90212,1000,0.5078387292033911,0.6027923459593931,0.7071067798365476,I,2.122142423777789,1998,3.996,10.0,0.973,10|7|6|5|4,1000|586|364|253|180,4,0.404,0.234,7.64,2.64,6,6.0,0.0,0.0,6,6,7.64
P1-abs,kcap=6,A2-B0-C2-r1,90309,1000,0.5658015564540786,0.5361558555065961,0.3863703299156272,I,2.1418519929076014,2067,4.134,10.0,0.992,10|8|5|4|4,1000|573|347|223|166,7,0.688,0.281,5.78,2.42,6,6.0,0.0,0.0,6,6,5.78
P1-abs,kcap=6,A2-B0-C2-r2,90406,1000,0.62789797851647,0.5171667673436566,0.848528135623857,I,1.785367165109355,2050,4.1,12.0,0.985,12|7|4|4|4,1000|586|343|236|161,7,0.508,0.259,7.01,2.35,6,6.0,0.0,0.0,6,6,7.01
P1-abs,kcap=6,A2-B0-C2-r3,90503,1000,0.5233950273571463,0.501893041925933,0.6363961017928931,I,2.465589563301417,2060,4.12,10.0,0.991,10|7|6|4|4,1000|577|360|218|161,5,0.66,0.313,5.34,2.24,6,6.0,0.0,0.0,6,6,5.34
P1-abs,kcap=6,A2-B0-C2-r4,90600,1000,0.5812886104141447,0.5553344136008508,0.21213203398096425,I,5.842933698900724,1992,3.984,11.0,0.989,11|8|5|5|4,1000|572|343|236|177,5,0.561,0.109,5.18,2.31,6,6.0,0.0,0.0,6,6,5.18
P1-abs,kcap=6,A2-B0-C2-r5,90697,1000,0.5081578625909876,0.5183255687004312,0.4242640678119285,I,2.14918882768976,1980,3.96,10.0,0.986,10|7|5|5|4,1000|577|343|236|180,5,0.769,0.338,4.97,2.57,6,6.0,0.0,0.0,6,6,4.97
P1-abs,kcap=6,A2-B0-C2-r6,90794,1000,0.5942286026674959,0.6176847295079588,0.9899494915611664,I,1.7407901290167438,1961,3.922,11.0,0.97,11|7|5|5|4,1000|581|375|253|202,5,0.407,0.249,7.4,2.49,6,6.0,0.0,0.0,6,6,7.4
P1-abs,kcap=6,A2-B0-C2-r7,90891,1000,0.6128025578227855,0.49657679037435465,1.8005838892887218,I,1.6667972959997168,2003,4.006,12.0,0.984,12|8|5|5|4,1000|574|345|225|176,7,0.503,0.225,7.25,2.84,6,6.0,0.0,0.0,6,6,7.25
P1-abs,kcap=6,A2-B0-C2-r8,90988,1000,0.6048983090038141,0.6839133492595423,0.8485281356238573,I,1.7428538736600276,1813,3.626,12.0,0.98,12|7|6|5|4,1000|586|356|237|194,6,0.544,0.107,4.18,2.31,6,6.0,0.0,0.0,6,6,4.18
P1-abs,kcap=6,A2-B0-C2-r9,91085,1000,0.5423175029046524,0.5686439227493675,0.42426406781192816,I,2.8659464439610782,2023,4.046,11.0,0.981,11|7|5|5|4,1000|578|348|233|172,5,0.397,0.121,5.37,2.48,6,6.0,0.0,0.0,6,6,5.37
P1-abs,kcap=6,A2-B0-C2-r10,91182,1000,0.4614720958219105,0.4855122145394646,0.7071067796865472,I,3.071442743555468,2053,4.106,10.0,0.984,10|6|6|5|4,1000|573|348|219|189,5,0.441,0.133,6.34,2.43,6,6.0,0.0,0.0,6,6,6.34
P1-abs,kcap=6,A2-B0-C2-r11,91279,1000,0.5382832615151117,0.4949210229714748,0.7778174580302022,I,2.2168801148465347,1980,3.96,11.0,0.981,11|7|6|5|4,1000|581|357|242|171,8,0.561,0.315,6.93,2.49,6,6.0,0.0,0.0,6,6,6.93
P1-abs,kcap=6,A2-B0-C2-r12,91376,1000,0.47967734345012614,0.5199855737176077,0.40531719893877793,I,2.1438151747837457,2006,4.012,10.0,0.989,10|7|5|5|4,1000|575|353|235|158,7,0.369,0.176,5.34,2.63,6,6.0,0.0,0.0,6,6,5.34
P1-abs,kcap=6,A2-B0-C2-r13,91473,1000,0.43034261011882974,0.5112583932894521,0.5656854237492375,II,1.6534892008334072,2003,4.006,9.0,0.984,9|7|6|5|4,1000|571|350|224|169,7,0.527,0.286,7.06,2.52,6,6.0,0.0,0.0,6,6,7.06
P1-abs,kcap=6,A2-B0-C2-r14,91570,1000,0.587212313260863,0.5313328512183664,0.7778174581802025,I,2.3407648104724936,2059,4.118,13.0,0.976,13|7|5|5|4,1000|584|357|226|156,7,0.47,0.192,6.75,2.68,6,6.0,0.0,0.0,6,6,6.75
P1-abs,kcap=6,A2-B0-C2-r0,90212,2000,0.5883591670766531,0.609515685928161,0.2121320341309641,I,1.6846566783030945,4062,4.062,11.0,0.974,11|8|6|5|4,2000|1166|721|472|386,4,0.404,0.234,7.64,5.52,6,6.0,0.0,0.0,6,6,7.64
P1-abs,kcap=6,A2-B0-C2-r1,90309,2000,0.6038507260678416,0.5400552667492926,0.2449489739783178,I,1.730522915696777,4069,4.069,12.0,0.9865,12|9|6|5|4,2000|1146|688|454|315,7,0.688,0.281,5.78,5.11,6,6.0,0.0,0.0,6,6,5.78
P1-abs,kcap=6,A2-B0-C2-r2,90406,2000,0.5659022239424925,0.5857900223489783,0.35355338991827345,I,1.9553185879204888,4085,4.085,11.0,0.982,11|8|6|5|4,2000|1155|716|467|349,7,0.508,0.259,7.01,5.53,6,6.0,0.0,0.0,6,6,7.01
P1-abs,kcap=6,A2-B0-C2-r3,90503,2000,0.45689064650756733,0.5293339986382422,0.7778174577302019,I,1.9215220998516505,4092,4.092,9.0,0.9865,9|8|6|5|4,2000|1142|685|454|334,5,0.66,0.313,5.34,5.11,6,6.0,0.0,0.0,6,6,5.34
P1-abs,kcap=6,A2-B0-C2-r4,90600,2000,0.6284071293803035,0.507834674833207,1.5556349153104045,I,4.321843607703758,4083,4.083,14.0,0.993,14|7|5|5|4,2000|1140|701|447|316,5,0.561,0.109,5.18,5.41,6,6.0,0.0,0.0,6,6,5.18
P1-abs,kcap=6,A2-B0-C2-r5,90697,2000,0.4965486876341615,0.648335033499167,0.9899494920111666,I,2.502240589197241,3922,3.922,10.0,0.9835,10|7|6|5|4,2000|1166|711|471|359,5,0.769,0.338,4.97,5.17,6,6.0,0.0,0.0,6,6,4.97
P1-abs,kcap=6,A2-B0-C2-r6,90794,2000,0.6341020740751763,0.5358926049689038,1.4142135593730951,I,1.7796676635095916,4024,4.024,12.0,0.975,12|9|6|5|4,2000|1165|707|475|348,5,0.407,0.249,7.4,5.37,6,6.0,0.0,0.0,6,6,7.4
P1-abs,kcap=6,A2-B0-C2-r7,90891,2000,0.6057155290085577,0.5457565225889762,0.527791685852937,I,1.751619101246544,4073,4.073,12.0,0.981,12|8|6|5|4,2000|1151|722|470|343,7,0.503,0.225,7.25,5.43,6,6.0,0.0,0.0,6,6,7.25
P1-abs,kcap=6,A2-B0-C2-r8,90988,2000,0.5933308031518034,0.6752048686286225,0.4949747461555834,I,2.0381520669350754,3619,3.619,11.0,0.981,11|8|6|5|4,2000|1180|727|492|383,6,0.544,0.107,4.18,4.91,6,6.0,0.0,0.0,6,6,4.18
P1-abs,kcap=6,A2-B0-C2-r9,91085,2000,0.4985026430780506,0.5300862657149807,0.5656854237492382,I,1.7083542967376482,4046,4.046,10.0,0.99,10|8|6|5|4,2000|1136|672|445|323,5,0.397,0.121,5.37,4.96,6,6.0,0.0,0.0,6,6,5.37
P1-abs,kcap=6,A2-B0-C2-r10,91182,2000,0.6502000561386319,0.512900005826242,2.1213203390596425,I,3.1997281381089406,4115,4.115,13.0,0.9885,13|10|6|5|4,2000|1141|700|427|313,5,0.441,0.133,6.34,5.43,6,6.0,0.0,0.0,6,6,6.34
P1-abs,kcap=6,A2-B0-C2-r11,91279,2000,0.6382654081105739,0.6083692605981017,0.3535533899182736,I,2.1331432157807253,4052,4.052,12.0,0.983,12|9|6|5|4,2000|1150|718|467|356,8,0.561,0.315,6.93,5.67,6,6.0,0.0,0.0,6,6,6.93
P1-abs,kcap=6,A2-B0-C2-r12,91376,2000,0.5778546426512917,0.6163747406926018,0.4397356198928583,I,2.3189152770064037,3932,3.932,11.0,0.9845,11|9|6|5|4,2000|1153|695|457|335,7,0.369,0.176,5.34,5.01,6,6.0,0.0,0.0,6,6,5.34
P1-abs,kcap=6,A2-B0-C2-r13,91473,2000,0.5924923955772214,0.6032267015404666,0.353553389918274,I,1.2692286249854343,4059,4.059,12.0,0.9835,12|8|6|5|4,2000|1160|708|477|324,7,0.527,0.286,7.06,5.12,6,6.0,0.0,0.0,6,6,7.06
P1-abs,kcap=6,A2-B0-C2-r14,91570,2000,0.5753842016970593,0.48131457488573404,1.131370847498476,I,1.8909409951514007,4102,4.102,11.0,0.975,11|9|6|5|4,2000|1157|687|470|326,7,0.47,0.192,6.75,5.44,6,6.0,0.0,0.0,6,6,6.75
P1-abs,kcap=6,A2-B0-C2-r0,90212,4000,0.6791530611598534,0.586417065571654,0.6191376720888657,I,2.3517032908219573,8143,4.072,13.0,0.971,13|9|6|5|4,4000|2323|1442|965|703,4,0.404,0.234,7.64,11.11,6,6.0,0.0,0.0,6,6,7.64
P1-abs,kcap=6,A2-B0-C2-r1,90309,4000,0.6357877722648501,0.5312719667284987,0.24832585261656473,I,1.591271851010832,8299,4.149,12.0,0.9875,12|10|6|5|4,4000|2293|1377|923|651,7,0.688,0.281,5.78,11.26,6,6.0,0.0,0.0,6,6,5.78
P1-abs,kcap=6,A2-B0-C2-r2,90406,4000,0.5828288861712426,0.6001378679710719,0.2449489739783178,I,1.7939495645423627,8179,4.09,11.0,0.9805,11|9|6|5|4,4000|2313|1408|951|668,7,0.508,0.259,7.01,13.49,6,6.0,0.0,0.0,6,6,7.01
P1-abs,kcap=6,A2-B0-C2-r3,90503,4000,0.5320877348090005,0.516048301765798,0.7071067796865469,I,2.150135024717655,8256,4.128,12.0,0.985,12|9|6|5|5,4000|2301|1402|900|678,5,0.66,0.313,5.34,12.38,6,6.0,0.0,0.0,6,6,5.34
P1-abs,kcap=6,A2-B0-C2-r4,90600,4000,0.5725267908972166,0.5077386273014511,0.7071067796865472,I,3.6927813066331288,8067,4.034,11.0,0.988,11|9|6|5|4,4000|2298|1391|921|650,5,0.561,0.109,5.18,12.6,6,6.0,0.0,0.0,6,6,5.18
P1-abs,kcap=6,A2-B0-C2-r5,90697,4000,0.6639288495273654,0.6226091487918598,0.42426406796192817,I,1.5520155075321262,7976,3.988,13.0,0.98275,13|9|6|5|4,4000|2307|1400|926|681,5,0.769,0.338,4.97,12.59,6,6.0,0.0,0.0,6,6,4.97
P1-abs,kcap=6,A2-B0-C2-r6,90794,4000,0.659353006626363,0.6579113302087878,0.3863703300656272,I,1.9480434148867463,8135,4.067,13.0,0.97325,13|8|6|5|4,4000|2317|1419|964|715,5,0.407,0.249,7.4,12.97,6,6.0,0.0,0.0,6,6,7.4
P1-abs,kcap=6,A2-B0-C2-r7,90891,4000,0.6323413407569225,0.6074581889799192,0.5277916858529366,I,2.094091399372434,8133,4.066,13.0,0.97725,13|9|6|6|4,4000|2333|1442|933|727,7,0.503,0.225,7.25,12.8,6,6.0,0.0,0.0,6,6,7.25
P1-abs,kcap=6,A2-B0-C2-r8,90988,4000,0.5597766924617692,0.6970513187665054,1.4142135593730956,I,3.008580791954194,7246,3.623,14.0,0.9815,14|8|7|6|5,4000|2342|1458|986|734,6,0.544,0.107,4.18,11.94,6,6.0,0.0,0.0,6,6,4.18
P1-abs,kcap=6,A2-B0-C2-r9,91085,4000,0.5085721439172183,0.5593073662361281,0.336294960214247,I,3.2794794332791026,8046,4.023,12.0,0.9885,12|8|7|5|5,4000|2292|1391|933|687,5,0.397,0.121,5.37,11.72,6,6.0,0.0,0.0,6,6,5.37
P1-abs,kcap=6,A2-B0-C2-r10,91182,4000,0.5477604764376646,0.5355659566311357,0.5656854237492375,I,2.54678877871495,8386,4.193,11.0,0.98725,11|8|6|5|4,4000|2281|1369|896|658,5,0.441,0.133,6.34,13.38,6,6.0,0.0,0.0,6,6,6.34
P1-abs,kcap=6,A2-B0-C2-r11,91279,4000,0.6287020174891763,0.5724077989759556,0.848528135623857,I,2.0697112352715226,8339,4.17,13.0,0.9815,13|8|6|5|4,4000|2304|1399|905|663,8,0.561,0.315,6.93,12.77,6,6.0,0.0,0.0,6,6,6.93
P1-abs,kcap=6,A2-B0-C2-r12,91376,4000,0.6688655007702794,0.5765774612294012,0.8485281356238566,I,1.3216898491089615,7940,3.97,14.0,0.984,14|8|6|5|4,4000|2278|1396|908|669,7,0.369,0.176,5.34,11.67,6,6.0,0.0,0.0,6,6,5.34
P1-abs,kcap=6,A2-B0-C2-r13,91473,4000,0.667480740625088,0.6023508961308225,0.5656854237492379,I,1.8622392229735485,8160,4.08,13.0,0.98,13|9|6|5|4,4000|2307|1415|915|696,7,0.527,0.286,7.06,15.48,6,6.0,0.0,0.0,6,6,7.06
P1-abs,kcap=6,A2-B0-C2-r14,91570,4000,0.5867154766814544,0.6310358082038083,0.989949491561166,I,2.0695693418425676,8231,4.115,14.0,0.97875,14|8|6|5|5,4000|2308|1400|920|685,7,0.47,0.192,6.75,16.06,6,6.0,0.0,0.0,6,6,6.75
