exp,diseno,rule_id,seed,clase,brazo,N_nodos,K,kcap,J,noise,meandeg,n_aristas,grado_medio,clustering,transitividad,n_triangulos,holon,giant,diam,pendiente,frac_masa,masa_acretada,kappa_v,n_sumideros,t_primer_sumidero,carpeta,densidad,geo_sepmedia,geo_fof020,geo_ngrupos020,geo_fof030,geo_ngrupos030,geo_fof050,geo_densk8cv,geo_o4a_fof06,geo_o4a_fof10,geo_o4a_ngrupos06,geo_o4a_knn100x,geo_o4a_knn1000x,geo_o4a_sin_verificar_seed,base,geoIC_fof_b0.20,geoIC_ngrupos_b0.20,geoIC_fof_b0.30,geoIC_ngrupos_b0.30,geoIC_fof_b0.50,geoIC_ngrupos_b0.50,geoIC_knn8_cv,geoIC_knn8_p90_med,masa_particula,lado_nube,n_aristas_cabecera,bateria_raiz
O3C_factorial,pareado,A2-B0-C2-mec-r1,90309.0,I,c3-elastico-soporte,2000,7.0,7.0,0.688,0.281,5.78,5504.0,5.504,,,,0.8504094824819189,0.9825,9.0,0.4703912117899664,0.0645,1212.6,0.3185840707964602,8,0.049,A2-B0-C2-mec-r1__c3-elastico-soporte,0.0027533766883441,,,,,,,,,,,,,False,A2-B0-C2-mec-r1__c3-elastico-soporte,0.1389999999999999,24,0.2514999999999999,45,0.3619999999999997,39,4.924330659613847,9.842801759520254,9.4,97.59295437274577,5504.0,bateria_fase6_o3c_mecanistico
O3C_factorial,pareado,A2-B0-C2-mec-r1,90309.0,I,c4-elastico-azar,2000,7.0,7.0,0.688,0.281,5.78,5494.0,5.494,,,,1.0221339083391423,0.985,8.0,0.523454498964963,0.0575,1081.0,0.4827586206896551,8,0.057,A2-B0-C2-mec-r1__c4-elastico-azar,0.0027483741870935,,,,,,,,,,,,,False,A2-B0-C2-mec-r1__c4-elastico-azar,0.122,20,0.2804999999999998,45,0.3744999999999995,24,5.057192325286027,8.126727686658025,9.4,97.59298262519046,5494.0,bateria_fase6_o3c_mecanistico
O3C_factorial,pareado,A2-B0-C2-mec-r10,91182.0,I,c2-rigido-azar,2000,5.0,7.0,0.441,0.133,6.34,6060.0,6.06,,,,0.4083657607448723,0.9975,7.0,0.3146300367558553,0.045,845.9999999999999,0.4999999999999999,8,0.077,A2-B0-C2-mec-r10__c2-rigido-azar,0.0030315157578789,,,,,,,,,,,,,False,A2-B0-C2-mec-r10__c2-rigido-azar,0.0859999999999999,16,0.1749999999999999,35,0.3114999999999998,37,6.398449290440951,5.638926100336604,9.4,97.59296707350668,6060.0,bateria_fase6_o3c_mecanistico
O3C_factorial,pareado,A2-B0-C2-mec-r10,91182.0,II,c3-elastico-soporte,2000,5.0,7.0,0.441,0.133,6.34,5787.0,5.787,,,,0.4529759032775614,0.9955,8.0,0.3973398078262382,0.058,1090.4,0.3870967741935485,8,0.073,A2-B0-C2-mec-r10__c3-elastico-soporte,0.0028949474737368,,,,,,,,,,,,,False,A2-B0-C2-mec-r10__c3-elastico-soporte,0.1204999999999999,20,0.2204999999999999,38,0.3434999999999997,37,5.303263129678308,9.368766730002791,9.4,97.59304029889012,5787.0,bateria_fase6_o3c_mecanistico
O3C_factorial,pareado,A2-B0-C2-mec-r10,91182.0,I,c4-elastico-azar,2000,5.0,7.0,0.441,0.133,6.34,5774.0,5.774,,,,0.4614758280468142,0.9955,8.0,0.3478241677063873,0.0565,1062.2,0.3999999999999999,8,0.062,A2-B0-C2-mec-r10__c4-elastico-azar,0.002888444222111,,,,,,,,,,,,,False,A2-B0-C2-mec-r10__c4-elastico-azar,0.1199999999999999,21,0.2229999999999999,40,0.3559999999999996,25,5.4695562902647525,8.054431516857598,9.4,97.59303279318468,5774.0,bateria_fase6_o3c_mecanistico
O3C_factorial,pareado,A2-B0-C2-mec-r11,91279.0,I,c1-rigido-soporte,2000,8.0,6.0,0.561,0.315,6.93,4880.0,4.88,,,,0.6524527358954699,0.972,11.0,0.6402847968113898,0.073,1372.4,0.3913043478260869,8,0.04,A2-B0-C2-mec-r11__c1-rigido-soporte,0.0024412206103051,,,,,,,,,,,,,False,A2-B0-C2-mec-r11__c1-rigido-soporte,0.2754999999999998,49,0.4109999999999996,50,0.4695000000000001,18,4.602439555803624,19.76381801746536,9.4,97.59294135326934,4880.0,bateria_fase6_o3c_mecanistico
O3C_factorial,pareado,A2-B0-C2-mec-r11,91279.0,I,c2-rigido-azar,2000,8.0,6.0,0.561,0.315,6.93,5252.0,5.252,,,,0.6286196901229446,0.997,10.0,0.5247366145400243,0.0565,1062.2,0.6538461538461539,8,0.053,A2-B0-C2-mec-r11__c2-rigido-azar,0.0026273136568284,,,,,,,,,,,,,False,A2-B0-C2-mec-r11__c2-rigido-azar,0.1959999999999999,40,0.3344999999999998,51,0.4109999999999996,25,5.343732133145567,12.086861075329509,9.4,97.59304753853364,5252.0,bateria_fase6_o3c_mecanistico
O3C_factorial,pareado,A2-B0-C2-mec-r11,91279.0,II,c3-elastico-soporte,2000,8.0,6.0,0.561,0.315,6.93,5044.0,5.044,,,,0.9406984213057126,0.9945,9.0,0.4010424490940254,0.0585,1099.8,0.4166666666666654,8,0.047,A2-B0-C2-mec-r11__c3-elastico-soporte,0.0025232616308154,,,,,,,,,,,,,False,A2-B0-C2-mec-r11__c3-elastico-soporte,0.2169999999999999,43,0.3679999999999997,49,0.4445000000000009,18,5.441006406579102,11.013589649311117,9.4,97.5930387312199,5044.0,bateria_fase6_o3c_mecanistico
O3C_factorial,pareado,A2-B0-C2-mec-r11,91279.0,II,c4-elastico-azar,2000,8.0,6.0,0.561,0.315,6.93,4782.0,4.782,,,,0.7232395656775649,0.9935,9.0,0.4450838536573883,0.066,1240.8000000000002,0.3902439024390244,8,0.043,A2-B0-C2-mec-r11__c4-elastico-azar,0.002392196098049,,,,,,,,,,,,,False,A2-B0-C2-mec-r11__c4-elastico-azar,0.2549999999999998,40,0.4099999999999995,46,0.4770000000000007,14,4.7832656913341225,14.577896947168671,9.4,97.59299004212824,4782.0,bateria_fase6_o3c_mecanistico
O3C_factorial,pareado,A2-B0-C2-mec-r2,90406.0,III,c1-rigido-soporte,2000,7.0,5.0,0.508,0.259,7.01,3578.0,3.578,,,,0.938778923788306,0.9065,13.0,0.8695325763946667,0.12,2256.0,0.8030303030303029,8,0.034,A2-B0-C2-mec-r2__c1-rigido-soporte,0.0017898949474737,,,,,,,,,,,,,False,A2-B0-C2-mec-r2__c1-rigido-soporte,0.4889999999999995,66,0.6065000000000004,25,0.6299999999999955,4,4.257963300145515,27.893875873362983,9.4,97.59291891680247,3578.0,bateria_fase6_o3c_mecanistico
O3C_factorial,pareado,A2-B0-C2-mec-r2,90406.0,I,c2-rigido-azar,2000,7.0,5.0,0.508,0.259,7.01,4275.0,4.275,,,,0.9437464389117008,0.9915,11.0,0.5152258511416159,0.0685,1287.8,0.4878048780487805,8,0.056,A2-B0-C2-mec-r2__c2-rigido-azar,0.0021385692846423,,,,,,,,,,,,,False,A2-B0-C2-mec-r2__c2-rigido-azar,0.3694999999999998,58,0.5029999999999994,42,0.548499999999992,5,4.630169163963359,8.07891825611063,9.4,97.59303318593332,4275.0,bateria_fase6_o3c_mecanistico
O3C_factorial,pareado,A2-B0-C2-mec-r2,90406.0,I,c3-elastico-soporte,2000,7.0,5.0,0.508,0.259,7.01,4265.0,4.265,,,,0.8260325737326139,0.992,11.0,0.5249006185976529,0.069,1297.2,0.4146341463414634,8,0.051,A2-B0-C2-mec-r2__c3-elastico-soporte,0.0021335667833916,,,,,,,,,,,,,False,A2-B0-C2-mec-r2__c3-elastico-soporte,0.3504999999999998,60,0.4999999999999995,36,0.5419999999999898,4,4.846858618646656,6.667527653003116,9.4,97.59297186140503,4265.0,bateria_fase6_o3c_mecanistico
O3C_factorial,pareado,A2-B0-C2-mec-r2,90406.0,I,c4-elastico-azar,2000,7.0,5.0,0.508,0.259,7.01,3867.0,3.867,,,,0.6844715358388095,0.9785,11.0,0.5709521805609474,0.0845,1588.6,0.4210526315789474,8,0.041,A2-B0-C2-mec-r2__c4-elastico-azar,0.0019344672336168,,,,,,,,,,,,,False,A2-B0-C2-mec-r2__c4-elastico-azar,0.4499999999999996,73,0.5779999999999995,30,0.6014999999999866,2,4.490443483486308,7.337377711735372,9.4,97.59304645178352,3867.0,bateria_fase6_o3c_mecanistico
O3C_factorial,pareado,A2-B0-C2-mec-r3,90503.0,II,c1-rigido-soporte,2000,5.0,5.0,0.66,0.313,5.34,4850.0,4.85,,,,0.7547121779961687,0.9945,9.0,0.4329580681962777,0.061,1146.8,0.3240740740740737,8,0.048,A2-B0-C2-mec-r3__c1-rigido-soporte,0.0024262131065532,,,,,,,,,,,,,False,A2-B0-C2-mec-r3__c1-rigido-soporte,0.2339999999999998,42,0.3809999999999997,55,0.4590000000000004,10,4.796124655322771,10.538250530671442,9.4,97.59299611458772,4850.0,bateria_fase6_o3c_mecanistico
O3C_factorial,pareado,A2-B0-C2-mec-r3,90503.0,I,c2-rigido-azar,2000,5.0,5.0,0.66,0.313,5.34,4880.0,4.88,,,,1.026012281782906,0.995,8.0,0.3341480030476639,0.062,1165.6,0.5312500000000001,8,0.064,A2-B0-C2-mec-r3__c2-rigido-azar,0.0024412206103051,,,,,,,,,,,,,False,A2-B0-C2-mec-r3__c2-rigido-azar,0.2504999999999999,45,0.4049999999999996,50,0.4665000000000004,11,5.128106795961998,10.842705346887888,9.4,97.5929786612073,4880.0,bateria_fase6_o3c_mecanistico
O3C_factorial,pareado,A2-B0-C2-mec-r3,90503.0,I,c3-elastico-soporte,2000,5.0,5.0,0.66,0.313,5.34,4364.0,4.364,,,,0.6617112029328829,0.9905,10.0,0.5269866731332189,0.068,1278.4,0.4285714285714285,8,0.05,A2-B0-C2-mec-r3__c3-elastico-soporte,0.0021830915457728,,,,,,,,,,,,,False,A2-B0-C2-mec-r3__c3-elastico-soporte,0.3484999999999997,60,0.4914999999999995,52,0.5299999999999904,6,4.918044941591743,9.47956349133422,9.4,97.5930368931026,4364.0,bateria_fase6_o3c_mecanistico
O3C_factorial,pareado,A2-B0-C2-mec-r3,90503.0,I,c4-elastico-azar,2000,5.0,5.0,0.66,0.313,5.34,4005.0,4.005,,,,0.8327480902731846,0.975,11.0,0.5757560107051989,0.084,1579.2000000000005,0.3559322033898305,8,0.042,A2-B0-C2-mec-r3__c4-elastico-azar,0.0020035017508754,,,,,,,,,,,,,False,A2-B0-C2-mec-r3__c4-elastico-azar,0.4279999999999996,75,0.5484999999999993,35,0.5749999999999876,3,4.482425851419109,9.459038258820922,9.4,97.5930440411811,4005.0,bateria_fase6_o3c_mecanistico
O3C_factorial,pareado,A2-B0-C2-mec-r4,90600.0,II,c1-rigido-soporte,2000,5.0,7.0,0.561,0.109,5.18,5068.0,5.068,,,,0.3089726246016606,0.9965,9.0,0.3941253249788681,0.062,1165.6,0.5714285714285713,8,0.042,A2-B0-C2-mec-r4__c1-rigido-soporte,0.0025352676338169,,,,,,,,,,,,,False,A2-B0-C2-mec-r4__c1-rigido-soporte,0.2164999999999999,44,0.3529999999999998,49,0.4410000000000001,14,5.078643500778548,11.15515537848205,9.4,97.59298257251878,5068.0,bateria_fase6_o3c_mecanistico
O3C_factorial,pareado,A2-B0-C2-mec-r4,90600.0,II,c2-rigido-azar,2000,5.0,7.0,0.561,0.109,5.18,5054.0,5.054,,,,0.2825557402682,0.9945,9.0,0.3986386976167939,0.062,1165.6,0.3421052631578948,8,0.051,A2-B0-C2-mec-r4__c2-rigido-azar,0.002528264132066,,,,,,,,,,,,,False,A2-B0-C2-mec-r4__c2-rigido-azar,0.1964999999999999,34,0.3489999999999997,53,0.4404999999999998,18,4.878844024970378,11.58410774140732,9.4,97.59301257366428,5054.0,bateria_fase6_o3c_mecanistico
O3C_factorial,pareado,A2-B0-C2-mec-r4,90600.0,I,c3-elastico-soporte,2000,5.0,7.0,0.561,0.109,5.18,5022.0,5.022,,,,0.3913562906472299,0.991,9.0,0.4765946201203524,0.0635,1193.8,0.5,8,0.052,A2-B0-C2-mec-r4__c3-elastico-soporte,0.002512256128064,,,,,,,,,,,,,False,A2-B0-C2-mec-r4__c3-elastico-soporte,0.2024999999999999,37,0.3384999999999997,47,0.4460000000000004,17,5.037895003917293,11.523138657109891,9.4,97.59296837585003,5022.0,bateria_fase6_o3c_mecanistico
O3C_factorial,pareado,A2-B0-C2-mec-r4,90600.0,II,c4-elastico-azar,2000,5.0,7.0,0.561,0.109,5.18,5012.0,5.012,,,,0.3373498495730802,0.991,10.0,0.446571637995188,0.0654999999999999,1231.4,0.5137614678899074,8,0.042,A2-B0-C2-mec-r4__c4-elastico-azar,0.0025072536268134,,,,,,,,,,,,,False,A2-B0-C2-mec-r4__c4-elastico-azar,0.1939999999999999,28,0.3379999999999997,44,0.4440000000000002,15,5.433262920309221,12.85334944315721,9.4,97.59298699595256,5012.0,bateria_fase6_o3c_mecanistico
O3C_factorial,pareado,A2-B0-C2-mec-r5,90697.0,II,c1-rigido-soporte,2000,5.0,6.0,0.769,0.338,4.97,4879.0,4.879,,,,0.7802753422207397,0.991,9.0,0.4425411119811575,0.066,1240.8000000000002,0.3853211009174315,8,0.064,A2-B0-C2-mec-r5__c1-rigido-soporte,0.00244072036018,,,,,,,,,,,,,False,A2-B0-C2-mec-r5__c1-rigido-soporte,0.2424999999999999,43,0.3844999999999997,53,0.4630000000000007,9,4.67336924191217,14.917168505814182,9.4,97.5929588988305,4879.0,bateria_fase6_o3c_mecanistico
O3C_factorial,pareado,A2-B0-C2-mec-r5,90697.0,II,c2-rigido-azar,2000,5.0,6.0,0.769,0.338,4.97,4869.0,4.869,,,,0.9243433646882144,0.989,9.0,0.4357605447522732,0.064,1203.1999999999998,0.4571428571428571,8,0.048,A2-B0-C2-mec-r5__c2-rigido-azar,0.0024357178589294,,,,,,,,,,,,,False,A2-B0-C2-mec-r5__c2-rigido-azar,0.2104999999999999,38,0.3894999999999997,48,0.4629999999999996,15,5.044013231859655,13.909955086910683,9.4,97.59297883940884,4869.0,bateria_fase6_o3c_mecanistico
O3C_factorial,pareado,A2-B0-C2-mec-r5,90697.0,I,c3-elastico-soporte,2000,5.0,6.0,0.769,0.338,4.97,4587.0,4.587,,,,0.8756037345196993,0.9635,9.0,0.4822499392607442,0.0765,1438.2,0.3333333333333333,8,0.043,A2-B0-C2-mec-r5__c3-elastico-soporte,0.0022946473236618,,,,,,,,,,,,,False,A2-B0-C2-mec-r5__c3-elastico-soporte,0.2709999999999998,53,0.4229999999999996,49,0.489000000000002,8,4.756936191382835,12.98016563317445,9.4,97.59297884316854,4587.0,bateria_fase6_o3c_mecanistico
O3C_factorial,pareado,A2-B0-C2-mec-r5,90697.0,I,c4-elastico-azar,2000,5.0,6.0,0.769,0.338,4.97,4697.0,4.697,,,,0.8883439577083381,0.97,9.0,0.47039561505518,0.0745,1400.6,0.3137254901960784,8,0.043,A2-B0-C2-mec-r5__c4-elastico-azar,0.0023496748374187,,,,,,,,,,,,,False,A2-B0-C2-mec-r5__c4-elastico-azar,0.2524999999999999,45,0.4139999999999997,46,0.4815,14,4.753563948036997,18.863328707801468,9.4,97.5930335892064,4697.0,bateria_fase6_o3c_mecanistico
O3C_factorial,pareado,A2-B0-C2-mec-r6,90794.0,III,c1-rigido-soporte,2000,5.0,5.0,0.407,0.249,7.4,3315.0,3.315,,,,0.7383637807948664,0.8655,14.0,1.000975091739252,0.1379999999999999,2594.4,1.0900900900900896,8,0.028,A2-B0-C2-mec-r6__c1-rigido-soporte,0.0016583291645822,,,,,,,,,,,,,False,A2-B0-C2-mec-r6__c1-rigido-soporte,0.4969999999999994,57,0.6119999999999995,28,0.641499999999988,2,4.093064651725767,33.34377476874614,9.4,97.59299887090933,3315.0,bateria_fase6_o3c_mecanistico
O3C_factorial,pareado,A2-B0-C2-mec-r6,90794.0,I,c2-rigido-azar,2000,5.0,5.0,0.407,0.249,7.4,4092.0,4.092,,,,0.911334414798103,0.9915,10.0,0.5214097549388371,0.078,1466.4,0.4472049689440995,8,0.05,A2-B0-C2-mec-r6__c2-rigido-azar,0.0020470235117558,,,,,,,,,,,,,False,A2-B0-C2-mec-r6__c2-rigido-azar,0.4264999999999996,59,0.5434999999999993,39,0.5709999999999879,3,4.496649748367792,7.865721538356357,9.4,97.5929972069523,4092.0,bateria_fase6_o3c_mecanistico
O3C_factorial,pareado,A2-B0-C2-mec-r6,90794.0,I,c3-elastico-soporte,2000,5.0,5.0,0.407,0.249,7.4,4225.0,4.225,,,,1.0776534724884497,0.987,11.0,0.5660027990995847,0.074,1391.1999999999998,0.3124999999999999,8,0.051,A2-B0-C2-mec-r6__c3-elastico-soporte,0.0021135567783891,,,,,,,,,,,,,False,A2-B0-C2-mec-r6__c3-elastico-soporte,0.3949999999999998,76,0.5119999999999996,45,0.5489999999999917,3,4.656251291798579,6.36772067198711,9.4,97.59294900566331,4225.0,bateria_fase6_o3c_mecanistico
O3C_factorial,pareado,A2-B0-C2-mec-r6,90794.0,I,c4-elastico-azar,2000,5.0,5.0,0.407,0.249,7.4,3751.0,3.751,,,,0.9357272323744524,0.982,11.0,0.5863570229908278,0.086,1616.8,0.4970760233918123,8,0.048,A2-B0-C2-mec-r6__c4-elastico-azar,0.0018764382191095,,,,,,,,,,,,,False,A2-B0-C2-mec-r6__c4-elastico-azar,0.5044999999999994,61,0.6095000000000009,26,0.6294999999999856,4,4.349823566823646,6.2186599239099545,9.4,97.5930338749758,3751.0,bateria_fase6_o3c_mecanistico
O3C_factorial,pareado,A2-B0-C2-mec-r7,90891.0,III,c1-rigido-soporte,2000,7.0,5.0,0.503,0.225,7.25,3460.0,3.46,,,,0.8162432815096313,0.8935,11.0,0.7962155657562038,0.1325,2490.9999999999995,0.9863013698630138,8,0.031,A2-B0-C2-mec-r7__c1-rigido-soporte,0.0017308654327163,,,,,,,,,,,,,False,A2-B0-C2-mec-r7__c1-rigido-soporte,0.5009999999999993,47,0.6249999999999999,28,0.6369999999999855,2,4.107881692186662,32.841328000062646,9.4,97.59301246344602,3460.0,bateria_fase6_o3c_mecanistico
O3C_factorial,pareado,A2-B0-C2-mec-r7,90891.0,I,c2-rigido-azar,2000,7.0,5.0,0.503,0.225,7.25,4260.0,4.26,,,,0.4705414067065691,0.991,11.0,0.5297787105010381,0.074,1391.1999999999998,0.4117647058823528,8,0.05,A2-B0-C2-mec-r7__c2-rigido-azar,0.0021310655327663,,,,,,,,,,,,,False,A2-B0-C2-mec-r7__c2-rigido-azar,0.3689999999999998,56,0.5034999999999993,45,0.5474999999999898,7,4.56774761374547,8.967581399990664,9.4,97.59290161577742,4260.0,bateria_fase6_o3c_mecanistico
O3C_factorial,pareado,A2-B0-C2-mec-r7,90891.0,I,c3-elastico-soporte,2000,7.0,5.0,0.503,0.225,7.25,4303.0,4.303,,,,1.0371411217519595,0.993,12.0,0.5786551513726763,0.0705,1325.4,0.4883720930232557,8,0.052,A2-B0-C2-mec-r7__c3-elastico-soporte,0.002152576288144,,,,,,,,,,,,,False,A2-B0-C2-mec-r7__c3-elastico-soporte,0.3819999999999997,57,0.5044999999999994,40,0.5429999999999924,5,4.613107982410241,9.606088506432666,9.4,97.5929819919611,4303.0,bateria_fase6_o3c_mecanistico
O3C_factorial,pareado,A2-B0-C2-mec-r7,90891.0,I,c4-elastico-azar,2000,7.0,5.0,0.503,0.225,7.25,3873.0,3.873,,,,0.6598045877153242,0.9815,12.0,0.6654112236974411,0.0865,1626.2,0.4107142857142858,8,0.04,A2-B0-C2-mec-r7__c4-elastico-azar,0.0019374687343671,,,,,,,,,,,,,False,A2-B0-C2-mec-r7__c4-elastico-azar,0.4649999999999996,62,0.5810000000000001,35,0.5929999999999868,1,4.634996482621023,8.294354042945807,9.4,97.59302583968228,3873.0,bateria_fase6_o3c_mecanistico
O3C_factorial,pareado,A2-B0-C2-mec-r8,90988.0,I,c1-rigido-soporte,2000,6.0,6.0,0.544,0.107,4.18,4054.0,4.054,,,,0.410721590925289,0.985,11.0,0.6090941397177595,0.077,1447.6,0.4042553191489362,8,0.041,A2-B0-C2-mec-r8__c1-rigido-soporte,0.0020280140070035,,,,,,,,,,,,,False,A2-B0-C2-mec-r8__c1-rigido-soporte,0.4519999999999996,67,0.5574999999999994,35,0.5744999999999933,2,4.762079610523608,7.072260823702438,9.4,97.59299056025507,4054.0,bateria_fase6_o3c_mecanistico
O3C_factorial,pareado,A2-B0-C2-mec-r8,90988.0,I,c2-rigido-azar,2000,6.0,6.0,0.544,0.107,4.18,4043.0,4.043,,,,0.4368657013529627,0.983,11.0,0.613323820439828,0.0795,1494.6000000000004,0.4705882352941177,8,0.048,A2-B0-C2-mec-r8__c2-rigido-azar,0.0020225112556278,,,,,,,,,,,,,False,A2-B0-C2-mec-r8__c2-rigido-azar,0.4419999999999997,72,0.5534999999999994,44,0.5804999999999879,4,4.6013798894432325,7.543442611744929,9.4,97.59301419806188,4043.0,bateria_fase6_o3c_mecanistico
O3C_factorial,pareado,A2-B0-C2-mec-r8,90988.0,I,c3-elastico-soporte,2000,6.0,6.0,0.544,0.107,4.18,4047.0,4.047,,,,0.5550244466649588,0.9815,11.0,0.5836878618176089,0.078,1466.4,0.3673469387755103,8,0.034,A2-B0-C2-mec-r8__c3-elastico-soporte,0.002024512256128,,,,,,,,,,,,,False,A2-B0-C2-mec-r8__c3-elastico-soporte,0.4194999999999996,71,0.5569999999999994,48,0.5804999999999906,4,4.472632910849008,7.234500848849229,9.4,97.59297380081424,4047.0,bateria_fase6_o3c_mecanistico
O3C_factorial,pareado,A2-B0-C2-mec-r8,90988.0,I,c4-elastico-azar,2000,6.0,6.0,0.544,0.107,4.18,4040.0,4.04,,,,0.6109499351437914,0.9805,11.0,0.6074252663125596,0.0775,1456.9999999999998,0.4117647058823529,8,0.039,A2-B0-C2-mec-r8__c4-elastico-azar,0.0020210105052526,,,,,,,,,,,,,False,A2-B0-C2-mec-r8__c4-elastico-azar,0.4279999999999997,67,0.5539999999999997,33,0.5734999999999904,3,4.479208881382364,6.911687177483913,9.4,97.5929037382442,4040.0,bateria_fase6_o3c_mecanistico
O3C_factorial,pareado,A2-B0-C2-mec-r9,91085.0,II,c1-rigido-soporte,2000,5.0,7.0,0.397,0.121,5.37,5195.0,5.195,,,,0.559317224886632,0.9945,8.0,0.3534069935285245,0.06,1128.0,0.4857142857142857,8,0.064,A2-B0-C2-mec-r9__c1-rigido-soporte,0.0025987993996998,,,,,,,,,,,,,False,A2-B0-C2-mec-r9__c1-rigido-soporte,0.1899999999999999,37,0.3414999999999997,54,0.4109999999999993,15,4.867942769314094,14.617930528143244,9.4,97.5929468087516,5195.0,bateria_fase6_o3c_mecanistico
O3C_factorial,pareado,A2-B0-C2-mec-r9,91085.0,I,c2-rigido-azar,2000,5.0,7.0,0.397,0.121,5.37,5202.0,5.202,,,,0.5503510443290578,0.9955,11.0,0.5779207614273018,0.059,1109.2,0.3979591836734693,8,0.056,A2-B0-C2-mec-r9__c2-rigido-azar,0.0026023011505752,,,,,,,,,,,,,False,A2-B0-C2-mec-r9__c2-rigido-azar,0.172,30,0.3214999999999998,50,0.4109999999999999,18,4.826555326933887,9.979371591780026,9.4,97.59293219950096,5202.0,bateria_fase6_o3c_mecanistico
O3C_factorial,pareado,A2-B0-C2-mec-r9,91085.0,II,c3-elastico-soporte,2000,5.0,7.0,0.397,0.121,5.37,5164.0,5.164,,,,0.6169916346190588,0.989,8.0,0.4323718402390142,0.06,1128.0,0.4666666666666655,8,0.058,A2-B0-C2-mec-r9__c3-elastico-soporte,0.0025832916458229,,,,,,,,,,,,,False,A2-B0-C2-mec-r9__c3-elastico-soporte,0.2149999999999999,41,0.3279999999999998,51,0.4229999999999995,24,4.955627462751151,14.772161867645394,9.4,97.59299794538212,5164.0,bateria_fase6_o3c_mecanistico
O3C_factorial,pareado,A2-B0-C2-mec-r9,91085.0,I,c4-elastico-azar,2000,5.0,7.0,0.397,0.121,5.37,5169.0,5.169,,,,0.4900951829560784,0.989,9.0,0.4810148593011227,0.057,1071.6,0.4193548387096774,8,0.058,A2-B0-C2-mec-r9__c4-elastico-azar,0.0025857928964482,,,,,,,,,,,,,False,A2-B0-C2-mec-r9__c4-elastico-azar,0.154,28,0.3324999999999997,48,0.4179999999999999,18,5.275120961771904,11.764915591460262,9.4,97.59302850583724,5169.0,bateria_fase6_o3c_mecanistico
O3D_control_hist,no_pareado,CONTROL-ER-HIST-ic_masaFija_N2000_s1,,CONTROL_ER_HIST,control_historico,2000,,,,,,4945.0,4.945,,,,,,,,0.062,1165.6,0.5333333333333334,8,0.058,ic_masaFija_N2000_s1,0.0024737368684342,,,,,,,,,,,,,False,ic_masaFija_N2000_s1,0.1899999999999999,33,0.3664999999999998,59,0.4425,15,4.988526257583109,13.595574729686389,9.4,97.5930128682109,4945.0,bateria_grafo_random_masa_fija
O3D_control_hist,no_pareado,CONTROL-ER-HIST-ic_masaFija_N2000_s2,,CONTROL_ER_HIST,control_historico,2000,,,,,,4945.0,4.945,,,,,,,,0.059,1109.1999999999998,0.3157894736842105,8,0.05,ic_masaFija_N2000_s2,0.0024737368684342,,,,,,,,,,,,,False,ic_masaFija_N2000_s2,0.2419999999999999,47,0.3909999999999998,50,0.4560000000000011,11,5.347681235829357,12.697914401879478,9.4,97.5930453415028,4945.0,bateria_grafo_random_masa_fija
O3D_kcap,no_pareado,A2-B0-C2-kbar-r0,9314160.0,IV,regla,2000,4.0,4.0,0.771,0.101,7.15,2294.0,2.294,,,,5.9794793298233095,0.825,18.0,1.114516844148287,0.1529999999999999,2876.4,1.4285714285714286,8,0.032,A2-B0-C2-kbar-r0,0.0011475737868934,,,,,,,,,,,,,False,A2-B0-C2-kbar-r0,0.7845000000000005,41,0.8049999999999842,6,0.8114999999999782,1,3.875176128679545,14.184145748409392,9.4,97.59302797587812,2294.0,bateria_fase6_o3d_kcap
O3D_kcap,no_pareado,A2-B0-C2-kbar-r10,9315130.0,III,regla,2000,7.0,5.0,0.704,0.111,6.9,3193.0,3.193,,,,3.158723001447875,0.95,15.0,0.8378713246079779,0.1085,2039.8,0.5915492957746479,8,0.038,A2-B0-C2-kbar-r10,0.0015972986493246,,,,,,,,,,,,,False,A2-B0-C2-kbar-r10,0.6409999999999992,61,0.6970000000000006,17,0.7029999999999825,1,4.113956778606235,10.278452616222069,9.4,97.59296537077098,3193.0,bateria_fase6_o3d_kcap
O3D_kcap,no_pareado,A2-B0-C2-kbar-r11,9315227.0,III,regla,2000,7.0,5.0,0.751,0.253,7.68,3086.0,3.086,,,,1.8712848784757703,0.904,15.0,0.9904389442039234,0.1285,2415.8,1.0000000000000002,8,0.034,A2-B0-C2-kbar-r11,0.0015437718859429,,,,,,,,,,,,,False,A2-B0-C2-kbar-r11,0.6224999999999993,63,0.6855000000000006,22,0.6949999999999829,1,4.353035794764248,17.961405738177532,9.4,97.59302596272602,3086.0,bateria_fase6_o3d_kcap
O3D_kcap,no_pareado,A2-B0-C2-kbar-r12,9315324.0,I,regla,2000,7.0,7.0,0.783,0.3,6.93,5036.0,5.036,,,,2.0479163226449737,0.995,10.0,0.4503492914682387,0.0545,1024.6,0.3870967741935484,8,0.063,A2-B0-C2-kbar-r12,0.0025192596298149,,,,,,,,,,,,,False,A2-B0-C2-kbar-r12,0.1964999999999999,40,0.3594999999999997,53,0.4395,20,4.895676895779403,9.902594889227602,9.4,97.5929028165662,5036.0,bateria_fase6_o3d_kcap
