patch,seed,N,arm,k_local,D_max,d_s,delta_rel,n_ejes,PR,ejes_reales,holonomia,gigante,grado_medio,clustering,diam_fin,pasos
25,66175,2500,local,8,8,6.023,0.024,1,5.144,1,0.936,0.91,21.266,0.2283,5,20
25,66175,2500,sin_local,-1,8,5.28,0.049,1,5.911,1,0.749,0.914,52.656,0.0896,4,17
25,66175,2500,local_barajado,8,8,3.933,0.048,1,5.075,1,1.034,0.904,19.646,0.0708,5,20
25,66175,2500,local_marco_congelado,8,8,5.488,0.034,0,7.984,0,1.1,0.899,20.634,0.2225,4,20
24,66172,2500,local,8,8,5.361,0.042,1,5.5,1,0.936,0.91,21.146,0.2222,5,20
24,66172,2500,sin_local,-1,8,5.303,0.048,1,5.444,1,0.828,0.911,52.664,0.0799,4,17
24,66172,2500,local_barajado,8,8,4.026,0.05,1,4.914,1,1.209,0.916,19.906,0.0593,5,20
24,66172,2500,local_marco_congelado,8,8,5.735,0.027,0,7.982,0,1.014,0.923,21.448,0.2397,5,20
26,66178,2500,local,8,8,5.462,0.029,1,5.127,1,0.9,0.91,21.259,0.2349,5,20
26,66178,2500,sin_local,-1,8,5.566,0.05,2,5.385,1,0.935,0.905,50.429,0.0893,3,17
26,66178,2500,local_barajado,8,8,3.957,0.057,1,5.177,1,1.047,0.916,19.915,0.0643,5,20
26,66178,2500,local_marco_congelado,8,8,4.479,0.044,0,7.978,0,0.947,0.915,21.008,0.2188,5,20
29,66187,2500,local,8,8,5.957,0.031,1,5.14,1,0.85,0.918,21.33,0.2313,5,20
29,66187,2500,sin_local,-1,8,5.282,0.045,2,5.451,1,0.878,0.923,48.005,0.0963,4,16
29,66187,2500,local_barajado,8,8,3.953,0.053,1,5.051,1,1.206,0.912,19.915,0.0599,5,20
29,66187,2500,local_marco_congelado,8,8,5.335,0.032,0,7.964,0,1.113,0.908,20.859,0.2224,5,20
27,66181,2500,local,8,8,6.017,0.028,1,5.512,1,0.815,0.913,21.146,0.2297,5,20
27,66181,2500,sin_local,-1,8,5.4,0.047,3,4.912,1,0.764,0.916,52.018,0.0835,4,17
27,66181,2500,local_barajado,8,8,3.955,0.052,2,4.994,1,1.13,0.898,19.539,0.0652,5,20
27,66181,2500,local_marco_congelado,8,8,5.607,0.032,0,7.97,0,1.065,0.904,20.885,0.2336,5,20
28,66184,2500,local,8,8,5.547,0.027,1,4.722,1,0.813,0.92,21.206,0.2166,5,20
28,66184,2500,sin_local,-1,8,5.515,0.045,1,5.156,1,1.103,0.907,52.43,0.0808,4,17
28,66184,2500,local_barajado,8,8,3.868,0.051,1,3.936,1,0.975,0.915,19.779,0.0647,5,20
28,66184,2500,local_marco_congelado,8,8,5.007,0.037,0,7.981,0,0.966,0.907,21.037,0.2141,6,20
31,66193,2500,local,8,8,5.898,0.029,1,4.636,1,0.945,0.908,20.826,0.2346,6,20
31,66193,2500,sin_local,-1,8,5.273,0.049,1,4.061,1,0.972,0.91,52.242,0.0831,4,17
31,66193,2500,local_barajado,8,8,3.903,0.05,1,5.261,1,1.067,0.904,19.67,0.0678,5,20
31,66193,2500,local_marco_congelado,8,8,5.712,0.035,0,7.975,0,0.974,0.902,20.67,0.2105,5,20
30,66190,2500,local,8,8,5.666,0.024,1,5.012,1,0.975,0.896,20.934,0.2256,5,20
30,66190,2500,sin_local,-1,8,5.175,0.049,1,4.646,1,0.8,0.91,51.685,0.0805,3,17
30,66190,2500,local_barajado,8,8,3.958,0.053,2,4.458,1,1.082,0.906,19.722,0.0625,5,20
30,66190,2500,local_marco_congelado,8,8,5.432,0.041,0,7.976,0,1.023,0.899,20.758,0.2203,5,20
33,66199,2500,local,8,8,4.271,0.047,1,5.577,1,1.036,0.915,21.011,0.2326,5,20
33,66199,2500,sin_local,-1,8,5.452,0.044,1,4.861,1,0.931,0.902,50.314,0.0889,4,17
33,66199,2500,local_barajado,8,8,3.933,0.05,3,5.431,1,1.095,0.917,19.997,0.0649,5,20
33,66199,2500,local_marco_congelado,8,8,4.943,0.031,0,7.98,0,1.071,0.921,21.173,0.2225,5,20
32,66196,2500,local,8,8,4.413,0.036,2,5.415,1,0.979,0.916,20.851,0.2253,5,20
32,66196,2500,sin_local,-1,8,5.518,0.046,1,4.221,1,0.903,0.924,53.341,0.0832,4,17
32,66196,2500,local_barajado,8,8,3.92,0.052,2,5.089,1,1.079,0.911,19.614,0.0553,5,20
32,66196,2500,local_marco_congelado,8,8,5.934,0.027,0,7.978,0,0.938,0.913,21.072,0.2169,5,20
34,66202,2500,local,8,8,5.432,0.031,3,5.81,1,0.82,0.914,20.978,0.2255,5,20
34,66202,2500,sin_local,-1,8,5.315,0.051,2,4.997,1,0.775,0.91,52.328,0.0847,4,17
34,66202,2500,local_barajado,8,8,3.856,0.054,2,4.711,1,1.183,0.914,19.918,0.0621,5,20
34,66202,2500,local_marco_congelado,8,8,5.437,0.03,0,7.984,0,1.036,0.902,21.058,0.2197,5,20
35,66205,2500,local,8,8,4.832,0.032,1,4.934,1,0.819,0.912,20.898,0.2259,5,20
35,66205,2500,sin_local,-1,8,5.347,0.044,1,4.938,1,1.001,0.902,51.136,0.0829,3,17
35,66205,2500,local_barajado,8,8,3.871,0.055,1,4.354,1,1.073,0.907,19.667,0.0614,6,20
35,66205,2500,local_marco_congelado,8,8,5.651,0.042,0,7.972,0,0.992,0.923,21.216,0.2168,5,20
39,66217,2500,local,8,8,5.787,0.041,1,4.425,1,0.785,0.917,21.29,0.2198,5,20
39,66217,2500,sin_local,-1,8,5.388,0.049,3,5.907,1,0.829,0.916,48.437,0.0945,1,16
39,66217,2500,local_barajado,8,8,3.907,0.055,1,5.292,1,1.186,0.913,19.872,0.0581,5,20
39,66217,2500,local_marco_congelado,8,8,4.532,0.039,0,7.978,0,1.007,0.907,20.787,0.2231,5,20
36,66208,2500,local,8,8,5.397,0.023,1,5.22,1,0.933,0.916,21.269,0.2276,5,20
36,66208,2500,sin_local,-1,8,5.226,0.048,1,4.831,1,0.963,0.919,52.856,0.0867,4,17
36,66208,2500,local_barajado,8,8,3.905,0.053,1,3.601,1,1.111,0.92,19.971,0.0588,5,20
36,66208,2500,local_marco_congelado,8,8,3.905,0.037,0,7.969,0,0.976,0.912,20.994,0.232,6,20
38,66214,2500,local,8,8,5.772,0.033,1,5.51,1,0.93,0.912,21.094,0.228,5,20
38,66214,2500,sin_local,-1,8,5.186,0.051,2,5.518,1,0.966,0.92,53.326,0.083,4,17
38,66214,2500,local_barajado,8,8,3.899,0.051,1,4.876,1,1.123,0.91,19.72,0.0618,5,20
38,66214,2500,local_marco_congelado,8,8,4.423,0.032,0,7.978,0,1.044,0.912,21.024,0.2222,5,20
37,66211,2500,local,8,8,6.17,0.026,1,4.269,1,0.703,0.917,21.547,0.2284,5,20
37,66211,2500,sin_local,-1,8,5.661,0.044,1,4.959,1,0.966,0.914,52.389,0.0867,4,17
37,66211,2500,local_barajado,8,8,3.866,0.055,1,4.733,1,1.186,0.914,19.77,0.0597,5,20
37,66211,2500,local_marco_congelado,8,8,5.898,0.034,0,7.986,0,1.04,0.919,21.542,0.2193,5,20
