N,seed,mode,n_surv,f_surv,tau,orden_color_init,orden_color,orden_amp,frac_quark,frac_lepton,L2_K6,null_L2_K6,ratio_L2_K6,L2_K12_q,ratio_L2_K12_q,L2_K12_l,ratio_L2_K12_l,L2_K12,null_L2_K12,ratio_L2_K12,L2_K24,null_L2_K24,ratio_L2_K24
250,15,qcd,127,0.508,240,0.0069282032302755096,0.29101919074923355,42.00499596670532,0.5039370078740157,0.49606299212598426,0.28937684426248206,0.13921151159742612,2.078684736211372,0.28923840368572545,2.4167972796469903,0.290198496806067,2.4058010698889443,0.290198496806067,0.12062447740929098,2.4058010698889443,0.20486947212717632,0.08686732273145169,2.3584181679056178
250,15,shuffle_b,127,0.508,240,0.0069282032302755096,0.29101919074923355,42.00499596670532,0.5039370078740157,0.49606299212598426,0.3414646095293662,0.12422599874998831,2.748737083745107,0.3778106475692112,3.1568828123497226,0.290198496806067,2.4058010698889443,0.290198496806067,0.12062447740929098,2.4058010698889443,0.23869547674333486,0.08686732273145169,2.7478166615224966
250,15,shuffle_l,127,0.508,240,0.0069282032302755096,0.29101919074923355,42.00499596670532,0.5039370078740157,0.49606299212598426,0.28937684426248206,0.13921151159742612,2.078684736211372,0.28923840368572545,2.4167972796469903,0.290198496806067,2.4058010698889443,0.290198496806067,0.12062447740929098,2.4058010698889443,0.20486947212717632,0.08686732273145169,2.3584181679056178
250,16,qcd,127,0.508,240,0.00565685424949238,0.2864021020389482,50.629208174391344,0.49606299212598426,0.5039370078740157,0.5783313238805295,0.19920476822239894,2.903200204700225,0.2893289862469553,2.3985926609674166,0.2900812565759233,2.4238399287081642,0.2900812565759233,0.11967838846954226,2.4238399287081642,0.20486947212717632,0.08686732273145169,2.3584181679056178
250,16,shuffle_b,127,0.508,240,0.00565685424949238,0.2864021020389482,50.629208174391344,0.49606299212598426,0.5039370078740157,0.4363483758042952,0.1253924656438798,3.4798611987066597,0.4411013724314366,3.6568147850683346,0.2900812565759233,2.4238399287081642,0.2900812565759233,0.11967838846954226,2.4238399287081642,0.2631569021891256,0.08686732273145169,3.029411911342877
250,16,shuffle_l,127,0.508,240,0.00565685424949238,0.2864021020389482,50.629208174391344,0.49606299212598426,0.5039370078740157,0.5783313238805295,0.19920476822239894,2.903200204700225,0.2893289862469553,2.3985926609674166,0.2900812565759234,2.4238399287081647,0.2900812565759234,0.11967838846954226,2.4238399287081647,0.20486947212717632,0.08686732273145169,2.3584181679056178
250,17,qcd,126,0.504,240,0.00565685424949238,0.29332886686629095,51.85369855320461,0.5079365079365079,0.49206349206349204,0.28937684426248206,0.13921151159742612,2.078684736211372,0.28923840368572545,2.4167972796469903,0.2892752914476259,2.3790384710888604,0.2892752914476259,0.12159336427848001,2.3790384710888604,0.20458648816905145,0.08721135307871393,2.345869900497918
250,17,shuffle_b,126,0.504,240,0.00565685424949238,0.29332886686629095,51.85369855320461,0.5079365079365079,0.49206349206349204,0.3282489845122652,0.11410886614690961,2.8766299727285047,0.4371278178824435,3.652520922720237,0.2892752914476259,2.3790384710888604,0.2892752914476259,0.12159336427848001,2.3790384710888604,0.2637620532997439,0.08721135307871393,3.024400424812598
250,17,shuffle_l,127,0.508,240,0.00565685424949238,0.29101919074923355,51.445401714203,0.5039370078740157,0.49606299212598426,0.28937684426248206,0.13921151159742612,2.078684736211372,0.28923840368572545,2.4167972796469903,0.2893289862469553,2.3985926609674166,0.2893289862469553,0.12062447740929098,2.3985926609674166,0.20456661595105735,0.08686732273145169,2.3549317455479812
250,18,qcd,128,0.512,240,0.008944271909999158,0.2887456033215051,32.282736252234095,0.5,0.5,0.2896553585856295,0.14085904245475275,2.056349053193895,0.28923840368572545,2.4167972796469903,0.2900812565759234,2.4238399287081647,0.2900812565759234,0.11967838846954226,2.4238399287081647,0.20482064689828838,0.08652733190539662,2.367120797417237
