genealogia,seed_base,rule_id,brazo,clase,es_clase_III,es_clase_III_o_IV,pendiente,z_agg,holon_ratio,diam_b1,giant_b1,grado_medio_b1,n_aristas_b1,diams_por_escala,K,J,noise,meandeg,kcap,seed,seg
H16_3670213,3670213,A2-B0-C2-r9,C2-hard,III,1,1,0.720168,0.3552,3.1231,13.0,0.9535,3.337,3337,13|9|7|5|4,4,0.799,0.216,6.48,5,3671087,3.04
H16_3670213,3670213,A2-B0-C2-r9,C2-hibrido,III,1,1,0.729692,0.2673,3.8637,12.0,0.9425,3.923,3923,12|8|6|5|4,4,0.799,0.216,6.48,5,3671087,3.34
H16_3670213,3670213,A2-B0-C2-r10,C2-hard,I,0,0,0.675997,0.9899,1.8463,14.0,0.9575,3.251,3251,14|11|7|5|5,7,0.447,0.252,5.66,5,3671184,3.49
H16_3670213,3670213,A2-B0-C2-r10,C2-hibrido,I,0,0,0.587797,0.2828,1.6023,11.0,0.9785,4.18,4180,11|8|6|5|4,7,0.447,0.252,5.66,5,3671184,3.74
H16_3670213,3670213,A2-B0-C2-r11,C2-hard,II,0,0,0.373933,0.7071,1.3797,9.0,0.995,4.719,4719,9|6|6|5|4,6,0.352,0.121,6.25,7,3671281,4.97
H16_3670213,3670213,A2-B0-C2-r11,C2-hibrido,II,0,0,0.416595,0.9899,1.4635,9.0,0.998,5.788,5788,9|7|5|5|4,6,0.352,0.121,6.25,7,3671281,4.26
H16_3670213,3670213,A2-B0-C2-r12,C2-hard,I,0,0,0.606208,0.5657,2.7299,12.0,0.979,4.146,4146,12|8|6|5|4,5,0.718,0.237,7.42,6,3671378,4.29
H16_3670213,3670213,A2-B0-C2-r12,C2-hibrido,I,0,0,0.640629,0.2828,3.157,12.0,0.9605,4.784,4784,12|7|6|5|4,5,0.718,0.237,7.42,6,3671378,3.6
H16_3670213,3670213,A2-B0-C2-r13,C2-hard,III,1,1,1.21743,0.9137,2.9514,21.0,0.761,2.127,2127,21|12|11|7|5,6,0.689,0.233,7.99,4,3671475,2.71
H16_3670213,3670213,A2-B0-C2-r13,C2-hibrido,III,1,1,1.362859,2.6769,2.7245,17.0,0.7425,2.315,2315,17|12|9|5|5,6,0.689,0.233,7.99,4,3671475,2.36
H16_3670213,3670213,A2-B0-C2-r14,C2-hard,I,0,0,0.696751,0.1414,2.0094,13.0,0.968,3.482,3482,13|9|7|5|4,7,0.39,0.266,4.03,6,3671572,3.06
H16_3670213,3670213,A2-B0-C2-r14,C2-hibrido,I,0,0,0.684574,0.7778,1.5323,13.0,0.974,3.845,3845,13|8|6|5|4,7,0.39,0.266,4.03,6,3671572,3.06
H16_3670213,3670213,A2-B0-C2-r15,C2-hard,I,0,0,0.645756,0.495,2.3758,12.0,0.967,3.319,3319,12|9|6|5|4,8,0.621,0.162,5.62,5,3671669,3.32
H16_3670213,3670213,A2-B0-C2-r15,C2-hibrido,I,0,0,0.509213,0.3864,2.4488,10.0,0.9755,4.199,4199,10|7|6|5|4,8,0.621,0.162,5.62,5,3671669,3.22
H16_3670213,3670213,A2-B0-C2-r16,C2-hard,I,0,0,0.47695,0.7071,2.777,10.0,0.992,4.954,4954,10|8|5|5|4,5,0.597,0.245,7.44,7,3671766,3.75
H16_3670213,3670213,A2-B0-C2-r16,C2-hibrido,II,0,0,0.364474,0.4243,2.9397,8.0,0.9975,6.504,6504,8|6|5|4|4,5,0.597,0.245,7.44,7,3671766,4.4
H16_3670213,3670213,A2-B0-C2-r17,C2-hard,III,1,1,0.784913,0.9192,2.08,14.0,0.937,3.199,3199,14|11|8|6|4,7,0.749,0.283,7.28,5,3671863,3.15
H16_3670213,3670213,A2-B0-C2-r17,C2-hibrido,III,1,1,0.939358,0.9899,1.5983,14.0,0.891,3.384,3384,14|9|8|5|4,7,0.749,0.283,7.28,5,3671863,2.9
H16_3670213,3670213,A2-B0-C2-r18,C2-hard,I,0,0,0.495333,0.2828,1.8185,10.0,0.994,4.821,4821,10|7|6|4|4,7,0.406,0.142,7.6,7,3671960,3.6
H16_3670213,3670213,A2-B0-C2-r18,C2-hibrido,II,0,0,0.392072,0.1414,1.7633,8.0,0.9945,5.897,5897,8|6|5|4|4,7,0.406,0.142,7.6,7,3671960,3.43
H16_3670213,3670213,A2-B0-C2-r19,C2-hard,II,0,0,0.409598,0.7071,2.291,9.0,0.992,4.894,4894,9|7|6|5|4,5,0.398,0.185,7.53,7,3672057,3.58
H16_3670213,3670213,A2-B0-C2-r19,C2-hibrido,I,0,0,0.341324,0.5657,2.2745,8.0,0.998,6.221,6221,8|5|5|4|4,5,0.398,0.185,7.53,7,3672057,4.12
