exp,rule_id,seed,brazo,dens,geo,masa,pend,eje_comun,eje_geo_no_dens
F5B_40pares,A2-B0-C2-batch3-r48,476485.0,unico,3.271,0.7020000000000027,0.099,0.6705155034604253,-0.8109422783443697,0.17812193718074865
F5B_40pares,A2-B0-C2-batch3-r5,472314.0,unico,3.981,0.5299999999999994,0.081,0.6602354017251398,0.639480952030054,-0.07647150165766718
F5B_40pares,A2-B0-C2-batch3-r50,476679.0,unico,3.271,0.6735000000000008,0.1,0.6185791830984311,-0.6696836298776013,0.03686328871398028
F5B_40pares,A2-B0-C2-batch3-r53,476970.0,unico,3.204,0.6984999999999844,0.096,0.6600094507902553,-0.8500176799765546,0.10435142890742341
F5B_40pares,A2-B0-C2-batch3-r58,477455.0,unico,3.15,0.6935000000000017,0.1025,0.7762844343605745,-0.8707106783719933,0.034093992453644376
F5B_40pares,A2-B0-C2-batch3-r59,477552.0,unico,3.159,0.6910000000000023,0.1035,0.697928797897343,-0.8507403659532671,0.029282085843120843
F5B_40pares,A2-B0-C2-batch3-r60,477649.0,unico,3.068,0.6960000000000021,0.1254999999999999,0.9268169943894312,-0.9521567476795476,-0.022569857824649993
F5B_40pares,A2-B0-C2-batch3-r69,478522.0,unico,3.678,0.5995000000000001,0.088,0.7189443036232789,0.03984160975197735,0.012834845077578018
F5B_40pares,A2-B0-C2-batch3-r70,478619.0,unico,3.398,0.6484999999999995,0.095,0.7941435722553284,-0.4388215604178838,0.01990316788112645
F5B_40pares,A2-B0-C2-batch3-r71,478716.0,unico,3.012,0.7090000000000021,0.13,0.89756931877134,-1.0637500018922443,-0.005295573085215969
F5B_40pares,A2-B0-C2-batch3-r76,479201.0,unico,3.332,0.6710000000000018,0.1065,0.5791822134585409,-0.6059223673462909,0.07584233221604515
F5B_40pares,A2-B0-C2-batch3-r83,479880.0,unico,3.567,0.6155000000000003,0.087,0.7218028381417335,-0.1329383269588933,-0.0013388898460535807
F5B_40pares,A2-B0-C2-batch3-r86,480171.0,unico,3.407,0.632,0.0945,0.6846985157255415,-0.34946103471724027,-0.05429895201131424
F5B_40pares,A2-B0-C2-batch3-r9,472702.0,unico,4.069,0.5214999999999993,0.0765,0.4789609415912562,0.7557184861087815,-0.044493512278410405
F5B_40pares,A2-B0-C2-batch4-r0,571829.0,unico,3.897,0.55,0.09,0.7498208397520266,0.46961284880808,-0.04808185264558722
F5B_40pares,A2-B0-C2-batch4-r1,571926.0,unico,3.224,0.6810000000000032,0.1075,0.757937290221059,-0.7464372402540266,0.03445633542534635
F5B_40pares,A2-B0-C2-batch4-r10,572799.0,unico,2.994,0.704999999999997,0.1279999999999999,0.9674452669352483,-1.059082632477017,-0.040279754116848705
F5B_40pares,A2-B0-C2-batch4-r11,572896.0,unico,3.92,0.5329999999999999,0.086,0.5873752918624704,0.5732414675958101,-0.1129723232567985
F5B_40pares,A2-B0-C2-batch4-r12,572993.0,unico,3.34,0.6650000000000017,0.1005,0.8174143496432537,-0.5694466352630931,0.05284073862902769
F5B_40pares,A2-B0-C2-batch4-r13,573090.0,unico,4.061,0.5339999999999995,0.0765,0.5640440295713769,0.6870258692875506,0.010724966046639993
F5B_40pares,A2-B0-C2-batch4-r15,573284.0,unico,3.098,0.7064999999999836,0.1055,0.640359694208221,-0.9789353979605554,0.05473681181703387
F5B_40pares,A2-B0-C2-batch4-r18,573575.0,unico,3.986,0.5409999999999996,0.082,0.5348611955256038,0.5891707384457465,-0.017739951513246404
F5B_40pares,A2-B0-C2-batch4-r19,573672.0,unico,3.498,0.6405000000000007,0.0905,0.7607797813332543,-0.3149566443699529,0.06446498303545041
F5B_40pares,A2-B0-C2-batch4-r23,574060.0,unico,3.393,0.6505000000000015,0.0955,0.643302727603699,-0.4529451163096527,0.025605387212782067
F5B_40pares,A2-B0-C2-batch4-r26,574351.0,unico,3.308,0.6710000000000018,0.1025,0.7694520367154974,-0.6261335750905616,0.05563112447177456
F5B_40pares,A2-B0-C2-batch4-r28,574545.0,unico,3.22,0.6695000000000023,0.1065,0.7633609694507228,-0.6928066711107789,-0.025911302965991385
F5B_40pares,A2-B0-C2-batch4-r3,572120.0,unico,4.196,0.5129999999999993,0.0755,0.5490358470541343,0.9047992327719478,0.020327689685286268
F5B_40pares,A2-B0-C2-batch4-r31,574836.0,unico,3.332,0.6670000000000005,0.0985,0.6623998404916864,-0.5860965921228796,0.05601655699263382
F5B_40pares,A2-B0-C2-batch4-r36,575321.0,unico,2.343,0.8134999999999839,0.1534999999999999,1.0121015869766783,-2.1450857954751443,-0.05073461124539931
F5B_40pares,A2-B0-C2-batch4-r38,575515.0,unico,3.296,0.6785000000000027,0.0995,0.5931216513801268,-0.6734125075065848,0.08269884914352732
F5B_40pares,A2-B0-C2-batch4-r39,575612.0,unico,3.314,0.6820000000000013,0.1015,0.6230488869262995,-0.675601655018854,0.11520480827220266
F5B_40pares,A2-B0-C2-batch4-r41,575806.0,unico,3.391,0.673500000000001,0.0935,0.6796771214509663,-0.5686275911562495,0.13791932743533425
F5B_40pares,A2-B0-C2-batch4-r43,576000.0,unico,3.269,0.6844999999999976,0.0935,0.7452540925441452,-0.7258887790539708,0.08969990326630498
F5B_40pares,A2-B0-C2-batch4-r44,576097.0,unico,3.308,0.6805000000000017,0.1,0.6614363579719142,-0.673219791246147,0.10271734062735996
F5B_40pares,A2-B0-C2-batch4-r47,576388.0,unico,3.282,0.6774999999999985,0.093,0.8237120554098382,-0.680245934884871,0.06595253415349811
F5B_40pares,A2-B0-C2-batch4-r51,576776.0,unico,2.483,0.8024999999999797,0.1449999999999999,1.080657709435624,-1.972666201769182,0.012643218731794978
F5B_40pares,A2-B0-C2-batch4-r57,577358.0,unico,3.343,0.654500000000001,0.0995,0.6374065773083801,-0.5148775743336181,0.0033244796356205805
F5B_40pares,A2-B0-C2-batch4-r62,577843.0,unico,3.299,0.6820000000000026,0.1025,0.8791813251603616,-0.6882336598590297,0.10257280343204006
F5B_40pares,A2-B0-C2-batch4-r70,578619.0,unico,3.261,0.6789999999999986,0.098,0.686161570810164,-0.7053654073698846,0.05570239308603853
F5B_40pares,A2-B0-C2-batch4-r72,578813.0,unico,3.337,0.6655000000000019,0.1015,0.772038917687482,-0.5744512581340531,0.05279255956392058
F5B_40pares,A2-B0-C2-batch4-r9,572702.0,unico,3.75,0.5819999999999995,0.0795,0.7506562767962781,0.18721299958718784,-0.013269298292009042
F5B_40pares,A2-B0-C2-batch4-r94,580947.0,unico,3.553,0.6205000000000003,0.089,0.7202626515814934,-0.16951041717230722,0.01165345799904431
F5B_40pares,A2-B0-C2-r1,271926.0,unico,4.078,0.5259999999999995,0.087,0.665160093330529,0.7409936918865521,-0.014610312247977496
F5B_40pares,A2-B0-C2-r12,372993.0,unico,3.978,0.5569999999999995,0.082,0.5795357212376512,0.5031305683040379,0.054826080132281824
F5B_40pares,A2-B0-C2-r12v1fix,272993.0,unico,4.777,0.3899999999999997,0.062,,2.003721475034191,-0.1000352442918573
F5B_40pares,A2-B0-C2-r14,273187.0,unico,3.296,0.6655000000000015,0.099,0.7728999554058272,-0.6089787380305139,0.018265079667456444
F5B_40pares,A2-B0-C2-r17,273478.0,unico,3.165,0.6615000000000013,0.121,0.7340887838072664,-0.6994724717445847,-0.111880204493426
F5B_40pares,A2-B0-C2-r19,273672.0,unico,3.679,0.6064999999999994,0.087,0.7198659721923732,0.005988636767034094,0.04837208537454364
F5B_40pares,A2-B0-C2-r2,372023.0,unico,4.094,0.5344999999999994,0.076,0.5395267020843031,0.7123380580329977,0.04099359859793766
F5B_40pares,A2-B0-C2-r20,373769.0,unico,3.706,0.5999999999999996,0.0865,0.7745872074489132,0.06094313021736992,0.0388928093488168
F5B_40pares,A2-B0-C2-r28,374545.0,unico,3.947,0.5594999999999996,0.0895,0.7055880853285688,0.4646333154530601,0.04111104631056042
F5B_40pares,A2-B0-C2-r2v1fix,272023.0,unico,3.057,0.7050000000000023,0.1215,,-1.0060282121483335,0.012774666211887668
F5B_40pares,A2-B0-C2-r39,375612.0,unico,4.083,0.5304999999999996,0.0785,0.7271595357141946,0.7229003630402772,0.011904353158409894
F5B_40pares,A2-B0-C2-r6,272411.0,unico,3.381,0.6645000000000025,0.1005,0.6017022732300973,-0.5324409334637095,0.08488999662256837
F5B_40pares,A2-B0-C2-r9,272702.0,unico,3.939,0.5729999999999993,0.0805,0.5562821419510406,0.3909842548259803,0.10128596844145984
F5B_40pares,A2-B0-C2-r9v2fix,372702.0,unico,4.138,0.5159999999999995,0.075,,0.84108614930574,-0.013646730945813278
O3A_N4000,A2-B0-C2-batch3-r0,471829.0,unico,2.357,0.798250000000044,0.2582499999999998,,-2.0577101562520537,-0.11453050810017414
O3A_N4000,A2-B0-C2-batch3-r100,481529.0,unico,2.3615,0.8110000000000459,0.2624999999999999,,-2.1171152133246154,-0.047546248123511346
O3A_N4000,A2-B0-C2-batch3-r108,482305.0,unico,3.224,0.6787500000000255,0.1404999999999998,,-0.7352852416909722,0.023304336862291972
O3A_N4000,A2-B0-C2-batch3-r112,482693.0,unico,3.287,0.6777500000000253,0.1517499999999998,,-0.67727437755641,0.07140231338514968
O3A_N4000,A2-B0-C2-batch3-r114,482887.0,unico,4.069,0.5412499999999975,0.0982499999999999,,0.6578287209432299,0.053396252887141275
O3A_N4000,A2-B0-C2-batch3-r12,472993.0,unico,3.3565,0.6765000000000251,0.1337499999999999,,-0.6125505337063114,0.12373504772061827
O3A_N4000,A2-B0-C2-batch3-r26,474351.0,unico,3.3105,0.663000000000023,0.1569999999999999,,-0.5843766905038287,0.018084908165098747
O3A_N4000,A2-B0-C2-batch3-r31,474836.0,unico,3.2225,0.6742500000000248,0.1607499999999998,,-0.7142444450486553,-0.00026286074805883803
O3A_N4000,A2-B0-C2-batch3-r35,475224.0,unico,3.3605,0.6660000000000235,0.1462499999999999,,-0.5571393391208209,0.07506092238321799
O3A_N4000,A2-B0-C2-batch3-r5,472314.0,unico,3.968,0.5592500000000034,0.1022499999999999,,0.4835572331807407,0.05755674213535317
O3A_N4000,A2-B0-C2-batch3-r76,479201.0,unico,3.346,0.6605000000000226,0.1294999999999999,,-0.5420898362007986,0.03558954343886893
O3A_N4000,A2-B0-C2-batch3-r86,480171.0,unico,3.343,0.6642500000000232,0.1554999999999999,,-0.5632029014407774,0.051649806742779844
O3A_N4000,A2-B0-C2-batch4-r10,572799.0,unico,3.0435,0.6942500000000279,0.1847499999999998,,-0.9641152455917125,-0.051875909057037865
O3A_N4000,A2-B0-C2-batch4-r13,573090.0,unico,4.0925,0.5484999999999887,0.0859999999999999,,0.6416846442671176,0.10912061139578394
O3A_N4000,A2-B0-C2-batch4-r18,573575.0,unico,4.0395,0.5462499999999971,0.0939999999999999,,0.6082035590616433,0.05333552906406327
O3A_N4000,A2-B0-C2-batch4-r19,573672.0,unico,3.5795,0.6290000000000178,0.1277499999999999,,-0.18932364763783024,0.07609977223316475
O3A_N4000,A2-B0-C2-batch4-r23,574060.0,unico,3.362,0.6615000000000228,0.1579999999999999,,-0.5335721415104706,0.054020125740901585
O3A_N4000,A2-B0-C2-batch4-r36,575321.0,unico,2.293,0.8210000000000475,0.2742499999999999,,-2.224365806819907,-0.05566796550176404
O3A_N4000,A2-B0-C2-batch4-r43,576000.0,unico,3.2255,0.6870000000000267,0.1672499999999999,,-0.7749127026052337,0.0654581987445868
O3A_N4000,A2-B0-C2-batch4-r51,576776.0,unico,2.503,0.7995000000000442,0.2537499999999999,,-1.9409541972317228,0.01461656043478664
O3A_N4000,A2-B0-C2-batch4-r57,577358.0,unico,3.3575,0.662750000000023,0.1252499999999999,,-0.5435572977198364,0.05642607904616566
O3A_N4000,A2-B0-C2-batch4-r94,580947.0,unico,3.575,0.6290000000000178,0.1304999999999999,,-0.19311324908988073,0.07231017078111425
O3A_N4000,A2-B0-C2-r12v1fix,272993.0,unico,4.729,0.4565000000000011,0.07025,,1.6336955464565397,0.18914585330871236
O3A_N4000,A2-B0-C2-r19,273672.0,unico,3.6685,0.6122500000000152,0.1284999999999999,,-0.03135331850480682,0.0680292338701479
O3A_N4000,A2-B0-C2-r39,375612.0,unico,4.1445,0.5479999999999885,0.1009999999999999,,0.6879538162826297,0.15043333960544333
O3A_N4000,A2-B0-C2-r9v2fix,372702.0,unico,4.1165,0.547249999999993,0.0997499999999999,,0.6680914067686805,0.12313626438276216
O3B_rewiring,A2-B0-C2-batch3-r0,471829.0,orig,2.308,0.8119999999999873,0.1504999999999999,1.088755752280392,-2.167125807726779,-0.08764395491455404
O3B_rewiring,A2-B0-C2-batch3-r0,471829.0,rewire,2.308,0.8214999999999832,0.1479999999999999,1.0447958637572663,-2.2142120238823453,-0.040557738758987834
O3B_rewiring,A2-B0-C2-batch3-r111,482596.0,orig,3.017,0.6959999999999978,0.1245,0.7894309120929355,-0.9951055641361017,-0.06551867428124593
O3B_rewiring,A2-B0-C2-batch3-r111,482596.0,rewire,3.017,0.7030000000000017,0.112,0.8671196518219336,-1.0298006707770793,-0.030823567640268393
O3B_rewiring,A2-B0-C2-batch3-r60,477649.0,orig,3.068,0.6960000000000021,0.1254999999999999,0.9265824692819378,-0.9521567476795476,-0.022569857824649993
O3B_rewiring,A2-B0-C2-batch3-r60,477649.0,rewire,3.068,0.7000000000000022,0.1165,0.8837448890066177,-0.9719825229029528,-0.0027440826012446982
O3B_rewiring,A2-B0-C2-batch4-r10,572799.0,orig,2.994,0.704999999999997,0.1279999999999999,1.00288992732594,-1.059082632477017,-0.040279754116848705
O3B_rewiring,A2-B0-C2-batch4-r10,572799.0,rewire,2.994,0.6990000000000021,0.1195,0.8697157941056846,-1.0293439696419353,-0.07001841695193055
O3B_rewiring,A2-B0-C2-batch4-r36,575321.0,orig,2.343,0.8134999999999839,0.1534999999999999,1.1388881788592264,-2.1450857954751443,-0.05073461124539931
O3B_rewiring,A2-B0-C2-batch4-r36,575321.0,rewire,2.343,0.8154999999999789,0.1439999999999999,1.0082924310578296,-2.154998683086822,-0.040821723633721746
O3B_rewiring,A2-B0-C2-batch4-r62,577843.0,orig,3.299,0.6820000000000026,0.1025,0.8938269333275853,-0.6882336598590297,0.10257280343204006
O3B_rewiring,A2-B0-C2-batch4-r62,577843.0,rewire,3.299,0.6545000000000013,0.099,0.6169557999414776,-0.5519314551981159,-0.03372940122887384
O3B_rewiring,A2-B0-C2-r14,273187.0,orig,3.296,0.6670000000000013,0.099,0.7893306509717354,-0.6164134037392893,0.02569974537623185
O3B_rewiring,A2-B0-C2-r14,273187.0,rewire,3.296,0.6705000000000014,0.1,0.7716226038922163,-0.6337609570597693,0.043047298696711825
O3B_rewiring,A2-B0-C2-r17,273478.0,orig,3.165,0.6615000000000013,0.121,0.8559190857277267,-0.6994724717445847,-0.111880204493426
O3B_rewiring,A2-B0-C2-r17,273478.0,rewire,3.165,0.6740000000000006,0.1075,0.7930617521912765,-0.7614280193177209,-0.04992465692028979
O3B_rewiring,A2-B0-C2-r19,273672.0,orig,3.679,0.6045000000000003,0.0905,0.6730652317833353,0.01590152437873206,0.03845919776284567
O3B_rewiring,A2-B0-C2-r19,273672.0,rewire,3.679,0.6099999999999999,0.091,0.77627282511484,-0.011358916553447531,0.06571963869502527
O3B_rewiring,A2-B0-C2-r20,373769.0,orig,3.706,0.5904999999999997,0.086,0.7081758225701758,0.1080293463729559,-0.008193406806769185
O3B_rewiring,A2-B0-C2-r20,373769.0,rewire,3.706,0.6115000000000004,0.0885,0.5957272392160541,0.003944026450077718,0.095891913116109
O3B_rewiring,A2-B0-C2-r28,374545.0,orig,3.947,0.5594999999999996,0.0895,0.6864755601172486,0.4646333154530601,0.04111104631056042
O3B_rewiring,A2-B0-C2-r28,374545.0,rewire,3.947,0.5209999999999995,0.083,0.5587917632620671,0.655456401978331,-0.1497120402147105
O3B_rewiring,A2-B0-C2-r39,375612.0,orig,4.083,0.5304999999999996,0.0785,0.7408037939170649,0.7229003630402772,0.011904353158409894
O3B_rewiring,A2-B0-C2-r39,375612.0,rewire,4.083,0.5394999999999994,0.076,0.5289574198292217,0.6782923687876176,0.05651234741106943
O3C_factorial,A2-B0-C2-mec-r0,90212.0,c1-rigido-soporte,3.467,0.6155000000000002,0.1279999999999999,1.0869458832005492,-0.21715169256002015,-0.08555225544718155
O3C_factorial,A2-B0-C2-mec-r0,90212.0,c2-rigido-azar,4.379,0.4964999999999995,0.066,0.4921610521055107,1.1406910146185543,0.09265682593880545
O3C_factorial,A2-B0-C2-mec-r0,90212.0,c3-elastico-soporte,4.312,0.5099999999999993,0.073,0.6559956128063361,1.0173560682868095,0.1031458623650409
O3C_factorial,A2-B0-C2-mec-r0,90212.0,c4-elastico-azar,3.89,0.5829999999999995,0.083,0.6714943927447302,0.300155267622915,0.10958585735542048
O3C_factorial,A2-B0-C2-mec-r1,90309.0,c1-rigido-soporte,5.624,0.2544999999999999,0.055,0.4577901290115929,3.3886068173685735,-0.05834617334314323
O3C_factorial,A2-B0-C2-mec-r1,90309.0,c2-rigido-azar,5.633,0.2609999999999999,0.0535,0.4128759116097801,3.3639691355346426,-0.018550085701009193
O3C_factorial,A2-B0-C2-mec-r1,90309.0,c3-elastico-soporte,5.504,0.2514999999999999,0.0645,0.4703912117899664,3.302420110064774,-0.1742715434820499
O3C_factorial,A2-B0-C2-mec-r1,90309.0,c4-elastico-azar,5.494,0.2804999999999998,0.0575,0.523454498964963,3.1502619031349774,-0.038956009672478586
O3C_factorial,A2-B0-C2-mec-r10,91182.0,c2-rigido-azar,6.06,0.1749999999999999,0.045,0.3146300367558553,4.149814373954657,-0.08521318188739731
O3C_factorial,A2-B0-C2-mec-r10,91182.0,c3-elastico-soporte,5.787,0.2204999999999999,0.058,0.3973398078262382,3.6943936926973513,-0.08959747681224593
O3C_factorial,A2-B0-C2-mec-r10,91182.0,c4-elastico-azar,5.774,0.2229999999999999,0.0565,0.3478241677063873,3.671054845654577,-0.08815410482576454
O3C_factorial,A2-B0-C2-mec-r11,91279.0,c1-rigido-soporte,4.88,0.4109999999999996,0.073,0.6402847968113898,1.9863759216804782,0.090789842200178
O3C_factorial,A2-B0-C2-mec-r11,91279.0,c2-rigido-azar,5.252,0.3344999999999998,0.0565,0.5247366145400243,2.6788175928642857,0.02489561108875718
O3C_factorial,A2-B0-C2-mec-r11,91279.0,c3-elastico-soporte,5.044,0.3679999999999997,0.0585,0.4010424490940254,2.3376129249179267,0.015772678134426472
O3C_factorial,A2-B0-C2-mec-r11,91279.0,c4-elastico-azar,4.782,0.4099999999999995,0.066,0.4450838536573883,1.908803267197225,0.0033043001052216582
O3C_factorial,A2-B0-C2-mec-r2,90406.0,c1-rigido-soporte,3.578,0.6065000000000004,0.12,0.8695325763946667,-0.07906686249010944,-0.03668341388258997
O3C_factorial,A2-B0-C2-mec-r2,90406.0,c2-rigido-azar,4.275,0.5029999999999994,0.0685,0.5152258511416159,1.0208922296553502,0.03729181045166613
O3C_factorial,A2-B0-C2-mec-r2,90406.0,c3-elastico-soporte,4.265,0.4999999999999995,0.069,0.5249006185976529,1.0273402245127903,0.014001142473999539
O3C_factorial,A2-B0-C2-mec-r2,90406.0,c4-elastico-azar,3.867,0.5779999999999995,0.0845,0.5709521805609474,0.3055684125639116,0.0654345642379052
O3C_factorial,A2-B0-C2-mec-r3,90503.0,c1-rigido-soporte,4.85,0.3809999999999997,0.061,0.4329580681962777,2.1098052261756743,-0.08316748165569544
O3C_factorial,A2-B0-C2-mec-r3,90503.0,c2-rigido-azar,4.88,0.4049999999999996,0.062,0.3341480030476639,2.0161145845155852,0.06105117936507087
O3C_factorial,A2-B0-C2-mec-r3,90503.0,c3-elastico-soporte,4.364,0.4914999999999995,0.068,0.5269866731332189,1.1528412288076415,0.055242602069380614
O3C_factorial,A2-B0-C2-mec-r3,90503.0,c4-elastico-azar,4.005,0.5484999999999993,0.084,0.5757560107051989,0.567997949366078,0.03543391649484998
O3C_factorial,A2-B0-C2-mec-r4,90600.0,c1-rigido-soporte,5.068,0.3529999999999998,0.062,0.3941253249788681,2.4321707897499643,-0.03836277120907012
O3C_factorial,A2-B0-C2-mec-r4,90600.0,c2-rigido-azar,5.054,0.3489999999999997,0.062,0.3986386976167939,2.4402066937892126,-0.06997841761663263
O3C_factorial,A2-B0-C2-mec-r4,90600.0,c3-elastico-soporte,5.022,0.3384999999999997,0.0635,0.4765946201203524,2.4653010767582892,-0.14896935457043123
O3C_factorial,A2-B0-C2-mec-r4,90600.0,c4-elastico-azar,5.012,0.3379999999999997,0.0654999999999999,0.446571637995188,2.4593579621011017,-0.15986891303346992
O3C_factorial,A2-B0-C2-mec-r5,90697.0,c1-rigido-soporte,4.879,0.3844999999999997,0.066,0.4425411119811575,2.1168795488795222,-0.041398052310889534
O3C_factorial,A2-B0-C2-mec-r5,90697.0,c2-rigido-azar,4.869,0.3894999999999997,0.064,0.4357605447522732,2.083675993290154,-0.02503716984174598
O3C_factorial,A2-B0-C2-mec-r5,90697.0,c3-elastico-soporte,4.587,0.4229999999999996,0.0765,0.4822499392607442,1.6801534347989606,-0.09647799334091085
O3C_factorial,A2-B0-C2-mec-r5,90697.0,c4-elastico-azar,4.697,0.4139999999999997,0.0745,0.47039561505518,1.817396131212861,-0.048451285432330723
O3C_factorial,A2-B0-C2-mec-r6,90794.0,c1-rigido-soporte,3.315,0.6119999999999995,0.1379999999999999,1.000975091739252,-0.3278084549532516,-0.23090412448137734
O3C_factorial,A2-B0-C2-mec-r6,90794.0,c2-rigido-azar,4.092,0.5434999999999993,0.078,0.5214097549388371,0.6660457964683145,0.0839173255385747
O3C_factorial,A2-B0-C2-mec-r6,90794.0,c3-elastico-soporte,4.225,0.5119999999999996,0.074,0.5660027990995847,0.9341775526021248,0.039793121903763065
O3C_factorial,A2-B0-C2-mec-r6,90794.0,c4-elastico-azar,3.751,0.6095000000000009,0.086,0.5863570229908278,0.05175292858228457,0.12387504002491663
O3C_factorial,A2-B0-C2-mec-r7,90891.0,c1-rigido-soporte,3.46,0.6249999999999999,0.1325,0.7962155657562038,-0.27013284430768403,-0.04436097488367569
O3C_factorial,A2-B0-C2-mec-r7,90891.0,c2-rigido-azar,4.26,0.5034999999999993,0.074,0.5297787105010381,1.005782002912256,0.027138027514421324
O3C_factorial,A2-B0-C2-mec-r7,90891.0,c3-elastico-soporte,4.303,0.5044999999999994,0.0705,0.5786551513726763,1.037037306314889,0.06830621852875791
O3C_factorial,A2-B0-C2-mec-r7,90891.0,c4-elastico-azar,3.873,0.5810000000000001,0.0865,0.6654112236974411,0.29575188308242306,0.0853566975915293
O3C_factorial,A2-B0-C2-mec-r8,90988.0,c1-rigido-soporte,4.054,0.5574999999999994,0.077,0.6090941397177595,0.5646545042579695,0.12130645989206396
O3C_factorial,A2-B0-C2-mec-r8,90988.0,c2-rigido-azar,4.043,0.5534999999999994,0.0795,0.613323820439828,0.5752168092652501,0.0922172144525351
O3C_factorial,A2-B0-C2-mec-r8,90988.0,c3-elastico-soporte,4.047,0.5569999999999994,0.078,0.5836878618176089,0.561237790568816,0.1129333023970587
O3C_factorial,A2-B0-C2-mec-r8,90988.0,c4-elastico-azar,4.04,0.5539999999999997,0.0775,0.6074252663125596,0.5702121863942892,0.09216903538742814
O3C_factorial,A2-B0-C2-mec-r9,91085.0,c1-rigido-soporte,5.195,0.3414999999999997,0.06,0.3534069935285245,2.596120867830686,0.01158909933707299
O3C_factorial,A2-B0-C2-mec-r9,91085.0,c2-rigido-azar,5.202,0.3214999999999998,0.059,0.5779207614273018,2.7011446795397878,-0.08164484118787156
O3C_factorial,A2-B0-C2-mec-r9,91085.0,c3-elastico-soporte,5.164,0.3279999999999998,0.06,0.4323718402390142,2.6369267158733263,-0.08142903537826753
O3C_factorial,A2-B0-C2-mec-r9,91085.0,c4-elastico-azar,5.169,0.3324999999999997,0.057,0.4810148593011227,2.6188333870270526,-0.05491436997188146
O3D_control_hist,CONTROL-ER-HIST-ic_masaFija_N2000_s1,,control_historico,4.945,0.3664999999999998,0.062,,2.2616763586815876,-0.07503321951946514
O3D_control_hist,CONTROL-ER-HIST-ic_masaFija_N2000_s2,,control_historico,4.945,0.3909999999999998,0.059,,2.140243485438234,0.046399653723888566
O3D_kcap,A2-B0-C2-kbar-r0,9314160.0,regla,2.294,0.8049999999999842,0.1529999999999999,1.114516844148287,-2.144220572269963,-0.13412893273968557
O3D_kcap,A2-B0-C2-kbar-r10,9315130.0,regla,3.193,0.6970000000000006,0.1085,0.8378713246079779,-0.8518464844839825,0.08765329298260321
