n,n_pos,n_neg,n_cero,p_signos,W,p_wilcoxon,n_pos_extremidad
40,13,27,0,0.03847730828420026,226.5,0.01363429959685877,7
40,19,21,0,0.8746293123804207,401.5,0.9090326663582675,1
40,20,20,0,1.0,381.0,0.6966569033326363,0
40,19,20,1,1.0,387.0,0.9666026663697922,1
40,20,20,0,1.0,352.5,0.439581104278145,0
40,17,23,0,0.42959050784338615,362.0,0.5187901905662369,3
40,25,15,0,0.1538599441628321,274.0,0.06751301014838193,5
40,23,17,0,0.42959050784338615,316.0,0.2063750347722445,3
40,20,20,0,1.0,337.5,0.32977305964641623,0
40,24,16,0,0.26818725105476915,290.5,0.10820236153060367,4
40,22,18,0,0.6358280026288412,323.5,0.2449358733645154,2
40,23,17,0,0.42959050784338615,375.5,0.6428224430707599,3
40,18,21,1,0.7492586247608418,333.5,0.43037309617831865,2
40,18,20,2,0.8714146793645341,368.5,0.9768585277119458,2
40,15,25,0,0.1538599441628321,323.0,0.24222942949249804,5
40,19,21,0,0.8746293123804207,398.0,0.8718505719087986,1
40,18,22,0,0.6358280026288412,394.0,0.8296934369728672,2
40,20,20,0,1.0,345.0,0.3822740667708139,0
40,25,15,0,0.1538599441628321,288.0,0.10102339399042534,5
40,23,17,0,0.42959050784338615,340.0,0.34668457250292783,3
40,23,17,0,0.42959050784338615,343.0,0.36779699312071157,3
40,25,15,0,0.1538599441628321,342.5,0.3642276635999424,5
40,22,18,0,0.6358280026288412,397.0,0.861278646407711,2
40,19,21,0,0.8746293123804207,373.0,0.6189300500532399,1
40,21,19,0,0.8746293123804207,400.5,0.8983639248690712,1
40,15,25,0,0.1538599441628321,323.5,0.24489323687994202,5
40,21,18,1,0.7492586247608418,348.0,0.5577776854038412,1
40,19,21,0,0.8746293123804207,402.0,0.9143614832029683,1
40,14,24,2,0.14330665429588407,244.0,0.06655631120144503,6
40,22,18,0,0.6358280026288412,357.5,0.48038464474410614,2
40,20,20,0,1.0,303.0,0.15033973301939815,0
40,22,18,0,0.6358280026288412,397.0,0.861278646407711,2
40,22,17,1,0.5223973804968411,337.5,0.4637524166560837,2
40,19,21,0,0.8746293123804207,390.0,0.7880519447190829,1
40,21,17,2,0.6271025701571489,321.5,0.47729605779822626,1
40,20,17,3,0.7428293587290682,333.0,0.7801465559564524,0
40,23,16,1,0.3367836351899315,355.5,0.6301818787013571,3
40,13,27,0,0.03847730828420026,265.0,0.05127844754659869,7
40,18,22,0,0.6358280026288412,333.0,0.30064555170307206,2
40,24,16,0,0.26818725105476915,359.0,0.49300015716394063,4
40,22,18,0,0.6358280026288412,384.5,0.7317463632376938,2
40,18,22,0,0.6358280026288412,375.0,0.638014061348587,2
40,18,22,0,0.6358280026288412,377.0,0.6573333418977152,2
40,23,17,0,0.42959050784338615,313.5,0.19457668111468018,3
40,25,15,0,0.1538599441628321,255.0,0.03720825208904704,5
40,26,14,0,0.0806904677519924,283.5,0.08905193065797375,6
40,23,17,0,0.42959050784338615,363.0,0.5275281746572,3
40,23,16,1,0.3367836351899315,311.0,0.27022751069788664,3
40,20,19,1,1.0,339.5,0.48095320275189246,0
40,23,17,0,0.42959050784338615,405.5,0.9517643427071117,3
40,19,21,0,0.8746293123804207,366.5,0.5587296505981214,1
40,21,19,0,0.8746293123804207,361.5,0.5144115540083265,1
40,18,22,0,0.6358280026288412,396.0,0.8507269957402726,2
40,23,17,0,0.42959050784338615,394.0,0.8297085884569669,3
40,24,16,0,0.26818725105476915,275.5,0.07059737109909853,4
40,19,21,0,0.8746293123804207,408.0,0.9785526496099217,1
40,18,22,0,0.6358280026288412,402.5,0.9196978880876165,2
40,15,25,0,0.1538599441628321,339.5,0.3433054914797624,5
40,19,21,0,0.8746293123804207,398.0,0.8718491371301031,1
40,24,15,1,0.19959086691960698,322.0,0.3426218260040176,4
40,24,16,0,0.26818725105476915,293.0,0.11579176059467665,4
40,26,13,1,0.05325191409792752,290.0,0.1628242283825343,6
40,22,17,1,0.5223973804968411,290.5,0.16493691916075004,2
40,20,20,0,1.0,395.5,0.8454652729326,0
40,24,16,0,0.26818725105476915,252.0,0.03368110984333867,4
40,23,17,0,0.42959050784338615,353.0,0.4435641179487071,3
40,17,21,2,0.6271025701571489,340.5,0.6634921171336533,3
40,15,23,2,0.2558750795433298,307.5,0.3608853322349149,5
40,18,21,1,0.7492586247608418,333.0,0.4263155328318411,2
40,14,25,1,0.10812902140605732,283.5,0.13718603564424114,6
40,23,16,1,0.3367836351899315,324.5,0.36064840890702365,3
40,24,16,0,0.26818725105476915,331.0,0.2882817842014551,4
40,17,23,0,0.42959050784338615,347.0,0.39708432016117334,3
40,17,22,1,0.5223973804968411,322.0,0.34263357645330006,3
40,20,20,0,1.0,378.0,0.6670931188485911,0
40,18,22,0,0.6358280026288412,397.5,0.8665660437978739,2
40,19,21,0,0.8746293123804207,380.0,0.68672892091323,1
40,15,25,0,0.1538599441628321,309.0,0.1745901070518152,5
40,17,23,0,0.42959050784338615,316.0,0.2063852841787992,3
40,20,18,2,0.8714146793645341,327.5,0.5328486374989913,0
40,20,19,1,1.0,368.0,0.7588215731142702,0
40,18,21,1,0.7492586247608418,384.0,0.9332670624724035,2
40,18,21,1,0.7492586247608418,317.5,0.31164009374357426,2
40,20,18,2,0.8714146793645341,309.0,0.37240792387313437,0
40,22,18,0,0.6358280026288412,339.5,0.3432564377839975,2
40,19,21,0,0.8746293123804207,370.5,0.5954498064917959,1
40,22,18,0,0.6358280026288412,356.0,0.4678273471951292,2
40,21,19,0,0.8746293123804207,371.5,0.6048019505169776,1
40,16,24,0,0.26818725105476915,399.0,0.8824551430565675,4
40,23,17,0,0.42959050784338615,397.0,0.8612739940536521,3
40,19,21,0,0.8746293123804207,378.0,0.6670860521035719,1
40,14,25,1,0.10812902140605732,301.5,0.21678489730958106,6
40,15,23,2,0.2558750795433298,304.0,0.3348320478386849,5
40,19,21,0,0.8746293123804207,356.0,0.46792788411370423,1
40,18,22,0,0.6358280026288412,311.5,0.18546408760526045,2
40,25,15,0,0.1538599441628321,263.5,0.04891799466302119,5
40,17,21,2,0.6271025701571489,350.0,0.7662281040454454,3
40,16,24,0,0.26818725105476915,285.5,0.09423297656315316,4
40,20,20,0,1.0,359.5,0.4972543437353619,0
40,22,18,0,0.6358280026288412,339.5,0.3432891414122706,2
40,22,17,1,0.5223973804968411,325.0,0.36434385610668607,2
40,17,23,0,0.42959050784338615,374.5,0.6332246973848298,3
40,21,19,0,0.8746293123804207,369.5,0.5861597605433806,1
40,22,18,0,0.6358280026288412,393.5,0.8244587048268606,2
40,17,23,0,0.42959050784338615,289.5,0.10526251580836166,3
40,19,21,0,0.8746293123804207,377.0,0.6573405870377793,1
40,17,22,1,0.5223973804968411,310.0,0.2642103253145359,3
40,16,23,1,0.3367836351899315,328.5,0.39070648718008005,4
40,22,18,0,0.6358280026288412,335.0,0.3133858967938107,2
40,21,18,1,0.7492586247608418,312.5,0.27944001240070926,1
40,16,22,2,0.417692190836533,258.5,0.1043032041588827,4
40,20,19,1,1.0,368.0,0.758818728330027,0
40,23,17,0,0.42959050784338615,346.5,0.3933322834732742,3
40,15,24,1,0.19959086691960698,233.0,0.028450730325101627,5
40,19,21,0,0.8746293123804207,342.0,0.3606745632869415,1
40,21,18,1,0.7492586247608418,316.5,0.30498952734311247,1
40,17,21,2,0.6271025701571489,301.0,0.31347310924473093,3
40,19,21,0,0.8746293123804207,400.0,0.8930724231739792,1
40,18,20,2,0.8714146793645341,355.0,0.8221394267777447,2
40,23,17,0,0.42959050784338615,334.5,0.31017622650141863,3
40,19,21,0,0.8746293123804207,382.5,0.7116446338152742,1
40,12,28,0,0.01658900337497471,248.0,0.029433020064698674,8
40,21,19,0,0.8746293123804207,355.5,0.46381736633572435,1
40,21,19,0,0.8746293123804207,375.0,0.6380178564890251,1
40,21,19,0,0.8746293123804207,357.0,0.4762041548683015,1
40,22,17,1,0.5223973804968411,359.0,0.665282672191483,2
40,21,19,0,0.8746293123804207,403.0,0.9250324854879044,1
40,17,23,0,0.42959050784338615,289.5,0.10525858486714151,3
40,19,21,0,0.8746293123804207,405.0,0.9464155087934175,1
40,23,17,0,0.42959050784338615,354.5,0.45564171351824656,3
40,24,16,0,0.26818725105476915,280.5,0.08171082441125394,4
40,18,21,1,0.7492586247608418,376.5,0.8505600129656847,2
40,23,16,1,0.3367836351899315,333.0,0.42630427034717366,3
40,24,16,0,0.26818725105476915,319.5,0.22378173173171134,4
40,21,19,0,0.8746293123804207,392.0,0.808815589863399,1
40,21,19,0,0.8746293123804207,347.0,0.39706832618068155,1
40,19,21,0,0.8746293123804207,348.0,0.40461495319195695,1
40,24,15,1,0.19959086691960698,307.0,0.2467387257928273,4
40,17,22,1,0.5223973804968411,366.0,0.7376762465504576,3
40,22,18,0,0.6358280026288412,393.0,0.8192479361752939,2
40,19,21,0,0.8746293123804207,386.5,0.7520899839034382,1
40,16,23,1,0.3367836351899315,307.0,0.24673297406471195,4
40,21,19,0,0.8746293123804207,402.0,0.9143653367092703,1
40,24,16,0,0.26818725105476915,308.0,0.17033733106799287,4
40,24,16,0,0.26818725105476915,311.0,0.18327671158943337,4
40,17,23,0,0.42959050784338615,277.0,0.07380607436569406,3
40,21,19,0,0.8746293123804207,398.5,0.8771509391970984,1
40,24,16,0,0.26818725105476915,268.5,0.05717010854018618,4
40,19,20,1,1.0,374.5,0.8287437769580605,1
40,19,21,0,0.8746293123804207,398.5,0.8771468101044745,1
40,15,25,0,0.1538599441628321,319.0,0.2212439253816424,5
40,22,18,0,0.6358280026288412,401.5,0.9090326663582675,2
40,19,20,1,1.0,380.0,0.8890048263397022,1
40,24,16,0,0.26818725105476915,369.5,0.5861809083507044,4
40,19,21,0,0.8746293123804207,327.0,0.2645491708796832,1
40,19,20,1,1.0,351.5,0.5910648401292573,1
40,22,18,0,0.6358280026288412,376.0,0.647660673966943,2
40,18,22,0,0.6358280026288412,409.0,0.9892749927167583,2
40,16,23,1,0.3367836351899315,370.0,0.7801498645135451,4
40,21,19,0,0.8746293123804207,393.5,0.8244665061084513,1
40,26,14,0,0.0806904677519924,273.5,0.06653544155120271,6
40,17,22,1,0.5223973804968411,389.0,0.9888653419219253,3
40,23,17,0,0.42959050784338615,331.5,0.2913441141718016,3
40,20,19,1,1.0,347.0,0.5484240334165158,0
40,21,19,0,0.8746293123804207,383.5,0.7216739157818608,1
40,20,19,1,1.0,358.5,0.6602356893670744,0
40,26,14,0,0.0806904677519924,252.0,0.033675091357462925,6
40,20,20,0,1.0,396.0,0.8507253297334463,0
40,18,21,1,0.7492586247608418,332.0,0.41826826149755514,2
40,16,24,0,0.26818725105476915,374.0,0.6284391290009667,4
40,20,19,1,1.0,384.5,0.9388174749003377,0
40,21,19,0,0.8746293123804207,395.5,0.8454652729326,1
40,25,15,0,0.1538599441628321,331.5,0.291327767818239,5
40,18,22,0,0.6358280026288412,351.5,0.4316668421400701,2
40,20,19,1,1.0,350.0,0.5766846816520663,0
40,17,22,1,0.5223973804968411,368.0,0.758818728330027,3
40,21,18,1,0.7492586247608418,365.0,0.7271449294110675,1
40,16,24,0,0.26818725105476915,335.0,0.31339682593394924,4
40,10,30,0,0.0022214337732293643,165.0,0.0009899123227944734,10
40,19,20,1,1.0,368.5,0.7641301126622037,1
40,16,23,1,0.3367836351899315,297.5,0.19674919974526006,4
40,14,25,1,0.10812902140605732,347.5,0.5531178238342938,6
40,19,20,1,1.0,329.5,0.39847423612745425,1
40,21,19,0,0.8746293123804207,398.5,0.8771509391970984,1
40,15,24,1,0.19959086691960698,363.5,0.7114991322442841,5
40,27,13,0,0.03847730828420026,292.0,0.11268210877964555,7
40,20,19,1,1.0,382.5,0.9166385767639766,0
40,27,13,0,0.03847730828420026,282.0,0.08533706939153894,7
40,21,19,0,0.8746293123804207,373.0,0.6189340103248357,1
40,20,20,0,1.0,398.0,0.8718563105417184,0
40,16,24,0,0.26818725105476915,302.0,0.14655965434085405,4
40,19,20,1,1.0,379.0,0.8779941721219378,1
40,17,23,0,0.42959050784338615,346.0,0.3896176134841134,3
40,16,24,0,0.26818725105476915,336.0,0.31985441613062937,4
40,18,22,0,0.6358280026288412,348.0,0.4046308712342742,2
40,19,21,0,0.8746293123804207,370.0,0.5907796633696549,1
40,24,16,0,0.26818725105476915,285.5,0.09423297656315316,4
40,19,21,0,0.8746293123804207,401.0,0.9037113058756557,1
40,21,19,0,0.8746293123804207,405.0,0.9464143003631036,1
40,15,25,0,0.1538599441628321,316.5,0.20881438187908974,5
40,16,24,0,0.26818725105476915,313.0,0.1922797069490193,4
40,21,19,0,0.8746293123804207,336.0,0.31985988158916034,1
40,15,24,1,0.19959086691960698,336.5,0.4552986701753938,5
40,28,12,0,0.01658900337497471,233.0,0.01734566123354063,8
40,21,19,0,0.8746293123804207,398.0,0.8718505719087986,1
40,22,18,0,0.6358280026288412,374.5,0.6332246973848298,2
40,23,16,1,0.3367836351899315,346.0,0.5391725379171635,3
40,24,16,0,0.26818725105476915,335.5,0.3166119591524872,4
40,21,19,0,0.8746293123804207,377.0,0.6573297191556537,1
40,20,20,0,1.0,370.5,0.5954207175743854,0
40,24,16,0,0.26818725105476915,340.0,0.3467499262903825,4
40,16,23,1,0.3367836351899315,384.0,0.9332662520240931,4
40,18,21,1,0.7492586247608418,350.0,0.5766846816520663,2
40,24,16,0,0.26818725105476915,350.5,0.42380962051422744,4
40,19,21,0,0.8746293123804207,397.0,0.8612755448903452,1
40,22,17,1,0.5223973804968411,359.5,0.6703604657677705,2
40,22,18,0,0.6358280026288412,336.0,0.31984895054799667,2
40,19,21,0,0.8746293123804207,363.5,0.5319206582068527,1
40,14,25,1,0.10812902140605732,301.0,0.21419943036282474,6
40,14,26,0,0.0806904677519924,262.0,0.04664695383207624,6
40,15,24,1,0.19959086691960698,240.0,0.03631777904856771,5
40,17,22,1,0.5223973804968411,367.0,0.7482310297395963,3
40,19,21,0,0.8746293123804207,334.5,0.3101543706051817,1
40,21,19,0,0.8746293123804207,383.0,0.7166561147450621,1
40,23,17,0,0.42959050784338615,362.0,0.5187949116258136,3
40,15,25,0,0.1538599441628321,326.5,0.2616874332735879,5
40,19,21,0,0.8746293123804207,352.5,0.43953977343362727,1
40,20,20,0,1.0,373.5,0.6236885088674193,0
40,16,24,0,0.26818725105476915,319.0,0.2212491414207639,4
40,20,20,0,1.0,390.5,0.7932356991153768,0
40,19,21,0,0.8746293123804207,394.5,0.8349560692860191,1
40,17,22,1,0.5223973804968411,305.0,0.23553046456483762,3
40,17,23,0,0.42959050784338615,274.0,0.06751920551451848,3
40,23,16,1,0.3367836351899315,313.5,0.2857026426306185,3
40,24,16,0,0.26818725105476915,307.0,0.16613826647950647,4
40,18,21,1,0.7492586247608418,346.0,0.5391922943525005,2
40,22,18,0,0.6358280026288412,313.0,0.1922847281429566,2
40,19,21,0,0.8746293123804207,343.5,0.3713177153414633,1
40,15,25,0,0.1538599441628321,379.5,0.6818186266792166,5
40,24,16,0,0.26818725105476915,301.5,0.1447129379880916,4
40,21,19,0,0.8746293123804207,403.0,0.9250274200466579,1
40,16,23,1,0.3367836351899315,303.5,0.2273568698064693,4
40,20,20,0,1.0,387.0,0.7571863039935777,0
40,21,19,0,0.8746293123804207,371.5,0.6048019505169776,1
40,21,19,0,0.8746293123804207,394.0,0.8297123756962358,1
40,16,23,1,0.3367836351899315,326.0,0.37176970072621307,4
40,17,23,0,0.42959050784338615,305.0,0.1581267124755219,3
40,22,18,0,0.6358280026288412,282.0,0.0853158987358193,2
40,21,18,1,0.7492586247608418,352.0,0.5958885602262091,1
40,24,16,0,0.26818725105476915,350.0,0.41993063615558246,4
40,17,23,0,0.42959050784338615,284.0,0.09031520498591528,3
40,26,14,0,0.0806904677519924,333.5,0.30379513330725516,6
