point_id,w_grav,w_strong,w_em,w_weak,w_exp,w_cool,alc,dmax_grav,seed,acople,phys,viable_d1,acelera_d1,viable_d2,acelera_d2,viable_d3,acelera_d3,viable_d4,acelera_d4,viable_curv,acelera_curv,corr_ok
1316,0.6893991120159626,0.10840182472020388,0.3078377367928624,0.49684122763574123,0.502113189548254,0.7837917134165764,0.36182708851993084,3,2,null_peso,0,0,0,0,0,0,0,0,0,0,0,1
1316,0.6893991120159626,0.10840182472020388,0.3078377367928624,0.49684122763574123,0.502113189548254,0.7837917134165764,0.36182708851993084,3,3,peso,0,0,0,0,0,0,0,0,0,0,0,1
1316,0.6893991120159626,0.10840182472020388,0.3078377367928624,0.49684122763574123,0.502113189548254,0.7837917134165764,0.36182708851993084,3,3,grado,0,0,0,0,0,0,0,0,0,0,0,1
1316,0.6893991120159626,0.10840182472020388,0.3078377367928624,0.49684122763574123,0.502113189548254,0.7837917134165764,0.36182708851993084,3,3,null_peso,0,0,0,0,0,0,0,0,0,0,0,1
1316,0.6893991120159626,0.10840182472020388,0.3078377367928624,0.49684122763574123,0.502113189548254,0.7837917134165764,0.36182708851993084,3,4,peso,0,0,0,0,0,0,0,0,0,0,0,1
1316,0.6893991120159626,0.10840182472020388,0.3078377367928624,0.49684122763574123,0.502113189548254,0.7837917134165764,0.36182708851993084,3,4,grado,0,0,0,0,0,0,0,0,0,0,0,1
1316,0.6893991120159626,0.10840182472020388,0.3078377367928624,0.49684122763574123,0.502113189548254,0.7837917134165764,0.36182708851993084,3,4,null_peso,0,0,0,0,0,1,1,0,0,0,0,1
1316,0.6893991120159626,0.10840182472020388,0.3078377367928624,0.49684122763574123,0.502113189548254,0.7837917134165764,0.36182708851993084,3,5,peso,0,0,0,0,0,0,0,0,0,0,0,1
1316,0.6893991120159626,0.10840182472020388,0.3078377367928624,0.49684122763574123,0.502113189548254,0.7837917134165764,0.36182708851993084,3,5,grado,0,0,0,0,0,0,0,0,0,0,0,1
1316,0.6893991120159626,0.10840182472020388,0.3078377367928624,0.49684122763574123,0.502113189548254,0.7837917134165764,0.36182708851993084,3,5,null_peso,0,0,0,0,0,0,0,0,0,0,0,1
1316,0.6893991120159626,0.10840182472020388,0.3078377367928624,0.49684122763574123,0.502113189548254,0.7837917134165764,0.36182708851993084,3,6,peso,0,0,0,0,0,0,0,0,0,0,0,1
1316,0.6893991120159626,0.10840182472020388,0.3078377367928624,0.49684122763574123,0.502113189548254,0.7837917134165764,0.36182708851993084,3,6,grado,0,0,0,0,0,0,0,0,0,0,0,1
1316,0.6893991120159626,0.10840182472020388,0.3078377367928624,0.49684122763574123,0.502113189548254,0.7837917134165764,0.36182708851993084,3,6,null_peso,0,0,0,0,0,0,0,0,0,0,0,1
1316,0.6893991120159626,0.10840182472020388,0.3078377367928624,0.49684122763574123,0.502113189548254,0.7837917134165764,0.36182708851993084,3,7,peso,0,0,0,0,0,0,0,0,0,0,0,1
1316,0.6893991120159626,0.10840182472020388,0.3078377367928624,0.49684122763574123,0.502113189548254,0.7837917134165764,0.36182708851993084,3,7,grado,0,0,0,0,0,0,0,0,0,0,0,1
1316,0.6893991120159626,0.10840182472020388,0.3078377367928624,0.49684122763574123,0.502113189548254,0.7837917134165764,0.36182708851993084,3,7,null_peso,0,0,0,0,0,0,0,0,0,0,0,1
1321,0.038857835344970226,0.5063558919355273,0.7528027966618538,0.41613482870161533,0.8317208969965577,0.10696629248559475,0.8745504198595881,5,0,peso,0,0,0,0,0,0,0,0,0,1,0,1
1321,0.038857835344970226,0.5063558919355273,0.7528027966618538,0.41613482870161533,0.8317208969965577,0.10696629248559475,0.8745504198595881,5,0,grado,0,0,0,1,1,0,0,0,0,1,0,1
1321,0.038857835344970226,0.5063558919355273,0.7528027966618538,0.41613482870161533,0.8317208969965577,0.10696629248559475,0.8745504198595881,5,0,null_peso,0,0,0,0,0,1,1,0,0,1,1,1
1321,0.038857835344970226,0.5063558919355273,0.7528027966618538,0.41613482870161533,0.8317208969965577,0.10696629248559475,0.8745504198595881,5,1,peso,0,0,0,0,0,1,0,0,0,1,0,1
1321,0.038857835344970226,0.5063558919355273,0.7528027966618538,0.41613482870161533,0.8317208969965577,0.10696629248559475,0.8745504198595881,5,1,grado,0,0,0,0,0,0,0,1,0,1,0,1
1321,0.038857835344970226,0.5063558919355273,0.7528027966618538,0.41613482870161533,0.8317208969965577,0.10696629248559475,0.8745504198595881,5,1,null_peso,0,0,0,1,0,0,0,1,0,1,0,1
1321,0.038857835344970226,0.5063558919355273,0.7528027966618538,0.41613482870161533,0.8317208969965577,0.10696629248559475,0.8745504198595881,5,2,peso,0,0,0,0,0,1,0,0,0,1,0,1
1321,0.038857835344970226,0.5063558919355273,0.7528027966618538,0.41613482870161533,0.8317208969965577,0.10696629248559475,0.8745504198595881,5,2,grado,0,0,0,0,0,0,0,0,0,1,0,1
1321,0.038857835344970226,0.5063558919355273,0.7528027966618538,0.41613482870161533,0.8317208969965577,0.10696629248559475,0.8745504198595881,5,2,null_peso,0,0,0,0,0,1,1,0,0,1,1,1
1321,0.038857835344970226,0.5063558919355273,0.7528027966618538,0.41613482870161533,0.8317208969965577,0.10696629248559475,0.8745504198595881,5,3,peso,0,0,0,0,0,1,1,0,0,1,0,1
1321,0.038857835344970226,0.5063558919355273,0.7528027966618538,0.41613482870161533,0.8317208969965577,0.10696629248559475,0.8745504198595881,5,3,grado,0,0,0,0,0,0,0,0,0,1,0,1
1321,0.038857835344970226,0.5063558919355273,0.7528027966618538,0.41613482870161533,0.8317208969965577,0.10696629248559475,0.8745504198595881,5,3,null_peso,0,0,0,0,0,0,0,0,0,1,1,1
1321,0.038857835344970226,0.5063558919355273,0.7528027966618538,0.41613482870161533,0.8317208969965577,0.10696629248559475,0.8745504198595881,5,4,peso,0,0,0,0,0,0,0,0,0,1,0,1
1321,0.038857835344970226,0.5063558919355273,0.7528027966618538,0.41613482870161533,0.8317208969965577,0.10696629248559475,0.8745504198595881,5,4,grado,0,0,0,0,0,0,0,0,0,1,0,1
1321,0.038857835344970226,0.5063558919355273,0.7528027966618538,0.41613482870161533,0.8317208969965577,0.10696629248559475,0.8745504198595881,5,4,null_peso,0,0,0,0,0,0,0,0,0,1,0,1
1321,0.038857835344970226,0.5063558919355273,0.7528027966618538,0.41613482870161533,0.8317208969965577,0.10696629248559475,0.8745504198595881,5,5,peso,0,0,0,0,0,0,0,0,0,1,0,1
1321,0.038857835344970226,0.5063558919355273,0.7528027966618538,0.41613482870161533,0.8317208969965577,0.10696629248559475,0.8745504198595881,5,5,grado,0,0,0,0,0,0,0,0,0,1,0,1
1321,0.038857835344970226,0.5063558919355273,0.7528027966618538,0.41613482870161533,0.8317208969965577,0.10696629248559475,0.8745504198595881,5,5,null_peso,0,0,0,0,0,0,0,0,0,1,0,1
1321,0.038857835344970226,0.5063558919355273,0.7528027966618538,0.41613482870161533,0.8317208969965577,0.10696629248559475,0.8745504198595881,5,6,peso,0,0,0,0,0,1,1,1,0,1,0,1
1321,0.038857835344970226,0.5063558919355273,0.7528027966618538,0.41613482870161533,0.8317208969965577,0.10696629248559475,0.8745504198595881,5,6,grado,0,0,0,0,0,1,1,0,0,1,1,1
1321,0.038857835344970226,0.5063558919355273,0.7528027966618538,0.41613482870161533,0.8317208969965577,0.10696629248559475,0.8745504198595881,5,6,null_peso,0,0,0,0,0,1,1,0,0,1,1,1
1321,0.038857835344970226,0.5063558919355273,0.7528027966618538,0.41613482870161533,0.8317208969965577,0.10696629248559475,0.8745504198595881,5,7,peso,0,0,0,0,0,0,0,1,0,1,0,1
1321,0.038857835344970226,0.5063558919355273,0.7528027966618538,0.41613482870161533,0.8317208969965577,0.10696629248559475,0.8745504198595881,5,7,grado,0,0,0,0,0,0,0,0,0,1,0,1
1321,0.038857835344970226,0.5063558919355273,0.7528027966618538,0.41613482870161533,0.8317208969965577,0.10696629248559475,0.8745504198595881,5,7,null_peso,0,0,0,0,0,1,0,0,0,1,0,1
1309,0.4474790198728442,0.7656694818288088,0.6381406877189875,0.6545358039438725,0.8553210441023111,0.15351719595491886,0.9446911085397005,6,0,peso,0,0,0,0,0,0,0,0,0,0,0,1
1309,0.4474790198728442,0.7656694818288088,0.6381406877189875,0.6545358039438725,0.8553210441023111,0.15351719595491886,0.9446911085397005,6,0,grado,0,0,0,0,0,0,0,0,0,0,0,1
