patch,seed,N,arm,lam,frac_ferm,d_s,delta_rel,n_ejes,PR,ejes_reales,holonomia,gigante,diam_fin,pasos
18,37181,2500,sin_excl,0.257,0.888,4.989,0.051,1,4.245,1,0.934,0.9,4,17
18,37181,2500,excl_barajada,0.257,0.888,5.392,0.049,0,7.917,0,1.025,0.91,4,17
18,37181,2500,excl_bosones,0.257,0.888,5.523,0.046,1,5.259,1,1.06,0.902,4,17
18,37181,2500,marco_congelado,0.257,0.888,5.409,0.05,0,7.982,0,1.214,0.912,4,17
20,41311,2500,excl,0.328,0.508,5.37,0.043,0,7.215,0,0.933,0.907,3,17
20,41311,2500,sin_excl,0.328,0.508,5.158,0.051,1,5.244,1,0.89,0.902,4,17
20,41311,2500,excl_barajada,0.328,0.508,5.3,0.052,0,7.232,0,0.977,0.893,4,17
20,41311,2500,excl_bosones,0.328,0.508,5.381,0.047,1,7.036,1,1.093,0.899,3,17
20,41311,2500,marco_congelado,0.328,0.508,5.06,0.052,0,7.977,0,1.006,0.916,4,17
19,39246,2500,excl,0.176,0.685,5.607,0.041,1,7.071,1,0.75,0.907,4,17
19,39246,2500,sin_excl,0.176,0.685,5.255,0.052,2,5.172,1,0.867,0.911,3,17
19,39246,2500,excl_barajada,0.176,0.685,4.944,0.048,0,7.67,0,0.998,0.908,4,17
19,39246,2500,excl_bosones,0.176,0.685,5.402,0.046,1,4.531,1,0.816,0.911,4,17
19,39246,2500,marco_congelado,0.176,0.685,5.439,0.039,0,7.984,0,0.84,0.91,4,17
21,43376,2500,excl,0.387,0.726,5.528,0.043,0,7.752,0,1.099,0.909,4,17
21,43376,2500,sin_excl,0.387,0.726,5.681,0.04,1,4.974,1,0.982,0.914,4,17
21,43376,2500,excl_barajada,0.387,0.726,5.363,0.047,1,7.394,1,1.008,0.898,4,17
21,43376,2500,excl_bosones,0.387,0.726,5.723,0.044,3,6.387,1,0.852,0.907,3,17
21,43376,2500,marco_congelado,0.387,0.726,5.26,0.047,0,7.979,0,0.964,0.907,4,17
23,47506,2500,excl,0.161,0.654,5.316,0.05,0,7.368,0,0.907,0.905,4,17
23,47506,2500,sin_excl,0.161,0.654,5.198,0.047,1,3.491,1,0.933,0.914,4,17
23,47506,2500,excl_barajada,0.161,0.654,5.367,0.05,1,7.044,1,0.874,0.907,4,17
23,47506,2500,excl_bosones,0.161,0.654,5.462,0.037,1,6.151,1,0.898,0.905,3,17
23,47506,2500,marco_congelado,0.161,0.654,5.27,0.046,0,7.978,0,0.967,0.902,4,17
22,45441,2500,excl,0.463,0.797,5.636,0.047,1,4.75,1,0.883,0.911,3,17
22,45441,2500,sin_excl,0.463,0.797,5.513,0.048,3,5.15,1,0.956,0.914,4,17
22,45441,2500,excl_barajada,0.463,0.797,5.51,0.044,1,4.938,1,1.112,0.912,4,17
22,45441,2500,excl_bosones,0.463,0.797,5.397,0.048,2,5.551,1,0.855,0.908,4,17
22,45441,2500,marco_congelado,0.463,0.797,5.148,0.045,0,7.98,0,0.851,0.919,4,17
24,49571,2500,excl,0.403,0.539,5.352,0.045,1,6.987,1,0.869,0.902,3,17
24,49571,2500,sin_excl,0.403,0.539,5.199,0.056,2,4.519,1,0.967,0.906,4,17
24,49571,2500,excl_barajada,0.403,0.539,5.266,0.047,0,7.388,0,0.995,0.902,4,17
24,49571,2500,excl_bosones,0.403,0.539,5.151,0.049,1,6.657,1,0.989,0.906,4,17
24,49571,2500,marco_congelado,0.403,0.539,5.176,0.049,0,7.974,0,0.977,0.908,4,17
25,51636,2500,excl,0.959,0.619,5.604,0.042,1,1.365,1,0.923,0.909,4,17
25,51636,2500,sin_excl,0.959,0.619,5.182,0.046,1,4.488,1,0.972,0.903,4,17
25,51636,2500,excl_barajada,0.959,0.619,5.275,0.044,1,1.944,1,1.085,0.902,4,17
25,51636,2500,excl_bosones,0.959,0.619,5.158,0.048,2,5.239,1,1.138,0.907,4,17
25,51636,2500,marco_congelado,0.959,0.619,5.315,0.053,0,7.977,0,1.027,0.908,4,17
27,55766,2500,excl,0.652,0.622,5.386,0.043,1,1.998,1,0.964,0.902,4,17
27,55766,2500,sin_excl,0.652,0.622,5.481,0.048,1,4.381,1,0.915,0.904,1,17
27,55766,2500,excl_barajada,0.652,0.622,4.975,0.05,1,3.731,1,0.844,0.892,4,17
27,55766,2500,excl_bosones,0.652,0.622,5.358,0.045,1,5.426,1,0.842,0.908,4,17
27,55766,2500,marco_congelado,0.652,0.622,5.219,0.043,0,7.979,0,0.974,0.898,4,17
26,53701,2500,excl,0.292,0.803,5.174,0.044,0,7.915,0,0.967,0.908,4,17
26,53701,2500,sin_excl,0.292,0.803,5.186,0.045,2,4.192,1,0.8,0.909,4,17
26,53701,2500,excl_barajada,0.292,0.803,5.208,0.043,0,7.877,0,1.079,0.915,4,17
26,53701,2500,excl_bosones,0.292,0.803,5.386,0.049,1,5.075,1,0.96,0.909,4,17
26,53701,2500,marco_congelado,0.292,0.803,4.925,0.046,0,7.985,0,1.08,0.919,4,17
28,57831,2500,excl,0.274,0.636,5.137,0.046,0,7.561,0,1.045,0.9,4,17
28,57831,2500,sin_excl,0.274,0.636,5.419,0.041,1,4.557,1,0.992,0.901,4,17
28,57831,2500,excl_barajada,0.274,0.636,5.534,0.046,0,7.566,0,0.926,0.906,4,17
28,57831,2500,excl_bosones,0.274,0.636,5.353,0.048,1,5.652,1,0.867,0.918,4,17
28,57831,2500,marco_congelado,0.274,0.636,5.713,0.039,0,7.979,0,0.79,0.911,3,17
29,59896,2500,excl,0.171,0.855,5.593,0.042,0,7.894,0,0.839,0.921,5,17
29,59896,2500,sin_excl,0.171,0.855,5.085,0.047,2,4.866,1,0.706,0.909,4,17
29,59896,2500,excl_barajada,0.171,0.855,5.519,0.037,0,7.853,0,1.048,0.907,4,17
29,59896,2500,excl_bosones,0.171,0.855,5.442,0.047,1,5.021,1,0.742,0.914,3,17
29,59896,2500,marco_congelado,0.171,0.855,5.568,0.033,0,7.978,0,0.999,0.906,5,17
30,61961,2500,excl,0.456,0.837,5.269,0.047,2,5.305,1,0.855,0.9,4,17
30,61961,2500,sin_excl,0.456,0.837,5.317,0.045,1,3.737,1,0.84,0.899,4,17
30,61961,2500,excl_barajada,0.456,0.837,5.044,0.048,1,3.585,1,0.89,0.9,4,17
30,61961,2500,excl_bosones,0.456,0.837,5.478,0.047,1,5.464,1,0.911,0.925,4,17
30,61961,2500,marco_congelado,0.456,0.837,5.193,0.045,0,7.976,0,0.976,0.91,4,17
31,64026,2500,excl,0.19,0.695,5.459,0.044,0,7.551,0,1.051,0.909,4,17
31,64026,2500,sin_excl,0.19,0.695,5.516,0.039,2,4.873,1,0.853,0.908,3,17
31,64026,2500,excl_barajada,0.19,0.695,5.422,0.043,1,7.338,1,1.083,0.904,3,17
31,64026,2500,excl_bosones,0.19,0.695,5.321,0.05,1,6.049,1,0.819,0.904,4,17
31,64026,2500,marco_congelado,0.19,0.695,5.379,0.048,0,7.984,0,0.956,0.907,4,17
33,68156,2500,excl,0.766,0.654,5.522,0.04,1,1.434,1,0.548,0.903,4,17
33,68156,2500,sin_excl,0.766,0.654,5.088,0.045,1,4.934,1,0.944,0.906,4,17
33,68156,2500,excl_barajada,0.766,0.654,5.466,0.048,1,1.732,1,0.527,0.908,4,17
33,68156,2500,excl_bosones,0.766,0.654,5.413,0.044,4,6.894,1,0.997,0.9,4,17
33,68156,2500,marco_congelado,0.766,0.654,5.52,0.046,0,7.972,0,1.151,0.902,4,17
32,66091,2500,excl,0.857,0.868,5.108,0.041,1,1.995,1,0.426,0.906,4,17
32,66091,2500,sin_excl,0.857,0.868,5.631,0.045,1,3.496,1,1.023,0.904,3,17
32,66091,2500,excl_barajada,0.857,0.868,4.351,0.05,1,1.302,1,0.865,0.904,4,17
32,66091,2500,excl_bosones,0.857,0.868,5.49,0.048,1,4.979,1,0.898,0.92,4,17
32,66091,2500,marco_congelado,0.857,0.868,5.407,0.051,0,7.984,0,0.932,0.915,4,17
34,70221,2500,excl,0.563,0.759,5.035,0.05,1,3.338,1,0.871,0.92,4,17
34,70221,2500,sin_excl,0.563,0.759,5.542,0.037,2,4.221,1,0.862,0.907,3,17
34,70221,2500,excl_barajada,0.563,0.759,5.37,0.048,1,2.487,1,0.895,0.915,4,17
34,70221,2500,excl_bosones,0.563,0.759,5.784,0.029,1,5.716,1,0.903,0.909,5,17
34,70221,2500,marco_congelado,0.563,0.759,5.141,0.042,0,7.973,0,0.955,0.922,4,16
35,72286,2500,excl,0.153,0.549,5.695,0.036,1,6.73,1,0.888,0.908,4,17
35,72286,2500,sin_excl,0.153,0.549,5.098,0.047,2,4.662,1,1.042,0.905,4,17
35,72286,2500,excl_barajada,0.153,0.549,5.266,0.045,1,6.577,1,0.872,0.908,3,17
35,72286,2500,excl_bosones,0.153,0.549,5.268,0.042,2,6.566,1,0.935,0.9,3,17
35,72286,2500,marco_congelado,0.153,0.549,5.14,0.045,0,7.979,0,0.926,0.912,4,17
36,74351,2500,excl,0.705,0.712,5.344,0.041,1,1.905,1,0.645,0.918,3,17
36,74351,2500,sin_excl,0.705,0.712,5.359,0.043,1,3.469,1,1.066,0.907,4,17
36,74351,2500,excl_barajada,0.705,0.712,5.354,0.037,2,2.955,1,0.846,0.9,5,17
36,74351,2500,excl_bosones,0.705,0.712,4.948,0.05,1,5.493,1,0.845,0.909,3,17
36,74351,2500,marco_congelado,0.705,0.712,5.37,0.053,0,7.969,0,0.906,0.898,4,17
37,76416,2500,excl,0.362,0.511,5.134,0.048,0,7.39,0,0.988,0.91,4,17
37,76416,2500,sin_excl,0.362,0.511,5.543,0.048,2,4.127,1,0.836,0.908,4,17
37,76416,2500,excl_barajada,0.362,0.511,5.374,0.037,1,7.031,1,0.887,0.904,4,17
37,76416,2500,excl_bosones,0.362,0.511,5.714,0.034,3,6.87,1,0.965,0.903,4,17
37,76416,2500,marco_congelado,0.362,0.511,5.486,0.046,0,7.983,0,1.103,0.914,4,17
38,78481,2500,excl,0.164,0.505,4.26,0.047,0,7.275,0,1.002,0.902,4,17
38,78481,2500,sin_excl,0.164,0.505,5.155,0.052,1,4.792,1,0.785,0.906,4,17
38,78481,2500,excl_barajada,0.164,0.505,5.175,0.047,1,6.736,1,1.021,0.92,3,17
38,78481,2500,excl_bosones,0.164,0.505,5.366,0.047,1,6.357,1,0.777,0.907,4,17
38,78481,2500,marco_congelado,0.164,0.505,5.17,0.053,0,7.984,0,0.984,0.91,4,17
39,80546,2500,excl,0.358,0.64,5.842,0.039,0,7.606,0,0.906,0.895,3,18
39,80546,2500,sin_excl,0.358,0.64,5.328,0.048,1,5.41,1,0.913,0.899,4,17
39,80546,2500,excl_barajada,0.358,0.64,4.209,0.05,0,7.561,0,0.939,0.906,4,17
39,80546,2500,excl_bosones,0.358,0.64,5.584,0.047,1,5.435,1,0.847,0.904,4,17
39,80546,2500,marco_congelado,0.358,0.64,4.076,0.05,0,7.976,0,1.04,0.906,3,17
40,82611,2500,excl,0.471,0.704,5.561,0.048,1,5.595,1,0.966,0.904,4,17
40,82611,2500,sin_excl,0.471,0.704,5.443,0.038,1,4.317,1,0.903,0.898,4,17
40,82611,2500,excl_barajada,0.471,0.704,5.15,0.044,1,4.613,1,0.83,0.921,4,17
40,82611,2500,excl_bosones,0.471,0.704,5.206,0.046,2,6.087,1,0.976,0.906,3,17
40,82611,2500,marco_congelado,0.471,0.704,5.604,0.036,0,7.98,0,1.033,0.906,5,17
41,84676,2500,excl,0.254,0.658,5.231,0.045,0,7.634,0,1.039,0.901,4,17
41,84676,2500,sin_excl,0.254,0.658,5.418,0.047,1,5.511,1,0.913,0.914,4,17
41,84676,2500,excl_barajada,0.254,0.658,4.973,0.042,0,7.669,0,0.947,0.913,3,17
41,84676,2500,excl_bosones,0.254,0.658,5.504,0.047,4,6.231,1,0.879,0.904,4,17
41,84676,2500,marco_congelado,0.254,0.658,5.103,0.035,0,7.986,0,1.026,0.916,4,17
42,86741,2500,excl,0.387,0.792,5.448,0.044,1,7.436,1,0.867,0.909,3,17
42,86741,2500,sin_excl,0.387,0.792,5.041,0.048,1,3.691,1,0.847,0.914,3,17
42,86741,2500,excl_barajada,0.387,0.792,5.024,0.053,1,7.396,1,0.851,0.911,4,17
42,86741,2500,excl_bosones,0.387,0.792,5.327,0.043,1,5.175,1,1.084,0.908,3,17
42,86741,2500,marco_congelado,0.387,0.792,5.211,0.047,0,7.972,0,1.019,0.911,4,17
43,88806,2500,excl,0.689,0.915,5.46,0.046,1,1.237,1,0.78,0.916,4,17
43,88806,2500,sin_excl,0.689,0.915,5.419,0.039,1,5.262,1,0.929,0.905,3,17
43,88806,2500,excl_barajada,0.689,0.915,5.303,0.044,1,1.355,1,0.643,0.906,3,17
43,88806,2500,excl_bosones,0.689,0.915,4.674,0.048,1,5.115,1,0.897,0.912,4,17
43,88806,2500,marco_congelado,0.689,0.915,5.402,0.05,0,7.982,0,0.892,0.908,4,17
44,90871,2500,excl,0.786,0.819,5.522,0.039,1,1.264,1,0.455,0.92,4,17
44,90871,2500,sin_excl,0.786,0.819,5.162,0.037,1,5.533,1,1.045,0.897,3,17
44,90871,2500,excl_barajada,0.786,0.819,5.491,0.047,1,1.682,1,0.61,0.919,4,16
44,90871,2500,excl_bosones,0.786,0.819,5.412,0.048,3,5.979,1,0.813,0.909,4,17
44,90871,2500,marco_congelado,0.786,0.819,5.304,0.042,0,7.979,0,0.886,0.905,4,17
45,92936,2500,excl,0.472,0.795,5.39,0.041,1,3.17,1,0.878,0.899,3,17
45,92936,2500,sin_excl,0.472,0.795,5.298,0.053,1,5.462,1,1.03,0.911,4,17
45,92936,2500,excl_barajada,0.472,0.795,4.807,0.047,1,3.095,1,0.833,0.904,4,17
45,92936,2500,excl_bosones,0.472,0.795,5.282,0.049,1,4.821,1,0.848,0.916,4,17
45,92936,2500,marco_congelado,0.472,0.795,5.346,0.041,0,7.985,0,0.923,0.906,3,17
46,95001,2500,excl,0.759,0.627,5.414,0.047,1,2.204,1,0.785,0.906,4,17
46,95001,2500,sin_excl,0.759,0.627,5.357,0.045,1,4.151,1,0.848,0.908,4,17
46,95001,2500,excl_barajada,0.759,0.627,5.394,0.05,1,2.078,1,0.736,0.907,3,17
46,95001,2500,excl_bosones,0.759,0.627,5.466,0.053,1,4.262,1,0.942,0.91,3,17
46,95001,2500,marco_congelado,0.759,0.627,5.736,0.049,0,7.981,0,0.961,0.899,4,17
47,97066,2500,excl,0.96,0.632,4.664,0.052,1,1.58,1,1.152,0.91,4,17
47,97066,2500,sin_excl,0.96,0.632,5.526,0.046,1,3.462,1,0.874,0.92,4,17
47,97066,2500,excl_barajada,0.96,0.632,5.379,0.046,1,2.028,1,0.638,0.912,3,17
47,97066,2500,excl_bosones,0.96,0.632,5.739,0.045,1,3.931,1,0.76,0.91,3,17
47,97066,2500,marco_congelado,0.96,0.632,5.226,0.053,0,7.984,0,1.061,0.903,4,17
48,99131,2500,excl,0.419,0.623,4.657,0.049,0,7.532,0,0.867,0.901,4,17
48,99131,2500,sin_excl,0.419,0.623,5.5,0.049,1,4.227,1,0.93,0.908,3,17
48,99131,2500,excl_barajada,0.419,0.623,5.43,0.045,0,7.464,0,0.899,0.908,4,17
48,99131,2500,excl_bosones,0.419,0.623,5.252,0.046,1,5.872,1,0.813,0.908,4,17
48,99131,2500,marco_congelado,0.419,0.623,5.116,0.043,0,7.974,0,0.966,0.907,4,17
49,101196,2500,excl,0.197,0.715,5.393,0.049,0,7.545,0,1.016,0.904,4,17
49,101196,2500,sin_excl,0.197,0.715,5.268,0.048,1,5.262,1,0.915,0.901,4,17
49,101196,2500,excl_barajada,0.197,0.715,4.399,0.042,0,7.596,0,1.003,0.914,3,17
49,101196,2500,excl_bosones,0.197,0.715,5.095,0.044,3,5.637,1,0.972,0.902,4,17
49,101196,2500,marco_congelado,0.197,0.715,5.525,0.037,0,7.978,0,0.845,0.905,3,17
50,103261,2500,excl,0.287,0.626,5.055,0.048,0,7.55,0,1.031,0.896,4,17
50,103261,2500,sin_excl,0.287,0.626,5.205,0.039,2,5.064,1,0.896,0.91,3,17
50,103261,2500,excl_barajada,0.287,0.626,5.415,0.051,0,7.522,0,1.023,0.909,4,17
50,103261,2500,excl_bosones,0.287,0.626,5.24,0.049,3,6.211,1,1.206,0.913,4,17
50,103261,2500,marco_congelado,0.287,0.626,5.18,0.051,0,7.979,0,0.925,0.905,3,17
51,105326,2500,excl,0.271,0.599,5.465,0.046,0,7.543,0,1.012,0.906,4,17
51,105326,2500,sin_excl,0.271,0.599,5.463,0.045,1,4.055,1,0.773,0.905,3,17
51,105326,2500,excl_barajada,0.271,0.599,5.152,0.048,1,7.213,1,0.971,0.902,4,17
51,105326,2500,excl_bosones,0.271,0.599,5.401,0.048,1,5.913,1,0.804,0.894,3,17
51,105326,2500,marco_congelado,0.271,0.599,5.227,0.048,0,7.971,0,0.898,0.902,4,17
52,107391,2500,excl,0.15,0.581,5.511,0.045,1,6.648,1,1.003,0.912,4,17
52,107391,2500,sin_excl,0.15,0.581,5.422,0.044,1,5.8,1,1.043,0.901,3,17
52,107391,2500,excl_barajada,0.15,0.581,5.434,0.038,1,7.072,1,0.96,0.899,4,17
52,107391,2500,excl_bosones,0.15,0.581,5.306,0.051,1,5.535,1,0.948,0.91,4,17
52,107391,2500,marco_congelado,0.15,0.581,5.296,0.048,0,7.968,0,0.905,0.908,4,17
53,109456,2500,excl,0.479,0.687,4.956,0.044,1,6.954,1,0.947,0.903,4,17
53,109456,2500,sin_excl,0.479,0.687,5.43,0.044,1,5.13,1,0.886,0.906,3,17
53,109456,2500,excl_barajada,0.479,0.687,5.584,0.046,1,6.21,1,0.815,0.91,4,17
53,109456,2500,excl_bosones,0.479,0.687,5.419,0.049,1,5.624,1,0.912,0.913,4,17
53,109456,2500,marco_congelado,0.479,0.687,5.385,0.046,0,7.982,0,1.009,0.914,4,16
54,111521,2500,excl,0.249,0.735,5.293,0.036,0,7.824,0,0.934,0.913,3,17
54,111521,2500,sin_excl,0.249,0.735,4.993,0.044,2,5.302,1,0.988,0.907,4,17
54,111521,2500,excl_barajada,0.249,0.735,5.377,0.042,0,7.818,0,0.926,0.909,3,17
54,111521,2500,excl_bosones,0.249,0.735,5.34,0.038,1,5.372,1,0.881,0.907,3,17
54,111521,2500,marco_congelado,0.249,0.735,5.51,0.049,0,7.974,0,1.066,0.897,4,17
55,113586,2500,excl,0.507,0.916,5.618,0.046,1,1.94,1,1.107,0.912,3,17
55,113586,2500,sin_excl,0.507,0.916,5.036,0.045,1,5.841,1,0.95,0.909,4,17
