corrida,umbral,descripcion_umbral,n_difuso,masa_difusa,H_v3d_abs,Hmm_v3d_abs,Hrar_v3d_abs,H_v3d_std,Hmm_v3d_std,Hrar_v3d_std,H_mod_abs,Hmm_mod_abs,Hrar_mod_abs,H_mod_std,Hmm_mod_std,Hrar_mod_std,sigma_v,v_mediana,n_fil_c1.0,frac_mayor_c1.0,n_fil_c1.5,frac_mayor_c1.5,n_fil_c2.5,frac_mayor_c2.5
A2-B0-C2-batch4-r13_I,A_P75_abs,rho < 0.4962 (P75 agrupado),1615,15181.0,5.960863079675175,5.989002332794681,5.933194834791372,5.960675170726174,5.98881442384568,5.933703784865146,3.9950790324400396,4.00177885461135,3.988978045329379,3.9924904658336926,3.9991902880050034,3.9862612709088205,2.1395621422868003,1.691749383214626,63,0.01238390092879257,40,0.04458204334365325,33,0.1634674922600619
A2-B0-C2-batch4-r15_I,A_P75_abs,rho < 0.4962 (P75 agrupado),1150,10810.0,5.950518259469206,5.990035558415295,5.934758851349041,5.95254927572594,5.992066574672029,5.937226975044144,3.986290193689025,3.995699074390475,3.9822278279975056,3.9867158082426646,3.996124688944114,3.982722632049045,2.052080932274513,1.6369967308359343,45,0.014782608695652174,43,0.026956521739130435,42,0.0391304347826087
A2-B0-C2-batch4-r18_I,A_P75_abs,rho < 0.4962 (P75 agrupado),1631,15331.400000000001,5.963865773593441,5.991728982537649,5.937046947900427,5.964758563260567,5.9926217722047745,5.935950604121453,3.9912566789792745,3.997890776346943,3.985496676613351,3.9876047942781154,3.994238891645784,3.981121377050223,2.0083302173439455,1.6604852785408657,59,0.02023298589822195,30,0.050889025137952175,39,0.12507664009809932
A2-B0-C2-batch4-r19_III,A_P75_abs,rho < 0.4962 (P75 agrupado),1365,12831.0,5.948751910893698,5.9820448733757505,5.926247186107646,5.950378460014038,5.983671422496091,5.92778631865324,3.986390991781702,3.9943178876107623,3.981416832989293,3.993237956587226,4.001164852416286,3.9881057240417284,2.06666615128557,1.6679709390006503,55,0.02271062271062271,40,0.034432234432234435,38,0.07545787545787545
A2-B0-C2-batch4-r1_III,A_P75_abs,rho < 0.4962 (P75 agrupado),1275,11985.0,5.930895224284745,5.966538278236119,5.912438055392723,5.92705905840561,5.962702112356984,5.90690335500454,3.990440371974925,3.998926813391919,3.985822678306609,3.9862521611140047,3.9947386025309988,3.98150247706493,2.103166306163947,1.6624065542188429,47,0.02196078431372549,40,0.03294117647058824,32,0.09254901960784313
A2-B0-C2-batch4-r23_I,A_P75_abs,rho < 0.4962 (P75 agrupado),1329,12492.6,5.934488647912408,5.96868345136463,5.913256288005446,5.9313561700817194,5.965550973533941,5.909930937984517,3.9874970932197975,3.9956387130893742,3.9825713156629665,3.9908709054651346,3.9990125253347113,3.9863530334149133,2.107939167388169,1.6540884577980866,52,0.019563581640331076,42,0.025583145221971408,42,0.06772009029345373
A2-B0-C2-batch4-r26_III,A_P75_abs,rho < 0.4962 (P75 agrupado),1310,12314.0,5.967823262338773,6.0025140209555685,5.946236154598844,5.970807707406142,6.005498466022938,5.950248172721327,3.9965579542083294,4.0048176586409,3.9914636588250487,3.9952939788223967,4.003553683254967,3.9901322034688222,2.0524487911143185,1.6316925160689961,46,0.02366412213740458,40,0.03816793893129771,41,0.06870229007633588
A2-B0-C2-batch4-r28_III,A_P75_abs,rho < 0.4962 (P75 agrupado),1316,12370.4,5.932000333972958,5.96653292803679,5.9106717073916615,5.940183409368569,5.9747160034324,5.919920729888148,3.993146001153095,4.001368047358769,3.9881139986930823,3.990684743769357,3.9989067899750315,3.9854228722195706,2.091992904037527,1.628915246434,44,0.02127659574468085,43,0.034954407294832825,41,0.07674772036474165
A2-B0-C2-batch4-r31_I,A_P75_abs,rho < 0.4962 (P75 agrupado),1276,11994.4,5.939909978024884,5.975525098548397,5.920938037932023,5.939431993130832,5.975047113654345,5.919965663396922,3.986567177255118,3.9950469678559544,3.982286192824036,3.988387653732765,3.9968674443336014,3.9840443298573445,2.096374154754379,1.65468243967683,48,0.02821316614420063,42,0.039968652037617555,48,0.052507836990595615
A2-B0-C2-batch4-r36_III,A_P75_abs,rho < 0.4962 (P75 agrupado),851,7999.400000000001,5.914682806778556,5.968084562111109,5.913312983866724,5.888011057619892,5.941412812952445,5.886018941137766,3.980114680159668,3.992829383810276,3.9797234186711945,3.9433158549087928,3.9560305585594007,3.9430799076468146,2.349398875535834,1.6581833130639765,39,0.03055229142185664,38,0.03525264394829612,45,0.03525264394829612
A2-B0-C2-batch4-r38_I,A_P75_abs,rho < 0.4962 (P75 agrupado),1278,12013.2,5.956215858009026,5.991775242819669,5.936630030416237,5.94913977436915,5.984699159179793,5.929421489698428,3.9884076280946763,3.9968741482876866,3.9834605193431667,3.987306664120194,3.9957731843132045,3.9823549692710976,2.1510670386900665,1.658092768877315,48,0.02112676056338028,43,0.024256651017214397,40,0.041471048513302036
A2-B0-C2-batch4-r39_I,A_P75_abs,rho < 0.4962 (P75 agrupado),1276,11994.4,5.955766967561619,5.991382088085132,5.936424026576646,5.946066982487773,5.981682103011286,5.926516741875991,3.9869998812986944,3.9954796718995307,3.9818116129230052,3.9870792741669114,3.9955590647677477,3.9821508085355664,2.1739273568522695,1.6717051877545925,53,0.019592476489028215,45,0.0384012539184953,41,0.04467084639498432
A2-B0-C2-batch4-r3_I,A_P75_abs,rho < 0.4962 (P75 agrupado),1692,15904.800000000001,5.962517324692556,5.989376008964425,5.9335823450116365,5.961493546209355,5.988352230481224,5.933466963461469,3.9945821778501935,4.000977102676829,3.9875862188928575,3.9916479695105034,3.998042894337139,3.984792407864012,2.1320946743326603,1.6771261625518326,60,0.022458628841607566,40,0.037825059101654845,26,0.22340425531914893
A2-B0-C2-batch4-r41_I,A_P75_abs,rho < 0.4962 (P75 agrupado),1272,11956.800000000001,5.946066344964883,5.981793462722747,5.926435661241962,5.94345721805901,5.979184335816874,5.922936364006141,3.9918042624664287,4.0003107190754434,3.9871059777114524,3.9859088076577605,3.9944152642667756,3.9811446839333144,2.011481769456753,1.6563959349703223,52,0.02122641509433962,42,0.03537735849056604,43,0.0589622641509434
A2-B0-C2-batch4-r43_III,A_P75_abs,rho < 0.4962 (P75 agrupado),1258,11825.2,5.950849870904272,5.986974587746881,5.931739109982581,5.953047786309395,5.9891725031520044,5.933871266339635,3.991413237444839,4.000014360502603,3.9872420141524447,3.9933372081620266,4.001938331219791,3.989128502297086,2.015211288375584,1.6246759938875337,51,0.029411764705882353,39,0.05564387917329094,46,0.057233704292527825
A2-B0-C2-batch4-r44_I,A_P75_abs,rho < 0.4962 (P75 agrupado),1298,12201.2,5.924112037783559,5.959123512196504,5.903041056610766,5.925966956450114,5.960978430863058,5.9056577611801115,3.992239449120069,4.000575514456484,3.987047416368411,3.9934991825098147,4.0018352478462305,3.988617906272284,2.0182653389493335,1.6360140761397015,47,0.01926040061633282,42,0.039291217257318954,36,0.07704160246533127
A2-B0-C2-batch4-r47_III,A_P75_abs,rho < 0.4962 (P75 agrupado),1210,11374.0,5.951566802956227,5.989124566417386,5.934113606408953,5.953106204109249,5.990663967570407,5.93536906882661,3.991833945041505,4.000776269675114,3.9878908445880734,3.991498453676745,4.000440778310354,3.9871008595794035,2.0740997120281066,1.675586161814135,50,0.019008264462809916,50,0.04214876033057851,48,0.04214876033057851
A2-B0-C2-batch4-r51_I,A_P75_abs,rho < 0.4962 (P75 agrupado),826,7764.400000000001,5.930651661970124,5.985669693190466,5.930651661970124,5.909531231702152,5.964549262922493,5.909531231702152,3.9720887093827226,3.985188240625661,3.9720887093827226,3.9663081903791215,3.97940772162206,3.9663081903791215,2.2721687613952666,1.6452517487463165,32,0.020581113801452784,32,0.03026634382566586,36,0.03389830508474576
A2-B0-C2-batch4-r57_I,A_P75_abs,rho < 0.4962 (P75 agrupado),1317,12379.800000000001,5.954195558320395,5.988701931735735,5.932897716710248,5.95078723234917,5.98529360576451,5.9291674436773425,3.9933092845186224,4.001525087712751,3.988805413653683,3.991200779204534,3.9994165823986623,3.9865145343896216,2.103556453977582,1.705219804394068,43,0.031131359149582385,39,0.032649962034927864,44,0.05998481397114654
A2-B0-C2-batch4-r62_III,A_P75_abs,rho < 0.4962 (P75 agrupado),1255,11797.0,5.936781253446374,5.972992324193786,5.91696531206618,5.933476936328511,5.9696880070759235,5.914361289986097,3.9878929181675513,3.99651460167884,3.9833822674446013,3.9862988918929556,3.9949205754042443,3.9815427828044347,2.145425804827229,1.685034723263914,46,0.019123505976095617,41,0.03346613545816733,44,0.05258964143426295
A2-B0-C2-batch4-r70_I,A_P75_abs,rho < 0.4962 (P75 agrupado),1269,11928.6,5.937113533051796,5.972925112080954,5.9173476492450705,5.937702810418042,5.9735143894472005,5.917252308143477,3.988781025584083,3.997307592019597,3.9840254235431676,3.9929277389643403,4.001454305399855,3.988728853423597,2.036919359556133,1.6719731492707472,45,0.0252167060677699,44,0.03230890464933018,45,0.06304176516942474
A2-B0-C2-batch4-r72_III,A_P75_abs,rho < 0.4962 (P75 agrupado),1337,12567.800000000001,5.950520306143554,5.984510503441985,5.928389535338015,5.949982889633349,5.98397308693178,5.928964147471522,3.9909014468487367,3.998994350967411,3.985573939912011,3.990884414465686,3.9989773185843602,3.9859907072968976,2.0786713258480187,1.683988779987141,55,0.02617801047120419,46,0.033657442034405384,33,0.0643231114435303
A2-B0-C2-batch4-r94_III,A_P75_abs,rho < 0.4962 (P75 agrupado),1414,13291.6,5.957217314948312,5.98935656090871,5.932916918102579,5.958763217848239,5.990902463808637,5.93558527844285,3.988324297754861,3.9959764991740037,3.982528383675267,3.9865144546191074,3.99416665603825,3.980428589094834,2.0408279986339948,1.6488944938399452,48,0.033946251768033946,41,0.03818953323903819,38,0.051626591230551626
A2-B0-C2-batch4-r9_III,A_P75_abs,rho < 0.4962 (P75 agrupado),1536,14438.400000000001,5.938638225173765,5.968224744566996,5.911860692861894,5.938295639235712,5.967882158628942,5.913165851403216,3.9868809728189625,3.993925382198303,3.9806436016482287,3.985707643115571,3.992752052494912,3.979815914451245,2.017331047843445,1.623001788886013,55,0.020833333333333332,37,0.044921875,41,0.08203125
A2-B0-C2-r12_I,A_P75_abs,rho < 0.4962 (P75 agrupado),1597,15011.800000000001,5.951140771044359,5.97959718543885,5.92437669111881,5.951423037841794,5.979879452236285,5.923701936371329,3.9900451116984312,3.996820448459024,3.983883207516079,3.9896307366754424,3.9964060734360354,3.9834118490372448,2.050510700017223,1.6787929006563607,61,0.01878522229179712,37,0.034439574201628055,36,0.319348778960551
A2-B0-C2-r12v1fix_I,A_P75_abs,rho < 0.4962 (P75 agrupado),1831,17211.4,5.968161627844632,5.992981340454136,5.9382512660072875,5.967093796895051,5.991913509504555,5.936029069307442,3.9827997086055067,3.988709163988722,3.97618223445228,3.981603554713944,3.9875130100971594,3.974213697830318,2.1133455480379437,1.6715212649347093,62,0.014199890770071,32,0.03823047515019115,33,0.23320589841616604
A2-B0-C2-r14_III,A_P75_abs,rho < 0.4962 (P75 agrupado),1323,12436.2,5.957869263244339,5.992219145170266,5.936780508642391,5.95827986105572,5.992629742981648,5.93730247195452,3.994501092244256,4.002679635559953,3.9898050479004854,3.995957067047258,4.0041356103629555,3.9911280932252606,2.073259397232497,1.6620393503858801,50,0.02947845804988662,40,0.030990173847316706,46,0.05366591080876795
A2-B0-C2-r17_III,A_P75_abs,rho < 0.4962 (P75 agrupado),1304,12257.6,5.945690762475378,5.9805411411471585,5.924728204759467,5.94815132654125,5.983001705213031,5.928144843373975,3.9931182112254984,4.0014159204330655,3.988398373482062,3.9904599260493008,3.9987576352568674,3.985371903048488,2.056320490861395,1.6481172654534244,53,0.023773006134969327,37,0.04831288343558282,35,0.04984662576687116
A2-B0-C2-r19_III,A_P75_abs,rho < 0.4962 (P75 agrupado),1476,13874.4,5.948914020829227,5.979703244262833,5.923500199332369,5.954804340541973,5.985593563975579,5.92983961159057,3.995548012345133,4.002878779829325,3.9897522544361386,3.9913404657997242,3.998671233283916,3.9852938436084377,2.037821289713196,1.6450950767770252,51,0.02032520325203252,39,0.046747967479674794,39,0.09417344173441734
A2-B0-C2-r1_I,A_P75_abs,rho < 0.4962 (P75 agrupado),1657,15575.800000000001,5.9550473742090935,5.982473381323157,5.927214501383125,5.953736551449965,5.981162558564028,5.925057339765937,3.9942362333036834,4.000766234997508,3.9877944007613446,3.990756822101296,3.9972868237951205,3.983851797008366,2.0923153367186424,1.6625941278368674,60,0.01931200965600483,36,0.03922751961375981,28,0.21363910681955342
A2-B0-C2-r20_III,A_P75_abs,rho < 0.4962 (P75 agrupado),1500,14100.0,5.953980363799203,5.984276959657871,5.928512218424906,5.9504273503952545,5.980723946253923,5.925668470131259,3.991378948261417,3.998592423465862,3.9852872645431967,3.992443140352564,3.999656615557009,3.9864096669573796,2.0754712011699166,1.650096537124202,58,0.018,37,0.030666666666666665,36,0.10333333333333333
A2-B0-C2-r28_III,A_P75_abs,rho < 0.4962 (P75 agrupado),1603,15068.2,5.958748069401693,5.987097971951913,5.932113004656127,5.9572844127616875,5.985634315311907,5.931570983846034,3.993523366850234,4.000273343647906,3.986607428482575,3.9919810226110988,3.99873099940877,3.985499182070799,2.092874023320831,1.6499678036892256,65,0.014348097317529632,37,0.02994385527136619,21,0.11603243917654397
A2-B0-C2-r2_I,A_P75_abs,rho < 0.4962 (P75 agrupado),1642,15434.800000000001,5.96359833559193,5.991274884792906,5.9346255688980785,5.9664638426571415,5.994140391858117,5.9385022005369965,3.986073639587275,3.9926632941589357,3.979373175459121,3.982678854194421,3.9892685087660817,3.9754694385147844,1.9831520125062159,1.62250768045074,57,0.023142509135200974,33,0.05115712545676005,32,0.2271619975639464
A2-B0-C2-r2v1fix_III,A_P75_abs,rho < 0.4962 (P75 agrupado),1188,11167.2,5.93670255639456,5.974955833993889,5.9197582763734795,5.941226998819781,5.9794802764191095,5.924283542382353,3.9931553752254967,4.002263298463432,3.9889295182387365,3.989929903175164,3.9990378264130992,3.9860241038282593,2.1101705901810193,1.6589986774504966,48,0.021043771043771045,39,0.030303030303030304,34,0.06060606060606061
A2-B0-C2-r39_III,A_P75_abs,rho < 0.4962 (P75 agrupado),1626,15284.400000000001,5.939017996062795,5.966966885231308,5.911092886116925,5.938523692891016,5.966472582059529,5.909616281590647,3.9952209341029095,4.001875431523984,3.989098080927802,3.9920580132599177,3.9987125106809924,3.9853153962184105,2.0482030836219423,1.6858571024206501,69,0.017220172201722016,40,0.03075030750307503,39,0.10516605166051661
A2-B0-C2-r6_I,A_P75_abs,rho < 0.4962 (P75 agrupado),1335,12549.0,5.960944318410238,5.994985437352562,5.939947480926865,5.962750001108445,5.996791120050768,5.941190508999687,3.995728655204719,4.00383368352432,3.990973993606105,3.990553537089708,3.998658565409309,3.9852491635802387,2.08085706059201,1.6443763912999605,57,0.01647940074906367,44,0.052434456928838954,44,0.05318352059925094
A2-B0-C2-r9_I,A_P75_abs,rho < 0.4962 (P75 agrupado),1535,14429.0,5.950269192783702,5.979874986782401,5.922949654034917,5.945921494244661,5.97552728824336,5.920344224158397,3.992613418813195,3.999662417384314,3.9861820246151805,3.9952382292057287,4.002287227776847,3.9889181197073253,2.051555983623718,1.673908644188956,58,0.013680781758957655,37,0.03908794788273615,46,0.07947882736156352
A2-B0-C2-r9v2fix_I,A_P75_abs,rho < 0.4962 (P75 agrupado),1668,15679.2,5.963695257977282,5.990940398137955,5.934294340291927,5.956967654035989,5.984212794196662,5.9291040694487585,3.992044747209008,3.9985316853425013,3.9852049775256124,3.9884508000836307,3.994937738217124,3.981875216283902,2.0190484681239544,1.6504000468510505,60,0.011990407673860911,34,0.05275779376498801,30,0.3345323741007194
A2-B0-C2-batch3-r0_III,A_P90_abs,rho < 1.022 (P90 agrupado),1246,11712.4,5.914175714163864,5.950648341602069,5.913248590173567,5.886208022136033,5.922680649574238,5.885327268598782,3.975822511556844,3.984506470470702,3.975507503052843,3.9604756024172865,3.9691595613311446,3.9602692866715183,2.7082771828143164,1.7949282371584439,68,0.012038523274478331,61,0.03531300160513644,37,0.056179775280898875
A2-B0-C2-batch3-r100_I,A_P90_abs,rho < 1.022 (P90 agrupado),1271,11947.4,5.91094514850159,5.946700375714809,5.90932161137662,5.841080662145346,5.876835889358566,5.839598541241831,3.9678726066040397,3.9763857559405205,3.9675212096920647,3.936954183493101,3.9454673328295815,3.9365661230243574,2.7196235268124473,1.7028894997617539,57,0.020456333595594022,65,0.03383162863886703,40,0.058221872541306056
A2-B0-C2-batch3-r104_I,A_P90_abs,rho < 1.022 (P90 agrupado),1587,14917.800000000001,5.957676302748858,5.986312026622835,5.94882975387305,5.9583831893766614,5.987018913250639,5.949416637996341,3.9964832430883694,4.003301272582173,3.9945668334556523,3.996115298900108,4.002933328393912,3.9939449545332724,2.3543883471030576,1.7378295090092875,59,0.013862633900441084,62,0.03465658475110271,25,0.074354127284184
A2-B0-C2-batch3-r107_I,A_P90_abs,rho < 1.022 (P90 agrupado),1627,15293.800000000001,5.939989043208396,5.967920754202866,5.931119762326055,5.942093003051265,5.970024714045735,5.933124773679055,3.9944807270417475,4.001131134421383,3.99227728205369,3.992023455103274,3.9986738624829097,3.9898236339035056,2.4598456912874926,1.7120146248202206,67,0.01290719114935464,69,0.02581438229870928,20,0.09649661954517517
A2-B0-C2-batch3-r108_III,A_P90_abs,rho < 1.022 (P90 agrupado),1569,14748.6,5.9519409929164375,5.9809052336991035,5.943308720014483,5.952942333805341,5.981906574588007,5.944812109475467,3.9906075164374704,3.997503764242867,3.9887433103095162,3.9919271903174245,3.998823438122821,3.990207279919694,2.3289887829717104,1.7159514438503503,73,0.010197578075207138,69,0.02804333970681963,22,0.1089866156787763
A2-B0-C2-batch3-r10_III,A_P90_abs,rho < 1.022 (P90 agrupado),1538,14457.2,5.936720236217788,5.966268281593602,5.928905237153905,5.945073007204047,5.974621052579861,5.937302333442742,3.992127879611437,3.9991631285104403,3.990211342510581,3.985819720079712,3.9928549689787154,3.983662304967374,2.497146539420037,1.7458900912755515,59,0.013654096228868661,67,0.025357607282184655,27,0.06046814044213264
A2-B0-C2-batch3-r111_III,A_P90_abs,rho < 1.022 (P90 agrupado),1547,14541.800000000001,5.945279684061557,5.974655827428074,5.937297443424484,5.939396627626305,5.968772770992822,5.931432676895095,3.984664197910495,3.991658517759666,3.9829142887527866,3.9882317242813095,3.9952260441304803,3.9860746272692804,2.4672788412479694,1.773880717312693,73,0.00904977375565611,61,0.021331609566903685,25,0.0698125404007757
A2-B0-C2-batch3-r112_I,A_P90_abs,rho < 1.022 (P90 agrupado),1594,14983.6,5.9390340902537755,5.96754406126256,5.93011258660563,5.93993292520558,5.9684428962143645,5.930162795647881,3.994820771568686,4.001608859904111,3.992752419020423,3.990151496638885,3.99693958497431,3.9882208025458703,2.2918122824290905,1.7429796993341722,70,0.011292346298619825,61,0.04077791718946048,24,0.09849435382685069
A2-B0-C2-batch3-r114_III,A_P90_abs,rho < 1.022 (P90 agrupado),1756,16506.4,5.9448220276362385,5.970701807697743,5.933656533332507,5.944455274972137,5.970335055033642,5.933379339007894,3.9880460405800067,3.994207892975603,3.985158351599781,3.988161447171319,3.9943232995669153,3.9854989757700165,2.3278304743246343,1.6983449138223363,58,0.00683371298405467,65,0.02050113895216401,25,0.0785876993166287
A2-B0-C2-batch3-r120_I,A_P90_abs,rho < 1.022 (P90 agrupado),1580,14852.0,5.952752969656686,5.981515560661751,5.943651147738226,5.954361664478082,5.983124255483147,5.946450578325706,3.992475412165037,3.9993236481186236,3.99022167911232,3.995008429906639,4.001856665860226,3.993083386709614,2.3701524986002767,1.7699766493912052,59,0.006962025316455696,70,0.03164556962025317,31,0.05759493670886076
A2-B0-C2-batch3-r12_III,A_P90_abs,rho < 1.022 (P90 agrupado),1554,14607.6,5.931297017818746,5.960540836215144,5.923286888737679,5.9285172857600585,5.957761104156456,5.921026612974047,3.9862092163574747,3.993172030261379,3.984334449371393,3.9864449446785333,3.9934077585824377,3.984262601785649,2.3787433793730757,1.7716302657650365,73,0.01287001287001287,66,0.03153153153153153,27,0.08944658944658945
A2-B0-C2-batch3-r143_I,A_P90_abs,rho < 1.022 (P90 agrupado),1624,15265.6,5.957059061567005,5.985042370549765,5.947506747647832,5.946447085861843,5.974430394844603,5.936933814129307,3.993464933173022,4.0001276257879645,3.991326424036407,3.982995387890983,3.989658080505926,3.9807602720141353,2.4925701783500265,1.72098324245029,64,0.013546798029556651,59,0.02401477832512315,17,0.09051724137931035
A2-B0-C2-batch3-r1_I,A_P90_abs,rho < 1.022 (P90 agrupado),1783,16760.2,5.964290301673026,5.989778183775103,5.95308601530134,5.964488770588433,5.98997665269051,5.952537994083425,3.9877915766230623,3.9938601199806993,3.9849271693498474,3.985814454130493,3.9918829974881302,3.9830590701038227,2.2307378246355585,1.7224274581437602,61,0.0061693774537296695,73,0.017386427369601793,19,0.05945036455412227
A2-B0-C2-batch3-r21_III,A_P90_abs,rho < 1.022 (P90 agrupado),1610,15134.0,5.942363489003837,5.970590131108186,5.933486937927362,5.933872773725186,5.9620994158295355,5.9242820056310475,3.9902892023102945,3.9970098313827584,3.988079406000495,3.990819332404514,3.9975399614769778,3.9886199230915973,2.301786988093758,1.7332135133224322,75,0.009937888198757764,68,0.02111801242236025,25,0.07639751552795031
A2-B0-C2-batch3-r23_III,A_P90_abs,rho < 1.022 (P90 agrupado),1574,14795.6,5.94666318415783,5.9755354165517325,5.938636896462481,5.951295736553736,5.980167968947638,5.942338166203205,3.984377977765013,3.99125231881118,3.9824286559170856,3.9805139199219375,3.9873882609681046,3.97881011984457,2.386229079100405,1.7196317640370173,63,0.014612452350698857,63,0.035578144853875476,27,0.07115628970775095
A2-B0-C2-batch3-r25_III,A_P90_abs,rho < 1.022 (P90 agrupado),1534,14419.6,5.921967940201002,5.9515930339350325,5.914432788014385,5.914430990640486,5.944056084374517,5.90705860881153,3.9907785049062507,3.9978320986524483,3.988986806752952,3.97050664356221,3.9775602373084076,3.969169686650454,2.55782414442141,1.6933718787409826,62,0.012385919165580182,64,0.026727509778357236,28,0.06192959582790091
A2-B0-C2-batch3-r26_III,A_P90_abs,rho < 1.022 (P90 agrupado),1625,15275.0,5.952183722782037,5.980149811266961,5.9428391507549945,5.944008994557505,5.971975083042429,5.933933800549633,3.993277908628036,3.9999365011244463,3.9910037630497333,3.9922174603571667,3.998876052853577,3.9897368919800225,2.480733915618636,1.7895892060749041,76,0.010461538461538461,59,0.031384615384615386,23,0.11015384615384616
A2-B0-C2-batch3-r31_III,A_P90_abs,rho < 1.022 (P90 agrupado),1600,15040.0,5.943740789621595,5.972143848239096,5.934956750566324,5.948067479727713,5.976470538345214,5.939987435011245,3.9856349620917673,3.9923975950959343,3.983731289226672,3.9858907767201592,3.9926534097243263,3.9832575511681636,2.411001048229235,1.7922083556565007,78,0.009375,67,0.030625,21,0.108125
A2-B0-C2-batch3-r35_I,A_P90_abs,rho < 1.022 (P90 agrupado),1596,15002.400000000001,5.918067775968009,5.94654202019608,5.909512104957289,5.921913779854025,5.9503880240820965,5.912231242360109,3.995158204901542,4.001937786860607,3.9929047353707032,3.99536744136255,4.002147023321615,3.9932236649441193,2.406952060397706,1.7291663144343759,64,0.014411027568922305,63,0.03508771929824561,26,0.11779448621553884
A2-B0-C2-batch3-r44_I,A_P90_abs,rho < 1.022 (P90 agrupado),1581,14861.400000000001,5.941670701357441,5.970415099705323,5.93322055757104,5.932490760427104,5.961235158774986,5.923391315175228,3.9931915898015395,4.000035494170083,3.9911989881657393,3.9862065588813467,3.99305046324989,3.9839854887732584,2.49292950353898,1.6921526698226852,74,0.010120177103099304,63,0.030360531309297913,21,0.15370018975332067
A2-B0-C2-batch3-r48_I,A_P90_abs,rho < 1.022 (P90 agrupado),1538,14457.2,5.948390199846052,5.977938245221867,5.940553854145613,5.944281143238838,5.973829188614652,5.936117912495417,3.9957211794594247,4.0027564283584285,3.9939440220588533,3.9923181816536677,3.999353430552671,3.9906042349438207,2.3185221822638824,1.7345330565209567,67,0.015604681404421327,66,0.027308192457737322,26,0.06762028608582575
A2-B0-C2-batch3-r50_I,A_P90_abs,rho < 1.022 (P90 agrupado),1593,14974.2,5.934789839763083,5.96331770780326,5.925970920114219,5.940254355096055,5.968782223136232,5.931282556253645,3.9920675939055412,3.9988599434389167,3.9900848512518095,3.996308604837431,4.003100954370807,3.994107338946123,2.429370726602235,1.784758796514894,71,0.008788449466415568,68,0.0389202762084118,20,0.1337099811676083
A2-B0-C2-batch3-r53_I,A_P90_abs,rho < 1.022 (P90 agrupado),1532,14400.800000000001,5.948203843292012,5.977867612083136,5.940060799673806,5.9414204331786316,5.971084201969756,5.933117982420612,3.9940341525670044,4.001096954660129,3.992151141626548,3.9914329867558997,3.9984957888490245,3.9894542103101234,2.45418315389569,1.7561650891434264,68,0.010443864229765013,68,0.02741514360313316,27,0.09399477806788512
A2-B0-C2-batch3-r58_III,A_P90_abs,rho < 1.022 (P90 agrupado),1567,14729.800000000001,5.931825444052747,5.960826652596463,5.923578619366435,5.929108657075613,5.9581098656193285,5.921148940194274,3.990344450405817,3.9972495000590826,3.988731674069351,3.993361708455922,4.000266758109188,3.9915948779067594,2.464759127542963,1.7705471816495315,70,0.008934269304403318,67,0.02616464582003829,24,0.08296107211231653
A2-B0-C2-batch3-r59_I,A_P90_abs,rho < 1.022 (P90 agrupado),1529,14372.6,5.940511285303989,5.97023325638836,5.933294565339448,5.938562478996569,5.968284450080939,5.9306679197294985,3.9933143827323327,4.000391042514326,3.9916197096011423,3.99207271912855,3.999149378910543,3.9902142021120306,2.364196440611718,1.7167981797465692,66,0.011118378024852845,68,0.020928711576193592,28,0.05624591236102027
A2-B0-C2-batch3-r5_I,A_P90_abs,rho < 1.022 (P90 agrupado),1789,16816.600000000002,5.963183773719646,5.988586173824734,5.950718493571952,5.963357969650251,5.988760369755339,5.95133919032665,3.9948839332122996,4.000932123713511,3.9919513829271063,3.99385373523102,3.9999019257322317,3.9909649703869077,2.3486706223640432,1.7080988831068122,51,0.006707657909446618,68,0.022358859698155393,16,0.1369480156512018
A2-B0-C2-batch3-r60_III,A_P90_abs,rho < 1.022 (P90 agrupado),1537,14447.800000000001,5.93051372884869,5.960080998717267,5.922684093717923,5.901328235407808,5.930895505276385,5.893787920003002,3.9871167019128313,3.994156528072016,3.9851874359083634,3.967213733641754,3.974253559800939,3.9647871363070033,2.6396189794560994,1.7505541497607051,67,0.009108653220559532,71,0.02147039687703318,23,0.07612231620039037
A2-B0-C2-batch3-r69_III,A_P90_abs,rho < 1.022 (P90 agrupado),1733,16290.2,5.946792411207625,5.973015662095104,5.935337275600635,5.944499008022834,5.970722258910314,5.932639645756456,3.9948481696375784,4.001091800801264,3.9921141429256966,3.9920060947708658,3.9982497259345515,3.9889989382963016,2.3872480406692564,1.6985797978042094,67,0.006924408540103866,65,0.03231390652048471,20,0.06982111944604731
A2-B0-C2-batch3-r70_III,A_P90_abs,rho < 1.022 (P90 agrupado),1601,15049.400000000001,5.948844563750367,5.977229881544247,5.94025518096061,5.950462397844562,5.978847715638442,5.941690922769335,3.9948093323040412,4.001567741302584,3.9926117970755564,3.9929551921632584,3.9997136011618015,3.990924757394994,2.4131915590674042,1.7698989399948382,66,0.008119925046845722,76,0.021236727045596503,31,0.07058088694565896
A2-B0-C2-batch3-r71_III,A_P90_abs,rho < 1.022 (P90 agrupado),1467,13789.800000000001,5.9343078656854535,5.96528598006037,5.927713412202585,5.93034108285079,5.9613191972257065,5.923912123175635,3.9855600029053635,3.9929357444232005,3.9840494464203458,3.9834811559397583,3.9908568974575953,3.981849986031228,2.508065170027635,1.7439210811153965,66,0.013633265167007498,64,0.02794819359236537,37,0.07293796864349011
