corrida,umbral,descripcion_umbral,n_difuso,masa_difusa,H_v3d_abs,Hmm_v3d_abs,Hrar_v3d_abs,H_v3d_std,Hmm_v3d_std,Hrar_v3d_std,H_mod_abs,Hmm_mod_abs,Hrar_mod_abs,H_mod_std,Hmm_mod_std,Hrar_mod_std,sigma_v,v_mediana,n_fil_c1.0,frac_mayor_c1.0,n_fil_c1.5,frac_mayor_c1.5,n_fil_c2.5,frac_mayor_c2.5
A2-B0-C2-batch4-r11_I,B_IC_k3,rho < 3x mediana de rho(t=0) de la propia corrida,1542,14494.800000000001,5.954286456702583,5.983757853452261,5.94640458938694,5.954214352519751,5.983685749269428,5.946054339236642,3.9691738589169967,3.9761908581431102,3.9675273601290666,3.960064018393174,3.9670810176192877,3.9582114425402812,1.9761199360280386,1.659428655306154,25,0.00648508430609598,50,0.01297016861219196,38,0.04345006485084306
A2-B0-C2-batch4-r12_III,B_IC_k3,rho < 3x mediana de rho(t=0) de la propia corrida,1589,14936.6,5.945936534171871,5.974536215599185,5.936638014368623,5.949437651735927,5.9780373331632415,5.940007312464202,3.9920942271884137,3.998903675147298,3.99014239309155,3.993608096333891,4.000417544292776,3.9912620296890045,2.360570912728211,1.7365451759406558,75,0.013215859030837005,59,0.048458149779735685,19,0.10761485210824417
A2-B0-C2-batch4-r13_I,B_IC_k3,rho < 3x mediana de rho(t=0) de la propia corrida,1508,14175.2,5.958404289990748,5.988540161202951,5.950736464465305,5.939514358011935,5.969650229224138,5.9312859747438065,3.965601337412091,3.972776544843568,3.9637614351673,3.9434700533249525,3.9506452607564295,3.941628458124185,1.9712709259924717,1.6535403463921305,17,0.004641909814323607,49,0.009946949602122016,44,0.03647214854111406
A2-B0-C2-batch4-r15_I,B_IC_k3,rho < 3x mediana de rho(t=0) de la propia corrida,1601,15049.400000000001,5.943003446547874,5.9713887643417545,5.9340575870450945,5.934568934709073,5.9629542525029535,5.925278570171103,3.9877228253132477,3.994481234311791,3.985406779744334,3.9911063991424625,3.9978648081410055,3.9886413754863117,2.449853384810655,1.7805222010537263,73,0.014990630855715179,51,0.0637101811367895,9,0.20549656464709556
A2-B0-C2-batch4-r18_I,B_IC_k3,rho < 3x mediana de rho(t=0) de la propia corrida,1557,14635.800000000001,5.957016996966686,5.986204468892185,5.947643604601149,5.953674897118618,5.982862369044117,5.944781779294864,3.969704395615601,3.976653793693101,3.967508552521508,3.953927110828425,3.960876508905925,3.9520853997359136,1.9825805350819818,1.6517793101293898,25,0.005780346820809248,57,0.01605651894669236,30,0.04945407835581246
A2-B0-C2-batch4-r19_III,B_IC_k3,rho < 3x mediana de rho(t=0) de la propia corrida,1583,14880.2,5.957151833098823,5.985859915087454,5.947632104352181,5.95521864207571,5.983926724064341,5.946268301125559,3.9896690291732524,3.9965042867895932,3.9872935561172294,3.98910636100822,3.9959416186245607,3.9873975920455065,2.252528539170697,1.7605174604927498,68,0.009475679090334808,67,0.03474415666456096,19,0.07012002526847758
A2-B0-C2-batch4-r1_III,B_IC_k3,rho < 3x mediana de rho(t=0) de la propia corrida,1543,14504.2,5.9316559289605735,5.961108225647548,5.923853377254985,5.930465367805766,5.959917664492741,5.921959891818111,3.9889117460610475,3.9959241976531845,3.98687176250568,3.9886969571901942,3.9957094087823313,3.98683715796294,2.3578430075324475,1.7376456452227105,70,0.01101749837977965,54,0.02462734931950745,22,0.17239144523655217
A2-B0-C2-batch4-r23_I,B_IC_k3,rho < 3x mediana de rho(t=0) de la propia corrida,1577,14823.800000000001,5.9235862995019355,5.952403606913478,5.913829124892353,5.9171031598174455,5.945920467228988,5.907559306532921,3.9934005594375854,4.000261823107,3.991347339957723,3.987456934404637,3.994318198074052,3.985584792849608,2.365722932926131,1.7229711361676372,62,0.009511731135066582,53,0.027901077996195307,26,0.07102092580849714
A2-B0-C2-batch4-r26_III,B_IC_k3,rho < 3x mediana de rho(t=0) de la propia corrida,1571,14767.400000000001,5.95422426167347,5.983151628820512,5.94555746353806,5.961378332068245,5.990305699215287,5.952444366306961,3.9898665683593073,3.9967540367276504,3.9874776934734437,3.994047451757114,4.000934920125458,3.9918317607779947,2.3349579953681285,1.754334236977538,75,0.008911521323997454,59,0.041374920432845325,16,0.10184595798854233
A2-B0-C2-batch4-r28_III,B_IC_k3,rho < 3x mediana de rho(t=0) de la propia corrida,1568,14739.2,5.939865403049753,5.968848115924755,5.931318950448375,5.940547379475847,5.9695300923508485,5.932189090172304,3.990322635395961,3.9972232813185804,3.9884714038212667,3.9911204164019987,3.998021062324618,3.9891229527746157,2.2896770061621985,1.6997425306235945,76,0.01211734693877551,56,0.03635204081632653,20,0.13966836734693877
A2-B0-C2-batch4-r31_I,B_IC_k3,rho < 3x mediana de rho(t=0) de la propia corrida,1588,14927.2,5.947092496012191,5.975710187314459,5.9376112734923865,5.9459886212868955,5.974606312589164,5.936228975664026,3.985019574662916,3.9918333106872654,3.982907887136881,3.9928005495519057,3.9996142855762553,3.9904743779820033,2.359976344142604,1.7492302107557487,73,0.011964735516372796,59,0.039672544080604534,18,0.17380352644836272
A2-B0-C2-batch4-r36_III,B_IC_k3,rho < 3x mediana de rho(t=0) de la propia corrida,1509,14184.6,5.906220915219708,5.936336815675641,5.898334012627056,5.821034575065185,5.851150475521117,5.8133178492622335,3.952149569996124,3.959320022485632,3.949589748872867,3.875635405443279,3.882805857932787,3.8738886305250584,3.0404620066662336,1.8836856363431824,88,0.028495692511597084,46,0.05964214711729622,6,0.314777998674619
A2-B0-C2-batch4-r38_I,B_IC_k3,rho < 3x mediana de rho(t=0) de la propia corrida,1640,15416.0,5.950807109751752,5.978517410841997,5.9405692832247885,5.950681727288128,5.978392028378373,5.941367494374905,3.9895237238941976,3.9961214146299704,3.987225619915914,3.9906154561220917,3.9972131468578644,3.9883441710841594,2.4197754225753085,1.7504734829974324,80,0.011585365853658536,58,0.048170731707317074,8,0.2847560975609756
A2-B0-C2-batch4-r39_I,B_IC_k3,rho < 3x mediana de rho(t=0) de la propia corrida,1584,14889.6,5.95145182310072,5.980141781300216,5.943148616237105,5.933574584590351,5.962264542789848,5.924241198483987,3.9886323071112426,3.9954632495396942,3.9864867685030423,3.9908082326831233,3.997639175111575,3.988737971859883,2.4316963196287067,1.7335814512779062,77,0.015151515151515152,58,0.03535353535353535,20,0.07007575757575757
A2-B0-C2-batch4-r3_I,B_IC_k3,rho < 3x mediana de rho(t=0) de la propia corrida,1534,14419.6,5.949694427852981,5.979319521587011,5.941663547079884,5.9413620031087415,5.970987096842772,5.933173519092127,3.9532804406623887,3.9603340344085862,3.951579683366557,3.9443520536631835,3.951405647409381,3.942710030552996,1.9091399869210681,1.6327590801573983,17,0.00651890482398957,44,0.01499348109517601,42,0.02803129074315515
A2-B0-C2-batch4-r41_I,B_IC_k3,rho < 3x mediana de rho(t=0) de la propia corrida,1603,15068.2,5.948804775548469,5.977154678098689,5.939396147314325,5.941291274349734,5.9696411768999535,5.932138664109232,3.9912291490504423,3.9979791258481137,3.989323580542947,3.982262516753554,3.9890124935512254,3.980279251395365,2.421448672627295,1.756994250568485,83,0.013100436681222707,62,0.023705552089831567,23,0.08983156581409857
A2-B0-C2-batch4-r43_III,B_IC_k3,rho < 3x mediana de rho(t=0) de la propia corrida,1585,14899.0,5.948648099067354,5.97731995634685,5.940291147324879,5.945053999942328,5.973725857221824,5.935546067028659,3.994755841492747,4.001582474178342,3.9926938237081693,3.9928789086978176,3.999705541383412,3.990406146644365,2.297119198049035,1.729267646399841,76,0.012618296529968454,56,0.03406940063091483,17,0.15962145110410095
A2-B0-C2-batch4-r44_I,B_IC_k3,rho < 3x mediana de rho(t=0) de la propia corrida,1640,15416.0,5.930832859581477,5.958543160671722,5.920882263501816,5.922730348769605,5.95044064985985,5.912681522398298,3.9884540541731717,3.9950517449089444,3.9861337787776705,3.9736069349131578,3.9802046256489305,3.971188841760083,2.456928890857273,1.7261403577282284,81,0.01402439024390244,47,0.0475609756097561,10,0.21829268292682927
A2-B0-C2-batch4-r47_III,B_IC_k3,rho < 3x mediana de rho(t=0) de la propia corrida,1629,15312.6,5.9491047054389385,5.977002123356681,5.939297862027758,5.940942085485033,5.9688395034027755,5.930482735228014,3.993437954936812,4.000080197298179,3.9914614250938625,3.990293257837339,3.996935500198706,3.987916498934881,2.3808591703696727,1.7528417917164087,71,0.014732965009208104,58,0.047268262737875995,20,0.11847759361571517
A2-B0-C2-batch4-r51_I,B_IC_k3,rho < 3x mediana de rho(t=0) de la propia corrida,1514,14231.6,5.909874557895618,5.9398910002919205,5.901770985792784,5.81516593509787,5.845182377494172,5.80754147589721,3.923617057447255,3.930763829446375,3.922197475252075,3.8929391618231675,3.9000859338222873,3.891149477835859,3.0950163315388566,1.8967114492520158,87,0.0178335535006605,50,0.052840158520475564,5,0.35468956406869223
A2-B0-C2-batch4-r57_I,B_IC_k3,rho < 3x mediana de rho(t=0) de la propia corrida,1590,14946.0,5.953239093333155,5.981820787539446,5.943696648579008,5.9448022494105555,5.973383943616846,5.936263367815403,3.9951413670397944,4.001946532327007,3.9930579462074736,3.9917292125485493,3.9985343778357616,3.989348804601138,2.332068100864269,1.769678965358017,75,0.011949685534591196,51,0.038364779874213835,18,0.0880503144654088
A2-B0-C2-batch4-r62_III,B_IC_k3,rho < 3x mediana de rho(t=0) de la propia corrida,1587,14917.800000000001,5.941011633199957,5.969647357073934,5.932286874360726,5.931728293996056,5.960364017870033,5.9225197728094745,3.987682407351689,3.9945004368454935,3.985625702160573,3.989281153805062,3.9960991832988664,3.987132584111314,2.426211884607894,1.7556532052135603,67,0.014492753623188406,51,0.0516698172652804,18,0.11720226843100189
A2-B0-C2-batch4-r70_I,B_IC_k3,rho < 3x mediana de rho(t=0) de la propia corrida,1582,14870.800000000001,5.940669019217417,5.969395247907684,5.9315512856984665,5.941311179350924,5.9700374080411915,5.93169554798567,3.9900588142031372,3.996898392462725,3.988071746827892,3.99404737147695,4.000886949736538,3.9921051323940406,2.296542743074912,1.760117659632244,78,0.015170670037926675,60,0.02338811630847029,22,0.10872313527180784
A2-B0-C2-batch4-r72_III,B_IC_k3,rho < 3x mediana de rho(t=0) de la propia corrida,1589,14936.6,5.939788308078908,5.968387989506223,5.930930800511245,5.942972764022192,5.971572445449507,5.934482760494185,3.9920935442029895,3.9989029921618737,3.9901152164794924,3.993728877707098,4.000538325665983,3.9914173378685023,2.36500454827008,1.7533737048052573,74,0.010698552548772814,56,0.03524229074889868,23,0.11202013845185652
A2-B0-C2-batch4-r94_III,B_IC_k3,rho < 3x mediana de rho(t=0) de la propia corrida,1569,14748.6,5.947484621669559,5.976448862452225,5.938929915797092,5.951898033631771,5.980862274414437,5.942766249622379,3.9886995010093713,3.9955957488147678,3.986640538974585,3.983079961646702,3.9899762094520983,3.981407091706357,2.1266594438357647,1.6786030366520404,64,0.011472275334608031,58,0.039515615041427664,32,0.07010834926704908
A2-B0-C2-batch4-r9_III,B_IC_k3,rho < 3x mediana de rho(t=0) de la propia corrida,1567,14729.800000000001,5.937054777098783,5.966055985642499,5.928315455022121,5.92998912607071,5.958990334614426,5.921229621278111,3.972397644533112,3.979302694186378,3.9705693013195797,3.965764820758942,3.972669870412208,3.9636788369643865,2.036300609148917,1.6325221074798315,47,0.008296107211231652,57,0.0204211869814933,33,0.047223994894703254
A2-B0-C2-r12_I,B_IC_k3,rho < 3x mediana de rho(t=0) de la propia corrida,1547,14541.800000000001,5.943950252521731,5.973326395888248,5.935582349847976,5.945378427128739,5.974754570495256,5.93726303355217,3.969197172449141,3.976191492298312,3.967454757250865,3.9530951780271155,3.9600894978762864,3.9505922541045613,1.9950031999789004,1.6751129825593485,30,0.006464124111182934,61,0.014867485455720749,33,0.04718810601163542
A2-B0-C2-r12v1fix_I,B_IC_k3,rho < 3x mediana de rho(t=0) de la propia corrida,1207,11345.800000000001,5.919464749845092,5.957115863174009,5.919464749845092,5.941374877302975,5.979025990631891,5.941374877302975,3.8555297281142926,3.863896642187385,3.8555297281142926,3.893388655216762,3.9023532060093613,3.893388655216762,1.705503298494673,1.5118736717724088,0,0.0033140016570008283,0,0.0033140016570008283,9,0.00579950289975145
A2-B0-C2-r14_III,B_IC_k3,rho < 3x mediana de rho(t=0) de la propia corrida,1607,15105.800000000001,5.9511513313210695,5.979430667841295,5.941985847214182,5.950669116532776,5.978948453053001,5.941061249248523,3.996606929030931,4.00334010439289,3.994204807794105,3.9939049148494563,4.000638090211415,3.9916744295441857,2.2649684700405435,1.7129298094885157,81,0.009956440572495333,54,0.043559427504667084,20,0.09334163036714374
A2-B0-C2-r17_III,B_IC_k3,rho < 3x mediana de rho(t=0) de la propia corrida,1523,14316.2,5.946645274038793,5.976484337589681,5.939322579114028,5.93961493907554,5.969454002626428,5.931798345078175,3.9910887769840513,3.998193315924739,3.98905788269842,3.9801946210909103,3.987299160031598,3.9782768978994243,2.3876761454869353,1.6812349332922034,62,0.013131976362442548,66,0.025607353906762966,24,0.07616546290216678
A2-B0-C2-r19_III,B_IC_k3,rho < 3x mediana de rho(t=0) de la propia corrida,1543,14504.2,5.951222006816598,5.980674303503573,5.943199341946167,5.95540750730437,5.984859803991345,5.946488675937584,3.9910801596619825,3.9980926112541195,3.9890737388329756,3.984431808996729,3.991444260588866,3.982407200874036,2.115620556586545,1.6608349254806865,57,0.010369410239792612,59,0.02462734931950745,32,0.053143227478937134
A2-B0-C2-r1_I,B_IC_k3,rho < 3x mediana de rho(t=0) de la propia corrida,1525,14335.0,5.954600727882158,5.9844006582349465,5.946501259342994,5.936425767482769,5.966225697835557,5.928597791013342,3.9661177976483852,3.973213019160954,3.9638840528583996,3.956529050809659,3.9636242723222277,3.955017430527466,1.9439779676755122,1.6147151343783466,26,0.0045901639344262295,56,0.011147540983606558,38,0.04262295081967213
A2-B0-C2-r20_III,B_IC_k3,rho < 3x mediana de rho(t=0) de la propia corrida,1594,14983.6,5.955988803144075,5.9844987741528595,5.945786396763749,5.943924396001399,5.972434367010183,5.935168334231273,3.9879412842748168,3.9947293726102417,3.985596096110498,3.980731565940983,3.987519654276408,3.9788133846477547,2.126985142812496,1.672303188281775,49,0.0075282308657465494,69,0.01944792973651192,28,0.06398996235884567
A2-B0-C2-r28_III,B_IC_k3,rho < 3x mediana de rho(t=0) de la propia corrida,1552,14588.800000000001,5.953924373002399,5.983205876731782,5.945249939815659,5.95878704619366,5.988068549923042,5.950114660086158,3.9754340266148134,3.9824058132170475,3.9736614802811117,3.972829219216038,3.9798010058182722,3.970448750587506,2.0643998976606097,1.636457049153167,37,0.00902061855670103,59,0.012242268041237113,38,0.030927835051546393
A2-B0-C2-r2_I,B_IC_k3,rho < 3x mediana de rho(t=0) de la propia corrida,1550,14570.0,5.957296032658418,5.986615318973258,5.948075441298649,5.952770673755786,5.982089960070627,5.943766095472696,3.9540439281172106,3.961024710573125,3.952288309858151,3.939640639447576,3.9466214219034903,3.9371915502492425,1.9168200954620136,1.5977857409760954,22,0.005806451612903226,51,0.01806451612903226,38,0.043225806451612905
A2-B0-C2-r2v1fix_III,B_IC_k3,rho < 3x mediana de rho(t=0) de la propia corrida,1500,14100.0,5.941306569235941,5.971603165094609,5.933094633887289,5.936228425778791,5.966525021637459,5.928572402616872,3.989386252548816,3.996599727753261,3.987585504699411,3.9887367937978864,3.995950269002331,3.986959446622148,2.48046918143177,1.7622152555700796,74,0.016,63,0.028,23,0.10133333333333333
A2-B0-C2-r39_III,B_IC_k3,rho < 3x mediana de rho(t=0) de la propia corrida,1510,14194.0,5.934909391678108,5.965005347829103,5.927014132615,5.9303687165001575,5.9604646726511525,5.92324049036824,3.964797376399605,3.97196308024508,3.9628574230632836,3.947151029624558,3.954316733470033,3.9453431930051024,1.9222356055255705,1.6471893043506949,20,0.005960264900662252,56,0.01390728476821192,39,0.023178807947019868
A2-B0-C2-r6_I,B_IC_k3,rho < 3x mediana de rho(t=0) de la propia corrida,1605,15087.0,5.96249845875269,5.990813034321539,5.953165592445183,5.951191676156686,5.979506251725534,5.940987881342786,3.9972747187640607,4.004016284375691,3.9948303825265934,3.9924597910430486,3.9992013566546794,3.990364593086967,2.3860935399284235,1.7589029984449989,78,0.009968847352024923,57,0.04610591900311527,20,0.16884735202492213
A2-B0-C2-r9_I,B_IC_k3,rho < 3x mediana de rho(t=0) de la propia corrida,1528,14363.2,5.940749949419442,5.9704913720555695,5.93324826892502,5.931429901574447,5.961171324210574,5.9237093337178575,3.9813715435607824,3.988452834664622,3.9794621314115743,3.9670848901525173,3.974166181256357,3.9650686085950104,2.026119828160907,1.6724463587375178,42,0.007198952879581152,57,0.013089005235602094,32,0.03926701570680628
A2-B0-C2-r9v2fix_I,B_IC_k3,rho < 3x mediana de rho(t=0) de la propia corrida,1591,14955.400000000001,5.9629553613241,5.991519090920582,5.954206596416063,5.943958898000339,5.972522627596821,5.934881056808438,3.9651860163954837,3.971986904394646,3.9629189916536274,3.951633759689809,3.9584346476889714,3.949563748846333,1.9813640714379277,1.6301469030427753,31,0.0043997485857950975,53,0.010685103708359522,38,0.03771213073538655
A2-B0-C2-batch3-r0_III,C_N1000_fijo,las 1000 partículas menos densas (N fijo),1000,9400.0,5.872364074405819,5.917808968193822,5.872364074405819,5.84498877548187,5.890433669269872,5.84498877548187,3.8872363086869015,3.8980565214935687,3.8872363086869015,3.8965232974444626,3.90734351025113,3.8965232974444626,2.492752933821962,1.7224822883942228,50,0.038,36,0.064,17,0.423
A2-B0-C2-batch3-r100_I,C_N1000_fijo,las 1000 partículas menos densas (N fijo),1000,9400.0,5.895465417501682,5.940910311289684,5.895465417501682,5.821677935511667,5.867122829299669,5.821677935511667,3.920875810060249,3.9316960228669164,3.920875810060249,3.8836200424236758,3.894440255230343,3.8836200424236758,2.4376278140629335,1.651958469843303,43,0.043,40,0.094,9,0.668
A2-B0-C2-batch3-r104_I,C_N1000_fijo,las 1000 partículas menos densas (N fijo),1000,9400.0,5.953092136158567,5.9985370299465695,5.953092136158567,5.95684291004002,6.002287803828023,5.95684291004002,3.9928815357132823,4.0037017485199495,3.9928815357132823,3.993801843951205,4.004622056757872,3.993801843951205,1.8415801019276403,1.540920839693404,25,0.031,47,0.036,13,0.723
A2-B0-C2-batch3-r107_I,C_N1000_fijo,las 1000 partículas menos densas (N fijo),1000,9400.0,5.952531127575371,5.997976021363374,5.952531127575371,5.958139847713098,6.0035847415011006,5.958139847713098,3.988178083436626,3.9989982962432933,3.988178083436626,3.9896841096886764,4.000504322495344,3.9896841096886764,1.8604497103727466,1.5291482266112213,32,0.019,52,0.027,14,0.507
A2-B0-C2-batch3-r108_III,C_N1000_fijo,las 1000 partículas menos densas (N fijo),1000,9400.0,5.94620859872163,5.9916534925096325,5.94620859872163,5.950347481969004,5.995792375757007,5.950347481969004,3.9903652692505416,4.001185482057209,3.9903652692505416,3.9938995450785137,4.004719757885181,3.9938995450785137,1.8743823378808246,1.5459105453500772,33,0.039,49,0.04,15,0.684
A2-B0-C2-batch3-r10_III,C_N1000_fijo,las 1000 partículas menos densas (N fijo),1000,9400.0,5.952646280328642,5.998091174116644,5.952646280328642,5.950904358958356,5.996349252746358,5.950904358958356,3.986218263017374,3.9970384758240414,3.986218263017374,3.9898860815797303,4.000706294386397,3.9898860815797303,1.9264662303651667,1.5686871549955312,34,0.033,41,0.034,10,0.744
A2-B0-C2-batch3-r111_III,C_N1000_fijo,las 1000 partículas menos densas (N fijo),1000,9400.0,5.93355627715388,5.979001170941882,5.93355627715388,5.936216816858958,5.981661710646961,5.936216816858958,3.9859887044677187,3.996808917274386,3.9859887044677187,3.9824854495515236,3.993305662358191,3.9824854495515236,1.9279714239875674,1.6227328191434738,33,0.036,46,0.04,16,0.283
A2-B0-C2-batch3-r112_I,C_N1000_fijo,las 1000 partículas menos densas (N fijo),1000,9400.0,5.944082800833582,5.989527694621585,5.944082800833582,5.934750357598798,5.9801952513868,5.934750357598798,3.986441482047894,3.9972616948545614,3.986441482047894,3.98596828943849,3.996788502245157,3.98596828943849,1.908562361956316,1.583357370199086,37,0.024,47,0.033,15,0.47
A2-B0-C2-batch3-r114_III,C_N1000_fijo,las 1000 partículas menos densas (N fijo),1000,9400.0,5.932636299950497,5.978081193738499,5.932636299950497,5.935297063994277,5.980741957782279,5.935297063994277,3.967233645111252,3.9780538579179194,3.967233645111252,3.979599415848916,3.9904196286555833,3.979599415848916,1.6814429328186196,1.4898257281829594,11,0.016,40,0.02,23,0.493
A2-B0-C2-batch3-r120_I,C_N1000_fijo,las 1000 partículas menos densas (N fijo),1000,9400.0,5.94242093330416,5.987865827092163,5.94242093330416,5.949070336562952,5.994515230350954,5.949070336562952,3.9927873217855208,4.003607534592188,3.9927873217855208,3.9923639601345893,4.003184172941256,3.9923639601345893,1.8710156279680425,1.583951659830774,28,0.019,52,0.03,10,0.721
A2-B0-C2-batch3-r12_III,C_N1000_fijo,las 1000 partículas menos densas (N fijo),1000,9400.0,5.919428164825401,5.964873058613404,5.919428164825401,5.932085180262755,5.977530074050757,5.932085180262755,3.9841238256677904,3.9949440384744577,3.9841238256677904,3.985452440001745,3.996272652808412,3.985452440001745,1.9237664806921748,1.6002780640762366,28,0.03,39,0.031,12,0.436
A2-B0-C2-batch3-r143_I,C_N1000_fijo,las 1000 partículas menos densas (N fijo),1000,9400.0,5.94628872608696,5.991733619874963,5.94628872608696,5.949908904833324,5.995353798621326,5.949908904833324,3.980986207971527,3.991806420778194,3.980986207971527,3.9949113018442306,4.005731514650898,3.9949113018442306,1.8102055292508163,1.5497925566127273,22,0.026,36,0.039,9,0.444
A2-B0-C2-batch3-r1_I,C_N1000_fijo,las 1000 partículas menos densas (N fijo),1000,9400.0,5.952050062228318,5.997494956016321,5.952050062228318,5.952502674526865,5.997947568314868,5.952502674526865,3.963182164913681,3.9740023777203484,3.963182164913681,3.9818123987215075,3.9926326115281747,3.9818123987215075,1.6686514682020597,1.4685172179891013,9,0.009,40,0.019,17,0.321
A2-B0-C2-batch3-r21_III,C_N1000_fijo,las 1000 partículas menos densas (N fijo),1000,9400.0,5.945255956244395,5.990700850032398,5.945255956244395,5.948982045749888,5.994426939537891,5.948982045749888,3.991355562401402,4.002175775208069,3.991355562401402,3.985313190951246,3.9961334037579133,3.985313190951246,1.8636034647068236,1.5735602490531966,31,0.023,43,0.027,14,0.543
A2-B0-C2-batch3-r23_III,C_N1000_fijo,las 1000 partículas menos densas (N fijo),1000,9400.0,5.935449354615887,5.98089424840389,5.935449354615887,5.937641088338205,5.983085982126208,5.937641088338205,3.9887684722825263,3.9995886850891935,3.9887684722825263,3.988042413980815,3.9988626267874823,3.988042413980815,1.8801237478236366,1.5791587135162284,27,0.032,41,0.062,12,0.544
A2-B0-C2-batch3-r25_III,C_N1000_fijo,las 1000 partículas menos densas (N fijo),1000,9400.0,5.924266361472096,5.969711255260099,5.924266361472096,5.931915175004628,5.97736006879263,5.931915175004628,3.9939965128387915,4.004816725645458,3.9939965128387915,3.9899698587898813,4.0007900715965485,3.9899698587898813,1.8621224576444007,1.5149387950275686,34,0.027,51,0.031,16,0.404
A2-B0-C2-batch3-r26_III,C_N1000_fijo,las 1000 partículas menos densas (N fijo),1000,9400.0,5.945430054789671,5.990874948577673,5.945430054789671,5.945749243492534,5.991194137280536,5.945749243492534,3.986361747133695,3.997181959940362,3.986361747133695,3.9932390180045405,4.004059230811207,3.9932390180045405,1.9220458859944096,1.6178573487028405,28,0.023,47,0.029,10,0.443
A2-B0-C2-batch3-r31_III,C_N1000_fijo,las 1000 partículas menos densas (N fijo),1000,9400.0,5.930230931848831,5.975675825636833,5.930230931848831,5.939701207955482,5.985146101743484,5.939701207955482,3.9856078408429294,3.9964280536495966,3.9856078408429294,3.993521546656993,4.00434175946366,3.993521546656993,1.927208121352285,1.6156001160454472,36,0.018,49,0.046,10,0.465
A2-B0-C2-batch3-r35_I,C_N1000_fijo,las 1000 partículas menos densas (N fijo),1000,9400.0,5.927830774157495,5.973275667945497,5.927830774157495,5.936065065306391,5.981509959094393,5.936065065306391,3.9905884681813313,4.001408680987998,3.9905884681813313,3.9947579348025832,4.00557814760925,3.9947579348025832,1.7916133963226029,1.531983860703395,34,0.023,52,0.032,11,0.643
A2-B0-C2-batch3-r44_I,C_N1000_fijo,las 1000 partículas menos densas (N fijo),1000,9400.0,5.932036386024096,5.977481279812099,5.932036386024096,5.930612347774021,5.976057241562024,5.930612347774021,3.989334503991229,4.000154716797896,3.989334503991229,3.9894199044694023,4.0002401172760695,3.9894199044694023,1.8142345799774362,1.5474536849253624,30,0.025,44,0.039,9,0.433
A2-B0-C2-batch3-r48_I,C_N1000_fijo,las 1000 partículas menos densas (N fijo),1000,9400.0,5.942089933342147,5.987534827130149,5.942089933342147,5.937436579102393,5.982881472890395,5.937436579102393,3.983670776987132,3.9944909897937992,3.983670776987132,3.9861360746754517,3.996956287482119,3.9861360746754517,1.960608412607334,1.57920955306369,44,0.019,54,0.037,17,0.211
A2-B0-C2-batch3-r50_I,C_N1000_fijo,las 1000 partículas menos densas (N fijo),1000,9400.0,5.9436929947018395,5.989137888489842,5.9436929947018395,5.943514382092124,5.988959275880126,5.943514382092124,3.9918337319803645,4.002653944787031,3.9918337319803645,3.991904513962311,4.002724726768978,3.991904513962311,1.891479783669515,1.5728808982119997,37,0.017,46,0.028,10,0.653
A2-B0-C2-batch3-r53_I,C_N1000_fijo,las 1000 partículas menos densas (N fijo),1000,9400.0,5.937476512380801,5.982921406168804,5.937476512380801,5.936102209357244,5.981547103145247,5.936102209357244,3.9912167175803175,4.002036930386985,3.9912167175803175,3.9938980670266107,4.004718279833278,3.9938980670266107,1.9130587240123103,1.5697981780479258,36,0.02,45,0.028,17,0.408
A2-B0-C2-batch3-r58_III,C_N1000_fijo,las 1000 partículas menos densas (N fijo),1000,9400.0,5.9299900478868395,5.975434941674842,5.9299900478868395,5.933768800338359,5.979213694126361,5.933768800338359,3.984120711803274,3.994940924609941,3.984120711803274,3.989815458661882,4.000635671468549,3.989815458661882,1.900598900816769,1.566132682427123,34,0.023,53,0.029,11,0.662
A2-B0-C2-batch3-r59_I,C_N1000_fijo,las 1000 partículas menos densas (N fijo),1000,9400.0,5.941189914805762,5.986634808593765,5.941189914805762,5.939196278081372,5.984641171869375,5.939196278081372,3.991715310750818,4.002535523557485,3.991715310750818,3.9888159281378934,3.9996361409445607,3.9888159281378934,1.8840525204382055,1.5462634174161416,34,0.027,46,0.036,11,0.684
A2-B0-C2-batch3-r5_I,C_N1000_fijo,las 1000 partículas menos densas (N fijo),1000,9400.0,5.961445303616498,6.0068901974045,5.961445303616498,5.950482967904639,5.995927861692642,5.950482967904639,3.96071787139636,3.971538084203027,3.96071787139636,3.973284750604744,3.9841049634114114,3.973284750604744,1.6505227358269192,1.4625759187043648,11,0.009,47,0.016,10,0.796
A2-B0-C2-batch3-r60_III,C_N1000_fijo,las 1000 partículas menos densas (N fijo),1000,9400.0,5.930161960093954,5.975606853881956,5.930161960093954,5.945236060048382,5.990680953836384,5.945236060048382,3.9846331054324757,3.995453318239143,3.9846331054324757,3.9796966028564187,3.990516815663086,3.9796966028564187,1.9409806237419938,1.5447502703585698,32,0.032,43,0.037,13,0.642
A2-B0-C2-batch3-r69_III,C_N1000_fijo,las 1000 partículas menos densas (N fijo),1000,9400.0,5.9473134043290745,5.992758298117077,5.9473134043290745,5.956937641685106,6.002382535473108,5.956937641685106,3.9778945963520687,3.988714809158736,3.9778945963520687,3.980449765926793,3.99126997873346,3.980449765926793,1.6981608658454894,1.4953356272363343,20,0.016,44,0.021,11,0.671
