beta,t_optima,exponente_ptc,potencia_base,fraccion_saturada,frontera_media,frontera_desv,r_media,r_desv
0.94,28,4.1,0.65,0,1.01648,0.01410906091843113,0.03440629587177211,0.10206923345613086
0.94,28,6,0.3,0.30666666666666664,0.9703000000000002,1.1102230246251565e-16,-0.7644031894767382,0.019167804681964447
0.94,28,6,0.47,0.32166666666666666,0.9703000000000002,1.1102230246251565e-16,-0.7171281784552822,0.02873758165201837
0.94,28,6,0.65,0.33166666666666667,0.9703000000000002,1.1102230246251565e-16,-0.6708355348342728,0.02939100981127027
0.98,22,3,0.3,0,0.7110000000000001,1.1102230246251565e-16,-0.020575049489289843,0.12968841799305633
0.98,22,3,0.47,0,0.7426799999999999,0.008639999999999981,-0.006742025518029188,0.08197756752675203
0.98,22,3,0.65,0,0.7975000000000001,1.1102230246251565e-16,0.019214867337902706,0.06757643627791653
0.98,22,4.1,0.3,0.18333333333333332,0.6822,0,0.4885667865760042,0.03112384379928339
0.98,22,4.1,0.47,0.18333333333333332,0.7110000000000001,1.1102230246251565e-16,0.4886386772552327,0.027234689575787313
0.98,22,4.1,0.65,0.18333333333333332,0.7397999999999999,1.1102230246251565e-16,0.43804140555739834,0.04189704877332559
0.98,22,6,0.3,0.26666666666666666,0.6533999999999999,1.1102230246251565e-16,0.13537230765337865,0.025392321175555902
0.98,22,6,0.47,0.26666666666666666,0.6822,0,0.13884329530325024,0.022285880359437814
0.98,22,6,0.65,0.28,0.6966,0.014399999999999968,0.10938254896111807,0.045848335879176985
0.98,25,3,0.3,0,0.8551,0,0.020544684045064005,0.13155206331285202
0.98,25,3,0.47,0,0.8838999999999999,1.1102230246251565e-16,0.03667684008940179,0.09822095771796781
0.98,25,3,0.65,0,0.9126999999999998,1.1102230246251565e-16,0.0415548110340961,0.12157396089139884
0.98,25,4.1,0.3,0.08333333333333333,0.8263,0,0.3819776380300305,0.04363045745997768
0.98,25,4.1,0.47,0.08333333333333333,0.8551,0,0.4034845445755285,0.040420452999240464
0.98,25,4.1,0.65,0.08333333333333333,0.8810199999999998,0.008640000000000016,0.4089543637792987,0.050981723939402826
0.98,25,6,0.3,0.25166666666666665,0.7975000000000001,1.1102230246251565e-16,-0.31154000919517777,0.023200461038039435
0.98,25,6,0.47,0.2633333333333333,0.8263,0,-0.292071246176099,0.022620341930130176
0.98,25,6,0.65,0.26666666666666666,0.8263,0,-0.2689709041792605,0.025159231876464426
0.98,28,3,0.3,0,0.9991999999999999,1.1102230246251565e-16,0.0043304081846643515,0.14109804876444967
0.98,28,3,0.47,0,1.0280000000000002,2.220446049250313e-16,0.029348742953229683,0.1509036289581643
0.98,28,3,0.65,0,1.0567999999999997,2.220446049250313e-16,0.08365894936917209,0.13809571095118298
0.98,28,4.1,0.3,0,0.9731900000000001,0.008669999999999978,-0.007712846449856247,0.13381749537297746
0.98,28,4.1,0.47,0,0.9991999999999999,1.1102230246251565e-16,0.0026893689386905508,0.1196916422967263
0.98,28,4.1,0.65,0,1.0251200000000003,0.008640000000000014,0.035535383478142016,0.10034176153878809
0.98,28,6,0.3,0.30666666666666664,0.9703000000000002,1.1102230246251565e-16,-0.7561696823070805,0.021434582655031204
0.98,28,6,0.47,0.3233333333333333,0.9703000000000002,1.1102230246251565e-16,-0.7127593717861795,0.035546541813104626
0.98,28,6,0.65,0.3416666666666667,0.9703000000000002,1.1102230246251565e-16,-0.6700429063729034,0.029797238387119444
