beta,t_optima,exponente_ptc,potencia_base,semilla,r_real,percentil_r_real_en_nula,media_nula,desviacion_nula
0.8,28,6,0.47,7,-0.7181359307538993,0,-0.0028548586241648904,0.1300692286970701
0.8,28,6,0.47,8,-0.755956297570511,0,-0.0043534643604209045,0.12811166377269476
0.8,28,6,0.47,9,-0.7153251769029825,0,0.003079392948273,0.1297046239812798
0.8,28,6,0.47,10,-0.7331445507846656,0,-0.002129459766073827,0.13028971586073898
0.8,28,6,0.65,1,-0.7301754449810078,0,-0.000922337489374678,0.13208804126341167
0.8,28,6,0.65,2,-0.6741760577939402,0,-0.0010879822538608784,0.1332457203436033
0.8,28,6,0.65,3,-0.7235249400015109,0,0.0016344872514530164,0.13024599273747337
0.8,28,6,0.65,4,-0.6663907728236617,0,-0.001739947217222592,0.12798321679759175
0.88,22,3,0.3,1,-0.015167136456588378,47.8,-0.0006303813691500541,0.12516139640531054
0.88,22,3,0.3,2,0.19513312458918844,93.5,0.001598170805174661,0.13091693796485968
0.8,28,6,0.65,5,-0.6541472736133607,0,0.005447373221489474,0.13431067950875927
0.8,28,6,0.65,6,-0.7479722248201917,0,0.0011255085485893269,0.1320509731453382
0.88,22,3,0.3,3,-0.20463683292495305,5,0.006696338585864277,0.1318931465074874
0.88,22,3,0.3,4,0.14358470487050812,86.7,-0.004421725894389264,0.13008550322841042
0.8,28,6,0.65,7,-0.6749936008178907,0,0.0006619713490029453,0.1339457262603402
0.88,22,3,0.3,5,-0.12699200800497681,15.1,0.00577961222940529,0.12596515995047078
0.88,22,3,0.3,6,0.09022008996271977,74.5,0.0008718577068316692,0.13400885204602653
0.8,28,6,0.65,8,-0.6965404763207533,0,-0.004544604781512435,0.1350151212740716
0.88,22,3,0.3,7,-0.0687191152989414,26.2,0.010494065519487788,0.1280217397728794
0.88,22,3,0.3,8,-0.15766930648953648,15,-0.01547661052754167,0.12931868709107383
0.8,28,6,0.65,9,-0.6885019502419399,0,-0.006433356602767971,0.12767591283228336
0.8,28,6,0.65,10,-0.6521192269261026,0,-0.0010680158822980858,0.13140059568487644
0.88,22,3,0.3,9,0.057797905340865534,66.2,0.0026882035853918337,0.12685492687070574
0.88,22,3,0.3,10,-0.12380300788214099,18.1,-0.0008619372963548091,0.13374578361562536
0.88,22,3,0.47,1,0.025107349279796444,57.9,-0.006621908047647367,0.1319921304951919
0.88,22,3,0.47,2,-0.06957058440445435,30.6,-0.002390411767957177,0.1278440617344847
0.88,22,3,0.47,3,-0.047265307966508026,37.4,-0.0016208435815232135,0.1321548699730546
0.88,22,3,0.47,4,0.18103801135374367,91.2,0.004112549621251953,0.12960344859118156
0.88,22,3,0.47,6,0.11896188323507305,80.5,0.005632812563058222,0.1318140996783709
0.88,22,3,0.47,5,0.01031149149465695,51.9,-0.0015258443705339056,0.13224113812203658
0.88,22,3,0.47,7,-0.09995413468305957,24,0.0002846947337181392,0.1312203094089908
0.88,22,3,0.47,8,-0.13955162114836386,15.1,-0.0023212504522638457,0.13114373164154058
0.88,22,3,0.47,9,-0.0570732152146283,33.7,-0.001580759012936735,0.1312192030258218
0.88,22,3,0.47,10,-0.090520032624044,23.9,0.0021838961197674527,0.1272174273935062
