version	num	file	name	title_or_header	classes	functions	capability_tokens	lines
V096_diagnostico_de_rigidez_geometrica.py	96	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v096_diagnostico_de_rigidez_geometrica.py	v096_diagnostico_de_rigidez_geometrica.py	!/usr/bin/env python3	ExploradorActuadores	cargar_todos_binaurales, inicializar_campo, inicializar_memorias, _perfil_espectral_region, calcular_ged_entre, calcular_frecuencias_naturales, calcular_promedio_vecinos, preparar_objetivo_canal, calcular_gradiente_energetico_dirigido, calcular_coherencia_dirigida, actualizar_act_busc_desde_gradiente, aplicar_forzamiento_busc_a_ganglio, aplicar_orientacion_v1_aditiva, calcular_parametros_actuacion, aplicar_entrada_cualitativa, explorar_actuadores, aplicar_plasticidad_dual, calcular_omega_orient, calcular_eficiencia, calcular_senal_busqueda, actualizar_campo, entrenar, simular_fase, correr_protocolo, main	campo, memoria, homeostasis, valencia, predictiva, lateralidad, consciencia, amenaza, identidad, actuador	1188
V097_1.py	97	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v097_1.py	v097_1.py	!/usr/bin/env python3	ExploradorActuadores	imprimir_configuracion, cargar_bigbang, inicializar_campo, inicializar_memorias, _perfil_espectral_region, calcular_ged_entre, calcular_frecuencias_naturales, calcular_promedio_vecinos, preparar_objetivo_canal, calcular_gradiente_energetico_dirigido, calcular_coherencia_dirigida, actualizar_act_busc_desde_gradiente, aplicar_forzamiento_busc_a_ganglio, aplicar_orientacion_v1_aditiva, calcular_parametros_actuacion, aplicar_entrada_cualitativa, explorar_actuadores, aplicar_plasticidad_dual, calcular_omega_orient, calcular_eficiencia, calcular_senal_busqueda, actualizar_campo, diagnosticar_estado_post_entrenamiento, comparar_estados_entre_instancias, entrenar	campo, memoria, homeostasis, valencia, predictiva, lateralidad, consciencia, amenaza, identidad, actuador	1299
V097_2_bigbang_diagnostico_post_entrenamiento.py	97	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v097_2_bigbang_diagnostico_post_entrenamiento.py	v097_2_bigbang_diagnostico_post_entrenamiento.py	!/usr/bin/env python3	ExploradorActuadores	imprimir_configuracion, cargar_bigbang, inicializar_campo, inicializar_memorias, _perfil_espectral_region, calcular_ged_entre, calcular_frecuencias_naturales, calcular_promedio_vecinos, calcular_asimetria_act_geom, preparar_objetivo_canal, calcular_gradiente_energetico_dirigido, calcular_coherencia_dirigida, actualizar_act_busc_desde_gradiente, aplicar_forzamiento_busc_a_ganglio, aplicar_orientacion_v1_aditiva, calcular_parametros_actuacion, aplicar_entrada_cualitativa, explorar_actuadores, aplicar_plasticidad_dual, calcular_omega_orient, calcular_eficiencia, calcular_senal_busqueda, actualizar_campo, diagnosticar_estado_post_entrenamiento, comparar_estados_entre_instancias	campo, memoria, homeostasis, valencia, predictiva, lateralidad, consciencia, amenaza, identidad, actuador	1351
V097_3_bigbang_entrenamiento_extendido_232s.py	97	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v097_3_bigbang_entrenamiento_extendido_232s.py	v097_3_bigbang_entrenamiento_extendido_232s.py	!/usr/bin/env python3	ExploradorActuadores	imprimir_configuracion, cargar_bigbang, inicializar_campo, inicializar_memorias, _perfil_espectral_region, calcular_ged_entre, calcular_frecuencias_naturales, calcular_promedio_vecinos, calcular_asimetria_act_geom, preparar_objetivo_canal, calcular_gradiente_energetico_dirigido, calcular_coherencia_dirigida, actualizar_act_busc_desde_gradiente, aplicar_forzamiento_busc_a_ganglio, aplicar_orientacion_v1_aditiva, calcular_parametros_actuacion, aplicar_entrada_cualitativa, explorar_actuadores, aplicar_plasticidad_dual, calcular_omega_orient, calcular_eficiencia, calcular_senal_busqueda, actualizar_campo, diagnosticar_estado_post_entrenamiento, comparar_estados_entre_instancias	campo, memoria, homeostasis, valencia, predictiva, lateralidad, consciencia, amenaza, identidad, actuador	1347
V097_bigbang_como_eje_unico_del_experimento.py	97	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v097_bigbang_como_eje_unico_del_experimento.py	v097_bigbang_como_eje_unico_del_experimento.py	!/usr/bin/env python3	ExploradorActuadores	imprimir_configuracion, cargar_bigbang, inicializar_campo, inicializar_memorias, _perfil_espectral_region, calcular_ged_entre, calcular_frecuencias_naturales, calcular_promedio_vecinos, preparar_objetivo_canal, calcular_gradiente_energetico_dirigido, calcular_coherencia_dirigida, actualizar_act_busc_desde_gradiente, aplicar_forzamiento_busc_a_ganglio, aplicar_orientacion_v1_aditiva, calcular_parametros_actuacion, aplicar_entrada_cualitativa, explorar_actuadores, aplicar_plasticidad_dual, calcular_omega_orient, calcular_eficiencia, calcular_senal_busqueda, actualizar_campo, entrenar, evaluar, clasificar_hipotesis	campo, memoria, homeostasis, valencia, predictiva, lateralidad, consciencia, amenaza, identidad, actuador	1113
V098_observacion_de_histeresis_act_mant_y_rango_de.py	98	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v098_observacion_de_histeresis_act_mant_y_rango_de.py	v098_observacion_de_histeresis_act_mant_y_rango_de.py	!/usr/bin/env python3	ExploradorActuadores	cargar_bigbang, inicializar_campo, inicializar_memorias, _perfil_espectral_region, calcular_ged_entre, calcular_frecuencias_naturales, calcular_promedio_vecinos, preparar_objetivo_canal, calcular_gradiente_energetico_dirigido, calcular_coherencia_dirigida, actualizar_act_busc_desde_gradiente, aplicar_forzamiento_busc_a_ganglio, aplicar_orientacion_v1_aditiva, calcular_parametros_actuacion, aplicar_entrada_cualitativa, explorar_actuadores, aplicar_plasticidad_dual, calcular_omega_orient, calcular_eficiencia, calcular_senal_busqueda, actualizar_campo, entrenar, simular_fase, evaluar_multifase, main	campo, memoria, homeostasis, valencia, predictiva, lateralidad, consciencia, amenaza, identidad, actuador	1049
V099_exploracion_de_la_asimetria_de_omega_para_60_grados.py	99	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v099_exploracion_de_la_asimetria_de_omega_para_60_grados.py	v099_exploracion_de_la_asimetria_de_omega_para_60_grados.py	!/usr/bin/env python3	ExploradorActuadores	cargar_bigbang, inicializar_campo, inicializar_memorias, _perfil_espectral_region, calcular_ged_entre, calcular_frecuencias_naturales, calcular_promedio_vecinos, preparar_objetivo_canal, calcular_gradiente_energetico_dirigido, calcular_coherencia_dirigida, actualizar_act_busc_desde_gradiente, aplicar_forzamiento_busc_a_ganglio, aplicar_orientacion_v1_aditiva, calcular_parametros_actuacion, aplicar_entrada_cualitativa, explorar_actuadores, aplicar_plasticidad_dual, calcular_omega_orient, calcular_eficiencia, calcular_senal_busqueda, actualizar_campo, entrenar, simular_fase, evaluar_multifase, main	campo, memoria, homeostasis, valencia, predictiva, lateralidad, consciencia, amenaza, identidad, actuador	1094
V100_curva_de_dosis_respuesta_con_multiples_estimulos.py	100	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v100_curva_de_dosis_respuesta_con_multiples_estimulos.py	v100_curva_de_dosis_respuesta_con_multiples_estimulos.py	!/usr/bin/env python3	ExploradorActuadores	cargar_todos_sonidos, inicializar_campo, inicializar_memorias, _perfil_espectral_region, calcular_ged_entre, calcular_frecuencias_naturales, calcular_promedio_vecinos, preparar_objetivo_canal, calcular_gradiente_energetico_dirigido, calcular_coherencia_dirigida, actualizar_act_busc_desde_gradiente, aplicar_forzamiento_busc_a_ganglio, aplicar_orientacion_v1_aditiva, calcular_parametros_actuacion, aplicar_entrada_cualitativa, explorar_actuadores, aplicar_plasticidad_dual, calcular_omega_orient, calcular_eficiencia, calcular_senal_busqueda, actualizar_campo, entrenar_multiestimulo, simular_fase, evaluar_bloque_estimulos, evaluar_instancia	campo, memoria, homeostasis, valencia, lateralidad, consciencia, amenaza, identidad, actuador	965
V101_entrenamiento_multi_estimulo_evaluacion_solo_bigbang.py	101	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v101_entrenamiento_multi_estimulo_evaluacion_solo_bigbang.py	v101_entrenamiento_multi_estimulo_evaluacion_solo_bigbang.py	!/usr/bin/env python3	ExploradorActuadores	cargar_todos_sonidos, inicializar_campo, inicializar_memorias, _perfil_espectral_region, calcular_ged_entre, calcular_frecuencias_naturales, calcular_promedio_vecinos, preparar_objetivo_canal, calcular_gradiente_energetico_dirigido, calcular_coherencia_dirigida, actualizar_act_busc_desde_gradiente, aplicar_forzamiento_busc_a_ganglio, aplicar_orientacion_v1_aditiva, calcular_parametros_actuacion, aplicar_entrada_cualitativa, explorar_actuadores, aplicar_plasticidad_dual, calcular_omega_orient, calcular_eficiencia, calcular_senal_busqueda, actualizar_campo, entrenar_multiestimulo, simular_fase_bigbang, evaluar_instancia, main	campo, memoria, homeostasis, valencia, lateralidad, consciencia, amenaza, identidad, actuador	936
V102_naturaleza_de_omega_categorizacion_y_transferencia.py	102	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v102_naturaleza_de_omega_categorizacion_y_transferencia.py	v102_naturaleza_de_omega_categorizacion_y_transferencia.py	!/usr/bin/env python3	ExploradorActuadores	cargar_sonidos, inicializar_campo, inicializar_memorias, _perfil_espectral_region, calcular_ged_entre, calcular_frecuencias_naturales, calcular_promedio_vecinos, preparar_objetivo_canal, calcular_gradiente_energetico_dirigido, calcular_coherencia_dirigida, actualizar_act_busc_desde_gradiente, aplicar_forzamiento_busc_a_ganglio, aplicar_orientacion_v1_aditiva, calcular_parametros_actuacion, aplicar_entrada_cualitativa, explorar_actuadores, aplicar_plasticidad_dual, calcular_omega_orient, calcular_eficiencia, calcular_senal_busqueda, actualizar_campo, entrenar_con_estimulos, evaluar_estimulo, evaluar_todos, main	campo, memoria, homeostasis, valencia, lateralidad, consciencia, amenaza, identidad, actuador	984
V103_clasificacion_de_multiples_estimulos.py	103	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v103_clasificacion_de_multiples_estimulos.py	v103_clasificacion_de_multiples_estimulos.py	!/usr/bin/env python3	ExploradorActuadores	cargar_todos_sonidos, inicializar_campo, inicializar_memorias, _perfil_espectral_region, calcular_ged_entre, calcular_frecuencias_naturales, calcular_promedio_vecinos, preparar_objetivo_canal, calcular_gradiente_energetico_dirigido, calcular_coherencia_dirigida, actualizar_act_busc_desde_gradiente, aplicar_forzamiento_busc_a_ganglio, aplicar_orientacion_v1_aditiva, calcular_parametros_actuacion, aplicar_entrada_cualitativa, explorar_actuadores, aplicar_plasticidad_dual, calcular_omega_orient, calcular_eficiencia, calcular_senal_busqueda, actualizar_campo, entrenar, evaluar_estimulo, evaluar_todos, main	campo, memoria, homeostasis, valencia, lateralidad, consciencia, amenaza, identidad, actuador	1000
V104_distinguiendo_entre_lectura_fisica_y_cosmosemiotica.py	104	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v104_distinguiendo_entre_lectura_fisica_y_cosmosemiotica.py	v104_distinguiendo_entre_lectura_fisica_y_cosmosemiotica.py	!/usr/bin/env python3	ExploradorActuadores	cargar_sonidos, inicializar_campo, inicializar_memorias, _perfil_espectral_region, calcular_ged_entre, calcular_frecuencias_naturales, calcular_promedio_vecinos, preparar_objetivo_canal, calcular_gradiente_energetico_dirigido, actualizar_act_busc_desde_gradiente, aplicar_forzamiento_busc_a_ganglio, aplicar_orientacion_v1_aditiva, calcular_parametros_actuacion, aplicar_entrada_cualitativa, explorar_actuadores, aplicar_plasticidad_dual, calcular_omega_orient, calcular_eficiencia, calcular_senal_busqueda, actualizar_campo, entrenar, evaluar_estimulo, experimento_contexto, experimento_composicionalidad, experimento_linealidad	campo, memoria, homeostasis, valencia, predictiva, lateralidad, consciencia, amenaza, identidad, actuador	1006
V105_forzando_lf_1_con_tonos_puros_monofonicos.py	105	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v105_forzando_lf_1_con_tonos_puros_monofonicos.py	v105_forzando_lf_1_con_tonos_puros_monofonicos.py	!/usr/bin/env python3	ExploradorActuadores	cargar_sonidos, inicializar_campo, inicializar_memorias, _perfil_espectral_region, calcular_frecuencias_naturales, calcular_promedio_vecinos, preparar_objetivo_canal, calcular_gradiente_energetico_dirigido, actualizar_act_busc_desde_gradiente, aplicar_forzamiento_busc_a_ganglio, aplicar_orientacion_v1_aditiva, calcular_parametros_actuacion, aplicar_entrada_cualitativa, explorar_actuadores, aplicar_plasticidad_dual, calcular_omega_orient, calcular_eficiencia, actualizar_campo, entrenar, evaluar_estimulo, experimento_linea_base, experimento_meta_representacion, experimento_anomalia_tonal, experimento_memoria_distractores, main	campo, memoria, homeostasis, valencia, lateralidad, consciencia, amenaza, identidad, actuador	1101
V105b_prueba_de_tonos_binaurales_sinteticos.py	105	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v105b_prueba_de_tonos_binaurales_sinteticos.py	v105b_prueba_de_tonos_binaurales_sinteticos.py	!/usr/bin/env python3	ExploradorActuadores	cargar_sonidos, inicializar_campo, inicializar_memorias, _perfil_espectral_region, calcular_frecuencias_naturales, calcular_promedio_vecinos, preparar_objetivo_canal, calcular_gradiente_energetico_dirigido, actualizar_act_busc_desde_gradiente, aplicar_forzamiento_busc_a_ganglio, aplicar_orientacion_v1_aditiva, calcular_parametros_actuacion, aplicar_entrada_cualitativa, explorar_actuadores, aplicar_plasticidad_dual, calcular_omega_orient, calcular_eficiencia, actualizar_campo, entrenar, evaluar_estimulo, experimento_tonos_binaurales, experimento_controles, main	campo, memoria, homeostasis, valencia, lateralidad, consciencia, amenaza, identidad, actuador	934
V105c_caso_critico_tono_puro_original_de_v104_tonos_largos.py	105	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v105c_caso_critico_tono_puro_original_de_v104_tonos_largos.py	v105c_caso_critico_tono_puro_original_de_v104_tonos_largos.py	!/usr/bin/env python3	ExploradorActuadores	cargar_sonidos, inicializar_campo, inicializar_memorias, _perfil_espectral_region, calcular_frecuencias_naturales, calcular_promedio_vecinos, preparar_objetivo_canal, calcular_gradiente_energetico_dirigido, actualizar_act_busc_desde_gradiente, aplicar_forzamiento_busc_a_ganglio, aplicar_orientacion_v1_aditiva, calcular_parametros_actuacion, aplicar_entrada_cualitativa, explorar_actuadores, aplicar_plasticidad_dual, calcular_omega_orient, calcular_eficiencia, actualizar_campo, entrenar, evaluar_estimulo, experimento_tono_puro_original, experimento_tonos_largos, experimento_controles, main	campo, memoria, homeostasis, valencia, lateralidad, consciencia, libertad, amenaza, identidad, actuador	1051
V105d_prueba_de_tonos_largos_30s_por_frecuencia.py	105	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v105d_prueba_de_tonos_largos_30s_por_frecuencia.py	v105d_prueba_de_tonos_largos_30s_por_frecuencia.py	!/usr/bin/env python3	ExploradorActuadores	cargar_sonidos, inicializar_campo, inicializar_memorias, _perfil_espectral_region, calcular_frecuencias_naturales, calcular_promedio_vecinos, preparar_objetivo_canal, calcular_gradiente_energetico_dirigido, actualizar_act_busc_desde_gradiente, aplicar_forzamiento_busc_a_ganglio, aplicar_orientacion_v1_aditiva, calcular_parametros_actuacion, aplicar_entrada_cualitativa, explorar_actuadores, aplicar_plasticidad_dual, calcular_omega_orient, calcular_eficiencia, actualizar_campo, entrenar, evaluar_estimulo, experimento_tonos_largos, experimento_controles, main	campo, memoria, homeostasis, valencia, lateralidad, consciencia, amenaza, identidad, actuador	991
V105e_barrido_fino_alrededor_de_440_hz.py	105	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v105e_barrido_fino_alrededor_de_440_hz.py	v105e_barrido_fino_alrededor_de_440_hz.py	!/usr/bin/env python3	ExploradorActuadores	generar_tono_binaural, asegurar_tonos, cargar_sonidos, inicializar_campo, inicializar_memorias, _perfil_espectral_region, calcular_frecuencias_naturales, calcular_promedio_vecinos, preparar_objetivo_canal, calcular_gradiente_energetico_dirigido, actualizar_act_busc_desde_gradiente, aplicar_forzamiento_busc_a_ganglio, aplicar_orientacion_v1_aditiva, calcular_parametros_actuacion, aplicar_entrada_cualitativa, explorar_actuadores, aplicar_plasticidad_dual, calcular_omega_orient, calcular_eficiencia, actualizar_campo, entrenar, evaluar_estimulo, experimento_barrido_fino, analizar_resonancia, main	campo, memoria, homeostasis, valencia, lateralidad, consciencia, amenaza, identidad, actuador	992
V106_dos_agentes_acoplados_corregido.py	106	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v106_dos_agentes_acoplados_corregido.py	v106_dos_agentes_acoplados_corregido.py	!/usr/bin/env python3	ExploradorActuadores, AgenteVST	cargar_sonidos, experimento_agentes_acoplados, main	campo, memoria, homeostasis, valencia, lateralidad, consciencia, amenaza, identidad, actuador	798
V107_clausura_semiotica_corregido.py	107	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v107_clausura_semiotica_corregido.py	v107_clausura_semiotica_corregido.py	!/usr/bin/env python3	ExploradorActuadores, AgenteVST	cargar_sonidos, experimento_semiosis, main	campo, memoria, homeostasis, valencia, lateralidad, consciencia, amenaza, identidad, actuador	859
V108_blue_monday_estimulo_largo_y_complejo.py	108	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v108_blue_monday_estimulo_largo_y_complejo.py	v108_blue_monday_estimulo_largo_y_complejo.py	!/usr/bin/env python3	ExploradorActuadores, AgenteVST	cargar_sonidos, experimento_blue_monday, main	campo, memoria, homeostasis, valencia, lateralidad, consciencia, amenaza, identidad, actuador	808
V109_protocolo_canonico_corregido.py	109	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v109_protocolo_canonico_corregido.py	v109_protocolo_canonico_corregido.py	!/usr/bin/env python3	ExploradorActuadores, AgenteVST_Canonico	cargar_sonidos, calibrar_agente, experimento_R2, main	campo, memoria, valencia, lateralidad, consciencia, amenaza, identidad, actuador	544
V110_protocolo_de_diferencia_con_blue_monday.py	110	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v110_protocolo_de_diferencia_con_blue_monday.py	v110_protocolo_de_diferencia_con_blue_monday.py	!/usr/bin/env python3	AgenteVST_Canonico	reporte_doble_descripcion, ejecutar_v110	campo, valencia, lateralidad, consciencia, comunicacion, amenaza, identidad	471
V111_fisiologia_corregida_auditoria_completa.py	111	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v111_fisiologia_corregida_auditoria_completa.py	v111_fisiologia_corregida_auditoria_completa.py	!/usr/bin/env python3	MembranaSensorial, AgenteVST_Canonico	butter_highpass, butter_lowpass, aplicar_filtro, reporte_doble_descripcion, ejecutar_v111b	campo, valencia, predictiva, lateralidad, consciencia, amenaza, identidad	719
V112_sin_parametros_externos_version_meta.py	112	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v112_sin_parametros_externos_version_meta.py	v112_sin_parametros_externos_version_meta.py	!/usr/bin/env python3	MembranaSensorial, AgenteVST	butter_highpass, butter_lowpass, aplicar_filtro, ejecutar_v112	campo, memoria, valencia, lateralidad, consciencia, amenaza, identidad	609
V113_experimento_completo_sin_parametros.py	113	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v113_experimento_completo_sin_parametros.py	v113_experimento_completo_sin_parametros.py	!/usr/bin/env python3	MembranaSensorial, Agente	butter_highpass, butter_lowpass, aplicar_filtro, ejecutar_v113	campo, valencia, lateralidad, consciencia, amenaza, identidad	644
V114_alma_racional_estable.py	114	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v114_alma_racional_estable.py	v114_alma_racional_estable.py	!/usr/bin/env python3	MembranaSensorial, Agente	butter_highpass, butter_lowpass, aplicar_filtro, ejecutar_v114	campo, valencia, lateralidad, consciencia, amenaza, identidad	547
V115_blue_monday_expandido_dietas_espectrales.py	115	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v115_blue_monday_expandido_dietas_espectrales.py	v115_blue_monday_expandido_dietas_espectrales.py	!/usr/bin/env python3	MembranaSensorial, Agente	butter_highpass, butter_lowpass, aplicar_filtro, ejecutar_v115	campo, valencia, lateralidad, consciencia, amenaza, identidad	535
V116_el_experimento_final.py	116	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v116_el_experimento_final.py	v116_el_experimento_final.py	!/usr/bin/env python3	MembranaSensorial, Agente	butter_highpass, butter_lowpass, aplicar_filtro, ejecutar_v116	campo, valencia, lateralidad, consciencia, identidad	514
V117_tiempos_completos_sin_apresurar.py	117	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v117_tiempos_completos_sin_apresurar.py	v117_tiempos_completos_sin_apresurar.py	!/usr/bin/env python3	MembranaSensorial, Agente	butter_highpass, butter_lowpass, aplicar_filtro, ejecutar_v117	campo, valencia, lateralidad, consciencia, identidad	525
V118_memoria_larga_y_atencion_para_lateralidad.py	118	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v118_memoria_larga_y_atencion_para_lateralidad.py	v118_memoria_larga_y_atencion_para_lateralidad.py	!/usr/bin/env python3	MecanismoAtencion, MembranaSensorial, Agente	butter_highpass, butter_lowpass, aplicar_filtro, ejecutar_v118	campo, memoria, valencia, predictiva, lateralidad, consciencia, identidad	687
V119_plasticidad_dual.py	119	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v119_plasticidad_dual.py	v119_plasticidad_dual.py	!/usr/bin/env python3	Agente	ejecutar_v119	campo, memoria, valencia, predictiva, lateralidad, consciencia, identidad	386
V120_consolidacion_doble_canal_parcialmente_acoplado.py	120	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v120_consolidacion_doble_canal_parcialmente_acoplado.py	v120_consolidacion_doble_canal_parcialmente_acoplado.py	!/usr/bin/env python3	AtencionDerivadas, MembranaSensorial, AgenteV120	butter_highpass, butter_lowpass, aplicar_filtro, ejecutar_v120	campo, memoria, valencia, predictiva, lateralidad, consciencia, libertad, comunicacion, amenaza, identidad	722
V121_arquitectura_bihemisferica_con_cuerpo_calloso_selectivo.py	121	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v121_arquitectura_bihemisferica_con_cuerpo_calloso_selectivo.py	v121_arquitectura_bihemisferica_con_cuerpo_calloso_selectivo.py	!/usr/bin/env python3	MembranaSensorial, Hemisferio, AgenteV121	butter_highpass, butter_lowpass, aplicar_filtro, ejecutar_v121	campo, valencia, lateralidad, consciencia, comunicacion, identidad	547
V122.py	122	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/V122.py	V122.py	!/usr/bin/env python3	Hemisferio, SistemaV122	generar_ruido_rosa, generar_clicks_poisson, ejecutar_v122	campo, valencia, lateralidad, consciencia, comunicacion, identidad	384
V122b_segregacion_fisica_organos_minimos.py	122	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v122b_segregacion_fisica_organos_minimos.py	v122b_segregacion_fisica_organos_minimos.py	!/usr/bin/env python3	Hemisferio, AparatoMotor, Atencion, SistemaV122	generar_ruido_rosa, generar_clicks_poisson, calcular_S_shared, ejecutar_v122	campo, valencia, lateralidad, consciencia, comunicacion, amenaza, identidad, actuador	459
V123_anima_1_controlador_p_zona_muerta.py	123	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v123_anima_1_controlador_p_zona_muerta.py	v123_anima_1_controlador_p_zona_muerta.py	!/usr/bin/env python3	Color, Hemisferio, CuerpoCalloso, InhibicionReciproca, AparatoMotor, SistemaBinaural, Estimulos	ruido_blanco, ruido_rosa, generar_click, calcular_lateralidad, calcular_respuesta_R2, generar_graficos, ejecutar_experimento	campo, valencia, lateralidad, consciencia, libertad, amenaza, actuador	663
V124_anima_1_controlador_p_zona_muerta_audio_restaurado_en.py	124	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v124_anima_1_controlador_p_zona_muerta_audio_restaurado_en.py	v124_anima_1_controlador_p_zona_muerta_audio_restaurado_en.py	!/usr/bin/env python3	Hemisferio, CuerpoCalloso, InhibicionReciproca, AparatoMotor, SistemaBinaural, Estimulos	ruido_blanco, ruido_rosa, generar_clicks_poisson, localizar, calcular_lateralidad, calcular_respuesta_R2, generar_graficos, ejecutar_experimento	campo, valencia, lateralidad, consciencia, libertad, amenaza, actuador	662
V125_dos_sistemas_acoplados_con_orientacion_de_cabeza.py	125	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v125_dos_sistemas_acoplados_con_orientacion_de_cabeza.py	v125_dos_sistemas_acoplados_con_orientacion_de_cabeza.py	!/usr/bin/env python3	SistemaOrientador	ejecutar_v125	campo, valencia, lateralidad, consciencia, amenaza, actuador	374
V126_organismo_con_interfaz_motor_lateralidad_regulada.py	126	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v126_organismo_con_interfaz_motor_lateralidad_regulada.py	v126_organismo_con_interfaz_motor_lateralidad_regulada.py	!/usr/bin/env python3	AparatoMotorV126, SistemaV126	ejecutar_v126	campo, valencia, lateralidad, consciencia, comunicacion, amenaza, actuador	562
V127_correccion_de_signo_del_gradiente_binaural.py	127	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v127_correccion_de_signo_del_gradiente_binaural.py	v127_correccion_de_signo_del_gradiente_binaural.py	!/usr/bin/env python3	AparatoMotorV127A, SistemaV127A	ejecutar_v127a	campo, valencia, lateralidad, consciencia, comunicacion, amenaza, actuador	490
V127b_correccion_de_gradiente_usar_diferencia_inter_sistemas.py	127	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v127b_correccion_de_gradiente_usar_diferencia_inter_sistemas.py	v127b_correccion_de_gradiente_usar_diferencia_inter_sistemas.py	!/usr/bin/env python3	AparatoMotorV127B, SistemaV127B	ejecutar_v127b	campo, valencia, lateralidad, consciencia, comunicacion, amenaza, actuador	522
V128_validacion_robusta_parkinson_computacional.py	128	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v128_validacion_robusta_parkinson_computacional.py	v128_validacion_robusta_parkinson_computacional.py	!/usr/bin/env python3	AparatoMotorBase, AparatoMotorParkinson, SistemaV128	calcular_metricas, ejecutar_validacion_semilla, ejecutar_barrido_parkinson, ejecutar_v128	campo, valencia, lateralidad, consciencia, comunicacion, amenaza, identidad, actuador	612
V129_supervivencia_no_perfeccion.py	129	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v129_supervivencia_no_perfeccion.py	v129_supervivencia_no_perfeccion.py	!/usr/bin/env python3	HemisferioV129, SistemaV129, AparatoMotorV129	calcular_metricas_supervivencia, validar_poblacion, caracterizar_fragilidad, ejecutar_v129	campo, valencia, lateralidad, consciencia, comunicacion, amenaza, actuador	631
V130_organismo_plastico_aprende_a_vivir_con_su_fragilidad.py	130	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v130_organismo_plastico_aprende_a_vivir_con_su_fragilidad.py	v130_organismo_plastico_aprende_a_vivir_con_su_fragilidad.py	!/usr/bin/env python3	HemisferioV130, AparatoMotorPlastico, SistemaV130	calcular_metricas_supervivencia, validar_poblacion, barrido_parkinson, ejecutar_v130	campo, memoria, valencia, lateralidad, consciencia, comunicacion, amenaza, actuador	675
V131_homeostasis_plasticidad_con_suelo.py	131	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v131_homeostasis_plasticidad_con_suelo.py	v131_homeostasis_plasticidad_con_suelo.py	!/usr/bin/env python3	HemisferioV131, AparatoMotorHomeostatico, SistemaV131	calcular_metricas_supervivencia, validar_poblacion, barrido_parkinson, ejecutar_v131	campo, memoria, homeostasis, valencia, lateralidad, consciencia, comunicacion, amenaza, actuador	689
V132_organismo_sano_en_accion.py	132	/Volumes/LaCie/RMD/Cosmolab/VSTCosmo/v132_organismo_sano_en_accion.py	v132_organismo_sano_en_accion.py	!/usr/bin/env python3	HemisferioV132, AparatoMotorHomeostatico, SistemaV132	analizar_segmento, ejecutar_v132	campo, memoria, homeostasis, valencia, lateralidad, consciencia, comunicacion, amenaza, actuador	575
