fase,angulo,t,ged_L,ged_R,act_busc,coh_rel,geom,frac_L,frac_R,efic,lf
F5,60.0,13.8,0.00014852453451991987,0.00014852457647299212,4.578763978446698e-05,0.0,0.41768219217800323,0.7728942666693425,0.7897127424147461,0.17765139095572213,0
F5,60.0,13.81,0.0001485793820655273,0.00014857942425401934,4.588056709897703e-05,0.0,0.41769934261881375,0.7729282734612947,0.7896762877932925,0.17772692959875241,0
F5,60.0,13.82,0.00014863278532752078,0.0001486328277479754,4.5971682852696816e-05,0.0,0.4177161559271701,0.7729625963893053,0.7896395475870417,0.17780017729223155,0
F5,60.0,13.83,0.00014868474041586526,0.00014868478306499474,4.606099498516425e-05,0.0,0.41773262802936434,0.7729972318467779,0.7896025223599814,0.17787257507659837,0
F5,60.0,13.84,0.0001487352434902856,0.00014873528636496426,4.614851144058019e-05,0.0,0.4177487550945104,0.7730321763465728,0.78956521274188,0.17794256357522426,0
F5,60.0,13.85,0.00014878429076050257,0.00014878433385775874,4.623424016703126e-05,0.0,0.4177645335233253,0.773067426514872,0.7895276194253861,0.1780127270076303,0
F5,60.0,13.86,0.0001488318784864656,0.0001488319218034741,4.6318189116156816e-05,0.0,0.41777995993745476,0.773102979085342,0.7894897431632674,0.17807590912217366,0
F5,60.0,13.87,0.00014887800297858815,0.0001488780465126628,4.663173885477434e-05,3.0850422193814954e-05,0.4177950344965804,0.7731388308935834,0.7894515847657771,0.1781377061123872,0
F5,60.0,13.88,0.00014892266059797867,0.00014892270434656478,4.669792895983793e-05,-1.7407394235755698e-06,0.41780977862139673,0.7731753402644624,0.7894127837055469,0.17819817568188753,0
F5,60.0,13.89,0.00014896584775602337,0.00014896589171691017,4.675990401437069e-05,-2.077468201613329e-06,0.4178241943472271,0.7732117546073529,0.7893741139736716,0.17825797503928256,0
F5,60.0,13.9,0.00014900756091582935,0.00014900760508690893,4.6796711425711734e-05,-5.21070602479169e-06,0.4178382781926458,0.7732484486599193,0.7893351998716396,0.17831648676099687,0
F5,60.0,13.91,0.00014904779659192816,0.00014904784097117963,4.6805787310866265e-05,-8.702681971641223e-06,0.4178520289365268,0.7732853870004818,0.7892960745565981,0.17837154405482167,0
F5,60.0,13.92,0.00014908655135045587,0.00014908659593593855,4.679088833525746e-05,-1.1712442059866132e-05,0.41786544576893414,0.7733225624367888,0.7892567444491368,0.1784270684505806,0
F5,60.0,13.93,0.00014912382180941173,0.00014912386659926696,4.675651614760579e-05,-1.4138212874568783e-05,0.4178785278691343,0.7733599777075538,0.7892172062719202,0.1784805997407012,0
