ciclo,t,ultra_cm,ultra_vivo,eopd_raw,eopd_vivo,color_r,color_g,color_b,color_luminosidad,color_vivo,touch_raw,touch_presionado,gyro_raw,accel_x,accel_y,accel_z,compass_deg,smux_vivo,cambio_total,veto_reactivo,volante_elegido,D_actual,contador_sin_cambio,tiempo_deliberacion_s,potencia,duracion_s,ultra_cm_post,error_post,e_R,prop_bienestar,prop_vigor,prop_acople,prop_malestar,prop_dW,d_ultra,d_eopd,d_color,d_gyro,d_accel,d_compass,veto_motivo
11,21.424,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,43,-6,199,76,1,0.0,0,0,1.0,5,31.5,54,0.475,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,23.383,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,44,-6,200,76,1,0.0133,0,0,1.0,6,31.5,59,0.886,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0133,0.0,
13,25.549,255.0,1,250.0,1,0,0,0,0,1,1023,0,410,44,-7,199,77,1,1.3267,0,0,0.663,0,23.252,45,1.068,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,1.28,0.0133,0.0333,
14,28.074,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,44,-5,200,77,1,1.3,0,0,0.65,0,22.925,62,0.56,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,1.28,0.02,0.0,
15,30.218,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,42,-3,201,79,1,0.1,0,0,0.05,1,8.225,46,1.147,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0333,0.0667,
16,32.716,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,43,-4,199,79,1,0.0267,0,0,0.013,2,7.327,51,1.024,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0267,0.0,
17,35.131,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,43,-4,200,79,1,0.0067,0,0,0.003,3,7.082,60,0.843,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0067,0.0,
18,37.299,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,43,-5,200,83,1,0.14,0,0,0.07,4,8.715,46,0.952,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0067,0.1333,
19,39.732,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,44,-2,199,84,1,0.0667,0,0,1.0,5,31.5,60,0.956,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0333,0.0333,
20,42.049,255.0,1,250.0,1,0,0,0,0,1,1023,0,410,44,-2,203,92,1,1.5733,0,0,0.787,0,26.273,62,0.915,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,1.28,0.0267,0.2667,
21,44.416,255.0,1,250.0,1,0,0,0,0,1,1023,0,410,44,-6,200,97,1,0.2133,0,0,0.107,0,9.613,59,0.596,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0467,0.1667,
22,46.452,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,42,-4,203,97,1,1.3267,0,0,0.663,0,23.252,54,1.019,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,1.28,0.0467,0.0,
23,48.874,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,42,-5,199,97,1,0.0333,0,0,0.017,1,7.408,70,0.644,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0333,0.0,
24,50.799,255.0,1,250.0,1,0,0,0,0,1,1023,0,410,41,-6,200,98,1,1.3333,0,0,0.667,0,23.333,55,1.101,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,1.28,0.02,0.0333,
25,53.427,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,41,-5,200,98,1,1.2867,0,0,0.643,0,22.762,44,0.673,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,1.28,0.0067,0.0,
26,55.606,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,41,-6,200,98,1,0.0067,0,-25,0.003,1,7.082,52,1.041,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0067,0.0,
27,58.202,255.0,1,250.0,1,0,0,0,0,1,1023,0,410,41,-7,200,98,1,1.2867,0,-25,0.643,0,22.762,53,0.474,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,1.28,0.0067,0.0,
28,60.15,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,41,-6,201,98,1,1.2933,0,-25,0.647,0,22.843,41,1.11,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,1.28,0.0133,0.0,
29,62.726,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,41,-7,200,98,1,0.0133,0,-25,0.007,1,7.163,55,0.975,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0133,0.0,
30,65.2,255.0,1,250.0,1,0,0,0,0,1,1023,0,410,42,-5,200,98,1,1.3,0,-25,0.65,0,22.925,64,0.89,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,1.28,0.02,0.0,
31,67.449,255.0,1,250.0,1,0,0,0,0,1,1023,0,410,44,-8,197,114,1,0.5867,0,-25,0.293,0,14.187,63,0.519,27.0,13.0,13.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0533,0.5333,
32,69.606,12.0,1,250.0,1,0,0,0,0,1,1023,0,410,44,-7,199,137,1,3.2167,1,,,,,,,,,,,,,,,2.43,0.0,0.0,0.0,0.02,0.7667,obstaculo_frontal
33,71.679,255.0,1,250.0,1,0,0,0,0,1,1023,0,410,44,-10,198,132,1,2.6233,0,-60,1.0,0,31.73,55,0.751,10.0,30.0,30.0,0.3833,0.0,0.0,0.1667,0.0,2.43,0.0,0.0,0.0,0.0267,0.1667,
34,73.812,10.0,1,83.33333333333333,1,0,0,0,0,1,1023,0,922,47,-9,203,153,1,9.1033,1,,,,,,,,,,,,,,,2.45,3.3333,0.0,2.56,0.06,0.7,obstaculo_frontal
35,75.801,12.0,1,250.0,1,0,0,0,0,1,1023,0,922,45,-6,196,138,1,3.9333,1,,,,,,,,,,,,,,,0.02,3.3333,0.0,0.0,0.08,0.5,obstaculo_frontal
36,77.701,255.0,1,250.0,1,0,0,0,0,1,1023,0,410,43,-10,199,125,1,5.4833,0,-100,1.0,0,32.04,43,0.581,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,2.43,0.0,0.0,2.56,0.06,0.4333,
37,79.854,255.0,1,250.0,1,0,0,0,0,1,1023,0,410,44,-8,200,130,1,0.1933,0,-100,0.097,0,9.908,70,1.14,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0267,0.1667,
38,82.408,255.0,1,69.33752452815364,1,0,0,0,0,1,1023,0,410,52,-4,197,178,1,5.3132,0,-100,1.0,0,32.04,63,0.703,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,3.6132,0.0,0.0,0.1,1.6,
39,84.625,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,52,-8,198,194,1,5.4599,0,-100,1.0,0,32.04,42,0.805,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,3.6132,0.0,1.28,0.0333,0.5333,
40,86.977,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,52,-4,198,195,1,0.06,0,-100,0.03,1,8.275,65,0.831,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0267,0.0333,
41,89.252,255.0,1,250.0,1,0,0,0,0,1,1023,0,410,55,-8,198,221,1,2.1933,0,-100,1.0,0,32.04,46,0.483,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,1.28,0.0467,0.8667,
42,91.255,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,49,-6,198,228,1,1.5667,0,-100,0.783,0,26.732,54,0.984,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,1.28,0.0533,0.2333,
43,93.55,255.0,1,250.0,1,0,0,0,0,1,1023,0,410,49,-6,198,248,1,1.9467,0,-100,0.973,0,31.387,62,0.659,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,1.28,0.0,0.6667,
44,95.6,255.0,1,250.0,1,0,0,0,0,1,1023,0,410,48,-6,199,265,1,0.58,0,-100,0.29,0,14.645,47,0.822,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0133,0.5667,
45,97.876,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,47,-6,199,266,1,1.32,0,-100,0.66,0,23.71,56,0.978,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,1.28,0.0067,0.0333,
46,100.05,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,47,-6,199,267,1,0.0333,0,-100,0.017,1,7.948,40,0.617,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0333,
47,102.154,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,47,-6,199,267,1,0.0,0,-100,0.0,2,7.54,45,0.865,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
48,104.475,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,47,-6,199,267,1,0.0,0,-100,0.0,3,7.54,51,0.698,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
49,106.6,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,47,-6,199,267,1,0.0,0,-100,0.0,4,7.54,41,0.928,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
50,108.975,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,47,-6,199,266,1,0.0333,0,-100,1.0,5,32.04,64,0.412,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0333,
51,110.814,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,48,-6,199,267,1,0.04,0,-100,1.0,6,32.04,47,0.756,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0067,0.0333,
52,112.853,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,47,-6,199,268,1,0.04,0,-100,1.0,7,32.04,56,0.753,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0067,0.0333,
53,115.078,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,47,-6,199,270,1,0.0667,0,-100,1.0,8,32.04,47,0.702,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0667,
54,117.167,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,47,-6,199,270,1,0.0,0,-100,1.0,9,32.04,64,0.467,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
55,119.039,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,46,-6,199,270,1,0.0067,0,-100,1.0,10,32.04,47,0.993,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0067,0.0,
56,121.475,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,47,-6,199,270,1,0.0067,0,-100,1.0,11,32.04,50,0.787,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0067,0.0,
57,123.5,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,46,-7,199,270,1,0.0133,0,-100,1.0,12,32.04,59,0.69,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0133,0.0,
58,125.45,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,47,-7,196,270,1,0.0267,0,-100,1.0,13,32.04,57,0.522,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0267,0.0,
59,127.545,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,46,-7,199,270,1,0.0267,0,-100,1.0,14,32.04,63,0.464,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0267,0.0,
60,129.425,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,47,-6,199,270,1,0.0133,0,-100,1.0,15,32.04,43,0.953,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0133,0.0,
61,131.919,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,47,-6,199,270,1,0.0,0,-100,1.0,16,32.04,56,0.79,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
62,134.0,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,47,-6,203,270,1,0.0267,0,-100,1.0,17,32.04,66,1.065,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0267,0.0,
63,136.5,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,47,-7,199,271,1,0.0667,0,-100,1.0,18,32.04,63,1.102,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0333,0.0333,
64,139.076,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,47,-6,200,271,1,0.0133,0,-100,1.0,19,32.04,46,0.43,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0133,0.0,
65,140.776,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,47,-7,199,270,1,0.0467,0,-100,1.0,20,32.04,58,0.411,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0133,0.0333,
66,142.6,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,47,-7,199,271,1,0.0333,0,-100,1.0,21,32.04,49,0.9,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0333,
67,144.851,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,47,-7,199,271,1,0.0,0,-100,1.0,22,32.04,42,0.474,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
68,146.75,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,47,-7,199,271,1,0.0,0,-100,1.0,23,32.04,65,0.754,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
69,148.937,255.0,1,250.0,1,0,0,0,0,1,558,0,410,50,-9,199,271,1,1.3133,0,-100,0.657,0,23.628,51,1.182,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,1.28,0.0333,0.0,
70,151.575,255.0,1,250.0,1,0,0,0,0,1,1023,0,410,46,-5,199,276,1,0.22,0,60,0.11,0,10.235,51,0.525,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0533,0.1667,
71,153.452,255.0,1,250.0,1,0,0,0,0,1,302,1,410,48,-6,199,276,1,0.02,1,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.02,0.0,colision_trasera
72,155.452,255.0,1,250.0,1,0,0,0,0,1,302,1,410,47,-6,199,275,1,0.04,1,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0067,0.0333,colision_trasera
73,157.477,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,48,-8,199,278,1,1.4,0,25,0.7,0,25.0,69,0.886,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,1.28,0.02,0.1,
74,159.819,255.0,1,250.0,1,0,0,0,0,1,1023,0,410,44,-8,199,271,1,1.54,0,25,0.77,0,26.715,67,0.533,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,1.28,0.0267,0.2333,
75,161.68,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,44,-7,200,268,1,1.3933,0,25,0.697,0,24.918,54,0.814,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,1.28,0.0133,0.1,
76,163.776,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,45,-7,199,268,1,0.0133,0,25,0.007,1,8.013,41,0.593,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0133,0.0,
77,165.751,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,45,-7,199,268,1,0.0,0,25,0.0,2,7.85,40,0.714,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
78,167.776,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,45,-7,199,268,1,0.0,0,25,0.0,3,7.85,69,0.969,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
79,170.203,255.0,1,250.0,1,0,0,0,0,1,1023,0,410,44,-8,201,256,1,1.7067,0,25,0.853,0,28.757,47,1.094,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,1.28,0.0267,0.4,
80,172.751,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,45,-7,200,256,1,1.3,0,25,0.65,0,23.775,57,0.516,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,1.28,0.02,0.0,
81,174.676,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,45,-7,203,256,1,0.02,0,25,0.01,1,8.095,41,0.556,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.02,0.0,
82,176.765,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,45,-7,200,256,1,0.02,0,25,0.01,2,8.095,51,1.037,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.02,0.0,
83,179.327,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,45,-7,203,256,1,0.02,0,25,0.01,3,8.095,50,0.728,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.02,0.0,
84,181.403,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,45,-7,200,256,1,0.02,0,25,0.01,4,8.095,69,0.719,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.02,0.0,
85,183.745,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,43,-7,199,248,1,0.2867,0,25,0.143,0,11.362,50,1.107,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.02,0.2667,
86,186.203,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,45,-7,199,248,1,0.0133,0,25,0.007,1,8.013,70,0.853,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0133,0.0,
87,188.654,255.0,1,250.0,1,0,0,0,0,1,1023,0,410,46,-7,196,238,1,1.64,0,25,0.82,0,27.94,61,0.669,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,1.28,0.0267,0.3333,
88,190.728,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,44,-7,199,238,1,1.3133,0,25,0.657,0,23.938,63,0.56,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,1.28,0.0333,0.0,
89,192.689,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,45,-7,200,237,1,0.0467,0,25,0.023,1,8.422,43,0.66,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0133,0.0333,
90,194.69,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,44,-7,199,237,1,0.0133,0,25,0.007,2,8.013,57,0.87,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0133,0.0,
91,197.051,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,44,-7,200,237,1,0.0067,0,25,0.003,3,7.932,68,0.54,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0067,0.0,
92,198.976,255.0,1,250.0,1,0,0,0,0,1,1023,0,410,44,-5,199,233,1,1.4333,0,25,0.717,0,25.408,57,0.887,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,1.28,0.02,0.1333,
93,201.451,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,45,-7,199,233,1,1.3,0,25,0.65,0,23.775,55,0.523,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,1.28,0.02,0.0,
94,203.43,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,45,-7,199,233,1,0.0,0,25,0.0,1,7.85,48,1.163,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
95,206.093,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,45,-7,199,233,1,0.0,0,25,0.0,2,7.85,55,1.115,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
96,208.56,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,45,-7,199,233,1,0.0,0,25,0.0,3,7.85,65,0.735,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
97,210.751,255.0,1,250.0,1,0,0,0,0,1,1023,0,410,47,-7,200,226,1,1.5333,0,25,0.767,0,26.633,53,0.723,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,1.28,0.02,0.2333,
98,212.801,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,45,-7,199,227,1,1.3333,0,25,0.667,0,24.183,47,0.903,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,1.28,0.02,0.0333,
99,215.001,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,45,-7,199,227,1,0.0,0,100,0.0,1,7.85,62,0.914,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
100,217.31,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,46,-6,198,213,1,0.4867,0,100,0.243,0,13.812,70,0.606,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.02,0.4667,
