ciclo,t,ultra_cm,ultra_vivo,eopd_raw,eopd_vivo,color_r,color_g,color_b,color_luminosidad,color_vivo,touch_raw,touch_presionado,gyro_raw,accel_x,accel_y,accel_z,compass_deg,smux_vivo,cambio_total,veto_reactivo,volante_elegido,D_actual,contador_sin_cambio,tiempo_deliberacion_s,potencia,duracion_s,ultra_cm_post,error_post,e_R,prop_bienestar,prop_vigor,prop_acople,prop_malestar,prop_dW,d_ultra,d_eopd,d_color,d_gyro,d_accel,d_compass
13,26.561,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,48,-8,198,62,1,0.0,0,25,1.0,13,31.5,53,0.792,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,28.811,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,48,-8,197,62,1,0.0067,0,25,1.0,14,31.5,66,0.975,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0067,0.0
15,30.91,255.0,1,250.0,1,0,0,0,0,1,1023,0,410,44,-10,197,53,1,1.62,0,25,0.81,0,26.845,68,0.724,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,1.28,0.04,0.3
16,32.964,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,46,-11,198,44,1,1.6067,0,25,0.803,0,26.682,49,0.541,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,1.28,0.0267,0.3
17,34.81,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,47,-8,198,44,1,0.0267,0,25,0.013,1,7.327,65,0.608,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0267,0.0
18,36.687,255.0,1,250.0,1,0,0,0,0,1,1023,0,410,48,-6,196,39,1,1.48,0,25,0.74,0,25.13,42,0.633,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,1.28,0.0333,0.1667
19,38.536,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,47,-8,198,39,1,1.3133,0,25,0.657,0,23.088,41,1.042,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,1.28,0.0333,0.0
20,40.868,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,47,-9,198,39,1,0.0067,0,25,0.003,1,7.082,41,0.93,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0067,0.0
21,42.96,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,47,-9,198,39,1,0.0,0,25,0.0,2,7.0,70,0.833,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,44.911,255.0,1,250.0,1,0,0,0,0,1,1023,0,410,45,-8,199,28,1,1.6733,0,25,0.837,0,27.498,60,1.118,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,1.28,0.0267,0.3667
23,47.011,255.0,1,250.0,1,0,0,0,0,1,1023,0,410,48,-4,198,25,1,0.1533,0,25,0.077,0,8.878,69,0.964,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0533,0.1
24,49.31,255.0,1,250.0,1,0,0,0,0,1,1023,0,922,49,-8,199,14,1,2.9667,0,25,1.0,0,31.5,59,0.864,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,2.56,0.04,0.3667
25,51.337,255.0,1,250.0,1,0,0,0,0,1,1023,0,922,47,-4,197,14,1,0.0533,0,0,0.027,1,7.653,69,0.865,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0533,0.0
26,53.261,120.0,1,250.0,1,0,0,0,0,1,1023,0,410,47,0,196,6,1,4.21,0,0,1.0,0,31.5,67,0.613,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,1.35,0.0,0.0,2.56,0.0333,0.2667
27,55.186,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,42,4,201,1,1,2.89,0,0,1.0,0,31.5,42,0.641,116.0,76.0,76.0,0.3833,0.0,0.0,0.1667,0.0,1.35,0.0,0.0,1.28,0.0933,0.1667
28,57.06,114.0,1,250.0,1,0,0,0,0,1,1023,0,666,43,0,199,2,1,1.49,0,0,0.745,0,25.252,70,0.664,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,1.41,0.0,0.0,0.0,0.0467,0.0333
29,59.063,105.0,1,250.0,1,0,0,0,0,1,1023,0,155,46,-9,199,355,1,2.9583,0,0,1.0,0,31.5,68,0.483,101.0,61.0,61.0,0.3833,0.0,0.0,0.1667,0.0,0.09,0.0,0.0,2.555,0.08,0.2333
30,60.911,100.0,1,250.0,1,0,0,0,0,1,1023,0,666,46,-4,203,350,1,2.8317,0,0,1.0,0,31.5,44,0.879,99.0,59.0,59.0,0.3833,0.0,0.0,0.1667,0.0,0.05,0.0,0.0,2.555,0.06,0.1667
31,63.186,99.0,1,250.0,1,0,0,0,0,1,1023,0,666,45,-3,198,350,1,0.0567,0,0,0.028,1,7.695,64,1.173,96.0,56.0,56.0,0.3833,0.0,0.0,0.1667,0.0,0.01,0.0,0.0,0.0,0.0467,0.0
32,65.536,91.0,1,250.0,1,0,0,0,0,1,1023,0,922,48,-7,200,341,1,1.72,0,0,0.86,0,28.07,41,0.795,90.0,50.0,50.0,0.3833,0.0,0.0,0.1667,0.0,0.08,0.0,0.0,1.28,0.06,0.3
33,67.686,90.0,1,250.0,1,0,0,0,0,1,1023,0,666,46,-4,199,342,1,1.3633,0,0,0.682,0,23.7,51,0.772,91.0,51.0,51.0,0.3833,0.0,0.0,0.1667,0.0,0.01,0.0,0.0,1.28,0.04,0.0333
34,69.706,90.0,1,250.0,1,0,0,0,0,1,1023,0,666,45,-4,199,342,1,0.0067,0,0,0.003,1,7.082,54,0.644,90.0,50.0,50.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0067,0.0
35,71.411,91.0,1,250.0,1,0,0,0,0,1,1023,0,666,45,-3,198,343,1,0.0567,0,0,0.028,2,7.695,65,0.836,82.0,42.0,42.0,0.3833,0.0,0.0,0.1667,0.0,0.01,0.0,0.0,0.0,0.0133,0.0333
36,73.567,82.0,1,250.0,1,0,0,0,0,1,1023,0,666,44,-5,199,336,1,0.35,0,0,0.175,0,11.287,57,1.13,81.0,41.0,41.0,0.3833,0.0,0.0,0.1667,0.0,0.09,0.0,0.0,0.0,0.0267,0.2333
37,75.788,80.0,1,250.0,1,0,0,0,0,1,1023,0,410,45,-4,200,339,1,1.42,0,0,0.71,0,24.395,58,0.879,78.0,38.0,38.0,0.3833,0.0,0.0,0.1667,0.0,0.02,0.0,0.0,1.28,0.02,0.1
38,78.189,78.0,1,250.0,1,0,0,0,0,1,1023,0,666,46,-4,199,339,1,1.3133,0,0,0.657,0,23.088,65,0.461,78.0,38.0,38.0,0.3833,0.0,0.0,0.1667,0.0,0.02,0.0,0.0,1.28,0.0133,0.0
39,79.991,75.0,1,250.0,1,0,0,0,0,1,1023,0,410,45,-3,198,335,1,1.4633,0,0,0.732,0,24.925,65,0.885,69.0,29.0,29.0,0.3833,0.0,0.0,0.1667,0.0,0.03,0.0,0.0,1.28,0.02,0.1333
40,82.014,67.0,1,250.0,1,0,0,0,0,1,1023,0,154,44,-2,198,330,1,1.54,0,0,0.77,0,25.865,65,0.865,63.0,23.0,23.0,0.3833,0.0,0.0,0.1667,0.0,0.08,0.0,0.0,1.28,0.0133,0.1667
41,84.136,61.0,1,250.0,1,0,0,0,0,1,1023,0,922,45,-2,199,325,1,4.08,0,0,1.0,0,31.5,61,0.725,56.0,16.0,16.0,0.3833,0.0,0.0,0.1667,0.0,0.06,0.0,0.0,3.84,0.0133,0.1667
42,86.386,56.0,1,250.0,1,0,0,0,0,1,1023,0,666,45,-1,199,325,1,1.3367,0,0,0.668,0,23.375,62,0.745,52.0,12.0,12.0,0.3833,0.0,0.0,0.1667,0.0,0.05,0.0,0.0,1.28,0.0067,0.0
43,88.461,51.0,1,250.0,1,0,0,0,0,1,1023,0,666,46,0,200,328,1,0.17,0,0,0.085,0,9.083,62,1.068,46.0,6.0,6.0,0.43,0.0,0.0,0.1,0.04667,0.05,0.0,0.0,0.0,0.02,0.1
44,90.785,44.0,1,250.0,1,0,0,0,0,1,1023,0,410,48,-1,198,336,1,1.65,0,0,0.825,0,27.212,68,0.638,35.0,5.0,5.0,0.4417,0.0,0.0,0.0833,0.0574,0.07,0.0,0.0,1.28,0.0333,0.2667
45,92.718,32.0,1,250.0,1,0,0,0,0,1,1023,0,155,50,-4,195,345,1,1.7483,0,0,0.874,0,28.417,62,0.553,30.0,10.0,10.0,0.3833,0.0,0.0,0.1667,-0.00208,0.12,0.0,0.0,1.275,0.0533,0.3
46,94.436,30.0,1,250.0,1,0,0,0,0,1,1023,0,666,48,-3,198,351,1,2.815,0,0,1.0,0,31.5,57,0.592,30.0,10.0,10.0,0.3833,0.0,0.0,0.1667,-0.00204,0.02,0.0,0.0,2.555,0.04,0.2
47,96.236,30.0,1,250.0,1,0,0,0,0,1,1023,0,666,47,-2,198,351,1,0.0133,0,0,0.007,1,7.163,63,1.099,29.0,11.0,11.0,0.3833,0.0,0.0,0.1667,-0.002,0.0,0.0,0.0,0.0,0.0133,0.0
48,98.664,31.0,1,250.0,1,0,0,0,0,1,1023,0,922,44,3,198,356,1,1.51,0,0,0.755,0,25.498,68,1.122,31.0,9.0,9.0,0.395,0.0,0.0,0.15,0.00971,0.01,0.0,0.0,1.28,0.0533,0.1667
49,101.082,24.0,1,250.0,1,0,0,0,0,1,1023,0,666,48,-4,198,4,1,1.69,0,0,0.845,0,27.703,40,0.522,30.0,10.0,10.0,0.3833,0.0,0.0,0.1667,-0.00215,0.07,0.0,0.0,1.28,0.0733,0.2667
50,102.911,23.0,1,250.0,1,0,0,0,0,1,1023,0,666,48,-4,198,3,1,0.0433,0,0,0.022,1,7.53,59,0.618,24.0,16.0,16.0,0.3833,0.0,0.0,0.1667,-0.00211,0.01,0.0,0.0,0.0,0.0,0.0333
51,104.761,24.0,1,250.0,1,0,0,0,0,1,1023,0,666,48,-5,199,3,1,0.0233,0,0,0.012,2,7.285,56,1.009,29.0,11.0,11.0,0.3833,0.0,0.0,0.1667,-0.00207,0.01,0.0,0.0,0.0,0.0133,0.0
52,106.989,31.0,1,250.0,1,0,0,0,0,1,1023,0,666,48,-3,199,4,1,0.1167,0,0,0.058,3,8.43,43,0.538,24.0,16.0,16.0,0.3833,0.0,0.0,0.1667,-0.00203,0.07,0.0,0.0,0.0,0.0133,0.0333
53,108.836,27.0,1,250.0,1,0,0,0,0,1,1023,0,666,48,-4,198,4,1,0.0533,0,0,0.027,4,7.653,56,1.042,24.0,16.0,16.0,0.3833,0.0,0.0,0.1667,-0.00199,0.04,0.0,0.0,0.0,0.0133,0.0
54,111.011,24.0,1,250.0,1,0,0,0,0,1,1023,0,666,48,-1,198,4,1,0.05,0,0,1.0,5,31.5,52,0.693,24.0,16.0,16.0,0.3833,0.0,0.0,0.1667,-0.00195,0.03,0.0,0.0,0.0,0.02,0.0
55,112.861,30.0,1,250.0,1,0,0,0,0,1,1023,0,666,48,-4,198,4,1,0.08,0,0,1.0,6,31.5,42,0.655,24.0,16.0,16.0,0.3833,0.0,0.0,0.1667,-0.00191,0.06,0.0,0.0,0.0,0.02,0.0
56,114.811,24.0,1,250.0,1,0,0,0,0,1,1023,0,666,48,-4,198,4,1,0.06,0,0,1.0,7,31.5,70,0.81,22.0,18.0,18.0,0.3833,0.0,0.0,0.1667,-0.00187,0.06,0.0,0.0,0.0,0.0,0.0
57,116.962,22.0,1,250.0,1,0,0,0,0,1,1023,0,410,46,-5,199,11,1,1.56,0,0,0.78,0,26.11,48,0.66,28.0,12.0,12.0,0.3833,0.0,0.0,0.1667,-0.00183,0.02,0.0,0.0,1.28,0.0267,0.2333
58,118.689,28.0,1,250.0,1,0,0,0,0,1,1023,0,666,48,-3,198,15,1,1.5067,0,0,0.753,0,25.457,67,1.065,22.0,18.0,18.0,0.3833,0.0,0.0,0.1667,-0.0018,0.06,0.0,0.0,1.28,0.0333,0.1333
59,121.036,22.0,1,250.0,1,0,0,0,0,1,1023,0,410,48,-6,198,25,1,1.6933,0,0,0.847,0,27.743,44,0.789,22.0,18.0,18.0,0.3833,0.0,0.0,0.1667,-0.00176,0.06,0.0,0.0,1.28,0.02,0.3333
60,123.137,22.0,1,250.0,1,0,0,0,0,1,1023,0,666,49,-4,198,25,1,1.3,0,0,0.65,0,22.925,41,0.815,22.0,18.0,18.0,0.3833,0.0,0.0,0.1667,-0.00172,0.0,0.0,0.0,1.28,0.02,0.0
61,125.405,22.0,1,250.0,1,0,0,0,0,1,1023,0,666,48,-5,198,25,1,0.0133,0,0,0.007,1,7.163,68,0.652,22.0,18.0,18.0,0.3833,0.0,0.0,0.1667,-0.00169,0.0,0.0,0.0,0.0,0.0133,0.0
62,127.212,22.0,1,250.0,1,0,0,0,0,1,1023,0,410,48,-4,198,25,1,1.2867,0,0,0.643,0,22.762,53,1.068,22.0,18.0,18.0,0.3833,0.0,0.0,0.1667,-0.00166,0.0,0.0,0.0,1.28,0.0067,0.0
63,129.437,22.0,1,250.0,1,0,0,0,0,1,1023,0,666,48,-4,198,25,1,1.28,0,0,0.64,0,22.68,65,0.585,22.0,18.0,18.0,0.3833,0.0,0.0,0.1667,-0.00162,0.0,0.0,0.0,1.28,0.0,0.0
64,131.262,22.0,1,250.0,1,0,0,0,0,1,1023,0,410,49,-2,198,25,1,1.3,0,0,0.65,0,22.925,51,0.789,22.0,18.0,18.0,0.3833,0.0,0.0,0.1667,-0.00159,0.0,0.0,0.0,1.28,0.02,0.0
65,133.336,22.0,1,250.0,1,0,0,0,0,1,1023,0,666,48,-3,198,25,1,1.2933,0,0,0.647,0,22.843,51,1.153,22.0,18.0,18.0,0.3833,0.0,0.0,0.1667,-0.00156,0.0,0.0,0.0,1.28,0.0133,0.0
66,135.808,21.0,1,250.0,1,0,0,0,0,1,1023,0,666,48,-5,198,25,1,0.0233,0,0,0.012,1,7.285,52,0.691,22.0,18.0,18.0,0.3833,0.0,0.0,0.1667,-0.00153,0.01,0.0,0.0,0.0,0.0133,0.0
67,137.814,22.0,1,250.0,1,0,0,0,0,1,1023,0,666,48,-4,198,25,1,0.0167,0,0,0.008,2,7.205,50,1.125,22.0,18.0,18.0,0.3833,0.0,0.0,0.1667,-0.0015,0.01,0.0,0.0,0.0,0.0067,0.0
68,140.245,21.0,1,250.0,1,0,0,0,0,1,1023,0,666,48,-3,198,25,1,0.0167,0,0,0.008,3,7.205,68,1.066,22.0,18.0,18.0,0.3833,0.0,0.0,0.1667,-0.00147,0.01,0.0,0.0,0.0,0.0067,0.0
69,142.712,22.0,1,250.0,1,0,0,0,0,1,1023,0,666,48,-4,198,24,1,0.05,0,0,0.025,4,7.612,43,1.19,23.0,17.0,17.0,0.3833,0.0,0.0,0.1667,-0.00144,0.01,0.0,0.0,0.0,0.0067,0.0333
70,145.112,23.0,1,250.0,1,0,0,0,0,1,1023,0,666,48,-4,198,24,1,0.01,0,0,1.0,5,31.5,59,0.972,22.0,18.0,18.0,0.3833,0.0,0.0,0.1667,-0.00141,0.01,0.0,0.0,0.0,0.0,0.0
71,147.336,22.0,1,250.0,1,0,0,0,0,1,1023,0,666,48,-5,198,24,1,0.0167,0,0,1.0,6,31.5,44,0.489,23.0,17.0,17.0,0.3833,0.0,0.0,0.1667,-0.00138,0.01,0.0,0.0,0.0,0.0067,0.0
72,149.162,22.0,1,250.0,1,0,0,0,0,1,1023,0,666,48,-4,198,24,1,0.0067,0,0,1.0,7,31.5,43,0.677,22.0,18.0,18.0,0.3833,0.0,0.0,0.1667,-0.00135,0.0,0.0,0.0,0.0,0.0067,0.0
73,150.95,22.0,1,250.0,1,0,0,0,0,1,1023,0,666,48,-5,198,24,1,0.0067,0,0,1.0,8,31.5,67,0.649,22.0,18.0,18.0,0.3833,0.0,0.0,0.1667,-0.00133,0.0,0.0,0.0,0.0,0.0067,0.0
74,152.889,22.0,1,250.0,1,0,0,0,0,1,1023,0,666,48,-8,197,22,1,0.0933,0,0,1.0,9,31.5,51,0.83,22.0,18.0,18.0,0.3833,0.0,0.0,0.1667,-0.0013,0.0,0.0,0.0,0.0,0.0267,0.0667
75,154.964,22.0,1,250.0,1,0,0,0,0,1,1023,0,666,48,-5,198,23,1,0.06,0,0,1.0,10,31.5,62,0.919,22.0,18.0,18.0,0.3833,0.0,0.0,0.1667,-0.00127,0.0,0.0,0.0,0.0,0.0267,0.0333
76,156.987,22.0,1,250.0,1,0,0,0,0,1,1023,0,666,48,-4,198,22,1,0.04,0,0,1.0,11,31.5,70,0.576,22.0,18.0,18.0,0.3833,0.0,0.0,0.1667,-0.00125,0.0,0.0,0.0,0.0,0.0067,0.0333
77,158.887,22.0,1,250.0,1,0,0,0,0,1,1023,0,666,48,-5,199,23,1,0.0467,0,0,1.0,12,31.5,63,0.86,23.0,17.0,17.0,0.3833,0.0,0.0,0.1667,-0.00122,0.0,0.0,0.0,0.0,0.0133,0.0333
78,161.203,22.0,1,250.0,1,0,0,0,0,1,1023,0,666,48,-5,198,22,1,0.04,0,0,1.0,13,31.5,47,0.565,22.0,18.0,18.0,0.3833,0.0,0.0,0.1667,-0.0012,0.0,0.0,0.0,0.0,0.0067,0.0333
79,162.837,22.0,1,250.0,1,0,0,0,0,1,1023,0,666,48,-5,198,22,1,0.0,0,0,1.0,14,31.5,55,0.593,22.0,18.0,18.0,0.3833,0.0,0.0,0.1667,-0.00117,0.0,0.0,0.0,0.0,0.0,0.0
80,164.687,22.0,1,250.0,1,0,0,0,0,1,1023,0,666,48,-5,198,22,1,0.0,0,0,1.0,15,31.5,41,0.828,22.0,18.0,18.0,0.3833,0.0,0.0,0.1667,-0.00115,0.0,0.0,0.0,0.0,0.0,0.0
81,166.912,22.0,1,250.0,1,0,0,0,0,1,1023,0,666,48,-5,198,22,1,0.0,0,0,1.0,16,31.5,65,0.936,22.0,18.0,18.0,0.3833,0.0,0.0,0.1667,-0.00113,0.0,0.0,0.0,0.0,0.0,0.0
82,169.047,23.0,1,250.0,1,0,0,0,0,1,1023,0,666,48,-6,199,22,1,0.0233,0,0,1.0,17,31.5,41,0.954,22.0,18.0,18.0,0.3833,0.0,0.0,0.1667,-0.00111,0.01,0.0,0.0,0.0,0.0133,0.0
83,171.137,22.0,1,250.0,1,0,0,0,0,1,1023,0,666,49,-5,198,22,1,0.03,0,0,1.0,18,31.5,60,0.536,22.0,18.0,18.0,0.3833,0.0,0.0,0.1667,-0.00108,0.01,0.0,0.0,0.0,0.02,0.0
84,173.038,22.0,1,250.0,1,0,0,0,0,1,1023,0,666,49,-5,198,23,1,0.0333,0,0,1.0,19,31.5,46,0.436,23.0,17.0,17.0,0.3833,0.0,0.0,0.1667,-0.00106,0.0,0.0,0.0,0.0,0.0,0.0333
85,174.715,23.0,1,250.0,1,0,0,0,0,1,1023,0,666,49,-5,198,22,1,0.0433,0,0,1.0,20,31.5,46,0.526,22.0,18.0,18.0,0.3833,0.0,0.0,0.1667,-0.00104,0.01,0.0,0.0,0.0,0.0,0.0333
86,176.656,22.0,1,250.0,1,0,0,0,0,1,1023,0,666,49,-5,198,22,1,0.01,0,0,1.0,21,31.5,60,1.148,22.0,18.0,18.0,0.3833,0.0,0.0,0.1667,-0.00102,0.01,0.0,0.0,0.0,0.0,0.0
87,178.789,22.0,1,250.0,1,0,0,0,0,1,1023,0,666,49,-5,198,23,1,0.0333,0,0,1.0,22,31.5,55,0.483,22.0,18.0,18.0,0.3833,0.0,0.0,0.1667,-0.001,0.0,0.0,0.0,0.0,0.0,0.0333
88,180.712,22.0,1,250.0,1,0,0,0,0,1,1023,0,666,49,-5,198,22,1,0.0333,0,0,1.0,23,31.5,59,0.54,22.0,18.0,18.0,0.3833,0.0,0.0,0.1667,-0.00098,0.0,0.0,0.0,0.0,0.0,0.0333
89,182.53,22.0,1,250.0,1,0,0,0,0,1,1023,0,666,49,-6,198,22,1,0.0067,0,0,1.0,24,31.5,68,0.775,22.0,18.0,18.0,0.3833,0.0,0.0,0.1667,-0.00096,0.0,0.0,0.0,0.0,0.0067,0.0
90,184.462,22.0,1,250.0,1,0,0,0,0,1,1023,0,666,48,-5,198,22,1,0.0133,0,0,1.0,25,31.5,48,1.158,22.0,18.0,18.0,0.3833,0.0,0.0,0.1667,-0.00094,0.0,0.0,0.0,0.0,0.0133,0.0
91,186.988,22.0,1,250.0,1,0,0,0,0,1,1023,0,666,48,-5,198,22,1,0.0,0,0,1.0,26,31.5,41,0.678,22.0,18.0,18.0,0.3833,0.0,0.0,0.1667,-0.00092,0.0,0.0,0.0,0.0,0.0,0.0
92,188.862,22.0,1,250.0,1,0,0,0,0,1,1023,0,666,48,-5,198,22,1,0.0,0,0,1.0,27,31.5,64,0.815,22.0,18.0,18.0,0.3833,0.0,0.0,0.1667,-0.0009,0.0,0.0,0.0,0.0,0.0,0.0
93,190.837,22.0,1,250.0,1,0,0,0,0,1,1023,0,666,49,-3,197,23,1,0.06,0,0,1.0,28,31.5,49,0.464,22.0,18.0,18.0,0.3833,0.0,0.0,0.1667,-0.00089,0.0,0.0,0.0,0.0,0.0267,0.0333
94,192.687,22.0,1,250.0,1,0,0,0,0,1,1023,0,666,49,-4,198,23,1,0.0133,0,0,1.0,29,31.5,63,1.083,22.0,18.0,18.0,0.3833,0.0,0.0,0.1667,-0.00087,0.0,0.0,0.0,0.0,0.0133,0.0
95,195.212,22.0,1,250.0,1,0,0,0,0,1,1023,0,666,49,-3,197,23,1,0.0133,0,0,1.0,30,31.5,50,0.679,22.0,18.0,18.0,0.3833,0.0,0.0,0.1667,-0.00085,0.0,0.0,0.0,0.0,0.0133,0.0
96,197.177,22.0,1,250.0,1,0,0,0,0,1,1023,0,666,49,-4,198,23,1,0.0133,0,0,1.0,31,31.5,64,1.14,22.0,18.0,18.0,0.3833,0.0,0.0,0.1667,-0.00083,0.0,0.0,0.0,0.0,0.0133,0.0
97,199.712,22.0,1,250.0,1,0,0,0,0,1,1023,0,666,48,-4,198,22,1,0.04,0,0,1.0,32,31.5,66,0.531,23.0,17.0,17.0,0.3833,0.0,0.0,0.1667,-0.00082,0.0,0.0,0.0,0.0,0.0067,0.0333
98,201.293,22.0,1,250.0,1,0,0,0,0,1,1023,0,410,48,-5,198,22,1,1.2867,0,0,0.643,0,22.762,45,0.668,22.0,18.0,18.0,0.3833,0.0,0.0,0.1667,-0.0008,0.0,0.0,0.0,1.28,0.0067,0.0
99,203.237,22.0,1,250.0,1,0,0,0,0,1,1023,0,666,48,-5,198,22,1,1.28,0,0,0.64,0,22.68,64,0.551,22.0,18.0,18.0,0.3833,0.0,0.0,0.1667,-0.00078,0.0,0.0,0.0,1.28,0.0,0.0
100,205.037,22.0,1,250.0,1,0,0,0,0,1,1023,0,666,49,-5,198,22,1,0.0067,0,0,0.003,1,7.082,58,0.794,22.0,18.0,18.0,0.3833,0.0,0.0,0.1667,-0.00077,0.0,0.0,0.0,0.0,0.0067,0.0
