ciclo,t,ultra_cm,ultra_vivo,eopd_raw,eopd_vivo,color_r,color_g,color_b,color_luminosidad,color_vivo,touch_raw,touch_presionado,gyro_raw,accel_x,accel_y,accel_z,compass_deg,smux_vivo,cambio_total,veto_reactivo,volante_elegido,D_actual,contador_sin_cambio,tiempo_deliberacion_s,potencia,duracion_s,ultra_cm_post,error_post,e_R,prop_bienestar,prop_vigor,prop_acople,prop_malestar,prop_dW,d_ultra,d_eopd,d_color,d_gyro,d_accel,d_compass,veto_motivo
11,22.754,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,48,-5,198,262,1,0.0933,0,-60,0.047,1,8.143,69,0.783,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0267,0.0667,
12,24.9,255.0,1,250.0,1,0,0,0,0,1,1023,0,922,48,-5,197,281,1,1.92,0,-60,0.96,0,30.52,62,0.51,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,1.28,0.0067,0.6333,
13,26.802,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,48,-6,198,293,1,1.6933,0,-60,0.847,0,27.743,57,0.97,28.0,12.0,12.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,1.28,0.0133,0.4,
14,29.325,28.0,1,250.0,1,0,0,0,0,1,1023,0,666,49,-6,198,306,1,2.71,0,-60,1.0,0,31.5,60,0.823,24.0,16.0,16.0,0.3833,0.0,0.0,0.1667,0.0,2.27,0.0,0.0,0.0,0.0067,0.4333,
15,31.5,24.0,1,250.0,1,0,0,0,0,1,1023,0,666,48,-1,198,324,1,0.68,1,,,,,,,,,,,,,,,0.04,0.0,0.0,0.0,0.04,0.6,obstaculo_frontal
16,33.527,27.0,1,250.0,1,0,0,0,0,1,1023,0,410,47,-7,199,311,1,1.7967,0,-25,0.898,0,29.24,57,0.539,24.0,16.0,16.0,0.3833,0.0,0.0,0.1667,0.0,0.03,0.0,0.0,1.28,0.0533,0.4333,
17,35.453,24.0,1,250.0,1,0,0,0,0,1,1023,0,922,48,-3,199,327,1,3.1567,1,,,,,,,,,,,,,,,0.03,0.0,0.0,2.56,0.0333,0.5333,obstaculo_frontal
18,37.427,24.0,1,250.0,1,0,0,0,0,1,1023,0,666,48,-8,197,323,1,1.46,1,,,,,,,,,,,,,,,0.0,0.0,0.0,1.28,0.0467,0.1333,obstaculo_frontal
19,39.354,24.0,1,250.0,1,0,0,0,0,1,1023,0,922,48,-6,203,323,1,1.3333,1,,,,,,,,,,,,,,,0.0,0.0,0.0,1.28,0.0533,0.0,obstaculo_frontal
20,41.277,25.0,1,250.0,1,0,0,0,0,1,1023,0,922,47,-10,198,320,1,0.1767,0,100,0.088,0,9.785,51,0.606,26.0,14.0,14.0,0.3833,0.0,0.0,0.1667,0.0,0.01,0.0,0.0,0.0,0.0667,0.1,
21,43.401,26.0,1,250.0,1,0,0,0,0,1,1023,0,666,47,-7,198,314,1,1.51,0,100,0.755,0,26.118,41,0.919,26.0,14.0,14.0,0.3833,0.0,0.0,0.1667,0.0,0.01,0.0,0.0,1.28,0.02,0.2,
22,46.009,26.0,1,250.0,1,0,0,0,0,1,1023,0,666,47,-7,198,314,1,0.0,0,100,0.0,1,7.62,64,0.877,28.0,12.0,12.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
23,48.2,27.0,1,250.0,1,0,0,0,0,1,1023,0,922,47,-6,198,309,1,1.4633,0,100,0.732,0,25.545,67,0.92,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.01,0.0,0.0,1.28,0.0067,0.1667,
24,50.409,255.0,1,250.0,1,0,0,0,0,1,1023,0,410,47,-6,198,301,1,5.1067,0,100,1.0,0,32.12,47,0.936,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,2.28,0.0,0.0,2.56,0.0,0.2667,
25,52.651,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,47,-8,198,299,1,1.36,0,100,0.68,0,24.28,57,0.93,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,1.28,0.0133,0.0667,
26,55.137,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,47,-8,198,299,1,0.0,0,100,0.0,1,7.62,69,0.816,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
27,57.475,255.0,1,250.0,1,0,0,0,0,1,1023,0,922,46,-6,198,284,1,1.8,0,100,0.9,0,29.67,62,0.418,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,1.28,0.02,0.5,
28,59.126,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,48,-10,199,278,1,1.5267,0,100,0.763,0,26.322,44,0.464,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,1.28,0.0467,0.2,
29,61.051,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,48,-8,198,278,1,0.02,0,100,0.01,1,7.865,51,0.938,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.02,0.0,
30,63.496,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,48,-7,198,278,1,0.0067,0,100,0.003,2,7.702,45,0.942,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0067,0.0,
31,65.926,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,48,-5,198,278,1,0.0133,0,100,0.007,3,7.783,53,1.09,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0133,0.0,
32,68.453,255.0,1,250.0,1,0,0,0,0,1,1023,0,410,48,-7,198,278,1,1.2933,0,100,0.647,0,23.463,56,0.763,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,1.28,0.0133,0.0,
33,70.553,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,48,-9,198,278,1,1.2933,0,100,0.647,0,23.463,69,0.72,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,1.28,0.0133,0.0,
34,72.578,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,47,-7,197,268,1,0.36,0,100,0.18,0,12.03,48,0.486,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0267,0.3333,
35,74.526,255.0,1,250.0,1,0,0,0,0,1,1023,0,410,47,-8,198,267,1,1.3267,0,100,0.663,0,23.872,53,0.436,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,1.28,0.0133,0.0333,
36,76.298,255.0,1,250.0,1,0,0,0,0,1,1023,0,922,47,-6,197,266,1,2.6133,0,100,1.0,0,32.12,69,0.991,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,2.56,0.02,0.0333,
37,78.751,255.0,1,250.0,1,0,0,0,0,1,1023,0,410,47,-10,198,248,1,3.1933,0,100,1.0,0,32.12,63,0.822,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,2.56,0.0333,0.6,
38,81.176,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,47,-9,198,243,1,1.4533,0,100,0.727,0,25.423,62,0.974,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,1.28,0.0067,0.1667,
39,83.476,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,47,-5,198,243,1,0.0267,0,100,0.013,1,7.947,67,0.883,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0267,0.0,
40,85.827,255.0,1,250.0,1,0,0,0,0,1,1023,0,922,47,-10,199,241,1,1.3867,0,100,0.693,0,24.607,49,1.133,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,1.28,0.04,0.0667,
41,88.463,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,47,-7,198,241,1,1.3067,0,100,0.653,0,23.627,67,0.931,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,1.28,0.0267,0.0,
42,90.804,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,47,-8,199,236,1,0.18,0,100,0.09,0,9.825,48,0.752,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0133,0.1667,
43,92.964,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,47,-10,198,236,1,0.02,0,100,0.01,1,7.865,58,0.782,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.02,0.0,
44,94.926,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,46,-12,198,236,1,0.02,0,100,0.01,2,7.865,45,0.638,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.02,0.0,
45,96.976,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,47,-9,198,236,1,0.0267,0,100,0.013,3,7.947,44,0.494,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0267,0.0,
46,98.926,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,47,-8,198,236,1,0.0067,0,100,0.003,4,7.702,42,0.439,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0067,0.0,
47,100.666,255.0,1,250.0,1,0,0,0,0,1,1023,0,410,47,-8,198,235,1,1.3133,0,100,0.657,0,23.708,68,0.945,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,1.28,0.0,0.0333,
48,103.205,255.0,1,250.0,1,0,0,0,0,1,1023,0,410,47,-7,199,215,1,0.68,0,100,0.34,0,15.95,45,0.766,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0133,0.6667,
49,105.203,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,47,-8,198,215,1,1.2933,0,100,0.647,0,23.463,47,0.442,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,1.28,0.0133,0.0,
50,107.076,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,47,-9,198,215,1,0.0067,0,-100,0.003,1,7.702,61,1.108,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0067,0.0,
51,109.626,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,47,-7,198,237,1,0.7467,0,-100,0.373,0,16.767,61,0.959,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0133,0.7333,
52,112.001,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,48,-8,197,245,1,0.2867,0,-100,0.143,0,11.132,52,0.883,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.02,0.2667,
53,114.301,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,47,-7,198,247,1,0.0867,0,-100,0.043,1,8.682,47,0.691,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.02,0.0667,
54,116.454,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,47,-6,198,248,1,0.04,0,-100,0.02,2,8.11,60,0.861,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0067,0.0333,
55,118.498,255.0,1,250.0,1,0,0,0,0,1,1023,0,410,48,-7,197,261,1,1.7333,0,-100,0.867,0,28.853,46,0.717,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,1.28,0.02,0.4333,
56,120.601,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,44,-6,198,261,1,1.32,0,-100,0.66,0,23.79,63,0.484,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,1.28,0.04,0.0,
57,122.453,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,48,-6,198,263,1,0.0933,0,-100,0.047,1,8.763,64,1.104,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0267,0.0667,
58,125.051,255.0,1,250.0,1,0,0,0,0,1,1023,0,922,51,-3,197,290,1,2.2267,0,-100,1.0,0,32.12,66,0.786,26.0,14.0,14.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,1.28,0.0467,0.9,
59,127.276,26.0,1,250.0,1,0,0,0,0,1,1023,0,410,48,-5,199,314,1,5.6967,0,-100,1.0,0,32.12,53,0.418,26.0,14.0,14.0,0.3833,0.0,0.0,0.1667,0.0,2.29,0.0,0.0,2.56,0.0467,0.8,
60,129.16,25.0,1,250.0,1,0,0,0,0,1,1023,0,666,47,-5,198,315,1,1.3367,0,-100,0.668,0,23.995,66,0.839,23.0,17.0,17.0,0.3833,0.0,0.0,0.1667,0.0,0.01,0.0,0.0,1.28,0.0133,0.0333,
61,131.477,23.0,1,250.0,1,0,0,0,0,1,1023,0,410,46,-5,197,331,1,1.8467,1,,,,,,,,,,,,,,,0.02,0.0,0.0,1.28,0.0133,0.5333,obstaculo_frontal
62,133.528,24.0,1,250.0,1,0,0,0,0,1,1023,0,666,44,-7,198,324,1,1.5567,1,,,,,,,,,,,,,,,0.01,0.0,0.0,1.28,0.0333,0.2333,obstaculo_frontal
63,135.353,24.0,1,250.0,1,0,0,0,0,1,1023,0,666,48,-5,198,328,1,0.1733,1,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.04,0.1333,obstaculo_frontal
64,137.229,24.0,1,250.0,1,0,0,0,0,1,1023,0,410,50,-5,198,327,1,1.3267,1,,,,,,,,,,,,,,,0.0,0.0,0.0,1.28,0.0133,0.0333,obstaculo_frontal
65,139.205,25.0,1,250.0,1,0,0,0,0,1,1023,0,666,48,-8,198,323,1,1.4567,0,0,0.728,0,25.935,70,0.719,22.0,18.0,18.0,0.3833,0.0,0.0,0.1667,0.0,0.01,0.0,0.0,1.28,0.0333,0.1333,
66,141.372,22.0,1,250.0,1,0,0,0,0,1,1023,0,666,45,-4,198,331,1,0.3433,1,,,,,,,,,,,,,,,0.03,0.0,0.0,0.0,0.0467,0.2667,obstaculo_frontal
67,143.428,22.0,1,250.0,1,0,0,0,0,1,1023,0,666,46,-7,199,329,1,0.1,1,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0333,0.0667,obstaculo_frontal
68,145.505,22.0,1,250.0,1,0,0,0,0,1,1023,0,922,44,-1,198,333,1,1.4733,1,,,,,,,,,,,,,,,0.0,0.0,0.0,1.28,0.06,0.1333,obstaculo_frontal
69,147.478,22.0,1,250.0,1,0,0,0,0,1,1023,0,410,46,-4,197,333,1,2.6,1,,,,,,,,,,,,,,,0.0,0.0,0.0,2.56,0.04,0.0,obstaculo_frontal
70,149.603,22.0,1,250.0,1,0,0,0,0,1,1023,0,410,45,-4,200,334,1,0.06,1,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0267,0.0333,obstaculo_frontal
71,151.553,22.0,1,250.0,1,0,0,0,0,1,1023,0,666,47,-7,198,333,1,1.36,1,,,,,,,,,,,,,,,0.0,0.0,0.0,1.28,0.0467,0.0333,obstaculo_frontal
72,153.303,22.0,1,250.0,1,0,0,0,0,1,1023,0,666,45,-3,198,333,1,0.04,1,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.04,0.0,obstaculo_frontal
73,155.229,22.0,1,250.0,1,0,0,0,0,1,1023,0,666,46,-6,198,327,1,0.2267,1,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0267,0.2,obstaculo_frontal
74,157.086,22.0,1,250.0,1,0,0,0,0,1,1023,0,666,45,-1,198,327,1,0.04,1,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.04,0.0,obstaculo_frontal
75,159.179,22.0,1,250.0,1,0,0,0,0,1,1023,0,666,45,-8,199,327,1,0.0533,1,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0533,0.0,obstaculo_frontal
76,161.304,22.0,1,250.0,1,0,0,0,0,1,1023,0,666,46,-6,198,327,1,0.0267,1,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0267,0.0,obstaculo_frontal
77,163.153,22.0,1,250.0,1,0,0,0,0,1,1023,0,666,45,-2,198,328,1,0.0667,1,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0333,0.0333,obstaculo_frontal
78,165.153,22.0,1,250.0,1,0,0,0,0,1,1023,0,666,45,-6,198,327,1,0.06,1,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0267,0.0333,obstaculo_frontal
79,167.23,22.0,1,250.0,1,0,0,0,0,1,1023,0,666,45,-5,199,327,1,0.0133,1,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0133,0.0,obstaculo_frontal
80,169.266,22.0,1,250.0,1,0,0,0,0,1,1023,0,410,45,-5,199,333,1,1.48,1,,,,,,,,,,,,,,,0.0,0.0,0.0,1.28,0.0,0.2,obstaculo_frontal
81,171.254,22.0,1,250.0,1,0,0,0,0,1,1023,0,666,45,-2,198,332,1,1.34,1,,,,,,,,,,,,,,,0.0,0.0,0.0,1.28,0.0267,0.0333,obstaculo_frontal
82,173.129,22.0,1,250.0,1,0,0,0,0,1,1023,0,922,47,-5,198,332,1,1.3133,1,,,,,,,,,,,,,,,0.0,0.0,0.0,1.28,0.0333,0.0,obstaculo_frontal
83,175.079,22.0,1,250.0,1,0,0,0,0,1,1023,0,666,46,-5,198,323,1,1.5867,1,,,,,,,,,,,,,,,0.0,0.0,0.0,1.28,0.0067,0.3,obstaculo_frontal
84,177.178,22.0,1,250.0,1,0,0,0,0,1,1023,0,154,45,-4,198,328,1,2.74,1,,,,,,,,,,,,,,,0.0,0.0,0.0,2.56,0.0133,0.1667,obstaculo_frontal
85,179.259,22.0,1,250.0,1,0,0,0,0,1,1023,0,666,48,-6,198,328,1,2.5933,1,,,,,,,,,,,,,,,0.0,0.0,0.0,2.56,0.0333,0.0,obstaculo_frontal
86,181.204,22.0,1,250.0,1,0,0,0,0,1,1023,0,922,47,-6,198,328,1,1.2867,1,,,,,,,,,,,,,,,0.0,0.0,0.0,1.28,0.0067,0.0,obstaculo_frontal
87,183.301,22.0,1,250.0,1,0,0,0,0,1,1023,0,666,47,-5,196,327,1,1.3333,1,,,,,,,,,,,,,,,0.0,0.0,0.0,1.28,0.02,0.0333,obstaculo_frontal
88,185.479,22.0,1,250.0,1,0,0,0,0,1,1023,0,922,44,-4,199,327,1,1.3267,1,,,,,,,,,,,,,,,0.0,0.0,0.0,1.28,0.0467,0.0,obstaculo_frontal
89,187.441,22.0,1,250.0,1,0,0,0,0,1,1023,0,666,45,-2,198,327,1,1.3067,1,,,,,,,,,,,,,,,0.0,0.0,0.0,1.28,0.0267,0.0,obstaculo_frontal
90,189.505,22.0,1,250.0,1,0,0,0,0,1,1023,0,666,46,-6,198,320,1,0.2667,1,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0333,0.2333,obstaculo_frontal
91,191.431,22.0,1,250.0,1,0,0,0,0,1,1023,0,666,46,-5,198,319,1,0.04,1,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0067,0.0333,obstaculo_frontal
92,193.354,22.0,1,250.0,1,0,0,0,0,1,1023,0,410,47,-5,198,316,1,1.3867,1,,,,,,,,,,,,,,,0.0,0.0,0.0,1.28,0.0067,0.1,obstaculo_frontal
93,195.328,22.0,1,250.0,1,0,0,0,0,1,1023,0,666,46,-2,197,323,1,1.5467,1,,,,,,,,,,,,,,,0.0,0.0,0.0,1.28,0.0333,0.2333,obstaculo_frontal
94,197.38,23.0,1,250.0,1,0,0,0,0,1,1023,0,410,47,-5,198,315,1,1.59,1,,,,,,,,,,,,,,,0.01,0.0,0.0,1.28,0.0333,0.2667,obstaculo_frontal
95,199.33,23.0,1,250.0,1,0,0,0,0,1,1023,0,666,48,-4,198,316,1,1.3267,1,,,,,,,,,,,,,,,0.0,0.0,0.0,1.28,0.0133,0.0333,obstaculo_frontal
96,201.278,23.0,1,250.0,1,0,0,0,0,1,1023,0,666,47,-4,198,316,1,0.0067,1,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0067,0.0,obstaculo_frontal
97,203.309,22.0,1,250.0,1,0,0,0,0,1,1023,0,666,48,-6,198,314,1,0.0967,1,,,,,,,,,,,,,,,0.01,0.0,0.0,0.0,0.02,0.0667,obstaculo_frontal
98,205.154,23.0,1,250.0,1,0,0,0,0,1,1023,0,666,47,-6,198,314,1,0.0167,1,,,,,,,,,,,,,,,0.01,0.0,0.0,0.0,0.0067,0.0,obstaculo_frontal
99,207.055,23.0,1,250.0,1,0,0,0,0,1,1023,0,666,46,-4,197,314,1,0.0267,1,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0267,0.0,obstaculo_frontal
100,208.979,23.0,1,250.0,1,0,0,0,0,1,1023,0,666,51,-6,198,314,1,0.0533,1,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0533,0.0,obstaculo_frontal
101,210.981,23.0,1,250.0,1,0,0,0,0,1,1023,0,410,47,-3,197,314,1,1.3333,1,,,,,,,,,,,,,,,0.0,0.0,0.0,1.28,0.0533,0.0,obstaculo_frontal
102,213.063,22.0,1,250.0,1,0,0,0,0,1,1023,0,666,47,-6,198,320,1,1.5167,1,,,,,,,,,,,,,,,0.01,0.0,0.0,1.28,0.0267,0.2,obstaculo_frontal
103,214.979,23.0,1,250.0,1,0,0,0,0,1,1023,0,666,46,-4,198,312,1,0.2967,1,,,,,,,,,,,,,,,0.01,0.0,0.0,0.0,0.02,0.2667,obstaculo_frontal
104,216.904,23.0,1,250.0,1,0,0,0,0,1,1023,0,410,46,0,198,319,1,1.54,1,,,,,,,,,,,,,,,0.0,0.0,0.0,1.28,0.0267,0.2333,obstaculo_frontal
105,218.954,23.0,1,250.0,1,0,0,0,0,1,1023,0,922,46,-3,199,318,1,2.62,1,,,,,,,,,,,,,,,0.0,0.0,0.0,2.56,0.0267,0.0333,obstaculo_frontal
106,221.029,23.0,1,250.0,1,0,0,0,0,1,1023,0,666,47,-7,201,318,1,1.3267,1,,,,,,,,,,,,,,,0.0,0.0,0.0,1.28,0.0467,0.0,obstaculo_frontal
107,223.03,23.0,1,250.0,1,0,0,0,0,1,1023,0,666,47,-4,198,311,1,0.2733,1,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.04,0.2333,obstaculo_frontal
108,224.954,22.0,1,250.0,1,0,0,0,0,1,1023,0,922,46,-3,198,318,1,1.5367,1,,,,,,,,,,,,,,,0.01,0.0,0.0,1.28,0.0133,0.2333,obstaculo_frontal
109,226.979,23.0,1,250.0,1,0,0,0,0,1,1023,0,666,46,-5,198,310,1,1.57,1,,,,,,,,,,,,,,,0.01,0.0,0.0,1.28,0.0133,0.2667,obstaculo_frontal
110,229.054,22.0,1,250.0,1,0,0,0,0,1,1023,0,922,47,1,196,317,1,1.5833,1,,,,,,,,,,,,,,,0.01,0.0,0.0,1.28,0.06,0.2333,obstaculo_frontal
111,231.104,22.0,1,250.0,1,0,0,0,0,1,1023,0,666,47,-7,201,317,1,1.3667,1,,,,,,,,,,,,,,,0.0,0.0,0.0,1.28,0.0867,0.0,obstaculo_frontal
112,233.032,23.0,1,250.0,1,0,0,0,0,1,1023,0,666,47,-5,198,309,1,0.31,1,,,,,,,,,,,,,,,0.01,0.0,0.0,0.0,0.0333,0.2667,obstaculo_frontal
113,234.929,23.0,1,250.0,1,0,0,0,0,1,1023,0,666,47,0,202,317,1,0.3267,1,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.06,0.2667,obstaculo_frontal
114,237.025,23.0,1,250.0,1,0,0,0,0,1,1023,0,410,45,-4,197,316,1,1.3867,1,,,,,,,,,,,,,,,0.0,0.0,0.0,1.28,0.0733,0.0333,obstaculo_frontal
115,238.98,23.0,1,250.0,1,0,0,0,0,1,1023,0,922,47,-4,199,314,1,2.6533,1,,,,,,,,,,,,,,,0.0,0.0,0.0,2.56,0.0267,0.0667,obstaculo_frontal
116,240.98,23.0,1,250.0,1,0,0,0,0,1,1023,0,666,45,-5,198,308,1,1.5067,1,,,,,,,,,,,,,,,0.0,0.0,0.0,1.28,0.0267,0.2,obstaculo_frontal
