bateria,tag,clave,potencia_base,beta,t_optima,exponente_ptc,sigma,modo,n,r_huella_acoplamiento,r_huella_brecha
bateria2,Bprima,0.98|25|4.1|0.3|3,0.3,0.98,25,4.1,6.8,parada,60,0.5401221372448949,0.9784245540753631
bateria2,Bprima,0.98|25|4.1|0.3|4,0.3,0.98,25,4.1,6.8,parada,60,0.531288937414513,0.9782726804036737
bateria2,Bprima,0.98|25|4.1|0.3|5,0.3,0.98,25,4.1,6.8,parada,60,0.5279557418290634,0.9779397615449118
bateria2,Bprima,0.98|25|4.1|0.3|6,0.3,0.98,25,4.1,6.8,parada,60,0.5360644537622121,0.9786185328556904
bateria2,Bprima,0.98|25|4.1|0.3|7,0.3,0.98,25,4.1,6.8,parada,60,0.5454802021161195,0.9781128997050179
bateria2,Bprima,0.98|25|4.1|0.3|8,0.3,0.98,25,4.1,6.8,parada,60,0.528668935765586,0.9776680658556003
bateria2,Bprima,0.98|25|4.1|0.3|9,0.3,0.98,25,4.1,6.8,parada,60,0.5426792976199882,0.9788188112940509
bateria2,Bprima,0.98|25|4.1|0.3|10,0.3,0.98,25,4.1,6.8,parada,60,0.5303133884953724,0.9774372848944101
bateria2,Bprima,0.98|25|4.1|0.47|1,0.47,0.98,25,4.1,6.8,parada,60,0.39987087022059187,0.9578033368681014
bateria2,Bprima,0.98|25|4.1|0.47|2,0.47,0.98,25,4.1,6.8,parada,60,0.403581227502582,0.9576601211452406
bateria2,Bprima,0.98|25|4.1|0.47|3,0.47,0.98,25,4.1,6.8,parada,60,0.40784720777552674,0.9582446512660161
bateria2,Bprima,0.98|25|4.1|0.47|4,0.47,0.98,25,4.1,6.8,parada,60,0.40446225485553283,0.9584212701317445
bateria2,Bprima,0.98|25|4.1|0.47|5,0.47,0.98,25,4.1,6.8,parada,60,0.398552419263953,0.9577962838540186
bateria2,Bprima,0.98|25|4.1|0.47|6,0.47,0.98,25,4.1,6.8,parada,60,0.4033491090489892,0.9586982207164562
bateria2,Bprima,0.98|25|4.1|0.47|7,0.47,0.98,25,4.1,6.8,parada,60,0.4052219173141058,0.9578102408333459
bateria2,Bprima,0.98|25|4.1|0.47|8,0.47,0.98,25,4.1,6.8,parada,60,0.39551452877317983,0.9575599392941638
bateria2,Bprima,0.98|25|4.1|0.47|9,0.47,0.98,25,4.1,6.8,parada,60,0.40511916813285426,0.9585831718339044
bateria2,Bprima,0.98|25|4.1|0.47|10,0.47,0.98,25,4.1,6.8,parada,60,0.395892922492679,0.9570260486946229
bateria2,Bprima,0.98|25|4.1|0.65|2,0.65,0.98,25,4.1,6.8,parada,60,0.24506186447550005,0.9315242958006096
bateria2,Bprima,0.98|25|4.1|0.65|1,0.65,0.98,25,4.1,6.8,parada,60,0.2429815644202044,0.9316034266805517
bateria2,Bprima,0.98|25|4.1|0.65|3,0.65,0.98,25,4.1,6.8,parada,60,0.2506630584546671,0.9321461616846056
bateria2,Bprima,0.98|25|4.1|0.65|4,0.65,0.98,25,4.1,6.8,parada,60,0.25427769292155933,0.9323923367585548
bateria2,Bprima,0.98|25|4.1|0.65|5,0.65,0.98,25,4.1,6.8,parada,60,0.24674904492402325,0.9317773811812525
bateria2,Bprima,0.98|25|4.1|0.65|6,0.65,0.98,25,4.1,6.8,parada,60,0.24715193615989914,0.9326420358185648
bateria2,Bprima,0.98|25|4.1|0.65|7,0.65,0.98,25,4.1,6.8,parada,60,0.24388956728877742,0.9317500339301664
bateria2,Bprima,0.98|25|4.1|0.65|8,0.65,0.98,25,4.1,6.8,parada,60,0.24284167306569143,0.9313931635029508
bateria2,Bprima,0.98|25|4.1|0.65|9,0.65,0.98,25,4.1,6.8,parada,60,0.24869128636184426,0.9323381489695732
bateria2,Bprima,0.98|25|4.1|0.65|10,0.65,0.98,25,4.1,6.8,parada,60,0.2388989432680618,0.9308988362557967
bateria2,Bprima,0.98|25|6|0.3|1,0.3,0.98,25,6,6.8,parada,60,0.45741075326923275,0.9816992956987273
bateria2,Bprima,0.98|25|6|0.3|2,0.3,0.98,25,6,6.8,parada,60,0.45469300276234426,0.9817867032805873
bateria2,Bprima,0.98|25|6|0.3|3,0.3,0.98,25,6,6.8,parada,60,0.46685522886896563,0.9818344600847595
bateria2,Bprima,0.98|25|6|0.3|4,0.3,0.98,25,6,6.8,parada,60,0.44828373863017945,0.981454681794957
bateria2,Bprima,0.98|25|6|0.3|5,0.3,0.98,25,6,6.8,parada,60,0.4480332861055619,0.9814036095414173
bateria2,Bprima,0.98|25|6|0.3|6,0.3,0.98,25,6,6.8,parada,60,0.4564893168330733,0.9819452332526911
bateria2,Bprima,0.98|25|6|0.3|7,0.3,0.98,25,6,6.8,parada,60,0.4731537282447526,0.9816364103640164
bateria2,Bprima,0.98|25|6|0.3|8,0.3,0.98,25,6,6.8,parada,60,0.45150651046547013,0.9812427945993419
bateria2,Bprima,0.98|25|6|0.3|9,0.3,0.98,25,6,6.8,parada,60,0.46585175518288474,0.9823308369952801
bateria2,Bprima,0.98|25|6|0.3|10,0.3,0.98,25,6,6.8,parada,60,0.4552034235606815,0.9811274484267705
bateria2,Bprima,0.98|25|6|0.47|1,0.47,0.98,25,6,6.8,parada,60,0.43446280142713095,0.9721428559590324
bateria2,Bprima,0.98|25|6|0.47|2,0.47,0.98,25,6,6.8,parada,60,0.43595400170731985,0.9722849776800137
bateria2,Bprima,0.98|25|6|0.47|3,0.47,0.98,25,6,6.8,parada,60,0.44234233583321353,0.9724074432154267
bateria2,Bprima,0.98|25|6|0.47|4,0.47,0.98,25,6,6.8,parada,60,0.4325390240688478,0.9721076271399832
bateria2,Bprima,0.98|25|6|0.47|5,0.47,0.98,25,6,6.8,parada,60,0.4306185509339414,0.9719488516259241
bateria2,Bprima,0.98|25|6|0.47|6,0.47,0.98,25,6,6.8,parada,60,0.4382257742390405,0.9725702100369906
bateria2,Bprima,0.98|25|6|0.47|7,0.47,0.98,25,6,6.8,parada,60,0.4488669705596544,0.9720837739609279
bateria2,Bprima,0.98|25|6|0.47|8,0.47,0.98,25,6,6.8,parada,60,0.43370051933722104,0.9716563777997981
bateria2,Bprima,0.98|25|6|0.47|9,0.47,0.98,25,6,6.8,parada,60,0.4426652552602295,0.9728519603975864
bateria2,Bprima,0.98|25|6|0.47|10,0.47,0.98,25,6,6.8,parada,60,0.4344581173752974,0.9714654452208473
bateria2,Bprima,0.98|25|6|0.65|2,0.65,0.98,25,6,6.8,parada,60,0.37924756626443046,0.9594805918464563
bateria2,Bprima,0.98|25|6|0.65|1,0.65,0.98,25,6,6.8,parada,60,0.3740465658193278,0.9594360512142952
bateria2,Bprima,0.98|25|6|0.65|3,0.65,0.98,25,6,6.8,parada,60,0.3813037465111983,0.9598057080792636
bateria2,Bprima,0.98|25|6|0.65|4,0.65,0.98,25,6,6.8,parada,60,0.3738250244255371,0.9597466863605878
bateria2,Bprima,0.98|25|6|0.65|5,0.65,0.98,25,6,6.8,parada,60,0.37272137086887824,0.9593849802433223
bateria2,Bprima,0.98|25|6|0.65|6,0.65,0.98,25,6,6.8,parada,60,0.37708552287667313,0.9601217537544302
bateria2,Bprima,0.98|25|6|0.65|7,0.65,0.98,25,6,6.8,parada,60,0.38528192709679887,0.9593337402365862
bateria2,Bprima,0.98|25|6|0.65|8,0.65,0.98,25,6,6.8,parada,60,0.37285711268908556,0.9590741900662896
bateria2,Bprima,0.98|25|6|0.65|9,0.65,0.98,25,6,6.8,parada,60,0.38180144370422947,0.9601536006069011
bateria2,Bprima,0.98|25|6|0.65|10,0.65,0.98,25,6,6.8,parada,60,0.374428730952598,0.9586794257069161
bateria2,Bprima,0.98|28|3|0.3|1,0.3,0.98,28,3,6.8,parada,60,0.40759118098980984,0.9630569385858784
bateria2,Bprima,0.98|28|3|0.3|2,0.3,0.98,28,3,6.8,parada,60,0.41731462326451124,0.9637028166256537
bateria2,Bprima,0.98|28|3|0.3|3,0.3,0.98,28,3,6.8,parada,60,0.41672263219722067,0.9633464120181101
bateria2,Bprima,0.98|28|3|0.3|5,0.3,0.98,28,3,6.8,parada,60,0.4106629295601896,0.9626792518260565
bateria2,Bprima,0.98|28|3|0.3|4,0.3,0.98,28,3,6.8,parada,60,0.41702596095643346,0.9631751104044043
bateria2,Bprima,0.98|28|3|0.3|6,0.3,0.98,28,3,6.8,parada,60,0.4111018494176164,0.9623386137620397
bateria2,Bprima,0.98|28|3|0.3|7,0.3,0.98,28,3,6.8,parada,60,0.40723707076676174,0.9625074929756824
bateria2,Bprima,0.98|28|3|0.3|8,0.3,0.98,28,3,6.8,parada,60,0.4061968649960112,0.9623593448200742
bateria2,Bprima,0.98|28|3|0.3|9,0.3,0.98,28,3,6.8,parada,60,0.417500693373196,0.9633259925344161
bateria2,Bprima,0.98|28|3|0.3|10,0.3,0.98,28,3,6.8,parada,60,0.4122740796937757,0.9629238250050123
bateria2,Bprima,0.98|28|3|0.47|1,0.47,0.98,28,3,6.8,parada,60,0.25679398606835224,0.9335277457740011
bateria2,Bprima,0.98|28|3|0.47|2,0.47,0.98,28,3,6.8,parada,60,0.2649398608174767,0.9344706458593937
bateria2,Bprima,0.98|28|3|0.47|3,0.47,0.98,28,3,6.8,parada,60,0.2650166720890458,0.9337282685496164
bateria2,Bprima,0.98|28|3|0.47|4,0.47,0.98,28,3,6.8,parada,60,0.26287927527544247,0.9334869567746382
bateria2,Bprima,0.98|28|3|0.47|5,0.47,0.98,28,3,6.8,parada,60,0.2593483235326216,0.932958031157128
bateria2,Bprima,0.98|28|3|0.47|6,0.47,0.98,28,3,6.8,parada,60,0.2616063375096294,0.9327908396852319
bateria2,Bprima,0.98|28|3|0.47|7,0.47,0.98,28,3,6.8,parada,60,0.2550415081945801,0.932538295971432
bateria2,Bprima,0.98|28|3|0.47|8,0.47,0.98,28,3,6.8,parada,60,0.2559982080122718,0.9323964304107456
bateria2,Bprima,0.98|28|3|0.47|9,0.47,0.98,28,3,6.8,parada,60,0.2648636517749472,0.9337138187985667
bateria2,Bprima,0.98|28|3|0.47|10,0.47,0.98,28,3,6.8,parada,60,0.26269712080459234,0.9332107509750773
bateria2,Bprima,0.98|28|3|0.65|1,0.65,0.98,28,3,6.8,parada,60,0.1019593712261603,0.9011853568897453
bateria2,Bprima,0.98|28|3|0.65|2,0.65,0.98,28,3,6.8,parada,60,0.10925018957108228,0.9027513408705741
bateria2,Bprima,0.98|28|3|0.65|3,0.65,0.98,28,3,6.8,parada,60,0.10810828572763886,0.9014714191620952
bateria2,Bprima,0.98|28|3|0.65|4,0.65,0.98,28,3,6.8,parada,60,0.10565380180119545,0.9008804583817379
bateria2,Bprima,0.98|28|3|0.65|5,0.65,0.98,28,3,6.8,parada,60,0.10364835453438344,0.9006037838465528
bateria2,Bprima,0.98|28|3|0.65|6,0.65,0.98,28,3,6.8,parada,60,0.10718105743337936,0.9006315653744988
bateria2,Bprima,0.98|28|3|0.65|7,0.65,0.98,28,3,6.8,parada,60,0.09827691664682722,0.9000422911097052
bateria2,Bprima,0.98|28|3|0.65|8,0.65,0.98,28,3,6.8,parada,60,0.10029562675669731,0.8997845035187956
bateria2,Bprima,0.98|28|3|0.65|9,0.65,0.98,28,3,6.8,parada,60,0.10758647327872117,0.9014151633711008
bateria2,Bprima,0.98|28|3|0.65|10,0.65,0.98,28,3,6.8,parada,60,0.10656819095425633,0.9009677602126973
bateria2,Bprima,0.98|28|4.1|0.3|2,0.3,0.98,28,4.1,6.8,parada,60,0.4049313308989953,0.9695602594457681
bateria2,Bprima,0.98|28|4.1|0.3|1,0.3,0.98,28,4.1,6.8,parada,60,0.38856143379943137,0.9690156056678277
bateria2,Bprima,0.98|28|4.1|0.3|3,0.3,0.98,28,4.1,6.8,parada,60,0.3977044873285528,0.9692624886851053
bateria2,Bprima,0.98|28|4.1|0.3|4,0.3,0.98,28,4.1,6.8,parada,60,0.4066072199640329,0.9691800508281593
bateria2,Bprima,0.98|28|4.1|0.3|5,0.3,0.98,28,4.1,6.8,parada,60,0.3982364853411821,0.9686610804219596
bateria2,Bprima,0.98|28|4.1|0.3|6,0.3,0.98,28,4.1,6.8,parada,60,0.3921165879248378,0.9683103054685772
bateria2,Bprima,0.98|28|4.1|0.3|7,0.3,0.98,28,4.1,6.8,parada,60,0.3971174771096375,0.9686856861215855
bateria2,Bprima,0.98|28|4.1|0.3|8,0.3,0.98,28,4.1,6.8,parada,60,0.39108380737404863,0.9684004645485542
bateria2,Bprima,0.98|28|4.1|0.3|9,0.3,0.98,28,4.1,6.8,parada,60,0.4037725019584624,0.9693059900347818
bateria2,Bprima,0.98|28|4.1|0.3|10,0.3,0.98,28,4.1,6.8,parada,60,0.3939897655424582,0.9688442691035525
bateria2,Bprima,0.98|28|4.1|0.47|1,0.47,0.98,28,4.1,6.8,parada,60,0.33397452762452723,0.948498893837067
bateria2,Bprima,0.98|28|4.1|0.47|2,0.47,0.98,28,4.1,6.8,parada,60,0.3459086463944258,0.949115713185393
bateria2,Bprima,0.98|28|4.1|0.47|3,0.47,0.98,28,4.1,6.8,parada,60,0.3405442575011805,0.9488443994584691
bateria2,Bprima,0.98|28|4.1|0.47|4,0.47,0.98,28,4.1,6.8,parada,60,0.34510271225560335,0.9485989286413644
bateria2,Bprima,0.98|28|4.1|0.47|5,0.47,0.98,28,4.1,6.8,parada,60,0.33804171361528984,0.9480832334340179
bateria2,Bprima,0.98|28|4.1|0.47|6,0.47,0.98,28,4.1,6.8,parada,60,0.33721951029225944,0.9478388868574198
bateria2,Bprima,0.98|28|4.1|0.47|7,0.47,0.98,28,4.1,6.8,parada,60,0.33709687800930305,0.9479267681410515
bateria2,Bprima,0.98|28|4.1|0.47|8,0.47,0.98,28,4.1,6.8,parada,60,0.3328592594759174,0.9476969413831489
bateria2,Bprima,0.98|28|4.1|0.47|9,0.47,0.98,28,4.1,6.8,parada,60,0.3446400647990772,0.9487831277183804
bateria2,Bprima,0.98|28|4.1|0.47|10,0.47,0.98,28,4.1,6.8,parada,60,0.33605468334642086,0.9483800224474904
bateria2,Bprima,0.98|28|4.1|0.65|1,0.65,0.98,28,4.1,6.8,parada,60,0.2495224996214176,0.9249694388864188
bateria2,Bprima,0.98|28|4.1|0.65|2,0.65,0.98,28,4.1,6.8,parada,60,0.2568030389378765,0.9258162677012137
bateria2,Bprima,0.98|28|4.1|0.65|3,0.65,0.98,28,4.1,6.8,parada,60,0.25696545965117035,0.9253338025406088
bateria2,Bprima,0.98|28|4.1|0.65|4,0.65,0.98,28,4.1,6.8,parada,60,0.25512972443418575,0.9250267443675967
bateria2,Bprima,0.98|28|4.1|0.65|5,0.65,0.98,28,4.1,6.8,parada,60,0.2515931062701105,0.9245396453848119
bateria2,Bprima,0.98|28|4.1|0.65|6,0.65,0.98,28,4.1,6.8,parada,60,0.2534068048105535,0.9244806209111981
bateria2,Bprima,0.98|28|4.1|0.65|7,0.65,0.98,28,4.1,6.8,parada,60,0.24823333155297875,0.9243198480866085
bateria2,Bprima,0.98|28|4.1|0.65|8,0.65,0.98,28,4.1,6.8,parada,60,0.24794923505296657,0.923993296673636
bateria2,Bprima,0.98|28|4.1|0.65|9,0.65,0.98,28,4.1,6.8,parada,60,0.25639997969361744,0.9252896162610762
bateria2,Bprima,0.98|28|4.1|0.65|10,0.65,0.98,28,4.1,6.8,parada,60,0.25333664556396096,0.924812390775605
bateria2,Bprima,0.98|28|6|0.3|1,0.3,0.98,28,6,6.8,parada,60,0.3053860525018602,0.9745539004641781
bateria2,Bprima,0.98|28|6|0.3|2,0.3,0.98,28,6,6.8,parada,60,0.3131945289013055,0.9749967978617504
bateria2,Bprima,0.98|28|6|0.3|3,0.3,0.98,28,6,6.8,parada,60,0.3068134510542683,0.9747478457857882
bateria2,Bprima,0.98|28|6|0.3|4,0.3,0.98,28,6,6.8,parada,60,0.32304029283479135,0.9748643087559122
bateria2,Bprima,0.98|28|6|0.3|5,0.3,0.98,28,6,6.8,parada,60,0.3124208189227761,0.9743053111628011
bateria2,Bprima,0.98|28|6|0.3|6,0.3,0.98,28,6,6.8,parada,60,0.2974681089199538,0.9739397765293629
bateria2,Bprima,0.98|28|6|0.3|7,0.3,0.98,28,6,6.8,parada,60,0.31440338843230997,0.9743728529142571
bateria2,Bprima,0.98|28|6|0.3|8,0.3,0.98,28,6,6.8,parada,60,0.3049001959515796,0.9742333522487219
bateria2,Bprima,0.98|28|6|0.3|9,0.3,0.98,28,6,6.8,parada,60,0.3141245555537222,0.9748317485261939
bateria2,Bprima,0.98|28|6|0.3|10,0.3,0.98,28,6,6.8,parada,60,0.305651795600977,0.974457213482567
bateria2,Bprima,0.98|28|6|0.47|1,0.47,0.98,28,6,6.8,parada,60,0.3022174605724949,0.9612344564907805
bateria2,Bprima,0.98|28|6|0.47|2,0.47,0.98,28,6,6.8,parada,60,0.31520233280174303,0.961809452454601
bateria2,Bprima,0.98|28|6|0.47|3,0.47,0.98,28,6,6.8,parada,60,0.3100521539563944,0.9615688240726498
bateria2,Bprima,0.98|28|6|0.47|4,0.47,0.98,28,6,6.8,parada,60,0.3192511735628154,0.9614952788518689
bateria2,Bprima,0.98|28|6|0.47|5,0.47,0.98,28,6,6.8,parada,60,0.31118226262093734,0.9609489753490755
bateria2,Bprima,0.98|28|6|0.47|6,0.47,0.98,28,6,6.8,parada,60,0.30475830595872533,0.9606562291138181
bateria2,Bprima,0.98|28|6|0.47|7,0.47,0.98,28,6,6.8,parada,60,0.31060654344400046,0.9610264403877313
bateria2,Bprima,0.98|28|6|0.47|8,0.47,0.98,28,6,6.8,parada,60,0.30566945085968733,0.9606940881185444
bateria2,Bprima,0.98|28|6|0.47|9,0.47,0.98,28,6,6.8,parada,60,0.31570157429564566,0.9616690219758874
bateria2,Bprima,0.98|28|6|0.47|10,0.47,0.98,28,6,6.8,parada,60,0.30812716471200524,0.9611653610004479
bateria2,Bprima,0.98|28|6|0.65|1,0.65,0.98,28,6,6.8,parada,60,0.26933141342616457,0.946537163933442
bateria2,Bprima,0.98|28|6|0.65|2,0.65,0.98,28,6,6.8,parada,60,0.28224459516897193,0.9471560583946522
bateria2,Bprima,0.98|28|6|0.65|3,0.65,0.98,28,6,6.8,parada,60,0.27743126214587993,0.9469354391811721
bateria2,Bprima,0.98|28|6|0.65|4,0.65,0.98,28,6,6.8,parada,60,0.2813120336187628,0.9467454607003413
bateria2,Bprima,0.98|28|6|0.65|5,0.65,0.98,28,6,6.8,parada,60,0.27602044683483173,0.9462074376975043
bateria2,Bprima,0.98|28|6|0.65|6,0.65,0.98,28,6,6.8,parada,60,0.2755920944791992,0.9460122371677097
bateria2,Bprima,0.98|28|6|0.65|7,0.65,0.98,28,6,6.8,parada,60,0.27408583940416453,0.9461815544290357
bateria2,Bprima,0.98|28|6|0.65|8,0.65,0.98,28,6,6.8,parada,60,0.2711472482516884,0.9458464344820035
bateria2,Bprima,0.98|28|6|0.65|9,0.65,0.98,28,6,6.8,parada,60,0.2819424714858658,0.9470010094271966
bateria2,Bprima,0.98|28|6|0.65|10,0.65,0.98,28,6,6.8,parada,60,0.273349178397566,0.9465136650658492
bateria3,D,inicio|2,0.47,0.94,25,4.1,6.8,inicio,60,0.7475060362791864,0.9878317404367625
bateria3,D,inicio|3,0.47,0.94,25,4.1,6.8,inicio,60,0.7550672751141261,0.9879881433502441
bateria3,D,inicio|4,0.47,0.94,25,4.1,6.8,inicio,60,0.7559959588014887,0.9880794430968167
bateria3,D,inicio|1,0.47,0.94,25,4.1,6.8,inicio,60,0.7718268015502451,0.9887147043322013
bateria3,D,parada|9,0.47,0.94,25,4.1,6.8,parada,60,0.7753451125166925,0.9935270168967955
bateria3,D,parada|3,0.47,0.94,25,4.1,6.8,parada,60,0.7673973169880083,0.9931434590105843
bateria3,D,parada|5,0.47,0.94,25,4.1,6.8,parada,60,0.7737101241734647,0.9931000644699863
bateria3,D,parada|7,0.47,0.94,25,4.1,6.8,parada,60,0.7683989802446298,0.9933190418041861
bateria3,D,parada|4,0.47,0.94,25,4.1,6.8,parada,60,0.7718381566303694,0.9933617164237659
bateria3,D,parada|1,0.47,0.94,25,4.1,6.8,parada,60,0.7921594124546318,0.993748373492198
bateria3,D,parada|10,0.47,0.94,25,4.1,6.8,parada,60,0.7746413574870658,0.9931993197674732
bateria3,D,parada|6,0.47,0.94,25,4.1,6.8,parada,60,0.7820366739483202,0.9938002159690498
bateria3,D,parada|2,0.47,0.94,25,4.1,6.8,parada,60,0.7622168100984522,0.993328464635574
bateria3,D,parada|8,0.47,0.94,25,4.1,6.8,parada,60,0.7542436125842868,0.9929584581850409
bateria3,D,inicio|5,0.47,0.94,25,4.1,6.8,inicio,60,0.7641361933795718,0.9884484539932231
bateria3,D,inicio|7,0.47,0.94,25,4.1,6.8,inicio,60,0.7546740860862198,0.9881793241001285
bateria3,D,inicio|8,0.47,0.94,25,4.1,6.8,inicio,60,0.7422603751485835,0.9873545910490433
bateria3,D,inicio|6,0.47,0.94,25,4.1,6.8,inicio,60,0.7601307583731938,0.9883751807067448
bateria3,D,inicio|9,0.47,0.94,25,4.1,6.8,inicio,60,0.7601980797612925,0.9885160245808975
bateria3,D,inicio|10,0.47,0.94,25,4.1,6.8,inicio,60,0.7602579192075329,0.9880953486123532
bateria3,Aprima,7,0.47,0.94,25,4.1,6.8,parada,60,0.7683989802446298,0.9933190418041861
bateria3,Aprima,3,0.47,0.94,25,4.1,6.8,parada,60,0.7673973169880083,0.9931434590105843
bateria3,Aprima,6,0.47,0.94,25,4.1,6.8,parada,60,0.7820366739483202,0.9938002159690498
bateria3,Aprima,1,0.47,0.94,25,4.1,6.8,parada,60,0.7921594124546318,0.993748373492198
bateria3,Aprima,8,0.47,0.94,25,4.1,6.8,parada,60,0.7542436125842868,0.9929584581850409
bateria3,Aprima,2,0.47,0.94,25,4.1,6.8,parada,60,0.7622168100984522,0.993328464635574
bateria3,Aprima,4,0.47,0.94,25,4.1,6.8,parada,60,0.7718381566303694,0.9933617164237659
bateria3,Aprima,5,0.47,0.94,25,4.1,6.8,parada,60,0.7737101241734647,0.9931000644699863
bateria3,Aprima,10,0.47,0.94,25,4.1,6.8,parada,60,0.7746413574870658,0.9931993197674732
bateria3,Aprima,9,0.47,0.94,25,4.1,6.8,parada,60,0.7753451125166925,0.9935270168967955
bateria3,Aprima,11,0.47,0.94,25,4.1,6.8,parada,60,0.7574940862104824,0.9932283378315286
bateria3,Aprima,12,0.47,0.94,25,4.1,6.8,parada,60,0.7660590570114243,0.993400523336773
bateria3,Aprima,13,0.47,0.94,25,4.1,6.8,parada,60,0.7829635431814372,0.9935388512129334
bateria3,Aprima,14,0.47,0.94,25,4.1,6.8,parada,60,0.7798758683552129,0.9936508758170094
bateria3,Aprima,15,0.47,0.94,25,4.1,6.8,parada,60,0.7562430172492581,0.9929454898364716
bateria3,Aprima,16,0.47,0.94,25,4.1,6.8,parada,60,0.7848137081997009,0.9936305459710536
bateria3,Aprima,17,0.47,0.94,25,4.1,6.8,parada,60,0.7641483753757126,0.9932345006264618
bateria3,Aprima,19,0.47,0.94,25,4.1,6.8,parada,60,0.7710604146210227,0.9932692969525003
bateria3,Aprima,18,0.47,0.94,25,4.1,6.8,parada,60,0.756687355713354,0.9930726390378822
bateria3,Aprima,22,0.47,0.94,25,4.1,6.8,parada,60,0.7811077570705297,0.9935733157151007
bateria3,Aprima,20,0.47,0.94,25,4.1,6.8,parada,60,0.7732608161286807,0.9932795164537517
bateria3,Aprima,21,0.47,0.94,25,4.1,6.8,parada,60,0.7647779577226187,0.9932162595128848
bateria3,Aprima,23,0.47,0.94,25,4.1,6.8,parada,60,0.7722703493020554,0.9935339687006356
bateria3,Aprima,24,0.47,0.94,25,4.1,6.8,parada,60,0.775906629347722,0.9934427260137634
bateria3,Aprima,25,0.47,0.94,25,4.1,6.8,parada,60,0.7759014422075842,0.9933550797271434
bateria3,Aprima,26,0.47,0.94,25,4.1,6.8,parada,60,0.775588526989977,0.9933430156177419
bateria3,Aprima,27,0.47,0.94,25,4.1,6.8,parada,60,0.7742509111322758,0.9935214337653017
bateria3,Aprima,28,0.47,0.94,25,4.1,6.8,parada,60,0.7794615138777836,0.9934925054143029
bateria3,Aprima,30,0.47,0.94,25,4.1,6.8,parada,60,0.7812987371974116,0.993577937436645
bateria3,Aprima,29,0.47,0.94,25,4.1,6.8,parada,60,0.7744788892052656,0.9932822280719168
bateria3,Bprima,0.8|22|3|0.3|1,0.3,0.8,22,3,6.8,parada,60,0.986543969085118,0.9990094572584299
bateria3,Bprima,0.8|22|3|0.3|2,0.3,0.8,22,3,6.8,parada,60,0.9887815347391924,0.9991872480083321
bateria3,Bprima,0.8|22|3|0.3|3,0.3,0.8,22,3,6.8,parada,60,0.9874101443818073,0.9990790669497425
bateria3,Bprima,0.8|22|3|0.3|4,0.3,0.8,22,3,6.8,parada,60,0.9868526914228593,0.9990433433003784
bateria3,Bprima,0.8|22|3|0.3|5,0.3,0.8,22,3,6.8,parada,60,0.9852716682437002,0.9989269306717301
bateria3,Bprima,0.8|22|3|0.3|6,0.3,0.8,22,3,6.8,parada,60,0.9886839069023001,0.9991638255923229
bateria3,Bprima,0.8|22|3|0.3|7,0.3,0.8,22,3,6.8,parada,60,0.9868918260795276,0.99904922199143
bateria3,Bprima,0.8|22|3|0.3|8,0.3,0.8,22,3,6.8,parada,60,0.9870559668879361,0.9990679029396461
bateria3,Bprima,0.8|22|3|0.3|9,0.3,0.8,22,3,6.8,parada,60,0.9864114854934705,0.9990062239674632
bateria3,Bprima,0.8|22|3|0.3|10,0.3,0.8,22,3,6.8,parada,60,0.9876329104210025,0.9990882941783094
bateria3,Bprima,0.8|22|3|0.47|2,0.47,0.8,22,3,6.8,parada,60,0.9966776597239259,0.9996903932663344
bateria3,Bprima,0.8|22|3|0.47|1,0.47,0.8,22,3,6.8,parada,60,0.9968455263629891,0.9997033577024288
bateria3,Bprima,0.8|22|3|0.47|3,0.47,0.8,22,3,6.8,parada,60,0.996391368483822,0.999663558600039
bateria3,Bprima,0.8|22|3|0.47|4,0.47,0.8,22,3,6.8,parada,60,0.9968523077581964,0.9997066580276324
bateria3,Bprima,0.8|22|3|0.47|5,0.47,0.8,22,3,6.8,parada,60,0.9970232811439887,0.9997213867422962
bateria3,Bprima,0.8|22|3|0.47|7,0.47,0.8,22,3,6.8,parada,60,0.9969373359511691,0.999716151953218
bateria3,Bprima,0.8|22|3|0.47|6,0.47,0.8,22,3,6.8,parada,60,0.9968067019642847,0.9996995157591705
bateria3,Bprima,0.8|22|3|0.47|8,0.47,0.8,22,3,6.8,parada,60,0.995886385580907,0.999620575236024
bateria3,Bprima,0.8|22|3|0.47|9,0.47,0.8,22,3,6.8,parada,60,0.9976545272579648,0.9997807976296805
bateria3,Bprima,0.8|22|3|0.47|10,0.47,0.8,22,3,6.8,parada,60,0.9958538667753942,0.9996106467978139
bateria3,Bprima,0.8|22|3|0.65|1,0.65,0.8,22,3,6.8,parada,60,0.9664829619605129,0.996053806266411
bateria3,Bprima,0.8|22|3|0.65|2,0.65,0.8,22,3,6.8,parada,60,0.9633263320354131,0.9957203202144923
bateria3,Bprima,0.8|22|3|0.65|3,0.65,0.8,22,3,6.8,parada,60,0.9655594637576685,0.9959793701074132
bateria3,Bprima,0.8|22|3|0.65|4,0.65,0.8,22,3,6.8,parada,60,0.9658815708424067,0.996016951551702
bateria3,Bprima,0.8|22|3|0.65|5,0.65,0.8,22,3,6.8,parada,60,0.9676016327799047,0.9962017432083149
bateria3,Bprima,0.8|22|3|0.65|6,0.65,0.8,22,3,6.8,parada,60,0.9632824868151247,0.9956747300137376
bateria3,Bprima,0.8|22|3|0.65|7,0.65,0.8,22,3,6.8,parada,60,0.9666808487326473,0.9961132302270663
